cell_id,Schiffornis veraepacis,Schiffornis veraepacis [veraepacis Group],Schiffornis veraepacis rosenbergi
82450ffffffffff,18.0,16.0,0.0
824527fffffffff,2.0,2.0,0.0
82452ffffffffff,14.0,2.0,0.0
826617fffffffff,6.0,0.0,0.0
82661ffffffffff,13.0,2.0,0.0
8266a7fffffffff,5.0,1.0,0.0
8266b7fffffffff,18.0,15.0,0.0
8266d7fffffffff,98.0,0.0,31.0
826d2ffffffffff,12.0,6.0,0.0
826d37fffffffff,16.0,6.0,0.0
826d6ffffffffff,24.0,24.0,0.0
828f0ffffffffff,6.0,0.0,4.0
828f2ffffffffff,25.0,0.0,11.0
