cell_id,Pezoporus wallicus,Pezoporus wallicus flaviventris,Pezoporus wallicus wallicus
82b95ffffffffff,5.0,3.0,0.0
82be0ffffffffff,9.0,0.0,2.0
82be1ffffffffff,2.0,0.0,0.0
82be2ffffffffff,11.0,0.0,7.0
82be67fffffffff,1.0,0.0,0.0
82be77fffffffff,2.0,0.0,0.0
82be8ffffffffff,1.0,0.0,0.0
82beaffffffffff,1.0,0.0,0.0
82bf4ffffffffff,2.0,0.0,2.0
