cell_id,Zonotrichia leucophrys,Zonotrichia leucophrys leucophrys,Zonotrichia leucophrys oriantha,Zonotrichia leucophrys gambelii,Zonotrichia leucophrys nuttalli,Zonotrichia leucophrys pugetensis,Zonotrichia leucophrys leucophrys/oriantha,Zonotrichia leucophrys nuttalli/pugetensis
8302cafffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8302ddfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c01fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c02fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c03fffffffff,116.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
830c04fffffffff,53.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0
830c05fffffffff,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
830c06fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c0bfffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c14fffffffff,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c15fffffffff,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c18fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c1bfffffffff,62.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830c1efffffffff,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c21fffffffff,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c23fffffffff,88.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0
830c24fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c25fffffffff,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830c29fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c2afffffffff,78.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
830c2cfffffffff,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c2dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c30fffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c32fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c33fffffffff,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c34fffffffff,55.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0
830c35fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c41fffffffff,187.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
830c42fffffffff,187.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
830c44fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c45fffffffff,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830c46fffffffff,80.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830c50fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c51fffffffff,235.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830c52fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c54fffffffff,204.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
830c55fffffffff,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c56fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c5afffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c60fffffffff,31.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830c61fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c62fffffffff,186.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
830c63fffffffff,55.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
830c64fffffffff,69.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
830c65fffffffff,96.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0
830c66fffffffff,615.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0
830c69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c6afffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830c70fffffffff,332.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0
830c71fffffffff,364.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
830c72fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830c73fffffffff,4671.0,0.0,0.0,918.0,0.0,0.0,0.0,0.0
830c74fffffffff,2433.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0
830c75fffffffff,485.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0
830c76fffffffff,297.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0
830ca4fffffffff,327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ca9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830cccfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830cddfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce1fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830ce3fffffffff,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
830ceafffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830cecfffffffff,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830ceefffffffff,120.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
830cf4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d03fffffffff,210.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
830d09fffffffff,238.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
830d0afffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d0bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d0cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d0dfffffffff,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
830d19fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d1afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d1bfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d40fffffffff,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d42fffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d44fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d46fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d48fffffffff,121.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
830d49fffffffff,41.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
830d4afffffffff,87.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
830d4cfffffffff,55.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
830d4dfffffffff,206.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0
830d4efffffffff,22.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830d52fffffffff,288.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
830d53fffffffff,52.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830d56fffffffff,97.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
830d58fffffffff,502.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830d59fffffffff,153.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
830d5afffffffff,1218.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0
830d5bfffffffff,139.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
830d5cfffffffff,54.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
830d5efffffffff,271.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
830d60fffffffff,98.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
830d61fffffffff,102.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
830d62fffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d65fffffffff,76.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830d66fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6afffffffff,32.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
830d6bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6cfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d6efffffffff,52.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
830d70fffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d71fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d72fffffffff,47.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
830d73fffffffff,34.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830d74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d75fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830d76fffffffff,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
830d89fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e00fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e03fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830e08fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
