cell_id,Oenanthe picata,Oenanthe picata picata,Oenanthe picata capistrata,Oenanthe picata opistholeuca
832080fffffffff,26.0,0.0,0.0,0.0
832082fffffffff,1.0,0.0,0.0,0.0
832083fffffffff,5.0,0.0,0.0,0.0
832084fffffffff,1.0,0.0,0.0,0.0
832085fffffffff,8.0,0.0,0.0,0.0
832086fffffffff,8.0,0.0,0.0,0.0
83208afffffffff,2.0,0.0,0.0,0.0
832099fffffffff,3.0,0.0,0.0,0.0
8320a8fffffffff,4.0,0.0,0.0,0.0
8320aefffffffff,2.0,0.0,0.0,0.0
8320b1fffffffff,2.0,0.0,0.0,0.0
8320b2fffffffff,1.0,0.0,0.0,0.0
8320b3fffffffff,4.0,0.0,0.0,0.0
832198fffffffff,2.0,0.0,0.0,0.0
832199fffffffff,3.0,0.0,0.0,0.0
832c83fffffffff,1.0,0.0,0.0,0.0
832c8efffffffff,17.0,0.0,0.0,0.0
832c98fffffffff,3.0,0.0,0.0,0.0
832c99fffffffff,1.0,0.0,0.0,0.0
832c9cfffffffff,6.0,0.0,0.0,0.0
832cc3fffffffff,3.0,0.0,0.0,0.0
832ccbfffffffff,9.0,0.0,0.0,0.0
832ccefffffffff,2.0,0.0,0.0,0.0
832cd4fffffffff,8.0,0.0,0.0,0.0
832cd8fffffffff,2.0,0.0,0.0,0.0
832cdafffffffff,2.0,0.0,0.0,0.0
832cddfffffffff,36.0,0.0,0.0,0.0
832cdefffffffff,2.0,0.0,0.0,0.0
833d04fffffffff,2.0,0.0,0.0,0.0
833d06fffffffff,4.0,0.0,0.0,0.0
833d10fffffffff,2.0,0.0,0.0,0.0
833d14fffffffff,8.0,0.0,0.0,0.0
833d16fffffffff,2.0,0.0,0.0,0.0
833d22fffffffff,13.0,0.0,0.0,0.0
833d26fffffffff,2.0,0.0,0.0,0.0
833d32fffffffff,7.0,0.0,0.0,0.0
833d84fffffffff,46.0,0.0,0.0,0.0
833d85fffffffff,36.0,0.0,0.0,0.0
833da0fffffffff,1.0,0.0,0.0,0.0
833da1fffffffff,63.0,0.0,0.0,0.0
833da2fffffffff,29.0,0.0,0.0,0.0
833da3fffffffff,17.0,0.0,0.0,0.0
833da4fffffffff,4.0,0.0,0.0,0.0
833da5fffffffff,2.0,0.0,0.0,0.0
833da6fffffffff,530.0,0.0,0.0,0.0
833daafffffffff,2.0,0.0,0.0,0.0
833db0fffffffff,17.0,0.0,0.0,0.0
833db1fffffffff,12.0,0.0,0.0,0.0
833db2fffffffff,8.0,0.0,0.0,0.0
833db3fffffffff,8.0,0.0,0.0,0.0
833db4fffffffff,8.0,0.0,0.0,0.0
833db5fffffffff,22.0,0.0,0.0,0.0
833db6fffffffff,50.0,0.0,0.0,0.0
834206fffffffff,11.0,0.0,0.0,0.0
834221fffffffff,4.0,0.0,0.0,0.0
834225fffffffff,2.0,0.0,0.0,0.0
834230fffffffff,10.0,0.0,0.0,0.0
834231fffffffff,4.0,0.0,0.0,0.0
834233fffffffff,24.0,0.0,0.0,0.0
834249fffffffff,16.0,0.0,0.0,0.0
834251fffffffff,101.0,0.0,0.0,0.0
834253fffffffff,1205.0,0.0,0.0,0.0
834258fffffffff,97.0,0.0,0.0,0.0
834259fffffffff,271.0,0.0,0.0,0.0
83425afffffffff,84.0,0.0,0.0,0.0
83425bfffffffff,2.0,0.0,0.0,0.0
83425dfffffffff,11.0,0.0,0.0,0.0
83425efffffffff,48.0,0.0,0.0,0.0
834268fffffffff,4.0,0.0,0.0,0.0
834269fffffffff,59.0,0.0,0.0,0.0
83426dfffffffff,2.0,0.0,0.0,0.0
83426efffffffff,1.0,0.0,0.0,0.0
8342c0fffffffff,102.0,0.0,0.0,0.0
8342c1fffffffff,251.0,2.0,0.0,0.0
8342c2fffffffff,9.0,0.0,0.0,0.0
8342c3fffffffff,43.0,0.0,0.0,0.0
8342c4fffffffff,1104.0,83.0,0.0,0.0
8342c5fffffffff,709.0,4.0,0.0,0.0
8342c6fffffffff,24.0,0.0,0.0,0.0
8342c9fffffffff,2.0,0.0,0.0,0.0
8342ccfffffffff,7.0,0.0,0.0,0.0
8342cdfffffffff,25.0,0.0,0.0,0.0
8342cefffffffff,135.0,0.0,0.0,0.0
8342dcfffffffff,5.0,0.0,0.0,0.0
8342ddfffffffff,18.0,0.0,0.0,0.0
8342e0fffffffff,11.0,0.0,0.0,0.0
8342e2fffffffff,90.0,31.0,0.0,0.0
8342e3fffffffff,110.0,20.0,0.0,0.0
8342e4fffffffff,18.0,0.0,0.0,0.0
8342e8fffffffff,4.0,0.0,0.0,0.0
8342e9fffffffff,28.0,0.0,0.0,0.0
8342eafffffffff,28.0,0.0,0.0,0.0
8342ebfffffffff,21.0,0.0,0.0,0.0
8342edfffffffff,3.0,0.0,0.0,0.0
8342eefffffffff,2.0,0.0,0.0,0.0
83430afffffffff,2.0,0.0,0.0,0.0
834310fffffffff,19.0,0.0,0.0,0.0
834313fffffffff,60.0,0.0,0.0,0.0
834316fffffffff,4.0,0.0,0.0,0.0
83431afffffffff,20.0,0.0,0.0,0.0
83431cfffffffff,1.0,0.0,0.0,0.0
83431efffffffff,139.0,0.0,0.0,0.0
834326fffffffff,7.0,0.0,0.0,0.0
834329fffffffff,2.0,0.0,0.0,0.0
834330fffffffff,2.0,0.0,0.0,0.0
834331fffffffff,2.0,0.0,0.0,0.0
834332fffffffff,2.0,0.0,0.0,0.0
834335fffffffff,4.0,0.0,0.0,0.0
834350fffffffff,2.0,0.0,0.0,0.0
834360fffffffff,20.0,0.0,0.0,0.0
834361fffffffff,5.0,0.0,0.0,0.0
834364fffffffff,7.0,0.0,0.0,0.0
834365fffffffff,2.0,0.0,0.0,0.0
834373fffffffff,9.0,0.0,0.0,0.0
834381fffffffff,4.0,0.0,0.0,0.0
834388fffffffff,1.0,0.0,0.0,0.0
8343a8fffffffff,28.0,0.0,0.0,0.0
8343a9fffffffff,14.0,0.0,0.0,0.0
8343acfffffffff,169.0,0.0,0.0,0.0
8343adfffffffff,2.0,0.0,0.0,0.0
8343aefffffffff,51.0,0.0,0.0,0.0
