cell_id,Phalacrocorax carbo,Phalacrocorax carbo carbo,Phalacrocorax carbo novaehollandiae,Phalacrocorax carbo sinensis/hanedae,Phalacrocorax carbo maroccanus,Phalacrocorax carbo lucidus,Phalacrocorax carbo carbo/sinensis
8308ecfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308edfffffffff,105.0,2.0,0.0,0.0,0.0,0.0,0.0
8308f2fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,4.0
8308f6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83094bfffffffff,50.0,7.0,0.0,0.0,0.0,0.0,0.0
830958fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
830959fffffffff,24.0,1.0,0.0,0.0,0.0,0.0,0.0
83095afffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
83095bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830980fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
830981fffffffff,54.0,2.0,0.0,0.0,0.0,0.0,0.0
830982fffffffff,211.0,7.0,0.0,0.0,0.0,0.0,0.0
830983fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830988fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830989fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83098bfffffffff,11.0,4.0,0.0,2.0,0.0,0.0,0.0
83098cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
83098dfffffffff,13.0,0.0,0.0,2.0,0.0,0.0,0.0
830991fffffffff,589.0,14.0,0.0,2.0,0.0,0.0,0.0
830993fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,2.0
830998fffffffff,70.0,1.0,0.0,2.0,0.0,0.0,0.0
830999fffffffff,242.0,26.0,0.0,11.0,0.0,0.0,0.0
83099afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83099bfffffffff,179.0,13.0,0.0,2.0,0.0,0.0,0.0
83099cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83099efffffffff,61.0,2.0,0.0,0.0,0.0,0.0,0.0
8309a0fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8309a4fffffffff,90.0,8.0,0.0,0.0,0.0,0.0,0.0
8309a5fffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
8309a6fffffffff,63.0,4.0,0.0,0.0,0.0,0.0,0.0
8309abfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831081fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831093fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8310b3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8310defffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831101fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831104fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831105fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831106fffffffff,165.0,0.0,0.0,0.0,0.0,0.0,0.0
831115fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831116fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831122fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
831123fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831124fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831126fffffffff,369.0,3.0,0.0,2.0,0.0,0.0,54.0
831130fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831131fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831134fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831135fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831136fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831140fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831154fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831161fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831165fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831181fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831185fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83118cfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8311a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aafffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8311aefffffffff,97.0,2.0,0.0,29.0,0.0,0.0,0.0
8311b4fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831485fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8314a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8314aefffffffff,153.0,0.0,0.0,0.0,0.0,0.0,0.0
8314b2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8314d6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831582fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831590fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831591fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831592fffffffff,59.0,0.0,0.0,1.0,0.0,0.0,0.0
831594fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831595fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831598fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
83159bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83159cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8315b3fffffffff,17.0,0.0,0.0,6.0,0.0,0.0,0.0
8315b6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831801fffffffff,200.0,18.0,0.0,0.0,0.0,0.0,0.0
831804fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831805fffffffff,296.0,60.0,0.0,0.0,0.0,0.0,0.0
83180cfffffffff,91.0,11.0,0.0,0.0,0.0,0.0,0.0
831820fffffffff,26.0,2.0,0.0,0.0,0.0,0.0,0.0
831821fffffffff,37.0,7.0,0.0,0.0,0.0,0.0,0.0
831823fffffffff,195.0,65.0,0.0,0.0,0.0,0.0,0.0
831824fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831825fffffffff,91.0,7.0,0.0,0.0,0.0,0.0,0.0
831828fffffffff,569.0,63.0,0.0,0.0,0.0,0.0,0.0
831829fffffffff,82.0,3.0,0.0,0.0,0.0,0.0,0.0
83182afffffffff,163.0,19.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,1241.0,63.0,0.0,0.0,0.0,0.0,0.0
83182dfffffffff,49.0,5.0,0.0,0.0,0.0,0.0,0.0
83182efffffffff,538.0,203.0,0.0,0.0,0.0,0.0,0.0
831840fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831841fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831844fffffffff,143.0,7.0,0.0,0.0,0.0,0.0,0.0
831845fffffffff,190.0,2.0,0.0,0.0,0.0,0.0,0.0
831846fffffffff,274.0,2.0,0.0,0.0,0.0,0.0,6.0
831849fffffffff,4460.0,5.0,0.0,2.0,0.0,0.0,0.0
83184afffffffff,1731.0,17.0,0.0,5.0,0.0,0.0,0.0
83184bfffffffff,2675.0,4.0,0.0,15.0,0.0,0.0,0.0
83184cfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83184dfffffffff,225.0,1.0,0.0,1.0,0.0,0.0,0.0
831859fffffffff,187.0,0.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,1165.0,0.0,0.0,0.0,0.0,0.0,0.0
831860fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0
831861fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831862fffffffff,243.0,13.0,0.0,0.0,0.0,0.0,0.0
831863fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
831864fffffffff,18.0,2.0,0.0,0.0,0.0,0.0,0.0
831865fffffffff,57.0,0.0,0.0,2.0,0.0,0.0,0.0
831866fffffffff,51.0,2.0,0.0,0.0,0.0,0.0,0.0
831868fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
831869fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83186afffffffff,288.0,0.0,0.0,0.0,0.0,0.0,0.0
83186bfffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83186cfffffffff,330.0,0.0,0.0,2.0,0.0,0.0,0.0
83186dfffffffff,79.0,0.0,0.0,4.0,0.0,0.0,0.0
83186efffffffff,69.0,0.0,0.0,1.0,0.0,0.0,0.0
831870fffffffff,420.0,18.0,0.0,0.0,0.0,0.0,0.0
831871fffffffff,75.0,0.0,0.0,0.0,0.0,0.0,0.0
831872fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831873fffffffff,81.0,6.0,0.0,2.0,0.0,0.0,0.0
831874fffffffff,142.0,20.0,0.0,0.0,0.0,0.0,0.0
831875fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,246.0,48.0,0.0,0.0,0.0,0.0,0.0
831901fffffffff,54.0,4.0,0.0,0.0,0.0,0.0,0.0
831908fffffffff,275.0,30.0,0.0,0.0,0.0,0.0,0.0
831909fffffffff,219.0,2.0,0.0,0.0,0.0,0.0,0.0
83190afffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83190bfffffffff,138.0,12.0,0.0,0.0,0.0,0.0,0.0
83190cfffffffff,210.0,16.0,0.0,0.0,0.0,0.0,0.0
83190dfffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
83190efffffffff,178.0,22.0,0.0,0.0,0.0,0.0,0.0
83191dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831928fffffffff,192.0,22.0,0.0,0.0,0.0,0.0,0.0
831929fffffffff,62.0,1.0,0.0,0.0,0.0,0.0,0.0
83192afffffffff,51.0,23.0,0.0,0.0,0.0,0.0,0.0
83192bfffffffff,568.0,142.0,0.0,0.0,0.0,0.0,0.0
83192cfffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
83192dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,1158.0,92.0,0.0,5.0,0.0,0.0,2.0
831941fffffffff,4238.0,35.0,0.0,194.0,0.0,0.0,26.0
831942fffffffff,1704.0,19.0,0.0,478.0,0.0,0.0,4.0
831943fffffffff,2861.0,11.0,0.0,170.0,0.0,0.0,0.0
831946fffffffff,670.0,55.0,0.0,0.0,0.0,0.0,0.0
831948fffffffff,3301.0,141.0,0.0,194.0,0.0,0.0,2.0
831949fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,2357.0,21.0,0.0,37.0,0.0,0.0,0.0
83194bfffffffff,358.0,4.0,0.0,6.0,0.0,0.0,0.0
83194cfffffffff,1854.0,0.0,0.0,45.0,0.0,0.0,0.0
83194dfffffffff,1599.0,0.0,0.0,85.0,0.0,0.0,0.0
83194efffffffff,3287.0,25.0,0.0,105.0,0.0,0.0,0.0
831950fffffffff,498.0,8.0,0.0,0.0,0.0,0.0,0.0
831951fffffffff,1043.0,97.0,0.0,68.0,0.0,0.0,0.0
831952fffffffff,297.0,16.0,0.0,0.0,0.0,0.0,0.0
831953fffffffff,404.0,26.0,0.0,0.0,0.0,0.0,0.0
831954fffffffff,69.0,4.0,0.0,0.0,0.0,0.0,0.0
831955fffffffff,390.0,21.0,0.0,4.0,0.0,0.0,0.0
831956fffffffff,221.0,13.0,0.0,0.0,0.0,0.0,0.0
831958fffffffff,725.0,14.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,2559.0,29.0,0.0,59.0,0.0,0.0,0.0
83195afffffffff,229.0,8.0,0.0,0.0,0.0,0.0,0.0
83195bfffffffff,870.0,34.0,0.0,0.0,0.0,0.0,0.0
83195cfffffffff,1459.0,1.0,0.0,49.0,0.0,0.0,0.0
83195dfffffffff,2633.0,19.0,0.0,177.0,0.0,0.0,3.0
83195efffffffff,138.0,3.0,0.0,0.0,0.0,0.0,0.0
831968fffffffff,1477.0,0.0,0.0,236.0,0.0,0.0,0.0
831969fffffffff,2594.0,0.0,0.0,228.0,0.0,0.0,0.0
83196bfffffffff,1098.0,0.0,0.0,79.0,0.0,0.0,0.0
83196cfffffffff,30.0,0.0,0.0,4.0,0.0,0.0,0.0
83196dfffffffff,1219.0,0.0,0.0,90.0,0.0,0.0,0.0
831972fffffffff,1017.0,74.0,0.0,0.0,0.0,0.0,0.0
831973fffffffff,825.0,48.0,0.0,0.0,0.0,0.0,0.0
831976fffffffff,260.0,14.0,0.0,0.0,0.0,0.0,0.0
831aa0fffffffff,489.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa2fffffffff,134.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa3fffffffff,266.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa4fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
831aa6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab0fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
831ab5fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831b83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b99fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831b9efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e00fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
831e01fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,808.0,0.0,0.0,96.0,0.0,0.0,0.0
831e03fffffffff,472.0,0.0,0.0,44.0,0.0,0.0,0.0
831e04fffffffff,885.0,0.0,0.0,0.0,0.0,0.0,0.0
831e05fffffffff,412.0,0.0,0.0,2.0,0.0,0.0,0.0
831e06fffffffff,1618.0,0.0,0.0,20.0,0.0,0.0,0.0
831e08fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0afffffffff,248.0,0.0,0.0,3.0,0.0,0.0,0.0
831e0bfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0cfffffffff,183.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0efffffffff,497.0,0.0,0.0,20.0,0.0,0.0,0.0
831e10fffffffff,150.0,0.0,0.0,0.0,0.0,0.0,0.0
831e11fffffffff,115.0,0.0,0.0,10.0,0.0,0.0,0.0
831e12fffffffff,620.0,0.0,0.0,0.0,0.0,0.0,0.0
831e13fffffffff,827.0,0.0,0.0,21.0,0.0,0.0,0.0
831e14fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
831e15fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
831e16fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
831e18fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
831e19fffffffff,97.0,0.0,0.0,9.0,0.0,0.0,0.0
831e1afffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1bfffffffff,1481.0,0.0,0.0,12.0,0.0,0.0,0.0
831e1cfffffffff,272.0,0.0,0.0,31.0,0.0,0.0,0.0
831e1dfffffffff,181.0,0.0,0.0,13.0,0.0,0.0,0.0
831e1efffffffff,45.0,0.0,0.0,2.0,0.0,0.0,0.0
831e20fffffffff,133.0,0.0,0.0,0.0,0.0,0.0,0.0
831e21fffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
831e22fffffffff,475.0,0.0,0.0,0.0,0.0,0.0,0.0
831e23fffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0
831e24fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
831e25fffffffff,70.0,0.0,0.0,4.0,0.0,0.0,0.0
831e26fffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
831e28fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
831e29fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2afffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2bfffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2dfffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2efffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0
831e30fffffffff,413.0,0.0,0.0,0.0,0.0,0.0,0.0
831e31fffffffff,235.0,0.0,0.0,0.0,0.0,0.0,0.0
831e32fffffffff,142.0,0.0,0.0,6.0,0.0,0.0,0.0
831e33fffffffff,443.0,0.0,0.0,4.0,0.0,0.0,0.0
831e34fffffffff,663.0,0.0,0.0,2.0,0.0,0.0,0.0
831e35fffffffff,1077.0,0.0,0.0,11.0,0.0,0.0,0.0
831e36fffffffff,241.0,0.0,0.0,13.0,0.0,0.0,0.0
831e42fffffffff,93.0,0.0,0.0,0.0,0.0,0.0,0.0
831e46fffffffff,81.0,0.0,0.0,6.0,0.0,0.0,0.0
831e48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e49fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e4afffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
831e4bfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
831e4dfffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
831e50fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e51fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0
831e52fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e53fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e55fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
831e58fffffffff,44.0,0.0,0.0,7.0,0.0,0.0,0.0
831e59fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
831e5afffffffff,241.0,0.0,0.0,32.0,0.0,0.0,0.0
831e5cfffffffff,108.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5dfffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5efffffffff,383.0,0.0,0.0,5.0,0.0,0.0,0.0
831e61fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e63fffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0
831e64fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831e65fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e69fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6afffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6bfffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831e6efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831e72fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e73fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e74fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
831e75fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
831e76fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
831e80fffffffff,155.0,0.0,0.0,16.0,0.0,0.0,0.0
831e81fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e82fffffffff,183.0,0.0,0.0,3.0,0.0,0.0,0.0
831e83fffffffff,107.0,0.0,0.0,16.0,0.0,0.0,0.0
831e84fffffffff,103.0,0.0,0.0,4.0,0.0,0.0,0.0
831e85fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
831e86fffffffff,182.0,0.0,0.0,4.0,0.0,0.0,0.0
831e88fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e8bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e8cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e8dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e8efffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e92fffffffff,10.0,0.0,0.0,2.0,0.0,0.0,0.0
831e94fffffffff,8.0,0.0,0.0,3.0,0.0,0.0,0.0
831e96fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
831e9afffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
831e9bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
