cell_id,Pampa curvipennis,Pampa curvipennis curvipennis,Pampa curvipennis pampa,Pampa curvipennis excellens
82450ffffffffff,2.0,0.0,2.0,0.0
824527fffffffff,10.0,0.0,0.0,0.0
82452ffffffffff,36.0,0.0,3.0,0.0
824537fffffffff,15.0,0.0,0.0,0.0
824997fffffffff,21.0,11.0,0.0,0.0
82499ffffffffff,1.0,1.0,0.0,0.0
826d27fffffffff,11.0,0.0,0.0,6.0
826d37fffffffff,4.0,1.0,0.0,2.0
