cell_id,Branta canadensis,Branta canadensis moffitti/maxima,Branta canadensis occidentalis/fulva,Branta canadensis [canadensis Group]
830130fffffffff,2.0,0.0,0.0,0.0
830135fffffffff,3.0,0.0,0.0,0.0
83021bfffffffff,4.0,0.0,0.0,0.0
830243fffffffff,3.0,0.0,0.0,0.0
83024cfffffffff,39.0,0.0,0.0,0.0
830250fffffffff,2.0,0.0,0.0,0.0
830259fffffffff,2.0,0.0,0.0,0.0
83025cfffffffff,27.0,0.0,0.0,0.0
83025dfffffffff,2.0,0.0,0.0,0.0
83028afffffffff,2.0,0.0,0.0,0.0
8302c2fffffffff,2.0,0.0,0.0,0.0
8302c3fffffffff,1.0,0.0,0.0,0.0
8302cafffffffff,79.0,0.0,0.0,0.0
8302cefffffffff,2.0,0.0,0.0,0.0
8302d6fffffffff,3.0,0.0,0.0,0.0
8302d8fffffffff,1.0,0.0,0.0,0.0
8302dcfffffffff,1.0,0.0,0.0,0.0
8302ddfffffffff,8.0,0.0,0.0,0.0
8302defffffffff,2.0,0.0,0.0,0.0
8302e8fffffffff,2.0,0.0,0.0,0.0
8302edfffffffff,2.0,0.0,0.0,0.0
830688fffffffff,3.0,0.0,0.0,0.0
830689fffffffff,5.0,0.0,0.0,0.0
83068dfffffffff,3.0,0.0,0.0,0.0
8306d1fffffffff,1.0,0.0,0.0,0.0
8306d5fffffffff,5.0,0.0,0.0,0.0
8306ddfffffffff,2.0,0.0,0.0,0.0
8306f2fffffffff,5.0,0.0,0.0,0.0
830802fffffffff,11.0,0.0,0.0,0.0
830806fffffffff,14.0,0.0,0.0,0.0
830811fffffffff,9.0,0.0,0.0,0.0
830813fffffffff,25.0,0.0,0.0,0.0
830815fffffffff,23.0,0.0,0.0,0.0
83081bfffffffff,2.0,0.0,0.0,0.0
83081efffffffff,11.0,0.0,0.0,0.0
830828fffffffff,1.0,0.0,0.0,0.0
830832fffffffff,8.0,0.0,0.0,0.0
830880fffffffff,75.0,0.0,0.0,0.0
830882fffffffff,14.0,0.0,0.0,0.0
830883fffffffff,65.0,0.0,0.0,0.0
830884fffffffff,48.0,0.0,0.0,0.0
830885fffffffff,8.0,0.0,0.0,0.0
830886fffffffff,392.0,0.0,0.0,0.0
830888fffffffff,21.0,0.0,0.0,0.0
830889fffffffff,4.0,0.0,0.0,0.0
83088afffffffff,6.0,0.0,0.0,0.0
83088bfffffffff,3.0,0.0,0.0,0.0
83088efffffffff,7.0,0.0,0.0,0.0
830893fffffffff,9.0,0.0,0.0,0.0
830895fffffffff,112.0,0.0,0.0,0.0
830896fffffffff,7.0,0.0,0.0,0.0
830898fffffffff,23.0,0.0,0.0,0.0
830899fffffffff,507.0,0.0,0.0,0.0
83089afffffffff,3.0,0.0,0.0,0.0
83089bfffffffff,77.0,0.0,0.0,0.0
83089cfffffffff,3.0,0.0,0.0,0.0
83089dfffffffff,116.0,0.0,0.0,0.0
83089efffffffff,2.0,0.0,0.0,0.0
8308a0fffffffff,2.0,0.0,0.0,0.0
8308a1fffffffff,3.0,0.0,0.0,0.0
8308a2fffffffff,8.0,0.0,0.0,0.0
8308a3fffffffff,16.0,0.0,0.0,0.0
8308a4fffffffff,14.0,0.0,0.0,0.0
8308a5fffffffff,2.0,0.0,0.0,0.0
8308a6fffffffff,27.0,0.0,0.0,0.0
8308a9fffffffff,2.0,0.0,0.0,0.0
8308adfffffffff,1.0,0.0,0.0,0.0
8308aefffffffff,3.0,0.0,0.0,0.0
8308b0fffffffff,59.0,0.0,0.0,0.0
8308b1fffffffff,137.0,0.0,0.0,0.0
8308b2fffffffff,3.0,0.0,0.0,0.0
8308b3fffffffff,41.0,0.0,0.0,0.0
8308b4fffffffff,21.0,0.0,0.0,0.0
8308b5fffffffff,5.0,0.0,0.0,0.0
8308b6fffffffff,20.0,0.0,0.0,0.0
8308c0fffffffff,5.0,0.0,0.0,0.0
8308c2fffffffff,6.0,0.0,0.0,0.0
8308c3fffffffff,2.0,0.0,0.0,0.0
8308c6fffffffff,1.0,0.0,0.0,0.0
8308d4fffffffff,4.0,0.0,0.0,0.0
8308d5fffffffff,14.0,0.0,0.0,0.0
8308d8fffffffff,2.0,0.0,0.0,0.0
8308e5fffffffff,1.0,0.0,0.0,0.0
8308f0fffffffff,2.0,0.0,0.0,0.0
8308f4fffffffff,2.0,0.0,0.0,0.0
8308f6fffffffff,27.0,0.0,0.0,0.0
830958fffffffff,2.0,0.0,0.0,0.0
83095bfffffffff,1.0,0.0,0.0,0.0
830981fffffffff,2.0,0.0,0.0,0.0
830982fffffffff,15.0,0.0,0.0,0.0
830988fffffffff,2.0,0.0,0.0,0.0
83098afffffffff,2.0,0.0,0.0,0.0
83098bfffffffff,4.0,0.0,0.0,0.0
83098cfffffffff,5.0,0.0,0.0,0.0
83098dfffffffff,3.0,0.0,0.0,0.0
83098efffffffff,2.0,0.0,0.0,0.0
830991fffffffff,23.0,0.0,0.0,0.0
830998fffffffff,13.0,0.0,0.0,0.0
830999fffffffff,132.0,0.0,0.0,0.0
83099afffffffff,2.0,0.0,0.0,0.0
83099bfffffffff,50.0,0.0,0.0,0.0
83099cfffffffff,6.0,0.0,0.0,0.0
83099efffffffff,2.0,0.0,0.0,0.0
830c03fffffffff,80.0,0.0,0.0,0.0
830c04fffffffff,12.0,0.0,0.0,0.0
830c14fffffffff,361.0,0.0,0.0,42.0
830c15fffffffff,14.0,0.0,0.0,0.0
