cell_id,Cinnyris reichenowi,Cinnyris reichenowi preussi,Cinnyris reichenowi reichenowi
826adffffffffff,1.0,0.0,0.0
827a47fffffffff,9.0,0.0,7.0
827a4ffffffffff,4.0,0.0,2.0
827a6ffffffffff,11.0,1.0,3.0
8282d7fffffffff,6.0,6.0,0.0
