cell_id,Pterocles exustus,Pterocles exustus [exustus Group],Pterocles exustus erlangeri,Pterocles exustus hindustan
843cb13ffffffff,10.0,0.0,0.0,0.0
843cb15ffffffff,7.0,0.0,0.0,0.0
843cb39ffffffff,2.0,0.0,0.0,0.0
843cb65ffffffff,2.0,0.0,0.0,0.0
843cb6dffffffff,1.0,0.0,0.0,0.0
843d841ffffffff,1.0,0.0,0.0,0.0
843d845ffffffff,6.0,0.0,0.0,0.0
843d847ffffffff,4.0,0.0,0.0,0.0
843d84dffffffff,4.0,0.0,0.0,0.0
843d851ffffffff,24.0,0.0,0.0,0.0
843d853ffffffff,36.0,0.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0,0.0
843d859ffffffff,17.0,0.0,0.0,0.0
843d85dffffffff,4.0,0.0,0.0,0.0
843d86bffffffff,3.0,0.0,0.0,0.0
843d8b9ffffffff,2.0,0.0,0.0,0.0
843d8d5ffffffff,6.0,0.0,0.0,0.0
843d963ffffffff,4.0,0.0,0.0,0.0
843d967ffffffff,5.0,0.0,0.0,0.0
843d9d1ffffffff,5.0,0.0,0.0,0.0
843da11ffffffff,25.0,0.0,0.0,0.0
843da1bffffffff,1.0,0.0,0.0,0.0
843da1dffffffff,95.0,0.0,0.0,0.0
843da21ffffffff,3.0,0.0,0.0,0.0
843da25ffffffff,2.0,0.0,0.0,0.0
843da33ffffffff,7.0,0.0,0.0,0.0
843da37ffffffff,59.0,0.0,0.0,0.0
843da63ffffffff,15.0,0.0,0.0,0.0
843da69ffffffff,301.0,0.0,0.0,0.0
843daa5ffffffff,2.0,0.0,0.0,0.0
843db01ffffffff,3.0,0.0,0.0,0.0
843db03ffffffff,27.0,0.0,0.0,0.0
843db05ffffffff,2.0,0.0,0.0,0.0
843db07ffffffff,30.0,0.0,0.0,0.0
843db09ffffffff,16.0,0.0,0.0,0.0
843db0bffffffff,1.0,0.0,0.0,0.0
843db0dffffffff,2.0,0.0,0.0,0.0
843db13ffffffff,29.0,0.0,0.0,0.0
843db29ffffffff,43.0,0.0,0.0,0.0
843db2dffffffff,26.0,0.0,0.0,0.0
843db31ffffffff,20.0,0.0,0.0,0.0
843db35ffffffff,20.0,0.0,0.0,0.0
843db37ffffffff,12.0,0.0,0.0,0.0
843db39ffffffff,12.0,0.0,0.0,0.0
843db3bffffffff,2.0,0.0,0.0,0.0
843db3dffffffff,1.0,0.0,0.0,0.0
843db43ffffffff,1.0,0.0,0.0,0.0
843db49ffffffff,3.0,0.0,0.0,0.0
843db4dffffffff,1.0,0.0,0.0,0.0
843db51ffffffff,2.0,0.0,0.0,0.0
843db53ffffffff,2.0,0.0,0.0,0.0
843db55ffffffff,5.0,0.0,0.0,0.0
843db57ffffffff,36.0,0.0,0.0,0.0
843db5bffffffff,10.0,0.0,0.0,0.0
843db61ffffffff,6.0,0.0,0.0,0.0
843db67ffffffff,7.0,0.0,0.0,0.0
843e717ffffffff,1.0,0.0,0.0,0.0
8442301ffffffff,2.0,0.0,0.0,0.0
8442515ffffffff,66.0,0.0,0.0,0.0
8442517ffffffff,2.0,0.0,0.0,0.0
8442531ffffffff,469.0,0.0,0.0,0.0
8442533ffffffff,214.0,0.0,0.0,0.0
8442537ffffffff,23.0,0.0,0.0,0.0
8442539ffffffff,3.0,0.0,0.0,0.0
844253bffffffff,8.0,0.0,0.0,0.0
8442581ffffffff,2.0,0.0,0.0,0.0
8442585ffffffff,11.0,0.0,0.0,0.0
844258bffffffff,25.0,0.0,0.0,0.0
8442599ffffffff,4.0,0.0,0.0,0.0
844259dffffffff,68.0,0.0,0.0,0.0
84425a5ffffffff,6.0,0.0,0.0,0.0
84425a7ffffffff,6.0,0.0,0.0,0.0
84425a9ffffffff,18.0,0.0,0.0,0.0
84425e1ffffffff,1.0,0.0,0.0,0.0
84425e7ffffffff,20.0,0.0,0.0,0.0
8442c01ffffffff,41.0,0.0,0.0,0.0
8442c05ffffffff,8.0,0.0,0.0,0.0
8442c07ffffffff,18.0,0.0,0.0,0.0
8442c09ffffffff,8.0,0.0,0.0,0.0
8442c0bffffffff,1.0,0.0,0.0,0.0
8442c0dffffffff,51.0,0.0,0.0,0.0
8442c11ffffffff,4.0,0.0,0.0,0.0
8442c13ffffffff,352.0,0.0,0.0,0.0
8442c15ffffffff,3.0,0.0,0.0,0.0
8442c17ffffffff,4.0,0.0,0.0,0.0
8442c19ffffffff,14.0,0.0,0.0,0.0
8442c1bffffffff,70.0,0.0,0.0,0.0
8442c1dffffffff,9.0,0.0,0.0,0.0
8442c23ffffffff,11.0,0.0,0.0,0.0
8442c29ffffffff,3.0,0.0,0.0,0.0
8442c2bffffffff,1.0,0.0,0.0,0.0
8442c2dffffffff,14.0,0.0,0.0,0.0
8442c31ffffffff,3.0,0.0,0.0,0.0
8442c39ffffffff,9.0,0.0,0.0,0.0
8442c3bffffffff,2.0,0.0,0.0,0.0
8442c41ffffffff,94.0,0.0,0.0,0.0
8442c43ffffffff,31.0,0.0,0.0,0.0
8442c45ffffffff,13.0,0.0,0.0,0.0
8442c47ffffffff,6.0,0.0,0.0,0.0
8442c49ffffffff,24.0,0.0,0.0,0.0
8442c4bffffffff,345.0,0.0,0.0,0.0
8442c4dffffffff,35.0,0.0,0.0,0.0
8442c51ffffffff,10.0,0.0,0.0,0.0
8442c53ffffffff,30.0,0.0,0.0,0.0
8442c55ffffffff,5.0,0.0,0.0,0.0
8442c57ffffffff,10.0,0.0,0.0,0.0
8442c59ffffffff,35.0,0.0,0.0,0.0
8442c5bffffffff,14.0,0.0,0.0,0.0
8442c5dffffffff,213.0,0.0,0.0,0.0
8442c61ffffffff,11.0,0.0,0.0,0.0
8442c69ffffffff,27.0,0.0,0.0,0.0
8442c6dffffffff,3.0,0.0,0.0,0.0
8442c93ffffffff,4.0,0.0,0.0,0.0
8442cb9ffffffff,3.0,0.0,0.0,0.0
8442cc5ffffffff,13.0,0.0,0.0,0.0
8442ccdffffffff,6.0,0.0,0.0,0.0
8442cd3ffffffff,3.0,0.0,0.0,0.0
8442cdbffffffff,5.0,0.0,0.0,0.0
8442ce1ffffffff,4.0,0.0,0.0,0.0
8442ce3ffffffff,2.0,0.0,0.0,0.0
8442ce5ffffffff,8.0,0.0,0.0,0.0
8442ce7ffffffff,5.0,0.0,0.0,0.0
8442ce9ffffffff,522.0,0.0,0.0,0.0
8442cebffffffff,22.0,0.0,0.0,0.0
8442cedffffffff,6.0,0.0,0.0,0.0
8442d1bffffffff,2.0,0.0,0.0,0.0
8442d89ffffffff,23.0,0.0,0.0,0.0
8442dc3ffffffff,16.0,0.0,0.0,0.0
8442dc9ffffffff,3.0,0.0,0.0,0.0
8442dd1ffffffff,8.0,0.0,0.0,0.0
8442dd9ffffffff,111.0,0.0,0.0,0.0
8442ddbffffffff,3.0,0.0,0.0,0.0
8442e09ffffffff,5.0,0.0,0.0,0.0
8442e23ffffffff,38.0,0.0,0.0,0.0
8442e27ffffffff,43.0,0.0,0.0,0.0
8442e35ffffffff,3.0,0.0,0.0,0.0
8442e37ffffffff,40.0,0.0,0.0,0.0
8442e41ffffffff,3.0,0.0,0.0,0.0
8442e97ffffffff,4.0,0.0,0.0,0.0
8442ea1ffffffff,5.0,0.0,0.0,0.0
8442ea5ffffffff,6.0,0.0,0.0,0.0
8442ea9ffffffff,11.0,0.0,0.0,0.0
8442ebbffffffff,5.0,0.0,0.0,0.0
8442ed9ffffffff,8.0,0.0,0.0,0.0
8442eebffffffff,1.0,0.0,0.0,0.0
8443107ffffffff,14.0,0.0,0.0,0.0
84431a9ffffffff,4.0,0.0,0.0,0.0
84431e1ffffffff,3.0,0.0,0.0,0.0
84431e3ffffffff,14.0,0.0,0.0,0.0
84431e7ffffffff,9.0,0.0,0.0,0.0
8443857ffffffff,1.0,0.0,0.0,0.0
8443881ffffffff,1.0,0.0,0.0,0.0
8443885ffffffff,2.0,0.0,0.0,0.0
8443889ffffffff,8.0,0.0,2.0,0.0
84438bdffffffff,2.0,0.0,0.0,0.0
84438c1ffffffff,3.0,0.0,3.0,0.0
84438c3ffffffff,9.0,0.0,4.0,0.0
84438c7ffffffff,1.0,0.0,0.0,0.0
84438c9ffffffff,1.0,0.0,0.0,0.0
8443933ffffffff,3.0,0.0,0.0,0.0
844396dffffffff,9.0,0.0,3.0,0.0
8443983ffffffff,11.0,0.0,6.0,0.0
8443987ffffffff,1.0,0.0,0.0,0.0
84439d9ffffffff,2.0,0.0,0.0,0.0
84439e3ffffffff,14.0,0.0,10.0,0.0
8443a03ffffffff,18.0,0.0,3.0,0.0
8443a0dffffffff,3.0,0.0,0.0,0.0
8443a11ffffffff,7.0,0.0,2.0,0.0
8443a13ffffffff,139.0,0.0,36.0,0.0
8443a15ffffffff,37.0,0.0,2.0,0.0
8443a17ffffffff,140.0,0.0,18.0,0.0
8443a33ffffffff,6.0,0.0,0.0,0.0
8443a39ffffffff,15.0,0.0,2.0,0.0
8443a69ffffffff,6.0,0.0,2.0,0.0
8443a8dffffffff,69.0,0.0,5.0,0.0
8443a91ffffffff,1.0,0.0,0.0,0.0
8443a93ffffffff,2.0,0.0,0.0,0.0
8443a99ffffffff,3.0,0.0,0.0,0.0
8443a9bffffffff,10.0,0.0,0.0,0.0
8443aa9ffffffff,19.0,0.0,7.0,0.0
8443ac1ffffffff,3.0,0.0,0.0,0.0
8443ac3ffffffff,101.0,0.0,9.0,0.0
8443ac7ffffffff,2.0,0.0,0.0,0.0
8443acbffffffff,1.0,0.0,0.0,0.0
8443acdffffffff,38.0,0.0,10.0,0.0
8443ae1ffffffff,2.0,0.0,0.0,0.0
8443ae3ffffffff,14.0,0.0,0.0,0.0
8443ae5ffffffff,14.0,0.0,3.0,0.0
8443aebffffffff,1.0,0.0,0.0,0.0
8443aedffffffff,6.0,0.0,0.0,0.0
8452111ffffffff,1.0,0.0,0.0,0.0
8452113ffffffff,3.0,0.0,0.0,0.0
845211bffffffff,2.0,0.0,0.0,0.0
8452157ffffffff,1.0,0.0,0.0,0.0
84521c5ffffffff,4.0,0.0,0.0,0.0
84521e9ffffffff,3.0,0.0,0.0,0.0
84521edffffffff,2.0,0.0,0.0,0.0
84524c9ffffffff,2.0,0.0,0.0,0.0
84524d3ffffffff,8.0,0.0,1.0,0.0
84524d7ffffffff,2.0,0.0,2.0,0.0
84524dbffffffff,2.0,0.0,1.0,0.0
84524ddffffffff,25.0,0.0,18.0,0.0
8452697ffffffff,3.0,0.0,0.0,0.0
84526bbffffffff,4.0,0.0,2.0,0.0
8452893ffffffff,2.0,0.0,0.0,0.0
8452895ffffffff,2.0,0.0,0.0,0.0
84528bbffffffff,3.0,0.0,0.0,0.0
8452aa3ffffffff,2.0,0.0,0.0,0.0
8452d33ffffffff,1.0,0.0,0.0,0.0
8452d41ffffffff,10.0,0.0,0.0,0.0
8452d47ffffffff,4.0,0.0,0.0,0.0
8452d69ffffffff,1.0,0.0,0.0,0.0
8452d6bffffffff,4.0,0.0,0.0,0.0
8452d6dffffffff,7.0,0.0,0.0,0.0
8452d93ffffffff,2.0,0.0,0.0,0.0
8452dedffffffff,2.0,0.0,0.0,0.0
84530d1ffffffff,1.0,0.0,0.0,0.0
84534d5ffffffff,22.0,0.0,2.0,0.0
84534d9ffffffff,5.0,0.0,2.0,0.0
84534dbffffffff,7.0,0.0,3.0,0.0
8453553ffffffff,2.0,0.0,0.0,0.0
845372bffffffff,1.0,0.0,0.0,0.0
8453a91ffffffff,2.0,0.0,0.0,0.0
8453a95ffffffff,7.0,0.0,0.0,0.0
8453ad7ffffffff,3.0,0.0,0.0,0.0
8454025ffffffff,6.0,4.0,0.0,0.0
8454103ffffffff,50.0,25.0,0.0,0.0
845411dffffffff,36.0,18.0,0.0,0.0
8454139ffffffff,22.0,6.0,0.0,0.0
8454153ffffffff,2.0,2.0,0.0,0.0
8454157ffffffff,8.0,2.0,0.0,0.0
8454187ffffffff,4.0,0.0,0.0,0.0
845419bffffffff,2.0,0.0,0.0,0.0
84541a3ffffffff,3.0,0.0,0.0,0.0
84541adffffffff,13.0,1.0,0.0,0.0
84541bdffffffff,2.0,0.0,0.0,0.0
8454a9bffffffff,1.0,0.0,0.0,0.0
845853bffffffff,1.0,0.0,0.0,0.0
8458581ffffffff,2.0,0.0,0.0,0.0
8458585ffffffff,4.0,0.0,0.0,0.0
845d101ffffffff,723.0,0.0,0.0,0.0
845d103ffffffff,4.0,0.0,0.0,0.0
845d107ffffffff,13.0,0.0,0.0,0.0
845d139ffffffff,1.0,0.0,0.0,0.0
8460105ffffffff,3.0,0.0,0.0,0.0
8460109ffffffff,4.0,0.0,0.0,0.0
8460121ffffffff,1.0,0.0,0.0,0.0
846015dffffffff,15.0,0.0,0.0,0.0
8460161ffffffff,195.0,0.0,0.0,0.0
8460165ffffffff,17.0,0.0,0.0,0.0
846016dffffffff,19.0,0.0,0.0,0.0
846026dffffffff,33.0,0.0,0.0,0.0
8460301ffffffff,8.0,0.0,0.0,0.0
8460303ffffffff,42.0,0.0,0.0,0.0
8460305ffffffff,1.0,0.0,0.0,0.0
8460307ffffffff,15.0,0.0,0.0,0.0
846030dffffffff,2.0,0.0,0.0,0.0
846031dffffffff,4.0,0.0,0.0,0.0
8460339ffffffff,393.0,0.0,0.0,0.0
8460343ffffffff,7.0,0.0,0.0,0.0
8460345ffffffff,6.0,0.0,0.0,0.0
846035dffffffff,2.0,0.0,0.0,0.0
8460361ffffffff,26.0,0.0,0.0,0.0
846036bffffffff,2.0,0.0,0.0,0.0
846036dffffffff,8.0,0.0,0.0,0.0
846080bffffffff,5.0,0.0,0.0,0.0
8460813ffffffff,11.0,0.0,0.0,0.0
