cell_id,Cynanthus canivetii,Cynanthus canivetii canivetii,Cynanthus canivetii salvini/osberti
82450ffffffffff,7.0,5.0,0.0
824527fffffffff,41.0,16.0,17.0
82452ffffffffff,5.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0
824997fffffffff,10.0,4.0,0.0
82499ffffffffff,1.0,1.0,0.0
8266b7fffffffff,27.0,0.0,0.0
826797fffffffff,2.0,0.0,0.0
826d27fffffffff,16.0,1.0,0.0
826d2ffffffffff,36.0,0.0,11.0
826d37fffffffff,15.0,1.0,0.0
826d67fffffffff,3.0,0.0,2.0
826d6ffffffffff,40.0,0.0,19.0
826d77fffffffff,2.0,0.0,0.0
