cell_id,Turdus javanicus,Turdus javanicus loeseri,Turdus javanicus indrapurae,Turdus javanicus fumidus/biesenbachi,Turdus javanicus javanicus,Turdus javanicus whiteheadi/stresemanni,Turdus javanicus seebohmi
836811fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,6.0
838c10fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838d89fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
