cell_id,Dessonornis anomalus,Dessonornis anomalus grotei,Dessonornis anomalus mbuluensis,Dessonornis anomalus [anomalus Group]
8296a7fffffffff,62.0,0.0,0.0,4.0
8296b7fffffffff,80.0,0.0,0.0,0.0
82978ffffffffff,1.0,0.0,0.0,0.0
8297a7fffffffff,2.0,0.0,0.0,0.0
8297affffffffff,23.0,0.0,0.0,0.0
