cell_id,Trogon melanurus,Trogon melanurus macroura,Trogon melanurus melanurus/eumorphus
845f00dffffffff,2.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0
845f017ffffffff,3.0,0.0,0.0
845f01bffffffff,3.0,0.0,0.0
845f025ffffffff,2.0,0.0,0.0
845f035ffffffff,9.0,0.0,0.0
845f03dffffffff,55.0,0.0,0.0
845f0d7ffffffff,2.0,0.0,0.0
845f0d9ffffffff,10.0,0.0,0.0
845f105ffffffff,5.0,0.0,0.0
845f107ffffffff,9.0,0.0,0.0
845f117ffffffff,6.0,0.0,0.0
845f129ffffffff,2.0,0.0,0.0
845f12bffffffff,3.0,0.0,0.0
845f139ffffffff,1.0,0.0,0.0
845f13bffffffff,1.0,0.0,0.0
845f13dffffffff,10.0,0.0,0.0
845f143ffffffff,7.0,0.0,0.0
845f155ffffffff,1.0,0.0,0.0
845f161ffffffff,13.0,0.0,0.0
845f163ffffffff,2.0,0.0,0.0
845f1cbffffffff,15.0,0.0,0.0
845f295ffffffff,9.0,0.0,0.0
845f2b1ffffffff,25.0,0.0,0.0
845f2b3ffffffff,46.0,0.0,0.0
845f2b9ffffffff,1.0,0.0,0.0
845f2bbffffffff,186.0,0.0,0.0
845f407ffffffff,1.0,0.0,0.0
845f42bffffffff,3.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f549ffffffff,22.0,0.0,0.0
845f68bffffffff,5.0,0.0,0.0
845f713ffffffff,7.0,0.0,0.0
845f759ffffffff,4.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0
8466027ffffffff,2.0,0.0,0.0
8466045ffffffff,8.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0
8466067ffffffff,30.0,0.0,0.0
846606bffffffff,4.0,0.0,0.0
846608dffffffff,2.0,0.0,0.0
84660a1ffffffff,9.0,0.0,0.0
84660a7ffffffff,176.0,4.0,0.0
84660a9ffffffff,5.0,0.0,0.0
84660e7ffffffff,17.0,0.0,0.0
8466101ffffffff,4.0,0.0,0.0
8466103ffffffff,8.0,0.0,0.0
8466105ffffffff,32.0,2.0,0.0
8466107ffffffff,1246.0,92.0,0.0
846610bffffffff,9.0,0.0,0.0
846610dffffffff,5.0,0.0,0.0
8466111ffffffff,10.0,0.0,0.0
8466113ffffffff,6.0,0.0,0.0
8466117ffffffff,29.0,0.0,0.0
8466119ffffffff,17.0,0.0,0.0
846611bffffffff,2.0,0.0,0.0
846611dffffffff,6.0,0.0,0.0
8466129ffffffff,49.0,0.0,0.0
8466131ffffffff,27.0,4.0,0.0
8466135ffffffff,1.0,0.0,0.0
8466139ffffffff,1057.0,87.0,0.0
846613bffffffff,15.0,0.0,0.0
846613dffffffff,82.0,4.0,0.0
8466163ffffffff,493.0,57.0,0.0
8466165ffffffff,45.0,0.0,0.0
8466167ffffffff,399.0,33.0,0.0
846616bffffffff,1.0,0.0,0.0
84661a7ffffffff,8.0,0.0,0.0
84661adffffffff,3.0,0.0,0.0
84661b5ffffffff,2.0,0.0,0.0
84661bdffffffff,2.0,0.0,0.0
84661c1ffffffff,9.0,0.0,0.0
84661c5ffffffff,2.0,0.0,0.0
84661cbffffffff,4.0,0.0,0.0
84661cdffffffff,2.0,0.0,0.0
84661ebffffffff,142.0,0.0,0.0
8466411ffffffff,22.0,0.0,0.0
8466415ffffffff,217.0,0.0,2.0
846641dffffffff,46.0,0.0,0.0
8466439ffffffff,1.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
84665abffffffff,73.0,0.0,0.0
84665bdffffffff,26.0,0.0,0.0
84666e3ffffffff,1.0,0.0,0.0
84666ebffffffff,5.0,0.0,0.0
8466a51ffffffff,2706.0,265.0,0.0
8466a55ffffffff,19.0,1.0,0.0
8466a59ffffffff,16.0,0.0,0.0
8466a5bffffffff,32.0,6.0,0.0
8466a5dffffffff,86.0,6.0,0.0
8466a9bffffffff,6.0,0.0,0.0
8466c03ffffffff,4.0,0.0,0.0
8466c19ffffffff,3.0,0.0,0.0
8466c21ffffffff,5.0,0.0,0.0
8466c23ffffffff,74.0,0.0,0.0
8466c27ffffffff,3.0,0.0,0.0
8466c2bffffffff,6.0,0.0,0.0
8466c35ffffffff,1.0,0.0,0.0
8466c53ffffffff,6.0,0.0,0.0
8466c57ffffffff,15.0,0.0,0.0
8466cc5ffffffff,2.0,0.0,0.0
8466ce1ffffffff,22.0,0.0,0.0
8466ce9ffffffff,33.0,0.0,0.0
8466cedffffffff,7.0,0.0,0.0
8466d1bffffffff,3.0,0.0,0.0
8466d81ffffffff,32.0,0.0,0.0
8466d89ffffffff,3.0,0.0,0.0
8466d8bffffffff,1.0,0.0,1.0
8466db1ffffffff,15.0,0.0,4.0
8466dc3ffffffff,596.0,0.0,74.0
8466dc7ffffffff,27.0,0.0,0.0
8466dc9ffffffff,6.0,0.0,0.0
8466dcbffffffff,53.0,0.0,0.0
8466dcdffffffff,1.0,0.0,0.0
8466dd1ffffffff,3.0,0.0,0.0
8466dd3ffffffff,7.0,0.0,2.0
8466dd5ffffffff,38.0,0.0,0.0
8466dd7ffffffff,2.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,2.0,0.0,0.0
8466dddffffffff,13.0,0.0,2.0
8466de3ffffffff,36.0,0.0,8.0
8466de7ffffffff,3.0,0.0,0.0
8466debffffffff,8.0,0.0,2.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,2.0,0.0,0.0
8466eadffffffff,12.0,0.0,3.0
8466ec1ffffffff,12.0,0.0,0.0
8466ec3ffffffff,4.0,0.0,0.0
8466ec5ffffffff,2.0,0.0,0.0
8466ec7ffffffff,79.0,0.0,0.0
8466ecbffffffff,196.0,0.0,0.0
8466ee5ffffffff,127.0,0.0,0.0
8466ee7ffffffff,6.0,0.0,0.0
8466f03ffffffff,2.0,0.0,0.0
8466f0bffffffff,3.0,0.0,0.0
8466f35ffffffff,17.0,0.0,0.0
848044dffffffff,2.0,0.0,0.0
8480469ffffffff,162.0,0.0,1.0
84804cbffffffff,2.0,0.0,0.0
8480619ffffffff,5.0,0.0,0.0
8480625ffffffff,2.0,0.0,0.0
8480643ffffffff,11.0,0.0,0.0
8480655ffffffff,14.0,0.0,0.0
8480657ffffffff,2.0,0.0,0.0
8480665ffffffff,2.0,0.0,0.0
848068bffffffff,2.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,26.0,0.0,0.0
84806e9ffffffff,2.0,0.0,0.0
8480713ffffffff,8.0,0.0,0.0
8480723ffffffff,2.0,0.0,0.0
8480755ffffffff,2.0,0.0,2.0
8480759ffffffff,1.0,0.0,0.0
848075dffffffff,2.0,0.0,0.0
8481401ffffffff,7.0,0.0,0.0
8481403ffffffff,4.0,0.0,0.0
8481423ffffffff,10.0,0.0,0.0
8481431ffffffff,10.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0
8481449ffffffff,2.0,0.0,0.0
848145dffffffff,42.0,0.0,0.0
848146bffffffff,14.0,0.0,0.0
84814a1ffffffff,3.0,0.0,0.0
84814a9ffffffff,9.0,0.0,0.0
84814adffffffff,29.0,0.0,0.0
84814c7ffffffff,2.0,0.0,0.0
84814d1ffffffff,2.0,0.0,0.0
84814d5ffffffff,33.0,0.0,0.0
84814d9ffffffff,5.0,0.0,0.0
84814e3ffffffff,8.0,0.0,0.0
84814e5ffffffff,3.0,0.0,0.0
84814e7ffffffff,29.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
84815a1ffffffff,1.0,0.0,0.0
84815abffffffff,3.0,0.0,0.0
84815c9ffffffff,11.0,0.0,0.0
84815d9ffffffff,24.0,0.0,0.0
84815e9ffffffff,3.0,0.0,0.0
8481627ffffffff,1.0,0.0,0.0
848162bffffffff,4.0,0.0,0.0
8481635ffffffff,37.0,0.0,0.0
8481637ffffffff,3.0,0.0,0.0
8481711ffffffff,53.0,0.0,0.0
8481713ffffffff,23.0,0.0,0.0
848a003ffffffff,5.0,0.0,2.0
848a00bffffffff,3.0,0.0,0.0
848a04bffffffff,2.0,0.0,0.0
848a059ffffffff,9.0,0.0,2.0
848a05bffffffff,10.0,0.0,1.0
848a05dffffffff,9.0,0.0,1.0
848a069ffffffff,18.0,0.0,0.0
848a109ffffffff,8.0,0.0,0.0
848a155ffffffff,18.0,0.0,0.0
848a157ffffffff,12.0,0.0,1.0
848a195ffffffff,1.0,0.0,1.0
848a1a1ffffffff,1.0,0.0,1.0
848a1a7ffffffff,14.0,0.0,1.0
848a1abffffffff,2.0,0.0,0.0
848a20dffffffff,1.0,0.0,1.0
848a213ffffffff,3.0,0.0,0.0
848a217ffffffff,2.0,0.0,0.0
848a21bffffffff,4.0,0.0,0.0
