cell_id,Pseudopipra pipra,Pseudopipra pipra anthracina,Pseudopipra pipra minima,Pseudopipra pipra unica/bolivari,Pseudopipra pipra coracina,Pseudopipra pipra comata/occulta,Pseudopipra pipra pipra,Pseudopipra pipra [microlopha Group],Pseudopipra pipra cephaleucos
835f00fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f01fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f02fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f03fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f08fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f09fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f0dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f10fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
835f11fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f12fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f13fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f14fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f16fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f1cfffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f28fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f29fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2bfffffffff,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f40fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f42fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f50fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f54fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f68fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f75fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835f76fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83660cfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83661afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83661dfffffffff,453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836629fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,422.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
836643fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836648fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83664efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836651fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,379.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
83665bfffffffff,141.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
836663fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83666efffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a0fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b5fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c0fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c4fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d1fffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d8fffffffff,87.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
8366dafffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dbfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dcfffffffff,137.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
8366ddfffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,779.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0
8366e0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f0fffffffff,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675afffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83679afffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838046fffffffff,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838065fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
