cell_id,Buteo platypterus,Buteo platypterus platypterus,Buteo platypterus [antillarum Group]
830e49fffffffff,129.0,0.0,0.0
830e4afffffffff,2.0,0.0,0.0
830e4bfffffffff,46.0,0.0,0.0
830e4dfffffffff,61.0,0.0,0.0
830e5bfffffffff,23.0,0.0,0.0
830ec8fffffffff,13.0,0.0,0.0
830ec9fffffffff,20.0,0.0,0.0
830ecafffffffff,5.0,0.0,0.0
830ecbfffffffff,15.0,0.0,0.0
830ecdfffffffff,2.0,0.0,0.0
830ed8fffffffff,4.0,0.0,0.0
830ed9fffffffff,4.0,0.0,0.0
83120afffffffff,2.0,0.0,0.0
83120bfffffffff,2.0,0.0,0.0
831213fffffffff,2.0,0.0,0.0
831218fffffffff,8.0,0.0,0.0
83121afffffffff,3.0,0.0,0.0
83121bfffffffff,3.0,0.0,0.0
83121efffffffff,12.0,0.0,0.0
831229fffffffff,2.0,0.0,0.0
831230fffffffff,5.0,0.0,0.0
831243fffffffff,12.0,0.0,0.0
83124bfffffffff,6.0,0.0,0.0
83124dfffffffff,11.0,0.0,0.0
831250fffffffff,26.0,0.0,0.0
831251fffffffff,134.0,0.0,0.0
831252fffffffff,34.0,0.0,0.0
831253fffffffff,17.0,0.0,0.0
831254fffffffff,53.0,0.0,0.0
831255fffffffff,9.0,0.0,0.0
831256fffffffff,4.0,0.0,0.0
831259fffffffff,23.0,0.0,0.0
83125bfffffffff,1.0,0.0,0.0
83125cfffffffff,2.0,0.0,0.0
83125dfffffffff,42.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0
831272fffffffff,199.0,0.0,0.0
831273fffffffff,2.0,0.0,0.0
8312a8fffffffff,5.0,0.0,0.0
8312a9fffffffff,2.0,0.0,0.0
8312aafffffffff,1.0,0.0,0.0
8312abfffffffff,60.0,0.0,0.0
8312adfffffffff,3.0,0.0,0.0
8312c1fffffffff,33.0,0.0,0.0
8312c8fffffffff,7.0,0.0,0.0
8312c9fffffffff,2.0,0.0,0.0
8312ccfffffffff,216.0,0.0,0.0
8312cdfffffffff,73.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0
8312e0fffffffff,6.0,0.0,0.0
8312e1fffffffff,66.0,0.0,0.0
8312e2fffffffff,2.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0
8312e4fffffffff,2.0,0.0,0.0
8312e5fffffffff,16.0,0.0,0.0
8312e8fffffffff,13.0,0.0,0.0
8312eafffffffff,33.0,0.0,0.0
8312ebfffffffff,1.0,0.0,0.0
8312ecfffffffff,303.0,0.0,0.0
8312edfffffffff,10.0,0.0,0.0
8312eefffffffff,17.0,0.0,0.0
8312f0fffffffff,2.0,0.0,0.0
8312f1fffffffff,4.0,0.0,0.0
8312f5fffffffff,2.0,0.0,0.0
8312f6fffffffff,33.0,0.0,0.0
831b92fffffffff,1.0,0.0,0.0
832600fffffffff,16.0,0.0,0.0
832601fffffffff,105.0,0.0,0.0
832602fffffffff,6.0,0.0,0.0
832603fffffffff,8.0,0.0,0.0
832604fffffffff,22.0,0.0,0.0
832605fffffffff,71.0,0.0,0.0
832606fffffffff,6.0,0.0,0.0
832608fffffffff,74.0,0.0,0.0
832609fffffffff,13.0,0.0,0.0
83260afffffffff,90.0,0.0,0.0
83260bfffffffff,67.0,0.0,0.0
83260cfffffffff,3.0,0.0,0.0
83260dfffffffff,127.0,0.0,0.0
83260efffffffff,79.0,1.0,0.0
832610fffffffff,4.0,0.0,0.0
832611fffffffff,2.0,0.0,0.0
832615fffffffff,8.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0
832618fffffffff,4.0,0.0,0.0
832619fffffffff,4.0,0.0,0.0
832620fffffffff,80.0,0.0,0.0
832621fffffffff,493.0,0.0,0.0
832622fffffffff,28.0,0.0,0.0
832623fffffffff,87.0,0.0,0.0
832624fffffffff,485.0,0.0,0.0
832625fffffffff,245.0,0.0,0.0
832626fffffffff,267.0,0.0,0.0
832628fffffffff,67.0,0.0,0.0
832629fffffffff,125.0,0.0,0.0
83262afffffffff,8.0,0.0,0.0
83262bfffffffff,127.0,0.0,0.0
83262cfffffffff,1571.0,0.0,0.0
83262dfffffffff,89.0,0.0,0.0
83262efffffffff,133.0,0.0,0.0
832630fffffffff,23.0,0.0,0.0
832631fffffffff,3.0,0.0,0.0
832633fffffffff,10.0,0.0,0.0
832634fffffffff,58.0,0.0,0.0
832635fffffffff,27.0,0.0,0.0
832636fffffffff,50.0,0.0,0.0
832640fffffffff,103.0,0.0,0.0
832641fffffffff,152.0,0.0,0.0
832642fffffffff,163.0,0.0,0.0
832643fffffffff,212.0,0.0,0.0
832644fffffffff,12.0,0.0,0.0
832645fffffffff,16.0,0.0,0.0
832646fffffffff,490.0,0.0,0.0
832648fffffffff,277.0,0.0,0.0
832649fffffffff,217.0,0.0,0.0
83264afffffffff,179.0,0.0,0.0
83264bfffffffff,77.0,0.0,0.0
83264cfffffffff,173.0,0.0,0.0
83264dfffffffff,462.0,0.0,0.0
83264efffffffff,87.0,0.0,0.0
832650fffffffff,92.0,0.0,0.0
832651fffffffff,298.0,0.0,0.0
832652fffffffff,135.0,0.0,0.0
832653fffffffff,556.0,0.0,0.0
832654fffffffff,106.0,0.0,0.0
832655fffffffff,599.0,0.0,0.0
832656fffffffff,570.0,0.0,0.0
832658fffffffff,66.0,0.0,0.0
832659fffffffff,443.0,0.0,0.0
83265afffffffff,150.0,0.0,0.0
83265bfffffffff,216.0,0.0,0.0
83265cfffffffff,266.0,0.0,0.0
83265dfffffffff,61.0,0.0,0.0
83265efffffffff,327.0,0.0,0.0
832660fffffffff,31.0,0.0,0.0
832661fffffffff,299.0,0.0,0.0
832662fffffffff,270.0,0.0,0.0
832663fffffffff,157.0,0.0,0.0
832664fffffffff,1009.0,0.0,0.0
832665fffffffff,45.0,0.0,0.0
832666fffffffff,207.0,0.0,0.0
832668fffffffff,292.0,0.0,0.0
832669fffffffff,53.0,0.0,0.0
83266afffffffff,53.0,0.0,0.0
83266bfffffffff,249.0,0.0,0.0
83266cfffffffff,508.0,0.0,0.0
83266dfffffffff,270.0,0.0,0.0
83266efffffffff,238.0,0.0,0.0
832670fffffffff,82.0,0.0,0.0
832671fffffffff,66.0,0.0,0.0
832672fffffffff,48.0,0.0,0.0
832673fffffffff,32.0,0.0,0.0
832674fffffffff,81.0,0.0,0.0
832675fffffffff,65.0,0.0,0.0
832676fffffffff,20.0,0.0,0.0
832681fffffffff,168.0,0.0,0.0
832685fffffffff,38.0,0.0,0.0
832688fffffffff,117.0,0.0,0.0
832689fffffffff,7.0,0.0,0.0
83268cfffffffff,142.0,0.0,0.0
83268dfffffffff,84.0,0.0,0.0
8326a0fffffffff,1.0,0.0,0.0
8326a1fffffffff,6.0,0.0,0.0
8326a2fffffffff,2.0,0.0,0.0
8326a4fffffffff,2.0,0.0,0.0
8326a5fffffffff,22.0,0.0,0.0
8326a8fffffffff,2.0,0.0,0.0
8326a9fffffffff,4.0,0.0,0.0
8326aafffffffff,152.0,0.0,0.0
