cell_id,Buteo platypterus,Buteo platypterus platypterus,Buteo platypterus [antillarum Group]
8326abfffffffff,57.0,0.0,0.0
8326aefffffffff,64.0,0.0,0.0
8326c1fffffffff,153.0,0.0,0.0
8326c2fffffffff,2.0,0.0,0.0
8326c3fffffffff,83.0,0.0,0.0
8326c5fffffffff,57.0,0.0,0.0
8326c6fffffffff,1.0,0.0,0.0
8326c8fffffffff,313.0,0.0,0.0
8326c9fffffffff,106.0,0.0,0.0
8326cafffffffff,57.0,0.0,0.0
8326cbfffffffff,306.0,0.0,0.0
8326ccfffffffff,27.0,0.0,0.0
8326cdfffffffff,57.0,0.0,0.0
8326cefffffffff,23.0,0.0,0.0
8326d0fffffffff,2.0,0.0,0.0
8326d1fffffffff,6.0,0.0,0.0
8326d2fffffffff,3.0,0.0,0.0
8326d3fffffffff,16.0,0.0,0.0
8326d4fffffffff,111.0,0.0,0.0
8326d5fffffffff,2.0,0.0,0.0
8326dafffffffff,2.0,0.0,0.0
8326ddfffffffff,5.0,0.0,0.0
8326defffffffff,40.0,0.0,0.0
8326e0fffffffff,19.0,0.0,0.0
8326e1fffffffff,15.0,0.0,0.0
8326e2fffffffff,46.0,0.0,0.0
8326e3fffffffff,28.0,0.0,0.0
8326e4fffffffff,70.0,0.0,0.0
8326e5fffffffff,174.0,0.0,0.0
8326e6fffffffff,4.0,0.0,0.0
8326e8fffffffff,50.0,0.0,0.0
8326e9fffffffff,172.0,0.0,0.0
8326eafffffffff,35.0,0.0,0.0
8326ebfffffffff,20.0,0.0,0.0
8326ecfffffffff,94.0,0.0,0.0
8326edfffffffff,587.0,0.0,0.0
8326eefffffffff,71.0,0.0,0.0
8326f0fffffffff,21.0,0.0,0.0
8326f1fffffffff,12.0,0.0,0.0
8326f2fffffffff,403.0,0.0,0.0
8326f3fffffffff,19.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0
8326f5fffffffff,6.0,0.0,0.0
8326f6fffffffff,8.0,0.0,0.0
832700fffffffff,90.0,0.0,0.0
832701fffffffff,35.0,0.0,0.0
832702fffffffff,243.0,0.0,0.0
832703fffffffff,233.0,0.0,0.0
832705fffffffff,10.0,0.0,0.0
832706fffffffff,38.0,0.0,0.0
832708fffffffff,134.0,0.0,0.0
832709fffffffff,831.0,0.0,0.0
83270afffffffff,93.0,0.0,0.0
83270bfffffffff,233.0,0.0,0.0
83270cfffffffff,26.0,0.0,0.0
83270dfffffffff,106.0,0.0,0.0
83270efffffffff,253.0,0.0,0.0
832710fffffffff,129.0,0.0,0.0
832711fffffffff,56.0,0.0,0.0
832712fffffffff,26.0,0.0,0.0
832713fffffffff,118.0,0.0,0.0
832714fffffffff,2.0,0.0,0.0
832715fffffffff,7.0,0.0,0.0
832716fffffffff,29.0,0.0,0.0
832718fffffffff,67.0,0.0,0.0
832719fffffffff,171.0,0.0,0.0
83271afffffffff,48.0,0.0,0.0
83271bfffffffff,97.0,0.0,0.0
83271cfffffffff,205.0,0.0,0.0
83271dfffffffff,119.0,0.0,0.0
83271efffffffff,55.0,0.0,0.0
832721fffffffff,2.0,0.0,0.0
832729fffffffff,6.0,0.0,0.0
83272afffffffff,2.0,0.0,0.0
83272bfffffffff,28.0,0.0,0.0
832740fffffffff,614.0,0.0,0.0
832741fffffffff,150.0,0.0,0.0
832742fffffffff,335.0,0.0,0.0
832743fffffffff,145.0,0.0,0.0
832744fffffffff,218.0,0.0,0.0
832745fffffffff,339.0,0.0,0.0
832746fffffffff,734.0,0.0,0.0
832748fffffffff,460.0,0.0,0.0
832749fffffffff,884.0,0.0,0.0
83274afffffffff,46.0,0.0,0.0
83274bfffffffff,253.0,0.0,0.0
83274cfffffffff,138.0,0.0,0.0
83274dfffffffff,490.0,0.0,0.0
83274efffffffff,98.0,0.0,0.0
832750fffffffff,187.0,0.0,0.0
832751fffffffff,218.0,0.0,0.0
832752fffffffff,935.0,0.0,0.0
832753fffffffff,119.0,0.0,0.0
832754fffffffff,488.0,0.0,0.0
832755fffffffff,677.0,0.0,0.0
832756fffffffff,1993.0,0.0,0.0
832758fffffffff,734.0,0.0,0.0
832759fffffffff,1436.0,0.0,0.0
83275afffffffff,137.0,0.0,0.0
83275bfffffffff,243.0,0.0,0.0
83275cfffffffff,174.0,0.0,0.0
83275dfffffffff,585.0,0.0,0.0
83275efffffffff,138.0,0.0,0.0
832760fffffffff,45.0,0.0,0.0
832761fffffffff,79.0,0.0,0.0
832763fffffffff,1457.0,0.0,0.0
832764fffffffff,15.0,0.0,0.0
832765fffffffff,15.0,0.0,0.0
832766fffffffff,31.0,0.0,0.0
832768fffffffff,87.0,0.0,0.0
832769fffffffff,120.0,0.0,0.0
83276afffffffff,359.0,0.0,0.0
83276bfffffffff,273.0,0.0,0.0
83276cfffffffff,129.0,0.0,0.0
83276dfffffffff,341.0,0.0,0.0
83276efffffffff,358.0,0.0,0.0
832770fffffffff,153.0,0.0,0.0
832771fffffffff,194.0,0.0,0.0
832772fffffffff,195.0,0.0,0.0
832773fffffffff,57.0,0.0,0.0
832774fffffffff,69.0,0.0,0.0
832775fffffffff,33.0,0.0,0.0
832776fffffffff,32.0,0.0,0.0
832785fffffffff,19.0,0.0,0.0
832786fffffffff,19.0,0.0,0.0
832788fffffffff,2.0,0.0,0.0
83278bfffffffff,31.0,0.0,0.0
83278cfffffffff,12.0,0.0,0.0
83278dfffffffff,10.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0
832792fffffffff,10.0,0.0,0.0
832794fffffffff,4.0,0.0,0.0
832795fffffffff,6.0,0.0,0.0
832796fffffffff,8.0,0.0,0.0
832799fffffffff,5.0,0.0,0.0
8327a0fffffffff,26.0,0.0,0.0
8327a1fffffffff,12.0,0.0,0.0
8327a2fffffffff,6.0,0.0,0.0
8327a3fffffffff,1.0,0.0,0.0
8327a4fffffffff,23.0,0.0,0.0
8327a5fffffffff,4.0,0.0,0.0
8327a6fffffffff,11.0,0.0,0.0
8327a8fffffffff,22.0,0.0,0.0
8327a9fffffffff,15.0,0.0,0.0
8327aafffffffff,4.0,0.0,0.0
8327abfffffffff,30.0,0.0,0.0
8327acfffffffff,12.0,0.0,0.0
8327adfffffffff,132.0,0.0,0.0
8327aefffffffff,42.0,0.0,0.0
8327b0fffffffff,7.0,0.0,0.0
8327b1fffffffff,3.0,0.0,0.0
8327b2fffffffff,50.0,0.0,0.0
8327b6fffffffff,12.0,0.0,0.0
832830fffffffff,259.0,0.0,0.0
832884fffffffff,78.0,0.0,0.0
832894fffffffff,1.0,0.0,0.0
83289efffffffff,3.0,0.0,0.0
8328b0fffffffff,6.0,0.0,0.0
8328d1fffffffff,11.0,0.0,0.0
83299bfffffffff,77.0,0.0,0.0
832a10fffffffff,2204.0,1.0,0.0
832a12fffffffff,1588.0,0.0,0.0
832a13fffffffff,471.0,0.0,0.0
832a14fffffffff,3855.0,1.0,0.0
832a15fffffffff,279.0,0.0,0.0
832a16fffffffff,1623.0,0.0,0.0
832a30fffffffff,2188.0,0.0,0.0
832a31fffffffff,800.0,0.0,0.0
832a32fffffffff,3822.0,0.0,0.0
832a33fffffffff,1881.0,0.0,0.0
832a34fffffffff,2636.0,0.0,0.0
832a36fffffffff,4012.0,0.0,0.0
832a80fffffffff,198.0,2.0,0.0
832a81fffffffff,799.0,21.0,0.0
832a82fffffffff,153.0,0.0,0.0
832a83fffffffff,44.0,2.0,0.0
832a84fffffffff,1993.0,0.0,0.0
832a85fffffffff,1499.0,43.0,0.0
832a86fffffffff,245.0,0.0,0.0
832a88fffffffff,148.0,0.0,0.0
832a89fffffffff,64.0,0.0,0.0
832a8afffffffff,690.0,0.0,0.0
832a8bfffffffff,486.0,0.0,0.0
832a8cfffffffff,1188.0,0.0,0.0
832a8dfffffffff,58.0,0.0,0.0
832a8efffffffff,985.0,5.0,0.0
832a90fffffffff,225.0,0.0,0.0
832a91fffffffff,357.0,0.0,0.0
832a92fffffffff,132.0,0.0,0.0
832a93fffffffff,551.0,0.0,0.0
832a94fffffffff,972.0,0.0,0.0
832a95fffffffff,519.0,0.0,0.0
832a96fffffffff,33.0,0.0,0.0
832a98fffffffff,16.0,0.0,0.0
832a99fffffffff,497.0,0.0,0.0
832a9afffffffff,253.0,0.0,0.0
832a9bfffffffff,176.0,0.0,0.0
832a9cfffffffff,89.0,0.0,0.0
832a9dfffffffff,198.0,6.0,0.0
832a9efffffffff,406.0,0.0,0.0
832aa0fffffffff,519.0,0.0,0.0
832aa1fffffffff,1759.0,0.0,0.0
832aa2fffffffff,347.0,0.0,0.0
832aa3fffffffff,1665.0,0.0,0.0
832aa4fffffffff,3818.0,0.0,0.0
832aa5fffffffff,634.0,0.0,0.0
832aa6fffffffff,435.0,20.0,0.0
832aa8fffffffff,2245.0,125.0,0.0
832aa9fffffffff,78.0,0.0,0.0
832aaafffffffff,1595.0,10.0,0.0
832aabfffffffff,65.0,1.0,0.0
832aacfffffffff,2550.0,12.0,0.0
832aadfffffffff,5204.0,0.0,0.0
832aaefffffffff,1125.0,11.0,0.0
832ab0fffffffff,352.0,0.0,0.0
832ab1fffffffff,506.0,0.0,0.0
832ab2fffffffff,3117.0,4.0,0.0
832ab3fffffffff,1098.0,0.0,0.0
832ab4fffffffff,532.0,0.0,0.0
832ab5fffffffff,533.0,12.0,0.0
832ab6fffffffff,345.0,0.0,0.0
832ac6fffffffff,4.0,0.0,0.0
832ad0fffffffff,17.0,0.0,0.0
832ad2fffffffff,6.0,0.0,0.0
832ad3fffffffff,28.0,0.0,0.0
832ad4fffffffff,9.0,0.0,0.0
832ad5fffffffff,14.0,0.0,0.0
832ad6fffffffff,182.0,0.0,0.0
832af0fffffffff,8.0,0.0,0.0
832af1fffffffff,7.0,0.0,0.0
832af2fffffffff,6.0,0.0,0.0
832af3fffffffff,11.0,0.0,0.0
832af6fffffffff,523.0,0.0,0.0
832b00fffffffff,77.0,0.0,0.0
832b01fffffffff,242.0,0.0,0.0
832b02fffffffff,86.0,0.0,0.0
832b03fffffffff,201.0,0.0,0.0
832b05fffffffff,18.0,0.0,0.0
832b06fffffffff,63.0,0.0,0.0
832b0afffffffff,182.0,0.0,0.0
832b0cfffffffff,101.0,0.0,0.0
832b0efffffffff,255.0,0.0,0.0
832b10fffffffff,76.0,0.0,0.0
832b11fffffffff,43.0,0.0,0.0
832b12fffffffff,669.0,0.0,0.0
832b13fffffffff,225.0,0.0,0.0
832b14fffffffff,67.0,0.0,0.0
832b15fffffffff,20.0,0.0,0.0
832b16fffffffff,1592.0,0.0,0.0
832b18fffffffff,1505.0,0.0,0.0
832b19fffffffff,28.0,0.0,0.0
832b1afffffffff,2320.0,0.0,0.0
832b1bfffffffff,30.0,0.0,0.0
832b1cfffffffff,216.0,0.0,0.0
832b1dfffffffff,387.0,0.0,0.0
832b1efffffffff,239.0,0.0,0.0
832b21fffffffff,11.0,0.0,0.0
832b2afffffffff,56.0,0.0,0.0
832b2cfffffffff,9.0,0.0,0.0
832b2efffffffff,15.0,0.0,0.0
832b30fffffffff,153.0,0.0,0.0
832b31fffffffff,82.0,0.0,0.0
832b32fffffffff,85.0,0.0,0.0
832b33fffffffff,156.0,0.0,0.0
832b34fffffffff,1.0,0.0,0.0
832b36fffffffff,4.0,0.0,0.0
832b80fffffffff,308.0,0.0,0.0
832b81fffffffff,2453.0,37.0,0.0
832b82fffffffff,334.0,0.0,0.0
832b83fffffffff,1908.0,81.0,0.0
832b84fffffffff,4.0,0.0,0.0
832b85fffffffff,1012.0,0.0,0.0
832b86fffffffff,10.0,0.0,0.0
832b88fffffffff,1189.0,0.0,0.0
832b89fffffffff,1432.0,0.0,0.0
832b8afffffffff,952.0,0.0,0.0
832b8bfffffffff,564.0,0.0,0.0
832b8cfffffffff,1484.0,0.0,0.0
832b8dfffffffff,2318.0,0.0,0.0
832b8efffffffff,780.0,14.0,0.0
832b90fffffffff,430.0,0.0,0.0
832b91fffffffff,287.0,0.0,0.0
832b92fffffffff,75.0,0.0,0.0
832b93fffffffff,286.0,0.0,0.0
832b94fffffffff,222.0,0.0,0.0
832b95fffffffff,81.0,0.0,0.0
832b96fffffffff,42.0,0.0,0.0
832b98fffffffff,1787.0,13.0,0.0
832b99fffffffff,1047.0,0.0,0.0
832b9afffffffff,504.0,0.0,0.0
832b9bfffffffff,769.0,15.0,0.0
832b9cfffffffff,1785.0,0.0,0.0
832b9dfffffffff,2133.0,0.0,0.0
832b9efffffffff,1144.0,0.0,0.0
832ba0fffffffff,513.0,0.0,0.0
832ba1fffffffff,242.0,0.0,0.0
832ba3fffffffff,48.0,0.0,0.0
832ba4fffffffff,8.0,0.0,0.0
832ba5fffffffff,1085.0,0.0,0.0
832ba6fffffffff,6.0,0.0,0.0
832ba8fffffffff,1483.0,0.0,0.0
832ba9fffffffff,1446.0,0.0,0.0
832baafffffffff,4026.0,0.0,0.0
832babfffffffff,2337.0,0.0,0.0
832bacfffffffff,1471.0,0.0,0.0
832badfffffffff,527.0,0.0,0.0
832baefffffffff,922.0,0.0,0.0
832bb0fffffffff,7.0,0.0,0.0
832bb2fffffffff,70.0,0.0,0.0
832bb3fffffffff,173.0,0.0,0.0
832bb5fffffffff,8.0,0.0,0.0
832bb6fffffffff,6.0,0.0,0.0
834412fffffffff,192.0,0.0,0.0
834413fffffffff,148.0,0.0,0.0
834414fffffffff,121.0,0.0,0.0
834415fffffffff,5.0,0.0,0.0
834416fffffffff,1905.0,0.0,0.0
83441afffffffff,21.0,0.0,0.0
83441bfffffffff,2.0,0.0,0.0
83441efffffffff,50.0,0.0,0.0
834430fffffffff,306.0,0.0,94.0
834432fffffffff,139.0,0.0,21.0
834434fffffffff,27.0,0.0,14.0
834436fffffffff,7.0,0.0,2.0
834440fffffffff,576.0,0.0,0.0
834441fffffffff,43.0,0.0,0.0
834442fffffffff,145.0,0.0,0.0
834443fffffffff,72.0,0.0,0.0
834444fffffffff,42.0,0.0,0.0
834445fffffffff,207.0,0.0,0.0
834446fffffffff,187.0,0.0,0.0
834448fffffffff,12.0,0.0,0.0
834449fffffffff,149.0,0.0,0.0
83444afffffffff,11.0,0.0,0.0
83444bfffffffff,111.0,0.0,0.0
83444cfffffffff,137.0,0.0,0.0
83444dfffffffff,173.0,0.0,0.0
83444efffffffff,53.0,0.0,0.0
834450fffffffff,608.0,0.0,0.0
834451fffffffff,47.0,0.0,0.0
834452fffffffff,159.0,0.0,0.0
834453fffffffff,10.0,0.0,0.0
834455fffffffff,419.0,0.0,0.0
834456fffffffff,38.0,0.0,0.0
834458fffffffff,21.0,0.0,0.0
834459fffffffff,33.0,0.0,0.0
83445afffffffff,34.0,0.0,0.0
83445bfffffffff,158.0,0.0,0.0
83445cfffffffff,7.0,0.0,0.0
83445dfffffffff,23.0,0.0,0.0
83445efffffffff,12.0,0.0,0.0
834463fffffffff,76.0,0.0,0.0
834468fffffffff,197.0,0.0,0.0
834469fffffffff,82.0,0.0,0.0
83446afffffffff,353.0,0.0,0.0
83446bfffffffff,48.0,0.0,0.0
83446cfffffffff,2166.0,0.0,0.0
83446dfffffffff,720.0,0.0,0.0
83446efffffffff,826.0,0.0,0.0
834471fffffffff,3.0,0.0,0.0
834473fffffffff,619.0,0.0,0.0
8344a1fffffffff,923.0,8.0,0.0
8344a5fffffffff,868.0,3.0,0.0
8344a8fffffffff,3.0,0.0,0.0
8344acfffffffff,20.0,0.0,0.0
8344aefffffffff,69.0,0.0,0.0
8344c0fffffffff,119.0,0.0,0.0
8344c1fffffffff,590.0,0.0,0.0
8344c2fffffffff,51.0,0.0,0.0
8344c3fffffffff,375.0,0.0,0.0
8344c4fffffffff,8.0,0.0,0.0
8344c5fffffffff,82.0,0.0,0.0
8344c6fffffffff,6.0,0.0,0.0
8344c8fffffffff,303.0,0.0,0.0
8344c9fffffffff,124.0,0.0,0.0
8344cafffffffff,1358.0,57.0,0.0
8344cbfffffffff,365.0,0.0,0.0
8344ccfffffffff,304.0,0.0,0.0
8344cdfffffffff,394.0,0.0,0.0
8344cefffffffff,973.0,0.0,0.0
8344d0fffffffff,66.0,0.0,0.0
8344d1fffffffff,68.0,0.0,0.0
8344d3fffffffff,27.0,0.0,0.0
8344d5fffffffff,37.0,0.0,0.0
8344d8fffffffff,158.0,2.0,0.0
8344d9fffffffff,2037.0,127.0,0.0
8344dafffffffff,108.0,0.0,0.0
8344dbfffffffff,722.0,13.0,0.0
8344dcfffffffff,29.0,0.0,0.0
8344ddfffffffff,1437.0,41.0,0.0
8344defffffffff,53.0,0.0,0.0
8344e0fffffffff,134.0,6.0,0.0
8344e1fffffffff,16.0,0.0,0.0
8344e2fffffffff,92.0,0.0,0.0
8344e3fffffffff,33.0,0.0,0.0
8344e4fffffffff,8.0,0.0,0.0
8344e5fffffffff,43.0,0.0,0.0
8344e6fffffffff,80.0,4.0,0.0
8344e8fffffffff,195.0,0.0,0.0
8344e9fffffffff,77.0,0.0,0.0
8344eafffffffff,88.0,0.0,0.0
8344ebfffffffff,28.0,0.0,0.0
8344ecfffffffff,35.0,0.0,0.0
8344edfffffffff,125.0,0.0,0.0
8344eefffffffff,92.0,0.0,0.0
8344f0fffffffff,4.0,0.0,0.0
8344f1fffffffff,2.0,0.0,0.0
8344f3fffffffff,46.0,0.0,0.0
8344f5fffffffff,21.0,1.0,0.0
8344f6fffffffff,1.0,0.0,0.0
834505fffffffff,8.0,0.0,0.0
83451bfffffffff,8.0,0.0,2.0
834520fffffffff,252.0,3.0,0.0
834521fffffffff,1388.0,0.0,0.0
834522fffffffff,176.0,2.0,0.0
834523fffffffff,97.0,0.0,0.0
834524fffffffff,521.0,0.0,0.0
834525fffffffff,185.0,2.0,0.0
834526fffffffff,357.0,15.0,0.0
834528fffffffff,9.0,0.0,0.0
83452afffffffff,27.0,0.0,0.0
83452cfffffffff,22.0,0.0,0.0
83452dfffffffff,107.0,0.0,0.0
83452efffffffff,517.0,0.0,0.0
834530fffffffff,6.0,0.0,0.0
834531fffffffff,29.0,0.0,0.0
834532fffffffff,22.0,0.0,0.0
834534fffffffff,58.0,4.0,0.0
834535fffffffff,17.0,0.0,0.0
834536fffffffff,3.0,0.0,0.0
834564fffffffff,3.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0
83456dfffffffff,2.0,0.0,0.0
834583fffffffff,20.0,0.0,17.0
834588fffffffff,56.0,0.0,17.0
83458cfffffffff,130.0,0.0,30.0
83458dfffffffff,17.0,0.0,0.0
83458efffffffff,66.0,0.0,8.0
834590fffffffff,2.0,0.0,0.0
834591fffffffff,6.0,0.0,0.0
834592fffffffff,2.0,0.0,0.0
834598fffffffff,16.0,0.0,8.0
83459dfffffffff,11.0,0.0,11.0
83459efffffffff,22.0,0.0,13.0
83480efffffffff,1.0,0.0,0.0
834815fffffffff,4.0,0.0,0.0
834832fffffffff,2.0,1.0,0.0
834833fffffffff,18.0,0.0,0.0
834836fffffffff,334.0,14.0,0.0
834880fffffffff,16.0,0.0,0.0
834882fffffffff,96.0,0.0,0.0
834883fffffffff,49.0,0.0,0.0
834886fffffffff,57.0,0.0,0.0
83488afffffffff,2.0,0.0,0.0
83488bfffffffff,17.0,0.0,0.0
83488dfffffffff,12.0,0.0,0.0
834890fffffffff,106.0,0.0,0.0
834891fffffffff,351.0,0.0,0.0
834892fffffffff,32.0,0.0,0.0
834893fffffffff,218.0,0.0,0.0
834895fffffffff,1059.0,0.0,0.0
834898fffffffff,542.0,0.0,0.0
83489afffffffff,174.0,0.0,0.0
83489bfffffffff,11.0,0.0,0.0
83489cfffffffff,408.0,0.0,0.0
83489dfffffffff,209.0,0.0,0.0
83489efffffffff,757.0,0.0,0.0
8348a0fffffffff,1.0,0.0,0.0
8348a2fffffffff,70.0,0.0,0.0
8348abfffffffff,23.0,0.0,0.0
8348b0fffffffff,2.0,0.0,0.0
8348b1fffffffff,926.0,0.0,0.0
8348b2fffffffff,213.0,0.0,0.0
8348b3fffffffff,3691.0,0.0,0.0
8348b4fffffffff,2.0,0.0,0.0
8348b5fffffffff,9.0,0.0,0.0
8348c0fffffffff,2.0,0.0,0.0
8348c6fffffffff,2.0,0.0,0.0
8348d0fffffffff,3.0,0.0,0.0
8348d2fffffffff,3.0,0.0,0.0
8348d3fffffffff,30.0,0.0,0.0
8348d4fffffffff,21.0,0.0,0.0
8348d5fffffffff,1.0,0.0,0.0
8348dafffffffff,8.0,0.0,0.0
8348dcfffffffff,21.0,0.0,0.0
8348defffffffff,8.0,0.0,0.0
834980fffffffff,11.0,0.0,0.0
834982fffffffff,9.0,0.0,0.0
834985fffffffff,1.0,0.0,0.0
834986fffffffff,8.0,0.0,0.0
83498cfffffffff,5.0,0.0,0.0
834990fffffffff,20.0,3.0,0.0
834991fffffffff,1.0,1.0,0.0
834992fffffffff,2.0,0.0,0.0
