cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
820c07fffffffff,23.0,0.0,0.0,0.0
820c0ffffffffff,61.0,0.0,0.0,0.0
820c17fffffffff,3589.0,0.0,0.0,0.0
820c1ffffffffff,281.0,0.0,0.0,0.0
820c27fffffffff,34.0,0.0,0.0,0.0
820c2ffffffffff,23.0,0.0,0.0,0.0
820c37fffffffff,227.0,0.0,0.0,0.0
820c47fffffffff,1472.0,7.0,0.0,0.0
820c57fffffffff,477.0,2.0,0.0,0.0
820c5ffffffffff,370.0,0.0,0.0,0.0
820c67fffffffff,664.0,64.0,0.0,0.0
820c6ffffffffff,18.0,0.0,0.0,0.0
820c77fffffffff,3951.0,231.0,0.0,0.0
820ca7fffffffff,44.0,0.0,0.0,0.0
820caffffffffff,1.0,0.0,0.0,0.0
820cc7fffffffff,4.0,0.0,0.0,0.0
820ccffffffffff,5.0,0.0,0.0,0.0
820cdffffffffff,13.0,0.0,0.0,0.0
820ce7fffffffff,25.0,0.0,0.0,0.0
820ceffffffffff,88.0,0.0,0.0,0.0
820cf7fffffffff,2.0,0.0,0.0,0.0
820d07fffffffff,11.0,0.0,0.0,0.0
820d0ffffffffff,13.0,0.0,0.0,0.0
820d1ffffffffff,5.0,0.0,0.0,0.0
820d47fffffffff,28.0,0.0,0.0,0.0
820d4ffffffffff,275.0,1.0,0.0,0.0
820d57fffffffff,61.0,0.0,0.0,0.0
820d5ffffffffff,470.0,16.0,0.0,0.0
820d67fffffffff,81.0,0.0,0.0,0.0
820d6ffffffffff,36.0,0.0,0.0,0.0
820d77fffffffff,23.0,0.0,0.0,0.0
820e0ffffffffff,8.0,0.0,0.0,0.0
820e2ffffffffff,10.0,0.0,0.0,0.0
820e47fffffffff,8.0,0.0,0.0,0.0
820e4ffffffffff,466.0,0.0,0.0,0.0
820e57fffffffff,83.0,0.0,0.0,0.0
820e5ffffffffff,26.0,0.0,0.0,0.0
820e67fffffffff,12.0,0.0,0.0,0.0
820e6ffffffffff,31.0,0.0,0.0,0.0
820e87fffffffff,67.0,0.0,0.0,0.0
820e8ffffffffff,14.0,0.0,0.0,0.0
820e97fffffffff,8.0,0.0,0.0,0.0
820e9ffffffffff,9.0,0.0,0.0,0.0
820ec7fffffffff,83.0,0.0,0.0,0.0
820ecffffffffff,218.0,0.0,0.0,0.0
820ed7fffffffff,26.0,0.0,0.0,0.0
820edffffffffff,11.0,0.0,0.0,0.0
820ee7fffffffff,5.0,0.0,0.0,0.0
820eeffffffffff,558.0,0.0,0.0,0.0
820ef7fffffffff,26.0,0.0,0.0,0.0
820f5ffffffffff,10.0,0.0,0.0,0.0
82120ffffffffff,1.0,0.0,0.0,0.0
821217fffffffff,22.0,0.0,0.0,0.0
82121ffffffffff,83.0,0.0,0.0,0.0
821227fffffffff,1.0,0.0,0.0,0.0
82122ffffffffff,2.0,0.0,0.0,0.0
821237fffffffff,3.0,0.0,0.0,0.0
821247fffffffff,43.0,0.0,0.0,0.0
82124ffffffffff,4.0,0.0,0.0,0.0
821257fffffffff,104.0,0.0,0.0,0.0
82125ffffffffff,71.0,0.0,0.0,0.0
821267fffffffff,12.0,0.0,0.0,0.0
82126ffffffffff,4.0,0.0,0.0,0.0
821277fffffffff,149.0,0.0,0.0,0.0
821287fffffffff,214.0,0.0,0.0,0.0
82128ffffffffff,1004.0,0.0,0.0,0.0
821297fffffffff,5.0,0.0,0.0,0.0
82129ffffffffff,132.0,0.0,0.0,0.0
8212a7fffffffff,26.0,0.0,0.0,0.0
8212affffffffff,440.0,0.0,0.0,0.0
8212b7fffffffff,283.0,0.0,0.0,0.0
8212c7fffffffff,1113.0,7.0,0.0,0.0
8212cffffffffff,3037.0,0.0,0.0,0.0
8212d7fffffffff,1292.0,0.0,0.0,0.0
8212dffffffffff,1923.0,0.0,0.0,0.0
