cell_id,Hypsipetes ganeesa,Hypsipetes ganeesa ganeesa,Hypsipetes ganeesa humii
826007fffffffff,1086.0,0.0,0.0
826017fffffffff,1558.0,0.0,0.0
82601ffffffffff,11.0,0.0,0.0
826027fffffffff,850.0,0.0,0.0
826037fffffffff,7970.0,0.0,0.0
82608ffffffffff,414.0,0.0,0.0
8260affffffffff,560.0,0.0,0.0
826107fffffffff,1736.0,0.0,621.0
826117fffffffff,106.0,0.0,34.0
82611ffffffffff,5.0,0.0,2.0
