cell_id,Phalacrocorax carbo,Phalacrocorax carbo carbo,Phalacrocorax carbo novaehollandiae,Phalacrocorax carbo sinensis/hanedae,Phalacrocorax carbo maroccanus,Phalacrocorax carbo lucidus,Phalacrocorax carbo carbo/sinensis
82068ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82075ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
82099ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
820e4ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,5.0,0.0,0.0,1.0,0.0,0.0,0.0
8211affffffffff,22.0,0.0,0.0,11.0,0.0,0.0,0.0
821597fffffffff,7.0,0.0,0.0,2.0,0.0,0.0,0.0
82182ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
82184ffffffffff,113.0,1.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,107.0,0.0,0.0,6.0,0.0,0.0,0.0
821867fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
821877fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,8.0,0.0,0.0,2.0,0.0,0.0,0.0
821927fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,6.0,0.0,0.0,3.0,0.0,0.0,0.0
82194ffffffffff,19.0,11.0,0.0,4.0,0.0,0.0,0.0
821957fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,4.0,0.0,0.0,3.0,0.0,0.0,0.0
82196ffffffffff,2.0,1.0,0.0,0.0,0.0,0.0,1.0
821977fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
821aa7fffffffff,249.0,0.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,22.0,1.0,0.0,4.0,0.0,0.0,0.0
821e0ffffffffff,5.0,0.0,0.0,4.0,0.0,0.0,0.0
821e17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,32.0,0.0,0.0,32.0,0.0,0.0,0.0
821e27fffffffff,7.0,0.0,0.0,3.0,0.0,0.0,0.0
821e47fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,51.0,0.0,0.0,25.0,0.0,0.0,0.0
821eb7fffffffff,11.0,0.0,0.0,2.0,0.0,0.0,0.0
821ec7fffffffff,14.0,0.0,0.0,1.0,0.0,0.0,0.0
821ecffffffffff,23.0,0.0,0.0,2.0,0.0,0.0,0.0
821ed7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,15.0,0.0,0.0,4.0,0.0,0.0,0.0
821eeffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
