cell_id,Cyanocitta stelleri,Cyanocitta stelleri [stelleri Group],Cyanocitta stelleri annectens,Cyanocitta stelleri [diademata Group],Cyanocitta stelleri [coronata Group]
8412857ffffffff,4.0,0.0,0.0,0.0,0.0
8412859ffffffff,4.0,0.0,0.0,0.0,0.0
841285dffffffff,16.0,0.0,0.0,0.0,0.0
8412861ffffffff,19.0,0.0,0.0,0.0,0.0
8412865ffffffff,30.0,3.0,0.0,0.0,0.0
841286bffffffff,18.0,0.0,0.0,0.0,0.0
841286dffffffff,50.0,3.0,0.0,0.0,0.0
8412887ffffffff,1.0,0.0,0.0,0.0,0.0
8412891ffffffff,4.0,0.0,0.0,0.0,0.0
8412893ffffffff,2.0,0.0,0.0,0.0,0.0
8412899ffffffff,2.0,0.0,0.0,0.0,0.0
841289bffffffff,9.0,0.0,0.0,0.0,0.0
84128bdffffffff,160.0,0.0,0.0,0.0,0.0
84128d3ffffffff,4.0,0.0,0.0,0.0,0.0
84128e3ffffffff,2.0,0.0,0.0,0.0,0.0
84128e5ffffffff,3.0,0.0,0.0,0.0,0.0
84128e7ffffffff,2.0,2.0,0.0,0.0,0.0
8412909ffffffff,50.0,0.0,0.0,0.0,0.0
841290dffffffff,1.0,0.0,0.0,0.0,0.0
8412941ffffffff,6.0,0.0,0.0,0.0,0.0
8412943ffffffff,8.0,0.0,0.0,0.0,0.0
8412947ffffffff,38.0,1.0,0.0,0.0,0.0
8412949ffffffff,20.0,0.0,0.0,0.0,0.0
841294dffffffff,1.0,0.0,0.0,0.0,0.0
841295bffffffff,2.0,0.0,0.0,0.0,0.0
8412987ffffffff,4.0,0.0,0.0,0.0,0.0
8412989ffffffff,3.0,0.0,0.0,0.0,0.0
841298dffffffff,57.0,0.0,0.0,0.0,0.0
8412991ffffffff,1.0,0.0,0.0,0.0,0.0
8412993ffffffff,16.0,0.0,0.0,0.0,0.0
8412997ffffffff,4.0,0.0,0.0,0.0,0.0
84129a3ffffffff,7.0,0.0,0.0,0.0,0.0
84129abffffffff,42.0,9.0,0.0,0.0,0.0
84129b1ffffffff,12.0,0.0,0.0,0.0,0.0
84129b3ffffffff,15.0,7.0,0.0,0.0,0.0
84129b5ffffffff,2.0,0.0,0.0,0.0,0.0
84129b7ffffffff,20.0,0.0,0.0,0.0,0.0
84129b9ffffffff,90.0,13.0,0.0,0.0,0.0
84129bbffffffff,135.0,35.0,0.0,0.0,0.0
84129bdffffffff,17.0,0.0,0.0,0.0,0.0
84129c3ffffffff,6.0,0.0,0.0,0.0,0.0
84129c7ffffffff,1.0,0.0,0.0,0.0,0.0
84129c9ffffffff,21.0,19.0,0.0,0.0,0.0
84129cbffffffff,2.0,2.0,0.0,0.0,0.0
84129cdffffffff,6.0,6.0,0.0,0.0,0.0
84129d9ffffffff,8.0,3.0,0.0,0.0,0.0
84129dbffffffff,2.0,0.0,0.0,0.0,0.0
8412a21ffffffff,9.0,0.0,0.0,0.0,0.0
8412a25ffffffff,69.0,1.0,0.0,0.0,0.0
8412a2dffffffff,4.0,0.0,0.0,0.0,0.0
8412a35ffffffff,3.0,0.0,0.0,0.0,0.0
8412a37ffffffff,26.0,0.0,0.0,0.0,0.0
8412a89ffffffff,1.0,0.0,0.0,0.0,0.0
8412a91ffffffff,2.0,0.0,0.0,0.0,0.0
8412a93ffffffff,2.0,0.0,0.0,0.0,0.0
8412a95ffffffff,6.0,0.0,0.0,0.0,0.0
8412a97ffffffff,62.0,0.0,0.0,0.0,0.0
8412a99ffffffff,86.0,0.0,6.0,0.0,0.0
8412a9bffffffff,2.0,0.0,0.0,0.0,0.0
8412a9dffffffff,6.0,0.0,0.0,0.0,0.0
8412aa7ffffffff,16.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,3.0,0.0,0.0,0.0,0.0
8412ad1ffffffff,4.0,0.0,0.0,0.0,0.0
8412ad3ffffffff,1.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,76.0,0.0,11.0,0.0,0.0
8412b01ffffffff,412.0,6.0,0.0,0.0,0.0
8412b03ffffffff,724.0,7.0,0.0,0.0,0.0
8412b05ffffffff,4.0,0.0,0.0,0.0,0.0
8412b07ffffffff,4.0,0.0,0.0,0.0,0.0
8412b09ffffffff,2.0,0.0,0.0,0.0,0.0
8412b0bffffffff,27.0,0.0,0.0,0.0,0.0
8412b0dffffffff,6.0,0.0,0.0,0.0,0.0
8412b13ffffffff,5.0,0.0,0.0,0.0,0.0
8412b15ffffffff,4.0,0.0,0.0,0.0,0.0
8412b17ffffffff,5.0,0.0,0.0,0.0,0.0
8412b29ffffffff,5.0,0.0,0.0,0.0,0.0
8412b33ffffffff,4.0,0.0,0.0,0.0,0.0
8412b39ffffffff,1.0,0.0,0.0,0.0,0.0
8412b41ffffffff,6.0,2.0,0.0,0.0,0.0
8412b43ffffffff,42.0,0.0,0.0,0.0,0.0
8412b45ffffffff,2.0,0.0,0.0,0.0,0.0
8412b47ffffffff,8.0,0.0,0.0,0.0,0.0
8412b49ffffffff,57.0,6.0,0.0,0.0,0.0
8412b4bffffffff,153.0,15.0,0.0,0.0,0.0
8412b4dffffffff,4.0,0.0,0.0,0.0,0.0
8412b51ffffffff,1.0,0.0,0.0,0.0,0.0
8412b53ffffffff,25.0,0.0,0.0,0.0,0.0
8412b55ffffffff,33.0,0.0,0.0,0.0,0.0
8412b57ffffffff,10.0,0.0,0.0,0.0,0.0
8412b63ffffffff,41.0,0.0,0.0,0.0,0.0
8412b6bffffffff,4.0,0.0,0.0,0.0,0.0
8412c01ffffffff,85.0,0.0,0.0,0.0,0.0
8412c03ffffffff,245.0,0.0,0.0,0.0,0.0
8412c05ffffffff,99.0,0.0,1.0,0.0,0.0
8412c07ffffffff,20.0,0.0,0.0,0.0,0.0
8412c0bffffffff,9.0,0.0,1.0,0.0,0.0
8412c0dffffffff,6.0,0.0,0.0,0.0,0.0
8412c11ffffffff,21.0,0.0,0.0,0.0,0.0
8412c15ffffffff,2.0,0.0,0.0,0.0,0.0
8412c17ffffffff,14.0,0.0,0.0,0.0,0.0
8412c1bffffffff,4.0,0.0,2.0,0.0,0.0
8412c1dffffffff,34.0,0.0,0.0,0.0,0.0
8412c21ffffffff,134.0,0.0,7.0,0.0,0.0
8412c23ffffffff,41.0,0.0,0.0,0.0,0.0
8412c25ffffffff,14.0,0.0,0.0,0.0,0.0
8412c27ffffffff,16.0,0.0,0.0,0.0,0.0
8412c29ffffffff,17.0,0.0,0.0,0.0,0.0
8412c2bffffffff,3.0,0.0,0.0,0.0,0.0
8412c2dffffffff,1.0,0.0,0.0,0.0,0.0
8412c31ffffffff,6.0,0.0,0.0,0.0,0.0
8412c33ffffffff,11.0,0.0,0.0,0.0,0.0
8412c35ffffffff,18.0,0.0,0.0,0.0,0.0
8412c37ffffffff,2.0,0.0,0.0,0.0,0.0
8412c39ffffffff,3.0,0.0,0.0,0.0,0.0
8412c3bffffffff,11.0,0.0,0.0,0.0,0.0
8412c3dffffffff,2.0,0.0,0.0,0.0,0.0
8412c47ffffffff,2.0,0.0,0.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0,0.0,0.0
8412c85ffffffff,77.0,0.0,7.0,0.0,0.0
8412c87ffffffff,15.0,0.0,0.0,0.0,0.0
8412ca1ffffffff,13.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,49.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,9.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,13.0,0.0,0.0,0.0,0.0
8412ca9ffffffff,44.0,0.0,3.0,0.0,0.0
8412cabffffffff,203.0,0.0,2.0,0.0,0.0
8412cadffffffff,223.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,97.0,0.0,4.0,0.0,0.0
8412cb5ffffffff,154.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,39.0,0.0,0.0,0.0,0.0
8412cb9ffffffff,2.0,0.0,0.0,0.0,0.0
8412cbdffffffff,384.0,0.0,18.0,0.0,0.0
8412ce1ffffffff,8.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,35.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,14.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,116.0,0.0,0.0,0.0,0.0
8412ce9ffffffff,2.0,0.0,0.0,0.0,0.0
8412d01ffffffff,4.0,0.0,0.0,0.0,0.0
8412d03ffffffff,56.0,0.0,0.0,0.0,0.0
8412d05ffffffff,4.0,0.0,0.0,0.0,0.0
8412d07ffffffff,10.0,0.0,0.0,0.0,0.0
8412d0bffffffff,19.0,0.0,0.0,0.0,0.0
8412d11ffffffff,91.0,0.0,0.0,0.0,0.0
8412d13ffffffff,3.0,0.0,0.0,0.0,0.0
8412d15ffffffff,3.0,0.0,0.0,0.0,0.0
8412d17ffffffff,636.0,0.0,0.0,0.0,0.0
8412d19ffffffff,99.0,0.0,0.0,0.0,0.0
8412d1bffffffff,1.0,0.0,0.0,0.0,0.0
8412d1dffffffff,8.0,0.0,0.0,0.0,0.0
8412d21ffffffff,5.0,0.0,0.0,0.0,0.0
8412d23ffffffff,15.0,0.0,0.0,0.0,0.0
8412d25ffffffff,6.0,0.0,0.0,0.0,0.0
8412d27ffffffff,35.0,0.0,0.0,0.0,0.0
8412d29ffffffff,13.0,0.0,0.0,0.0,0.0
8412d2bffffffff,3.0,0.0,0.0,0.0,0.0
8412d2dffffffff,14.0,0.0,0.0,0.0,0.0
8412d31ffffffff,9.0,0.0,0.0,0.0,0.0
8412d33ffffffff,393.0,0.0,0.0,0.0,0.0
8412d35ffffffff,62.0,0.0,0.0,0.0,0.0
8412d37ffffffff,81.0,0.0,0.0,0.0,0.0
8412d39ffffffff,21.0,0.0,0.0,0.0,0.0
8412d3bffffffff,356.0,0.0,0.0,0.0,0.0
8412d3dffffffff,68.0,0.0,0.0,0.0,0.0
8412d41ffffffff,5.0,0.0,0.0,0.0,0.0
8412d43ffffffff,2.0,0.0,0.0,0.0,0.0
8412d49ffffffff,1.0,0.0,0.0,0.0,0.0
8412d51ffffffff,2.0,0.0,0.0,0.0,0.0
8412d53ffffffff,2.0,0.0,0.0,0.0,0.0
8412d57ffffffff,27.0,0.0,0.0,0.0,0.0
8412d59ffffffff,4.0,0.0,0.0,0.0,0.0
8412d5dffffffff,5.0,0.0,0.0,0.0,0.0
8412d63ffffffff,105.0,0.0,0.0,0.0,0.0
8412d65ffffffff,6.0,0.0,0.0,0.0,0.0
8412d67ffffffff,59.0,0.0,0.0,0.0,0.0
8412d6bffffffff,4.0,0.0,0.0,0.0,0.0
8412d81ffffffff,100.0,0.0,0.0,0.0,0.0
8412d83ffffffff,74.0,0.0,7.0,0.0,0.0
8412d85ffffffff,27.0,0.0,0.0,0.0,0.0
8412d87ffffffff,53.0,0.0,0.0,0.0,0.0
8412d89ffffffff,447.0,0.0,0.0,0.0,0.0
8412d8bffffffff,276.0,0.0,3.0,0.0,0.0
8412d8dffffffff,46.0,0.0,0.0,0.0,0.0
8412d91ffffffff,16.0,0.0,0.0,0.0,0.0
8412d93ffffffff,11.0,0.0,0.0,0.0,0.0
8412d95ffffffff,106.0,0.0,0.0,0.0,0.0
8412d97ffffffff,20.0,0.0,0.0,0.0,0.0
8412d99ffffffff,8.0,0.0,0.0,0.0,0.0
8412d9bffffffff,5.0,0.0,0.0,0.0,0.0
8412d9dffffffff,69.0,0.0,0.0,0.0,0.0
8412da1ffffffff,6.0,0.0,0.0,0.0,0.0
8412da3ffffffff,4.0,0.0,0.0,0.0,0.0
8412da5ffffffff,76.0,0.0,0.0,0.0,0.0
8412da7ffffffff,1.0,0.0,0.0,0.0,0.0
8412da9ffffffff,23.0,0.0,0.0,0.0,0.0
8412dabffffffff,1.0,0.0,0.0,0.0,0.0
8412dadffffffff,51.0,0.0,0.0,0.0,0.0
8412db1ffffffff,68.0,0.0,0.0,0.0,0.0
8412db3ffffffff,18.0,0.0,0.0,0.0,0.0
8412db5ffffffff,23.0,0.0,0.0,0.0,0.0
8412db7ffffffff,4.0,0.0,0.0,0.0,0.0
8412db9ffffffff,59.0,0.0,0.0,0.0,0.0
8412dbbffffffff,16.0,0.0,0.0,0.0,0.0
8412dbdffffffff,14.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,31.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,784.0,0.0,0.0,0.0,0.0
8412dc5ffffffff,22.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,93.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,572.0,0.0,0.0,0.0,0.0
8412dcbffffffff,114.0,0.0,0.0,0.0,0.0
8412dcdffffffff,9.0,0.0,0.0,0.0,0.0
8412dd1ffffffff,9.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,97.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,18.0,0.0,2.0,0.0,0.0
8412dd7ffffffff,294.0,0.0,0.0,0.0,0.0
8412dd9ffffffff,107.0,0.0,0.0,0.0,0.0
8412ddbffffffff,345.0,0.0,0.0,0.0,0.0
8412dddffffffff,48.0,0.0,0.0,0.0,0.0
8412de1ffffffff,13.0,0.0,0.0,0.0,0.0
8412de3ffffffff,15.0,0.0,0.0,0.0,0.0
8412de5ffffffff,680.0,0.0,0.0,0.0,0.0
8412de7ffffffff,352.0,0.0,0.0,0.0,0.0
8412de9ffffffff,65.0,0.0,0.0,0.0,0.0
8412dedffffffff,187.0,0.0,0.0,0.0,0.0
8412e27ffffffff,6.0,0.0,0.0,0.0,0.0
8412e39ffffffff,2.0,0.0,0.0,0.0,0.0
8412f01ffffffff,4.0,0.0,0.0,0.0,0.0
8412f05ffffffff,4.0,0.0,0.0,0.0,0.0
8412f11ffffffff,16.0,0.0,8.0,0.0,0.0
8412f13ffffffff,49.0,0.0,0.0,0.0,0.0
8412f15ffffffff,12.0,0.0,2.0,0.0,0.0
8412f21ffffffff,5.0,0.0,0.0,0.0,0.0
8412f25ffffffff,4.0,0.0,0.0,0.0,0.0
8412f27ffffffff,4.0,0.0,0.0,0.0,0.0
8412f29ffffffff,83.0,0.0,0.0,0.0,0.0
8412f2dffffffff,12.0,0.0,2.0,0.0,0.0
8412f33ffffffff,8.0,0.0,0.0,0.0,0.0
8412f37ffffffff,19.0,0.0,0.0,0.0,0.0
8412f3bffffffff,2.0,0.0,1.0,0.0,0.0
8412f45ffffffff,2.0,0.0,0.0,0.0,0.0
8412f47ffffffff,3.0,0.0,0.0,0.0,0.0
8412f51ffffffff,5.0,0.0,0.0,0.0,0.0
8412f61ffffffff,40.0,0.0,0.0,0.0,0.0
8412f63ffffffff,6.0,0.0,0.0,0.0,0.0
8412f65ffffffff,33.0,0.0,0.0,0.0,0.0
8412f67ffffffff,6.0,0.0,0.0,0.0,0.0
8412f69ffffffff,66.0,0.0,5.0,0.0,0.0
8412f6bffffffff,19.0,0.0,0.0,0.0,0.0
8412f6dffffffff,274.0,0.0,0.0,0.0,0.0
8413909ffffffff,1.0,0.0,0.0,0.0,0.0
8413911ffffffff,92.0,0.0,0.0,0.0,0.0
8413917ffffffff,100.0,0.0,0.0,0.0,0.0
8413919ffffffff,150.0,0.0,0.0,0.0,0.0
841391dffffffff,58.0,0.0,0.0,0.0,0.0
8413931ffffffff,15.0,0.0,0.0,0.0,0.0
8413933ffffffff,153.0,0.0,0.0,0.0,0.0
8413935ffffffff,3.0,0.0,0.0,0.0,0.0
8413937ffffffff,1.0,0.0,0.0,0.0,0.0
841393bffffffff,4.0,0.0,0.0,0.0,0.0
841393dffffffff,2.0,0.0,0.0,0.0,0.0
841396dffffffff,8.0,0.0,0.0,0.0,0.0
8413985ffffffff,1.0,0.0,0.0,0.0,0.0
841398dffffffff,3.0,0.0,0.0,0.0,0.0
8413999ffffffff,1.0,0.0,0.0,0.0,0.0
84139a1ffffffff,2.0,0.0,0.0,0.0,0.0
84139a3ffffffff,1.0,0.0,0.0,0.0,0.0
84139a5ffffffff,4.0,2.0,0.0,0.0,0.0
84139a9ffffffff,2.0,0.0,0.0,0.0,0.0
84139adffffffff,2.0,0.0,0.0,0.0,0.0
84139b7ffffffff,3.0,0.0,0.0,0.0,0.0
84139e1ffffffff,493.0,0.0,0.0,0.0,0.0
84139e5ffffffff,2.0,0.0,0.0,0.0,0.0
84139e7ffffffff,4.0,0.0,0.0,0.0,0.0
84139edffffffff,1587.0,0.0,0.0,0.0,0.0
841d241ffffffff,2.0,0.0,0.0,0.0,0.0
841d243ffffffff,36.0,2.0,0.0,0.0,0.0
841d24bffffffff,3.0,0.0,0.0,0.0,0.0
841d24dffffffff,4.0,0.0,0.0,0.0,0.0
841d251ffffffff,2.0,0.0,0.0,0.0,0.0
841d255ffffffff,3.0,0.0,0.0,0.0,0.0
841d259ffffffff,2.0,0.0,0.0,0.0,0.0
8426801ffffffff,547.0,0.0,0.0,244.0,0.0
8426803ffffffff,183.0,0.0,0.0,48.0,0.0
8426805ffffffff,2.0,0.0,0.0,0.0,0.0
8426807ffffffff,40.0,0.0,0.0,3.0,0.0
8426809ffffffff,26.0,0.0,0.0,6.0,0.0
842680bffffffff,38.0,0.0,0.0,6.0,0.0
842680dffffffff,34.0,0.0,0.0,20.0,0.0
8426811ffffffff,1120.0,0.0,0.0,176.0,0.0
8426813ffffffff,5638.0,0.0,0.0,1570.0,0.0
8426815ffffffff,99.0,0.0,0.0,33.0,0.0
8426817ffffffff,1329.0,0.0,0.0,368.0,0.0
8426819ffffffff,6878.0,0.0,0.0,1278.0,0.0
842681bffffffff,3836.0,0.0,0.0,537.0,0.0
842681dffffffff,87.0,0.0,0.0,10.0,0.0
8426823ffffffff,29.0,0.0,0.0,11.0,0.0
8426827ffffffff,9.0,0.0,0.0,5.0,0.0
842682bffffffff,23.0,0.0,0.0,0.0,0.0
842682dffffffff,3.0,0.0,0.0,0.0,0.0
8426831ffffffff,319.0,0.0,0.0,85.0,0.0
8426833ffffffff,404.0,0.0,0.0,203.0,0.0
8426835ffffffff,9.0,0.0,0.0,1.0,0.0
8426837ffffffff,101.0,0.0,0.0,10.0,0.0
8426839ffffffff,49.0,0.0,0.0,4.0,0.0
842683bffffffff,245.0,0.0,0.0,23.0,0.0
842683dffffffff,74.0,0.0,0.0,3.0,0.0
8426843ffffffff,35.0,0.0,0.0,0.0,0.0
8426847ffffffff,28.0,0.0,0.0,1.0,0.0
842684bffffffff,16.0,0.0,0.0,0.0,0.0
8426851ffffffff,20.0,0.0,0.0,1.0,0.0
8426853ffffffff,959.0,0.0,0.0,116.0,0.0
8426855ffffffff,42.0,0.0,0.0,2.0,0.0
8426857ffffffff,1058.0,0.0,0.0,262.0,0.0
8426859ffffffff,71.0,0.0,0.0,6.0,0.0
842685bffffffff,80.0,0.0,0.0,2.0,0.0
842685dffffffff,97.0,0.0,0.0,4.0,0.0
8426881ffffffff,23.0,0.0,0.0,2.0,0.0
8426885ffffffff,716.0,0.0,0.0,179.0,0.0
8426887ffffffff,136.0,0.0,0.0,18.0,0.0
8426889ffffffff,5.0,0.0,0.0,0.0,0.0
842688dffffffff,522.0,0.0,0.0,102.0,0.0
8426893ffffffff,5.0,0.0,0.0,2.0,0.0
84268a5ffffffff,128.0,0.0,0.0,31.0,0.0
84268a7ffffffff,37.0,0.0,0.0,10.0,0.0
84268a9ffffffff,107.0,0.0,0.0,12.0,0.0
84268abffffffff,97.0,0.0,0.0,9.0,0.0
84268adffffffff,38.0,0.0,0.0,6.0,0.0
84268b1ffffffff,32.0,0.0,0.0,0.0,0.0
84268b3ffffffff,11.0,0.0,0.0,2.0,0.0
84268b5ffffffff,28.0,0.0,0.0,4.0,0.0
84268b7ffffffff,102.0,0.0,0.0,22.0,0.0
84268b9ffffffff,15.0,0.0,0.0,8.0,0.0
84268bbffffffff,320.0,0.0,0.0,13.0,0.0
84268bdffffffff,152.0,0.0,0.0,29.0,0.0
84268c1ffffffff,809.0,0.0,0.0,250.0,0.0
84268c5ffffffff,1489.0,0.0,0.0,221.0,0.0
84268c7ffffffff,4293.0,0.0,0.0,566.0,0.0
84268cbffffffff,6.0,0.0,0.0,0.0,0.0
84268cdffffffff,364.0,0.0,0.0,108.0,0.0
84268e1ffffffff,189.0,0.0,0.0,51.0,0.0
84268e3ffffffff,58.0,0.0,0.0,13.0,0.0
84268e5ffffffff,160.0,0.0,0.0,31.0,0.0
84268e7ffffffff,332.0,0.0,0.0,51.0,0.0
84268e9ffffffff,213.0,0.0,0.0,62.0,0.0
84268ebffffffff,1105.0,0.0,0.0,204.0,0.0
84268edffffffff,316.0,0.0,0.0,81.0,0.0
8426901ffffffff,5.0,0.0,0.0,2.0,0.0
8426903ffffffff,19.0,0.0,0.0,0.0,0.0
8426905ffffffff,191.0,0.0,0.0,13.0,0.0
8426907ffffffff,54.0,0.0,0.0,0.0,0.0
8426909ffffffff,22.0,0.0,0.0,0.0,0.0
842690dffffffff,168.0,0.0,0.0,20.0,0.0
8426915ffffffff,3.0,0.0,0.0,0.0,0.0
842691bffffffff,11.0,0.0,0.0,7.0,0.0
8426923ffffffff,2.0,0.0,0.0,0.0,0.0
8426927ffffffff,6.0,0.0,0.0,2.0,0.0
8426929ffffffff,11.0,0.0,0.0,0.0,0.0
842692bffffffff,52.0,0.0,0.0,10.0,0.0
8426931ffffffff,2.0,0.0,0.0,0.0,0.0
8426933ffffffff,1.0,0.0,0.0,0.0,0.0
8426935ffffffff,2.0,0.0,0.0,0.0,0.0
8426937ffffffff,5.0,0.0,0.0,0.0,0.0
8426939ffffffff,2.0,0.0,0.0,0.0,0.0
842693dffffffff,18.0,0.0,0.0,0.0,0.0
8426943ffffffff,1.0,0.0,0.0,0.0,0.0
8426945ffffffff,14.0,0.0,0.0,0.0,0.0
8426947ffffffff,81.0,0.0,0.0,7.0,0.0
842694dffffffff,6.0,0.0,0.0,0.0,0.0
8426951ffffffff,16.0,0.0,0.0,0.0,0.0
8426953ffffffff,4.0,0.0,0.0,0.0,0.0
8426955ffffffff,2.0,0.0,0.0,2.0,0.0
8426959ffffffff,30.0,0.0,0.0,7.0,0.0
842695bffffffff,11.0,0.0,0.0,0.0,0.0
842695dffffffff,7.0,0.0,0.0,5.0,0.0
8426961ffffffff,16.0,0.0,0.0,12.0,0.0
8426963ffffffff,301.0,0.0,0.0,29.0,0.0
8426965ffffffff,1.0,0.0,0.0,0.0,0.0
8426967ffffffff,96.0,0.0,0.0,63.0,0.0
8426969ffffffff,198.0,0.0,0.0,43.0,0.0
842696bffffffff,3199.0,0.0,0.0,1500.0,0.0
8426981ffffffff,69.0,0.0,0.0,14.0,0.0
8426983ffffffff,365.0,0.0,0.0,22.0,0.0
8426985ffffffff,20.0,0.0,0.0,2.0,0.0
8426987ffffffff,205.0,0.0,0.0,11.0,0.0
8426989ffffffff,101.0,0.0,0.0,14.0,0.0
842698bffffffff,425.0,0.0,0.0,90.0,0.0
842698dffffffff,11.0,0.0,0.0,3.0,0.0
8426991ffffffff,406.0,0.0,0.0,6.0,0.0
8426993ffffffff,39.0,0.0,0.0,4.0,0.0
8426995ffffffff,454.0,0.0,0.0,65.0,0.0
8426997ffffffff,30.0,0.0,0.0,0.0,0.0
8426999ffffffff,60.0,0.0,0.0,18.0,0.0
842699bffffffff,502.0,0.0,0.0,20.0,0.0
842699dffffffff,354.0,0.0,0.0,128.0,0.0
84269a1ffffffff,4.0,0.0,0.0,2.0,0.0
84269a9ffffffff,43.0,0.0,0.0,13.0,0.0
84269abffffffff,3.0,0.0,0.0,0.0,0.0
84269adffffffff,6.0,0.0,0.0,0.0,0.0
84269b5ffffffff,5.0,0.0,0.0,0.0,0.0
84269b7ffffffff,18.0,0.0,0.0,18.0,0.0
84269b9ffffffff,63.0,0.0,0.0,6.0,0.0
84269bbffffffff,2.0,0.0,0.0,0.0,0.0
84269bdffffffff,1.0,0.0,0.0,0.0,0.0
84269c1ffffffff,122.0,0.0,0.0,30.0,0.0
84269c3ffffffff,9.0,0.0,0.0,0.0,0.0
84269c5ffffffff,128.0,0.0,0.0,35.0,0.0
84269c7ffffffff,133.0,0.0,0.0,70.0,0.0
84269c9ffffffff,14.0,0.0,0.0,0.0,0.0
84269cbffffffff,903.0,0.0,0.0,241.0,0.0
84269cdffffffff,19.0,0.0,0.0,5.0,0.0
84269d1ffffffff,95.0,0.0,0.0,17.0,0.0
84269d3ffffffff,30.0,0.0,0.0,7.0,0.0
84269d5ffffffff,359.0,0.0,0.0,47.0,0.0
84269d7ffffffff,345.0,0.0,0.0,63.0,0.0
84269d9ffffffff,257.0,0.0,0.0,41.0,0.0
84269dbffffffff,38.0,0.0,0.0,5.0,0.0
84269ddffffffff,349.0,0.0,0.0,64.0,0.0
84269e1ffffffff,13.0,0.0,0.0,0.0,0.0
84269e3ffffffff,2.0,0.0,0.0,0.0,0.0
84269e7ffffffff,2.0,0.0,0.0,0.0,0.0
84269e9ffffffff,9.0,0.0,0.0,1.0,0.0
84269ebffffffff,133.0,0.0,0.0,0.0,0.0
8426a15ffffffff,6.0,0.0,0.0,0.0,0.0
8426a17ffffffff,1.0,0.0,0.0,0.0,0.0
8426a2bffffffff,109.0,0.0,0.0,13.0,0.0
8426a39ffffffff,5.0,0.0,0.0,0.0,0.0
