cell_id,Hirundinea ferruginea,Hirundinea ferruginea ferruginea/sclateri,Hirundinea ferruginea bellicosa/pallidior
835f2bfffffffff,1.0,0.0,0.0
835f68fffffffff,2.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0
835f71fffffffff,83.0,0.0,0.0
835f75fffffffff,1.0,0.0,0.0
835f76fffffffff,60.0,0.0,0.0
836601fffffffff,7.0,0.0,0.0
836608fffffffff,28.0,0.0,0.0
836609fffffffff,4.0,0.0,0.0
83660bfffffffff,18.0,0.0,0.0
83660cfffffffff,23.0,0.0,0.0
836618fffffffff,2.0,0.0,0.0
836621fffffffff,9.0,0.0,0.0
836629fffffffff,6.0,0.0,0.0
83662efffffffff,2.0,0.0,0.0
836641fffffffff,87.0,0.0,0.0
836656fffffffff,2.0,0.0,0.0
83665afffffffff,39.0,0.0,0.0
83665bfffffffff,1.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0
8366c0fffffffff,148.0,0.0,0.0
8366c2fffffffff,1.0,0.0,0.0
8366c4fffffffff,13.0,0.0,0.0
8366c6fffffffff,6.0,0.0,0.0
8366cdfffffffff,3.0,0.0,0.0
8366d1fffffffff,8.0,0.0,0.0
8366dafffffffff,9.0,0.0,0.0
8366defffffffff,842.0,57.0,0.0
8366e0fffffffff,234.0,0.0,0.0
8366e1fffffffff,1.0,0.0,0.0
8366e3fffffffff,11.0,0.0,0.0
8366e4fffffffff,50.0,0.0,0.0
8366e5fffffffff,227.0,0.0,0.0
8366e6fffffffff,11.0,0.0,0.0
8366ecfffffffff,84.0,0.0,0.0
83675afffffffff,61.0,2.0,0.0
838000fffffffff,6.0,0.0,0.0
838002fffffffff,5.0,0.0,0.0
838006fffffffff,2.0,0.0,0.0
838010fffffffff,48.0,0.0,8.0
838011fffffffff,22.0,0.0,0.0
838014fffffffff,20.0,0.0,8.0
838015fffffffff,2.0,0.0,0.0
83801cfffffffff,4.0,0.0,0.0
838024fffffffff,2.0,0.0,0.0
838030fffffffff,2.0,0.0,0.0
838036fffffffff,2.0,0.0,0.0
838065fffffffff,3.0,0.0,0.0
838100fffffffff,4.0,0.0,0.0
838102fffffffff,56.0,0.0,3.0
838104fffffffff,1.0,0.0,0.0
838106fffffffff,21.0,0.0,2.0
838114fffffffff,2.0,0.0,0.0
838119fffffffff,11.0,0.0,0.0
83811efffffffff,6.0,0.0,0.0
838121fffffffff,42.0,0.0,3.0
838124fffffffff,138.0,0.0,6.0
83812bfffffffff,3.0,0.0,0.0
83812dfffffffff,49.0,0.0,2.0
838130fffffffff,16.0,0.0,0.0
838132fffffffff,29.0,0.0,1.0
838133fffffffff,39.0,0.0,0.0
838134fffffffff,11.0,0.0,0.0
838136fffffffff,114.0,0.0,10.0
83814afffffffff,152.0,0.0,0.0
83814dfffffffff,62.0,0.0,0.0
83814efffffffff,34.0,0.0,0.0
83815dfffffffff,10.0,0.0,0.0
838162fffffffff,4.0,0.0,0.0
838170fffffffff,1.0,0.0,0.0
838171fffffffff,16.0,0.0,0.0
838181fffffffff,43.0,0.0,0.0
838185fffffffff,1.0,0.0,0.0
838188fffffffff,29.0,0.0,0.0
83818afffffffff,5.0,0.0,0.0
83818cfffffffff,6.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0
8381a8fffffffff,4.0,0.0,0.0
8381aafffffffff,6.0,0.0,0.0
8381adfffffffff,156.0,0.0,7.0
838a4bfffffffff,14.0,0.0,0.0
838adbfffffffff,31.0,4.0,0.0
838b10fffffffff,1.0,0.0,0.0
838b20fffffffff,248.0,0.0,19.0
838b21fffffffff,19.0,0.0,1.0
838b22fffffffff,56.0,0.0,3.0
838b24fffffffff,26.0,0.0,0.0
838b25fffffffff,118.0,0.0,12.0
838b29fffffffff,1.0,0.0,0.0
838b2cfffffffff,97.0,0.0,4.0
838b2dfffffffff,17.0,0.0,0.0
838b36fffffffff,4.0,0.0,0.0
838b61fffffffff,18.0,0.0,0.0
838b6cfffffffff,33.0,0.0,0.0
838ba6fffffffff,1.0,0.0,0.0
838bb5fffffffff,397.0,0.0,36.0
838e64fffffffff,27.0,0.0,0.0
838e65fffffffff,9.0,0.0,0.0
838e6cfffffffff,12.0,0.0,0.0
838f0dfffffffff,2.0,0.0,0.0
838f2dfffffffff,5.0,0.0,0.0
838f40fffffffff,308.0,6.0,0.0
838f42fffffffff,8.0,2.0,0.0
838f46fffffffff,188.0,9.0,0.0
838f4afffffffff,55.0,2.0,0.0
838f51fffffffff,4.0,0.0,0.0
838f55fffffffff,59.0,0.0,0.0
838f59fffffffff,4.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0
838f5dfffffffff,10.0,0.0,0.0
838f70fffffffff,50.0,2.0,0.0
838f72fffffffff,261.0,21.0,0.0
838f73fffffffff,47.0,3.0,0.0
838f76fffffffff,22.0,5.0,0.0
83a596fffffffff,19.0,0.0,2.0
83a800fffffffff,17.0,0.0,4.0
83a801fffffffff,10.0,0.0,0.0
83a802fffffffff,2.0,0.0,0.0
83a803fffffffff,7.0,0.0,0.0
83a804fffffffff,9.0,0.0,0.0
83a805fffffffff,8.0,0.0,0.0
83a806fffffffff,517.0,0.0,55.0
83a80cfffffffff,6.0,0.0,0.0
83a810fffffffff,877.0,0.0,3.0
83a811fffffffff,52.0,0.0,4.0
83a812fffffffff,814.0,0.0,61.0
83a813fffffffff,244.0,0.0,61.0
83a814fffffffff,181.0,0.0,3.0
83a815fffffffff,630.0,0.0,12.0
83a816fffffffff,35.0,0.0,0.0
83a81afffffffff,10.0,0.0,0.0
83a81cfffffffff,66.0,0.0,2.0
83a81dfffffffff,16.0,0.0,0.0
83a81efffffffff,198.0,0.0,1.0
83a820fffffffff,2.0,0.0,0.0
83a821fffffffff,8.0,0.0,0.0
83a822fffffffff,5.0,0.0,0.0
83a824fffffffff,9.0,0.0,0.0
83a825fffffffff,1.0,0.0,0.0
83a826fffffffff,6.0,0.0,0.0
83a82afffffffff,1.0,0.0,0.0
83a82cfffffffff,1.0,0.0,0.0
83a82efffffffff,6.0,0.0,0.0
83a831fffffffff,71.0,0.0,0.0
83a833fffffffff,45.0,0.0,4.0
83a835fffffffff,35.0,0.0,0.0
83a844fffffffff,5.0,0.0,0.0
83a846fffffffff,5.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0
83a855fffffffff,2.0,0.0,0.0
83a859fffffffff,4.0,0.0,0.0
83a85bfffffffff,2.0,0.0,0.0
83a875fffffffff,1.0,0.0,0.0
83a880fffffffff,170.0,0.0,1.0
83a881fffffffff,437.0,0.0,15.0
83a882fffffffff,37.0,0.0,0.0
83a883fffffffff,12.0,0.0,0.0
83a884fffffffff,90.0,0.0,1.0
83a885fffffffff,4.0,0.0,0.0
83a886fffffffff,24.0,0.0,5.0
83a88afffffffff,16.0,0.0,0.0
83a88bfffffffff,2.0,0.0,0.0
83a88cfffffffff,14.0,0.0,0.0
83a88dfffffffff,9.0,0.0,0.0
83a88efffffffff,103.0,0.0,5.0
83a891fffffffff,40.0,0.0,3.0
83a895fffffffff,24.0,0.0,4.0
83a899fffffffff,2.0,0.0,0.0
83a89dfffffffff,2.0,0.0,0.0
83a8a0fffffffff,279.0,0.0,0.0
83a8a1fffffffff,1393.0,0.0,84.0
83a8a2fffffffff,282.0,0.0,23.0
83a8a3fffffffff,253.0,0.0,5.0
83a8a5fffffffff,72.0,0.0,0.0
83a8a8fffffffff,15.0,0.0,0.0
83a8a9fffffffff,100.0,0.0,7.0
83a8aafffffffff,26.0,0.0,0.0
83a8abfffffffff,1.0,0.0,0.0
