cell_id,Stelgidopteryx serripennis,Stelgidopteryx serripennis [serripennis Group],Stelgidopteryx serripennis ridgwayi/stuarti
830c14fffffffff,2.0,0.0,0.0
830e80fffffffff,2.0,0.0,0.0
83120efffffffff,2.0,0.0,0.0
831251fffffffff,2.0,0.0,0.0
831252fffffffff,3.0,0.0,0.0
831259fffffffff,1.0,0.0,0.0
83125dfffffffff,2.0,0.0,0.0
83128bfffffffff,6.0,0.0,0.0
8312a2fffffffff,30.0,0.0,0.0
8312abfffffffff,1.0,1.0,0.0
8312b0fffffffff,11.0,0.0,0.0
8312b4fffffffff,17.0,0.0,0.0
8312c1fffffffff,4.0,0.0,0.0
8312c3fffffffff,1.0,1.0,0.0
8312c4fffffffff,1.0,0.0,0.0
8312c9fffffffff,2.0,0.0,0.0
8312cafffffffff,3.0,0.0,0.0
8312cbfffffffff,4.0,0.0,0.0
8312ccfffffffff,20.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0
8312d1fffffffff,7.0,0.0,0.0
8312d3fffffffff,2.0,0.0,0.0
8312d8fffffffff,4.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0
8312ddfffffffff,4.0,0.0,0.0
8312defffffffff,7.0,0.0,0.0
8312ebfffffffff,3.0,0.0,0.0
831382fffffffff,1.0,0.0,0.0
831383fffffffff,2.0,0.0,0.0
831386fffffffff,22.0,0.0,0.0
83138cfffffffff,1.0,0.0,0.0
831394fffffffff,2.0,0.0,0.0
83139efffffffff,2.0,0.0,0.0
83260afffffffff,2.0,0.0,0.0
83260bfffffffff,8.0,0.0,0.0
832611fffffffff,4.0,0.0,0.0
832618fffffffff,1.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0
832622fffffffff,4.0,0.0,0.0
832629fffffffff,2.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0
832634fffffffff,8.0,0.0,0.0
832636fffffffff,2.0,0.0,0.0
832640fffffffff,6.0,2.0,0.0
832641fffffffff,10.0,0.0,0.0
832643fffffffff,27.0,0.0,0.0
832646fffffffff,13.0,3.0,0.0
832648fffffffff,64.0,7.0,0.0
832649fffffffff,25.0,0.0,0.0
83264afffffffff,31.0,0.0,0.0
83264bfffffffff,17.0,0.0,0.0
83264cfffffffff,16.0,1.0,0.0
83264dfffffffff,76.0,0.0,0.0
83264efffffffff,47.0,19.0,0.0
832650fffffffff,2.0,0.0,0.0
832652fffffffff,10.0,0.0,0.0
832653fffffffff,18.0,0.0,0.0
832654fffffffff,4.0,0.0,0.0
832655fffffffff,17.0,0.0,0.0
832656fffffffff,11.0,0.0,0.0
832658fffffffff,13.0,0.0,0.0
832659fffffffff,74.0,9.0,0.0
83265afffffffff,15.0,0.0,0.0
83265bfffffffff,9.0,0.0,0.0
83265dfffffffff,20.0,7.0,0.0
832660fffffffff,7.0,0.0,0.0
832662fffffffff,2.0,0.0,0.0
832663fffffffff,2.0,0.0,0.0
832664fffffffff,41.0,4.0,0.0
832666fffffffff,28.0,0.0,0.0
832668fffffffff,5.0,0.0,0.0
832669fffffffff,9.0,0.0,0.0
83266afffffffff,8.0,0.0,0.0
83266bfffffffff,10.0,0.0,0.0
83266cfffffffff,8.0,0.0,0.0
83266dfffffffff,4.0,0.0,0.0
83266efffffffff,13.0,0.0,0.0
832670fffffffff,4.0,0.0,0.0
832671fffffffff,15.0,1.0,0.0
832674fffffffff,2.0,0.0,0.0
832675fffffffff,2.0,0.0,0.0
832680fffffffff,4.0,0.0,0.0
832681fffffffff,36.0,0.0,0.0
832682fffffffff,19.0,0.0,0.0
832683fffffffff,6.0,0.0,0.0
832685fffffffff,3.0,0.0,0.0
832688fffffffff,60.0,2.0,0.0
832689fffffffff,9.0,0.0,0.0
83268afffffffff,16.0,0.0,0.0
83268bfffffffff,8.0,0.0,0.0
83268cfffffffff,24.0,4.0,0.0
83268dfffffffff,44.0,0.0,0.0
83268efffffffff,14.0,0.0,0.0
832690fffffffff,28.0,0.0,0.0
832691fffffffff,4.0,0.0,0.0
832694fffffffff,2.0,0.0,0.0
832696fffffffff,92.0,0.0,0.0
832698fffffffff,15.0,0.0,0.0
832699fffffffff,17.0,0.0,0.0
83269afffffffff,2.0,0.0,0.0
83269cfffffffff,57.0,0.0,0.0
83269dfffffffff,11.0,0.0,0.0
83269efffffffff,15.0,0.0,0.0
8326a8fffffffff,15.0,0.0,0.0
8326a9fffffffff,10.0,0.0,0.0
8326aafffffffff,31.0,0.0,0.0
8326abfffffffff,2.0,0.0,0.0
8326aefffffffff,3.0,0.0,0.0
8326b2fffffffff,2.0,0.0,0.0
8326b6fffffffff,4.0,0.0,0.0
8326c8fffffffff,20.0,0.0,0.0
8326cafffffffff,4.0,0.0,0.0
8326cbfffffffff,21.0,0.0,0.0
8326ccfffffffff,2.0,0.0,0.0
8326cefffffffff,3.0,0.0,0.0
8326d1fffffffff,1.0,0.0,0.0
8326d3fffffffff,10.0,0.0,0.0
8326d5fffffffff,8.0,0.0,0.0
8326dcfffffffff,4.0,0.0,0.0
8326defffffffff,5.0,0.0,0.0
8326e0fffffffff,1.0,0.0,0.0
8326e2fffffffff,10.0,0.0,0.0
8326e5fffffffff,10.0,0.0,0.0
8326e8fffffffff,4.0,0.0,0.0
8326e9fffffffff,2.0,0.0,0.0
8326edfffffffff,1.0,0.0,0.0
8326f2fffffffff,3.0,0.0,0.0
8326f4fffffffff,3.0,0.0,0.0
8326f6fffffffff,6.0,0.0,0.0
832702fffffffff,1.0,0.0,0.0
832719fffffffff,3.0,0.0,0.0
83271afffffffff,2.0,2.0,0.0
832741fffffffff,7.0,0.0,0.0
832743fffffffff,2.0,0.0,0.0
832746fffffffff,9.0,0.0,0.0
832748fffffffff,68.0,0.0,0.0
832749fffffffff,50.0,0.0,0.0
83274afffffffff,7.0,0.0,0.0
83274bfffffffff,28.0,1.0,0.0
83274cfffffffff,7.0,0.0,0.0
83274dfffffffff,64.0,0.0,0.0
83274efffffffff,15.0,3.0,0.0
832752fffffffff,4.0,0.0,0.0
832753fffffffff,3.0,0.0,0.0
832756fffffffff,4.0,0.0,0.0
832758fffffffff,17.0,0.0,0.0
832759fffffffff,40.0,2.0,0.0
83275afffffffff,8.0,0.0,0.0
83275bfffffffff,13.0,0.0,0.0
83275cfffffffff,6.0,0.0,0.0
83275dfffffffff,24.0,0.0,0.0
83275efffffffff,6.0,0.0,0.0
832763fffffffff,29.0,2.0,0.0
832769fffffffff,14.0,14.0,0.0
83276afffffffff,1.0,0.0,0.0
83276bfffffffff,36.0,0.0,0.0
83276cfffffffff,2.0,2.0,0.0
83276dfffffffff,30.0,30.0,0.0
832770fffffffff,2.0,0.0,0.0
832785fffffffff,2.0,0.0,0.0
832786fffffffff,2.0,0.0,0.0
83278cfffffffff,1.0,0.0,0.0
83278dfffffffff,2.0,0.0,0.0
83278efffffffff,3.0,0.0,0.0
832790fffffffff,2.0,0.0,0.0
832792fffffffff,9.0,0.0,0.0
832793fffffffff,7.0,0.0,0.0
