cell_id,Zoothera heinei,Zoothera heinei [heinei Group],Zoothera heinei eichhorni
837795fffffffff,4.0,0.0,0.0
839c8bfffffffff,1.0,0.0,0.0
839c9dfffffffff,10.0,0.0,0.0
839d25fffffffff,2.0,0.0,0.0
83be18fffffffff,1.0,0.0,0.0
83be19fffffffff,1.0,0.0,0.0
83be88fffffffff,17.0,0.0,0.0
83be89fffffffff,59.0,0.0,0.0
83be8dfffffffff,318.0,9.0,0.0
83beabfffffffff,44.0,0.0,0.0
83bef2fffffffff,9.0,0.0,0.0
83bef6fffffffff,299.0,3.0,0.0
