cell_id,Haemorhous mexicanus,Haemorhous mexicanus [mexicanus Group],Haemorhous mexicanus mcgregori
83268bfffffffff,4.0,0.0,0.0
83268cfffffffff,95.0,3.0,0.0
83268dfffffffff,4.0,0.0,0.0
83268efffffffff,3.0,0.0,0.0
832690fffffffff,1.0,0.0,0.0
832692fffffffff,2.0,0.0,0.0
832694fffffffff,4.0,0.0,0.0
832696fffffffff,86.0,0.0,0.0
832698fffffffff,40.0,0.0,0.0
832699fffffffff,5.0,1.0,0.0
83269afffffffff,7.0,0.0,0.0
83269cfffffffff,21.0,0.0,0.0
83269dfffffffff,3.0,0.0,0.0
83269efffffffff,4.0,0.0,0.0
8326a8fffffffff,8.0,0.0,0.0
8326a9fffffffff,4.0,0.0,0.0
8326aafffffffff,34.0,0.0,0.0
8326abfffffffff,9.0,0.0,0.0
8326aefffffffff,4.0,0.0,0.0
8326b0fffffffff,6.0,0.0,0.0
8326c4fffffffff,2.0,0.0,0.0
8326c5fffffffff,2.0,0.0,0.0
8326c6fffffffff,2.0,0.0,0.0
8326c8fffffffff,3.0,3.0,0.0
8326c9fffffffff,2.0,0.0,0.0
8326cefffffffff,2.0,0.0,0.0
8326d1fffffffff,2.0,0.0,0.0
8326d3fffffffff,2.0,0.0,0.0
8326d4fffffffff,4.0,0.0,0.0
8326d8fffffffff,2.0,0.0,0.0
8326d9fffffffff,2.0,0.0,0.0
8326dafffffffff,1.0,0.0,0.0
8326dcfffffffff,2.0,0.0,0.0
8326defffffffff,12.0,1.0,0.0
8326e0fffffffff,2.0,0.0,0.0
8326e2fffffffff,1.0,0.0,0.0
8326e3fffffffff,2.0,0.0,0.0
8326e4fffffffff,1.0,1.0,0.0
8326e5fffffffff,7.0,0.0,0.0
8326edfffffffff,19.0,0.0,0.0
8326f2fffffffff,3.0,0.0,0.0
8326f4fffffffff,2.0,0.0,0.0
8326f5fffffffff,3.0,0.0,0.0
8326f6fffffffff,6.0,0.0,0.0
83270efffffffff,3.0,3.0,0.0
832719fffffffff,1.0,0.0,0.0
832740fffffffff,3.0,0.0,0.0
832741fffffffff,20.0,0.0,0.0
832742fffffffff,6.0,0.0,0.0
832743fffffffff,2.0,0.0,0.0
832744fffffffff,8.0,0.0,0.0
832746fffffffff,33.0,0.0,0.0
832748fffffffff,822.0,0.0,0.0
832749fffffffff,122.0,0.0,0.0
83274afffffffff,48.0,0.0,0.0
83274bfffffffff,21.0,0.0,0.0
83274cfffffffff,25.0,0.0,0.0
83274dfffffffff,150.0,0.0,0.0
83274efffffffff,53.0,0.0,0.0
832750fffffffff,1.0,0.0,0.0
832751fffffffff,2.0,0.0,0.0
832752fffffffff,14.0,0.0,0.0
832753fffffffff,3.0,0.0,0.0
832754fffffffff,144.0,0.0,0.0
832755fffffffff,50.0,0.0,0.0
832756fffffffff,75.0,0.0,0.0
832758fffffffff,20.0,0.0,0.0
832759fffffffff,67.0,0.0,0.0
83275afffffffff,1.0,0.0,0.0
83275bfffffffff,2.0,0.0,0.0
83275cfffffffff,3.0,0.0,0.0
83275dfffffffff,9.0,0.0,0.0
83275efffffffff,3.0,0.0,0.0
832761fffffffff,1.0,0.0,0.0
832763fffffffff,15.0,0.0,0.0
832769fffffffff,8.0,8.0,0.0
83276afffffffff,4.0,0.0,0.0
83276bfffffffff,54.0,0.0,0.0
83276dfffffffff,9.0,9.0,0.0
832770fffffffff,11.0,0.0,0.0
832771fffffffff,9.0,0.0,0.0
832773fffffffff,1.0,0.0,0.0
832780fffffffff,1.0,0.0,0.0
832792fffffffff,2.0,0.0,0.0
832798fffffffff,2.0,2.0,0.0
8327a0fffffffff,3.0,0.0,0.0
8327a8fffffffff,2.0,0.0,0.0
8327abfffffffff,2.0,0.0,0.0
8327aefffffffff,2.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0
832802fffffffff,12.0,0.0,0.0
832813fffffffff,3.0,0.0,0.0
832815fffffffff,2.0,0.0,0.0
832818fffffffff,2.0,0.0,0.0
83281bfffffffff,3.0,0.0,0.0
83281efffffffff,7.0,0.0,0.0
832830fffffffff,1333.0,33.0,0.0
832831fffffffff,1.0,0.0,0.0
832832fffffffff,14.0,0.0,0.0
832833fffffffff,7.0,0.0,0.0
832834fffffffff,128.0,1.0,0.0
832835fffffffff,17.0,4.0,0.0
832836fffffffff,5136.0,2.0,0.0
832881fffffffff,2.0,0.0,0.0
832884fffffffff,7.0,0.0,0.0
832886fffffffff,2.0,0.0,0.0
832888fffffffff,2.0,0.0,0.0
832889fffffffff,1.0,0.0,0.0
83288afffffffff,1.0,0.0,0.0
83288cfffffffff,3.0,0.0,0.0
83288efffffffff,1.0,0.0,0.0
832890fffffffff,2.0,0.0,0.0
832892fffffffff,9.0,0.0,0.0
832893fffffffff,3.0,0.0,0.0
832894fffffffff,2.0,0.0,0.0
832898fffffffff,7.0,0.0,0.0
83289cfffffffff,1.0,0.0,0.0
83289efffffffff,1.0,0.0,0.0
8328a1fffffffff,1.0,0.0,0.0
8328a8fffffffff,2.0,2.0,0.0
8328a9fffffffff,3.0,1.0,0.0
8328adfffffffff,1.0,1.0,0.0
8328aefffffffff,1.0,0.0,0.0
8328b1fffffffff,1.0,0.0,0.0
8328b6fffffffff,1.0,0.0,0.0
8328d1fffffffff,2.0,2.0,0.0
8328d5fffffffff,3.0,0.0,0.0
8328d9fffffffff,2.0,0.0,0.0
8328ddfffffffff,1.0,0.0,0.0
8328f1fffffffff,1.0,0.0,0.0
8328f3fffffffff,3.0,0.0,0.0
8328f5fffffffff,11.0,0.0,0.0
832912fffffffff,9.0,4.0,0.0
83291afffffffff,3.0,0.0,0.0
832981fffffffff,14.0,0.0,0.0
832985fffffffff,5.0,0.0,0.0
832988fffffffff,1.0,0.0,0.0
83298cfffffffff,5.0,1.0,0.0
832992fffffffff,2.0,2.0,0.0
832993fffffffff,4.0,0.0,0.0
832994fffffffff,2.0,0.0,0.0
832995fffffffff,8.0,0.0,0.0
8329a0fffffffff,13.0,1.0,0.0
8329a1fffffffff,25.0,9.0,0.0
8329a2fffffffff,2.0,0.0,0.0
8329a4fffffffff,53.0,6.0,0.0
8329a5fffffffff,25.0,2.0,0.0
8329a6fffffffff,62.0,0.0,0.0
8329a8fffffffff,14.0,0.0,0.0
8329a9fffffffff,9.0,0.0,0.0
8329abfffffffff,4.0,0.0,0.0
8329acfffffffff,3.0,0.0,0.0
8329adfffffffff,8.0,0.0,0.0
8329aefffffffff,5.0,2.0,0.0
8329b2fffffffff,3.0,3.0,0.0
8329b3fffffffff,2.0,0.0,0.0
8329b5fffffffff,4.0,0.0,0.0
8329b6fffffffff,15.0,0.0,0.0
832a10fffffffff,170.0,12.0,0.0
832a12fffffffff,3322.0,0.0,0.0
832a13fffffffff,3549.0,0.0,0.0
832a14fffffffff,26.0,11.0,0.0
832a15fffffffff,18.0,4.0,0.0
832a16fffffffff,38.0,0.0,0.0
832a30fffffffff,28.0,6.0,0.0
832a31fffffffff,32.0,1.0,0.0
832a32fffffffff,45.0,0.0,0.0
832a33fffffffff,61.0,0.0,0.0
832a34fffffffff,1.0,1.0,0.0
832a36fffffffff,22.0,2.0,0.0
832a80fffffffff,4.0,1.0,0.0
832a81fffffffff,2.0,0.0,0.0
832a84fffffffff,3.0,0.0,0.0
832a85fffffffff,2.0,0.0,0.0
832a8bfffffffff,2.0,0.0,0.0
832a8cfffffffff,2.0,0.0,0.0
832a90fffffffff,2.0,0.0,0.0
832a91fffffffff,1.0,0.0,0.0
832a92fffffffff,1.0,1.0,0.0
832a93fffffffff,4.0,0.0,0.0
832a94fffffffff,1.0,0.0,0.0
832a99fffffffff,2.0,0.0,0.0
832aa1fffffffff,18.0,0.0,0.0
832aa2fffffffff,2.0,0.0,0.0
832aa4fffffffff,11.0,1.0,0.0
832aa6fffffffff,14.0,13.0,0.0
832aa8fffffffff,51.0,6.0,0.0
832aa9fffffffff,1.0,0.0,0.0
832aaafffffffff,10.0,2.0,0.0
832aabfffffffff,2.0,0.0,0.0
832aacfffffffff,5604.0,3.0,0.0
832aadfffffffff,39.0,23.0,0.0
832aaefffffffff,29.0,0.0,0.0
832ab0fffffffff,69.0,65.0,0.0
832ab1fffffffff,5.0,0.0,0.0
832ab2fffffffff,853.0,151.0,0.0
832ab3fffffffff,7.0,0.0,0.0
832ab4fffffffff,646.0,639.0,0.0
832ab5fffffffff,242.0,242.0,0.0
832ab6fffffffff,15.0,8.0,0.0
832ad0fffffffff,1.0,0.0,0.0
832af6fffffffff,17.0,0.0,0.0
832b00fffffffff,5.0,0.0,0.0
832b01fffffffff,4.0,0.0,0.0
832b03fffffffff,6.0,0.0,0.0
832b05fffffffff,2.0,0.0,0.0
832b0afffffffff,7.0,0.0,0.0
832b0efffffffff,4.0,0.0,0.0
832b10fffffffff,4.0,0.0,0.0
832b12fffffffff,6.0,0.0,0.0
832b14fffffffff,1.0,0.0,0.0
832b16fffffffff,188.0,1.0,0.0
832b19fffffffff,18.0,0.0,0.0
832b1dfffffffff,14.0,0.0,0.0
832b28fffffffff,1.0,0.0,0.0
832b31fffffffff,1.0,0.0,0.0
832b32fffffffff,1.0,0.0,0.0
832b33fffffffff,3.0,0.0,0.0
832b81fffffffff,13.0,8.0,0.0
832b82fffffffff,7.0,0.0,0.0
832b83fffffffff,99.0,22.0,0.0
832b88fffffffff,2.0,0.0,0.0
832b89fffffffff,121.0,0.0,0.0
832b8afffffffff,3.0,0.0,0.0
832b8bfffffffff,13.0,0.0,0.0
832b8cfffffffff,11.0,2.0,0.0
832b8dfffffffff,21.0,2.0,0.0
832b8efffffffff,279.0,30.0,0.0
832b98fffffffff,261.0,245.0,0.0
832b99fffffffff,45.0,37.0,0.0
832b9afffffffff,22.0,22.0,0.0
832b9bfffffffff,320.0,261.0,0.0
832b9cfffffffff,3.0,2.0,0.0
832b9dfffffffff,865.0,785.0,0.0
832b9efffffffff,4.0,0.0,0.0
832ba0fffffffff,4.0,0.0,0.0
832ba8fffffffff,64.0,1.0,0.0
832ba9fffffffff,13.0,4.0,0.0
832baafffffffff,109.0,2.0,0.0
832babfffffffff,12.0,3.0,0.0
832bacfffffffff,82.0,0.0,0.0
834412fffffffff,7.0,0.0,0.0
834413fffffffff,4.0,0.0,0.0
834416fffffffff,16.0,0.0,0.0
83441afffffffff,2.0,0.0,0.0
83441bfffffffff,4.0,0.0,0.0
83441efffffffff,5.0,5.0,0.0
834432fffffffff,19.0,0.0,0.0
834440fffffffff,15.0,0.0,0.0
83444cfffffffff,6.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0
834450fffffffff,8.0,1.0,0.0
834452fffffffff,2.0,2.0,0.0
83446cfffffffff,26.0,3.0,0.0
83446dfffffffff,4.0,0.0,0.0
83446efffffffff,1.0,0.0,0.0
8344a1fffffffff,24.0,0.0,0.0
8344a5fffffffff,2.0,0.0,0.0
8344a9fffffffff,9.0,0.0,0.0
8344aefffffffff,4.0,0.0,0.0
8344c0fffffffff,26.0,0.0,0.0
8344c1fffffffff,22.0,0.0,0.0
8344c2fffffffff,11.0,0.0,0.0
8344c3fffffffff,1.0,0.0,0.0
8344c4fffffffff,4.0,0.0,0.0
8344c5fffffffff,11.0,0.0,0.0
8344c6fffffffff,2.0,0.0,0.0
8344c9fffffffff,2.0,0.0,0.0
8344ccfffffffff,2.0,0.0,0.0
8344d0fffffffff,3.0,0.0,0.0
8344d5fffffffff,5.0,0.0,0.0
8344d9fffffffff,2.0,0.0,0.0
8344dafffffffff,4.0,0.0,0.0
8344ddfffffffff,2.0,0.0,0.0
8344defffffffff,2.0,0.0,0.0
8344e0fffffffff,6.0,0.0,0.0
8344e2fffffffff,1.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0
8344eefffffffff,13.0,0.0,0.0
8344f0fffffffff,56.0,56.0,0.0
8344f3fffffffff,7.0,0.0,0.0
8344f4fffffffff,24.0,8.0,0.0
8344f5fffffffff,4.0,2.0,0.0
8344f6fffffffff,3.0,1.0,0.0
834809fffffffff,14.0,14.0,0.0
83480afffffffff,41.0,37.0,0.0
83480bfffffffff,2.0,2.0,0.0
83481dfffffffff,7.0,7.0,0.0
83482efffffffff,1.0,0.0,0.0
834843fffffffff,1.0,0.0,0.0
83484afffffffff,19.0,0.0,0.0
834855fffffffff,1.0,0.0,0.0
834856fffffffff,5.0,5.0,0.0
834859fffffffff,13.0,2.0,0.0
83485bfffffffff,24.0,0.0,0.0
83485efffffffff,5.0,5.0,0.0
83486afffffffff,2.0,0.0,0.0
834873fffffffff,1.0,0.0,0.0
834880fffffffff,2.0,0.0,0.0
834882fffffffff,5.0,0.0,0.0
834886fffffffff,60.0,1.0,0.0
834888fffffffff,2.0,2.0,0.0
83488dfffffffff,3.0,0.0,0.0
834890fffffffff,36.0,0.0,0.0
834891fffffffff,1.0,1.0,0.0
834893fffffffff,4.0,0.0,0.0
834895fffffffff,21.0,0.0,0.0
834898fffffffff,7.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0
83489dfffffffff,4.0,4.0,0.0
83489efffffffff,2.0,0.0,0.0
8348b1fffffffff,194.0,0.0,0.0
8348b2fffffffff,124.0,0.0,0.0
8348b3fffffffff,1343.0,15.0,0.0
8348c0fffffffff,4.0,0.0,0.0
8348c1fffffffff,7.0,0.0,0.0
8348c5fffffffff,26.0,7.0,0.0
8348c6fffffffff,1.0,0.0,0.0
8348ccfffffffff,3.0,3.0,0.0
8348cdfffffffff,10.0,3.0,0.0
8348d2fffffffff,3.0,0.0,0.0
8348d3fffffffff,1.0,0.0,0.0
8348d4fffffffff,4.0,4.0,0.0
8348d8fffffffff,4.0,2.0,0.0
8348dafffffffff,2.0,0.0,0.0
8348dcfffffffff,2.0,2.0,0.0
8348e0fffffffff,2.0,2.0,0.0
8348e1fffffffff,13.0,13.0,0.0
8348e3fffffffff,1.0,0.0,0.0
8348e4fffffffff,2.0,2.0,0.0
8348e5fffffffff,3.0,3.0,0.0
8348e8fffffffff,1348.0,1100.0,0.0
8348e9fffffffff,35.0,24.0,0.0
8348eafffffffff,27.0,0.0,0.0
8348ebfffffffff,24.0,1.0,0.0
8348ecfffffffff,19.0,15.0,0.0
8348edfffffffff,39.0,38.0,0.0
8348eefffffffff,38.0,26.0,0.0
8348f2fffffffff,11.0,0.0,0.0
8348f3fffffffff,2.0,2.0,0.0
834982fffffffff,51.0,50.0,0.0
834983fffffffff,15.0,15.0,0.0
834986fffffffff,125.0,125.0,0.0
834988fffffffff,3.0,3.0,0.0
83498cfffffffff,10.0,10.0,0.0
834990fffffffff,12.0,6.0,0.0
834991fffffffff,3.0,3.0,0.0
834994fffffffff,7.0,7.0,0.0
834995fffffffff,828.0,828.0,0.0
834996fffffffff,25.0,9.0,0.0
8349a8fffffffff,11.0,9.0,0.0
8349a9fffffffff,1.0,1.0,0.0
8349aafffffffff,78.0,78.0,0.0
8349abfffffffff,12.0,11.0,0.0
8349b2fffffffff,1.0,0.0,0.0
8349b3fffffffff,155.0,155.0,0.0
835d10fffffffff,12.0,2.0,0.0
835d11fffffffff,2.0,0.0,0.0
836d28fffffffff,5.0,0.0,0.0
836d30fffffffff,11.0,4.0,0.0
836d32fffffffff,21.0,9.0,0.0
836d36fffffffff,3.0,0.0,0.0
