cell_id,Anthus cinnamomeus,Anthus cinnamomeus camaroonensis,Anthus cinnamomeus eximius,Anthus cinnamomeus [cinnamomeus Group],Anthus cinnamomeus latistriatus,Anthus cinnamomeus grotei
846adebffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846ae85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846aea1ffffffff,18.0,0.0,0.0,2.0,0.0,0.0
846aea3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
846aeabffffffff,4.0,0.0,0.0,1.0,0.0,0.0
846aeb5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846aee3ffffffff,38.0,0.0,0.0,5.0,0.0,0.0
847a401ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
847a405ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a407ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a40bffffffff,19.0,0.0,0.0,0.0,0.0,0.0
847a411ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a413ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a417ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a419ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a41bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a41dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
847a43bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a453ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a455ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
847a457ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
847a45bffffffff,45.0,0.0,0.0,0.0,0.0,0.0
847a45dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a481ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a483ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a489ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a491ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a4b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a4c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a4c7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a4cbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a4d1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847a4d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a4d5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a4ddffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a5adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a603ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a609ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a60bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a611ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a619ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847a61bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a61dffffffff,202.0,0.0,0.0,0.0,0.0,0.0
847a63bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a641ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
847a643ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847a645ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a647ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
847a651ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a653ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
847a657ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
847a659ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a65bffffffff,23.0,0.0,0.0,2.0,0.0,0.0
847a65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a66bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a681ffffffff,193.0,0.0,0.0,0.0,0.0,0.0
847a683ffffffff,251.0,0.0,0.0,0.0,0.0,0.0
847a685ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
847a687ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847a689ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a68bffffffff,102.0,0.0,0.0,0.0,0.0,0.0
847a697ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a69bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a69dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,111.0,0.0,0.0,0.0,0.0,0.0
847a6a3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a6a5ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
847a6a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a6a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a6adffffffff,108.0,0.0,0.0,0.0,0.0,0.0
847a6b7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a6c3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a6c9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a6cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a6d1ffffffff,159.0,0.0,0.0,9.0,0.0,0.0
847a6d3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a6d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a6d9ffffffff,90.0,0.0,0.0,7.0,0.0,0.0
847a6dbffffffff,11.0,0.0,0.0,4.0,0.0,0.0
847a6ddffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a6e1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
847a6e5ffffffff,285.0,0.0,0.0,0.0,0.0,0.0
847a6e7ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
847a6edffffffff,18.0,0.0,0.0,0.0,0.0,0.0
847a749ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847ac81ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847ac83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847ac87ffffffff,42.0,0.0,0.0,9.0,0.0,0.0
847ac8bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847ac9dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847aca3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
847aca5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847acabffffffff,9.0,0.0,0.0,0.0,0.0,0.0
847acb5ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
847acc5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847acd5ffffffff,7.0,0.0,0.0,5.0,0.0,0.0
847acd7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847ad91ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847ad99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847ad9dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847ae85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847ae87ffffffff,7.0,0.0,0.0,5.0,0.0,0.0
847ae8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847ae9bffffffff,7.0,0.0,0.0,2.0,0.0,0.0
847aed3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847aedbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847b489ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847b4a1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847b4a5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
847b4a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847b4b3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847b4b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847b4c7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
847b4dbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847b591ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847b595ffffffff,89.0,0.0,0.0,0.0,0.0,0.0
847b597ffffffff,138.0,0.0,0.0,0.0,0.0,0.0
847b59bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847b5b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847b5b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847b5bbffffffff,13.0,0.0,0.0,0.0,0.0,0.0
847b689ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847b6a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847b6bbffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8482d3dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8483045ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848304dffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8483109ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
84831e1ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8483201ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8483239ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8483263ffffffff,10.0,0.0,0.0,3.0,0.0,0.0
8483309ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
848332bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8483335ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8483337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496009ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
849600bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496015ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8496021ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496025ffffffff,9.0,0.0,0.0,1.0,0.0,0.0
8496027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849602dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849603bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8496047ffffffff,6.0,0.0,0.0,1.0,0.0,0.0
8496051ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496097ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84960bbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84960edffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496201ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8496207ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8496217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496219ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
849621dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496233ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
849623bffffffff,17.0,0.0,0.0,1.0,0.0,0.0
8496257ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496283ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
849629dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84962b1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84962b9ffffffff,11.0,0.0,0.0,2.0,0.0,0.0
84962c5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84962c9ffffffff,14.0,0.0,0.0,2.0,0.0,0.0
84962d7ffffffff,18.0,0.0,0.0,2.0,0.0,0.0
84962d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84962e5ffffffff,16.0,0.0,0.0,3.0,0.0,0.0
84962ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84962edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496335ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8496365ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496627ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496753ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8496757ffffffff,9.0,0.0,0.0,1.0,0.0,0.0
849675dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496861ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8496903ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496907ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
849691dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496921ffffffff,38.0,0.0,0.0,5.0,0.0,0.0
8496923ffffffff,13.0,0.0,0.0,2.0,0.0,0.0
8496925ffffffff,223.0,0.0,0.0,30.0,0.0,0.0
8496927ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849692bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849692dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496931ffffffff,8.0,0.0,0.0,3.0,0.0,0.0
8496933ffffffff,58.0,0.0,0.0,8.0,0.0,0.0
8496935ffffffff,207.0,0.0,0.0,33.0,0.0,0.0
8496937ffffffff,60.0,0.0,0.0,6.0,0.0,0.0
849693dffffffff,57.0,0.0,0.0,11.0,0.0,0.0
8496945ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84969a1ffffffff,4.0,0.0,0.0,1.0,0.0,0.0
84969a5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84969adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496a07ffffffff,11.0,0.0,0.0,6.0,0.0,0.0
8496a15ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496a2dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8496a59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496a5dffffffff,40.0,0.0,0.0,2.0,0.0,0.0
8496aa9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8496ac3ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8496aebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8496b13ffffffff,7.0,0.0,0.0,2.0,0.0,0.0
8496b19ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8496b1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496b43ffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8496b53ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8496b55ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8496b57ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8496b63ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8496b69ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8496b6dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8497007ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497027ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
849702bffffffff,22.0,0.0,0.0,2.0,0.0,0.0
8497035ffffffff,14.0,0.0,0.0,2.0,0.0,0.0
849703dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497053ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497057ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8497069ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84970a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84970c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84970d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84970d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8497113ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8497119ffffffff,109.0,0.0,0.0,0.0,0.0,0.0
849711bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497131ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
849713dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8497151ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8497159ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8497199ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
849719bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84971c1ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84971c3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84971c9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84971cbffffffff,2.0,0.0,0.0,2.0,0.0,0.0
849721bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497245ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497249ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849728dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497291ffffffff,11.0,0.0,0.0,2.0,0.0,0.0
84972c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84972c5ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84972c9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84972cbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84972cdffffffff,72.0,0.0,0.0,23.0,0.0,0.0
84972d5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84972d7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84972d9ffffffff,30.0,0.0,0.0,2.0,0.0,0.0
84972dbffffffff,4.0,0.0,0.0,1.0,0.0,0.0
84972e3ffffffff,34.0,0.0,0.0,5.0,0.0,0.0
84972ebffffffff,21.0,0.0,0.0,3.0,0.0,0.0
849731dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497357ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8497405ffffffff,22.0,0.0,0.0,6.0,0.0,0.0
8497409ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849740dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8497411ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497413ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497415ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8497417ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8497419ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
849741bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849741dffffffff,12.0,0.0,0.0,5.0,0.0,0.0
8497431ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8497435ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8497437ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8497439ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
849743bffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8497453ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8497459ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
849745bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
849746bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84974a9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
84974abffffffff,140.0,0.0,0.0,20.0,0.0,0.0
84974adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84974b9ffffffff,14.0,0.0,0.0,6.0,0.0,0.0
84974e1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84974e3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84974e5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84974e9ffffffff,46.0,0.0,0.0,21.0,0.0,0.0
84974edffffffff,13.0,0.0,0.0,10.0,0.0,0.0
8497509ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8497511ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497513ffffffff,114.0,0.0,0.0,20.0,0.0,0.0
8497515ffffffff,6.0,0.0,0.0,1.0,0.0,0.0
8497517ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8497535ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
8497543ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8497547ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8497555ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497557ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8497583ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84975c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84975c5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84975c7ffffffff,31.0,0.0,0.0,2.0,0.0,0.0
84975c9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84975cbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84975d1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84975d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84975ddffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84975ebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84976a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497725ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
849773bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8497751ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8497895ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84978b3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84978b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84978d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84978d9ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
849799bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8497a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497a85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8497a89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497a8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497aabffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8497ac3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8497ac7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ac801ffffffff,152.0,0.0,0.0,0.0,0.0,0.0
84ac803ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84ac805ffffffff,98.0,0.0,0.0,0.0,0.0,0.0
84ac807ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84ac80dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ac811ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ac815ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84ac819ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84ac81bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ac821ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ac829ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84ac82dffffffff,44.0,0.0,0.0,0.0,0.0,0.0
84ac841ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ac84dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ac863ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
84ac867ffffffff,163.0,0.0,0.0,0.0,0.0,0.0
84ac8e7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84ac961ffffffff,26.0,0.0,0.0,8.0,0.0,0.0
84ac969ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84ac96dffffffff,18.0,0.0,0.0,3.0,0.0,0.0
84ac9d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84ac9dbffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84aca27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84aca45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84aca4bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84aca5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84aca61ffffffff,76.0,0.0,0.0,0.0,0.0,0.0
84aca69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84aca6bffffffff,32.0,0.0,0.0,0.0,0.0,0.0
84aca6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84acb11ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84acb1bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84acb3bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84ad12dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84ad321ffffffff,119.0,0.0,0.0,14.0,0.0,0.0
84ad325ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84ad329ffffffff,116.0,0.0,0.0,26.0,0.0,0.0
84ad32dffffffff,18.0,0.0,0.0,10.0,0.0,0.0
