cell_id,Anthus cinnamomeus,Anthus cinnamomeus camaroonensis,Anthus cinnamomeus eximius,Anthus cinnamomeus [cinnamomeus Group],Anthus cinnamomeus latistriatus,Anthus cinnamomeus grotei
8452021ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8452025ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8452027ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
845202dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8452065ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
845215bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
845280dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845291bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8452997ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84529b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84529b5ffffffff,24.0,0.0,0.0,1.0,0.0,0.0
84529b9ffffffff,11.0,0.0,0.0,2.0,0.0,0.0
84529bbffffffff,7.0,0.0,0.0,5.0,0.0,0.0
84529bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84529e1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8452d4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846a5a9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
846ac03ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846ac15ffffffff,55.0,0.0,0.0,10.0,0.0,0.0
846ac19ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac1dffffffff,2.0,0.0,0.0,2.0,0.0,0.0
846ac23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac31ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846ac33ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
846ac35ffffffff,12.0,0.0,0.0,2.0,0.0,0.0
846ac39ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
846ac3dffffffff,347.0,0.0,0.0,55.0,0.0,0.0
846ac89ffffffff,75.0,0.0,0.0,4.0,0.0,0.0
846ac8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846ac93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846acc3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846acc7ffffffff,5.0,0.0,0.0,4.0,0.0,0.0
846acd5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ace1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846ace3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ace5ffffffff,113.0,0.0,0.0,8.0,0.0,0.0
846ad81ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
846ad89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ad8bffffffff,28.0,0.0,0.0,0.0,0.0,0.0
846ad8dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846ada9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
846adc1ffffffff,52.0,0.0,0.0,6.0,0.0,0.0
846adc3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846adc7ffffffff,52.0,0.0,0.0,0.0,0.0,0.0
846adc9ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
846adcbffffffff,2.0,0.0,0.0,2.0,0.0,0.0
846adcdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846add5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846add7ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
846add9ffffffff,3.0,0.0,0.0,3.0,0.0,0.0
846ade7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
846ade9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
