cell_id,Cypseloides niger,Cypseloides niger borealis,Cypseloides niger costaricensis,Cypseloides niger niger
8428109ffffffff,2.0,0.0,0.0,0.0
842810bffffffff,175.0,0.0,0.0,0.0
8428155ffffffff,1.0,0.0,0.0,0.0
8428157ffffffff,1.0,0.0,0.0,0.0
8428195ffffffff,2.0,0.0,0.0,0.0
842819dffffffff,2.0,0.0,0.0,0.0
8428309ffffffff,16.0,0.0,0.0,0.0
842830bffffffff,10.0,0.0,0.0,0.0
8428315ffffffff,2.0,0.0,0.0,0.0
842831dffffffff,1.0,0.0,0.0,0.0
8428325ffffffff,22.0,0.0,0.0,0.0
8428327ffffffff,4.0,0.0,0.0,0.0
8428341ffffffff,89.0,0.0,0.0,0.0
8428345ffffffff,4.0,0.0,0.0,0.0
842834dffffffff,7.0,0.0,0.0,0.0
8428893ffffffff,10.0,0.0,0.0,0.0
8428897ffffffff,3.0,0.0,0.0,0.0
8428899ffffffff,2.0,0.0,0.0,0.0
842889bffffffff,5.0,0.0,0.0,0.0
8428987ffffffff,5.0,0.0,0.0,0.0
842898dffffffff,1.0,0.0,0.0,0.0
84289a9ffffffff,1.0,0.0,0.0,0.0
84289abffffffff,11.0,0.0,0.0,0.0
84289b1ffffffff,3.0,0.0,0.0,0.0
84289b5ffffffff,2.0,0.0,0.0,0.0
84289b7ffffffff,19.0,0.0,0.0,0.0
84289ebffffffff,18.0,0.0,0.0,0.0
8428c21ffffffff,1.0,0.0,0.0,0.0
8428c23ffffffff,9.0,0.0,0.0,0.0
8428c25ffffffff,33.0,0.0,0.0,0.0
8428c27ffffffff,7.0,0.0,0.0,0.0
8428c29ffffffff,7.0,0.0,0.0,0.0
8428c2dffffffff,6.0,0.0,0.0,0.0
8428c35ffffffff,86.0,0.0,0.0,0.0
8428c61ffffffff,4.0,0.0,0.0,0.0
8428c67ffffffff,2.0,0.0,0.0,0.0
8428cadffffffff,11.0,0.0,0.0,0.0
8428d01ffffffff,76.0,0.0,0.0,0.0
8428d03ffffffff,25.0,0.0,0.0,0.0
8428d05ffffffff,5.0,0.0,0.0,0.0
8428d07ffffffff,88.0,0.0,0.0,0.0
8428d09ffffffff,26.0,0.0,0.0,0.0
8428d0bffffffff,8.0,0.0,0.0,0.0
8428d0dffffffff,21.0,0.0,0.0,0.0
8428d11ffffffff,19.0,0.0,0.0,0.0
8428d13ffffffff,11.0,0.0,0.0,0.0
8428d15ffffffff,42.0,0.0,0.0,0.0
8428d17ffffffff,22.0,0.0,0.0,0.0
8428d19ffffffff,49.0,0.0,0.0,0.0
8428d1bffffffff,165.0,0.0,0.0,0.0
8428d1dffffffff,27.0,0.0,0.0,0.0
8428d21ffffffff,12.0,0.0,0.0,0.0
8428d23ffffffff,38.0,0.0,0.0,0.0
8428d25ffffffff,7.0,0.0,0.0,0.0
8428d27ffffffff,1.0,0.0,0.0,0.0
8428d29ffffffff,37.0,0.0,0.0,0.0
8428d2bffffffff,42.0,0.0,0.0,0.0
8428d2dffffffff,22.0,0.0,0.0,0.0
8428d31ffffffff,19.0,0.0,0.0,0.0
8428d33ffffffff,11.0,0.0,0.0,0.0
8428d35ffffffff,14.0,0.0,0.0,0.0
8428d37ffffffff,6.0,0.0,0.0,0.0
8428d39ffffffff,27.0,0.0,0.0,0.0
8428d3bffffffff,23.0,0.0,0.0,0.0
8428d3dffffffff,9.0,0.0,0.0,0.0
8428d41ffffffff,24.0,0.0,0.0,0.0
8428d43ffffffff,36.0,0.0,0.0,0.0
8428d45ffffffff,11.0,0.0,0.0,0.0
8428d47ffffffff,53.0,0.0,0.0,0.0
8428d49ffffffff,85.0,0.0,0.0,0.0
8428d4bffffffff,3.0,0.0,0.0,0.0
8428d4dffffffff,4.0,0.0,0.0,0.0
8428d51ffffffff,2.0,0.0,0.0,0.0
8428d53ffffffff,13.0,0.0,0.0,0.0
8428d55ffffffff,337.0,0.0,0.0,0.0
8428d57ffffffff,15.0,0.0,0.0,0.0
8428d59ffffffff,5.0,0.0,0.0,0.0
8428d5bffffffff,7.0,0.0,0.0,0.0
8428d5dffffffff,39.0,0.0,0.0,0.0
8428d63ffffffff,9.0,0.0,0.0,0.0
8428d67ffffffff,3.0,0.0,0.0,0.0
8428d69ffffffff,15.0,0.0,0.0,0.0
8428d6bffffffff,69.0,0.0,0.0,0.0
8428d81ffffffff,29.0,0.0,0.0,0.0
8428d83ffffffff,4.0,0.0,0.0,0.0
8428d85ffffffff,6.0,0.0,0.0,0.0
8428d89ffffffff,76.0,0.0,0.0,0.0
8428d8bffffffff,47.0,0.0,0.0,0.0
8428d8dffffffff,15.0,0.0,0.0,0.0
8428d93ffffffff,5.0,0.0,0.0,0.0
8428d95ffffffff,4.0,0.0,0.0,0.0
8428d97ffffffff,7.0,0.0,0.0,0.0
8428d9dffffffff,23.0,0.0,0.0,0.0
8428da1ffffffff,5.0,0.0,0.0,0.0
8428da5ffffffff,31.0,0.0,0.0,0.0
8428da7ffffffff,1.0,0.0,0.0,0.0
8428da9ffffffff,14.0,0.0,0.0,0.0
8428dabffffffff,4.0,0.0,0.0,0.0
8428dadffffffff,56.0,0.0,0.0,0.0
8428db9ffffffff,3.0,0.0,0.0,0.0
8428dbdffffffff,3.0,0.0,0.0,0.0
8428dc1ffffffff,5.0,0.0,0.0,0.0
8428dc3ffffffff,2.0,0.0,0.0,0.0
8428dc5ffffffff,21.0,0.0,0.0,0.0
8428dc7ffffffff,165.0,0.0,0.0,0.0
8428dc9ffffffff,75.0,0.0,0.0,0.0
8428dcdffffffff,12.0,0.0,0.0,0.0
8428dd1ffffffff,19.0,0.0,0.0,0.0
8428dd5ffffffff,44.0,0.0,0.0,0.0
8428dd7ffffffff,7.0,0.0,0.0,0.0
8428dd9ffffffff,2.0,0.0,0.0,0.0
8428ddbffffffff,2.0,0.0,0.0,0.0
8428dddffffffff,14.0,0.0,0.0,0.0
8428de1ffffffff,129.0,0.0,0.0,0.0
8428de3ffffffff,29.0,0.0,0.0,0.0
8428de7ffffffff,4.0,0.0,0.0,0.0
8428de9ffffffff,197.0,0.0,0.0,0.0
8428debffffffff,55.0,0.0,0.0,0.0
8428dedffffffff,255.0,0.0,0.0,0.0
8428f07ffffffff,2.0,0.0,0.0,0.0
8428f23ffffffff,2.0,0.0,0.0,0.0
8428f27ffffffff,13.0,0.0,0.0,0.0
8428f35ffffffff,4.0,0.0,0.0,0.0
8428f37ffffffff,25.0,0.0,0.0,0.0
8428f3bffffffff,1.0,0.0,0.0,0.0
8428f3dffffffff,1.0,0.0,0.0,0.0
8428f51ffffffff,2.0,0.0,0.0,0.0
8428f59ffffffff,5.0,0.0,0.0,0.0
8429125ffffffff,1.0,0.0,0.0,0.0
8429127ffffffff,6.0,0.0,0.0,0.0
8429135ffffffff,1.0,0.0,0.0,0.0
84291a5ffffffff,23.0,0.0,0.0,0.0
84291a7ffffffff,82.0,0.0,0.0,0.0
8429899ffffffff,1.0,0.0,0.0,0.0
84298c9ffffffff,2.0,0.0,0.0,0.0
84298d3ffffffff,3.0,0.0,0.0,0.0
84298d7ffffffff,2.0,0.0,0.0,0.0
8429a1bffffffff,6.0,0.0,0.0,0.0
8429a85ffffffff,4.0,0.0,0.0,0.0
8429aa1ffffffff,2.0,0.0,0.0,0.0
8429aa7ffffffff,22.0,0.0,0.0,0.0
8429aa9ffffffff,16.0,0.0,0.0,0.0
8429aabffffffff,11.0,0.0,0.0,0.0
8429aadffffffff,5.0,0.0,0.0,0.0
8429ab7ffffffff,71.0,0.0,0.0,0.0
8429ac9ffffffff,8.0,0.0,0.0,0.0
8429ad1ffffffff,2.0,0.0,0.0,0.0
8429ad3ffffffff,6.0,0.0,0.0,0.0
8429addffffffff,8.0,0.0,0.0,0.0
8429ae1ffffffff,5.0,0.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0,0.0
8429ae7ffffffff,5.0,0.0,0.0,0.0
8429aedffffffff,11.0,0.0,0.0,0.0
8445649ffffffff,2.0,0.0,0.0,0.0
8445b21ffffffff,5.0,0.0,0.0,0.0
8445b23ffffffff,13.0,0.0,0.0,0.0
8445b27ffffffff,4.0,0.0,0.0,0.0
8445b29ffffffff,13.0,0.0,0.0,0.0
8445b2bffffffff,4.0,0.0,0.0,0.0
8445b2dffffffff,2.0,0.0,0.0,0.0
84480adffffffff,3.0,0.0,0.0,0.0
8448143ffffffff,1.0,0.0,0.0,0.0
8448147ffffffff,8.0,0.0,0.0,0.0
844814bffffffff,5.0,0.0,0.0,0.0
844814dffffffff,3.0,0.0,0.0,0.0
844816bffffffff,1.0,0.0,0.0,0.0
8448191ffffffff,6.0,0.0,0.0,0.0
8448193ffffffff,15.0,0.0,0.0,0.0
8448197ffffffff,2.0,0.0,0.0,0.0
844819dffffffff,2.0,0.0,0.0,0.0
844830dffffffff,3.0,0.0,0.0,0.0
8448331ffffffff,3.0,0.0,0.0,0.0
8448333ffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,8.0,0.0,0.0,0.0
8448361ffffffff,15.0,0.0,0.0,0.0
8448363ffffffff,10.0,0.0,0.0,0.0
8448369ffffffff,8.0,0.0,0.0,0.0
844836dffffffff,4.0,0.0,0.0,0.0
8448e63ffffffff,2.0,0.0,0.0,0.0
844980bffffffff,2.0,0.0,0.0,0.0
844983bffffffff,2.0,0.0,0.0,0.0
8449855ffffffff,13.0,0.0,0.0,0.0
8449861ffffffff,11.0,0.0,0.0,0.0
8449865ffffffff,4.0,0.0,0.0,0.0
844986dffffffff,2.0,0.0,0.0,0.0
8449901ffffffff,5.0,0.0,0.0,0.0
8449903ffffffff,2.0,0.0,0.0,0.0
8449905ffffffff,1.0,0.0,0.0,0.0
844990bffffffff,6.0,0.0,0.0,0.0
844990dffffffff,3.0,0.0,0.0,0.0
8449911ffffffff,3.0,0.0,0.0,0.0
844991dffffffff,8.0,0.0,0.0,0.0
844994bffffffff,2.0,0.0,0.0,0.0
844994dffffffff,3.0,0.0,0.0,0.0
8449951ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,105.0,0.0,0.0,0.0
844995bffffffff,10.0,0.0,0.0,0.0
844995dffffffff,5.0,0.0,0.0,0.0
8449961ffffffff,14.0,0.0,0.0,0.0
8449963ffffffff,175.0,0.0,0.0,0.0
8449965ffffffff,28.0,0.0,0.0,0.0
8449969ffffffff,16.0,0.0,0.0,0.0
844996bffffffff,13.0,0.0,0.0,0.0
844996dffffffff,2.0,0.0,0.0,0.0
844998dffffffff,1.0,0.0,0.0,0.0
84499cdffffffff,3.0,0.0,0.0,0.0
8449a85ffffffff,3.0,0.0,0.0,0.0
8449a91ffffffff,3.0,0.0,0.0,0.0
8449a93ffffffff,2.0,0.0,0.0,0.0
8449aa9ffffffff,2.0,0.0,0.0,0.0
8449ae3ffffffff,2.0,0.0,0.0,0.0
8449b1dffffffff,2.0,0.0,0.0,0.0
8449b33ffffffff,9.0,0.0,0.0,0.0
8449b35ffffffff,2.0,0.0,0.0,0.0
8449b37ffffffff,18.0,0.0,0.0,0.0
8449b3bffffffff,4.0,0.0,0.0,0.0
8449b57ffffffff,4.0,0.0,0.0,0.0
844c887ffffffff,5.0,0.0,0.0,0.0
844c893ffffffff,2.0,0.0,0.0,0.0
844c897ffffffff,2.0,0.0,0.0,0.0
844cc51ffffffff,49.0,0.0,0.0,0.0
844cc53ffffffff,2.0,0.0,0.0,0.0
844cc55ffffffff,33.0,0.0,0.0,0.0
844cc57ffffffff,14.0,0.0,0.0,0.0
844cc59ffffffff,15.0,0.0,0.0,0.0
844cc5bffffffff,2.0,0.0,0.0,0.0
844cc5dffffffff,2.0,0.0,0.0,0.0
844cd09ffffffff,1.0,0.0,0.0,0.0
844cd29ffffffff,7.0,0.0,0.0,0.0
844cd2dffffffff,1.0,0.0,0.0,0.0
844cd45ffffffff,8.0,0.0,0.0,0.0
844cd47ffffffff,3.0,0.0,0.0,0.0
844cd4dffffffff,6.0,0.0,0.0,0.0
844cd61ffffffff,2.0,0.0,0.0,0.0
844cd63ffffffff,2.0,0.0,0.0,0.0
844cd6bffffffff,4.0,0.0,0.0,0.0
844cea9ffffffff,8.0,0.0,0.0,0.0
844ceadffffffff,31.0,0.0,0.0,0.0
844cee3ffffffff,7.0,0.0,0.0,0.0
844cee5ffffffff,1.0,0.0,0.0,0.0
844cee7ffffffff,116.0,0.0,0.0,0.0
845e405ffffffff,1.0,0.0,0.0,0.0
845e429ffffffff,5.0,0.0,0.0,0.0
845e42bffffffff,21.0,0.0,0.0,0.0
845e433ffffffff,1.0,0.0,0.0,0.0
845e437ffffffff,72.0,0.0,0.0,0.0
845e43dffffffff,30.0,0.0,0.0,0.0
845e463ffffffff,38.0,0.0,0.0,0.0
845e469ffffffff,24.0,0.0,0.0,0.0
845e5cbffffffff,1.0,0.0,0.0,0.0
845e5d9ffffffff,8.0,0.0,0.0,0.0
845e705ffffffff,3.0,0.0,0.0,0.0
845e711ffffffff,6.0,0.0,0.0,0.0
845e717ffffffff,1.0,0.0,0.0,0.0
845e71bffffffff,15.0,0.0,0.0,0.0
845e72bffffffff,10.0,0.0,0.0,0.0
84661d3ffffffff,1.0,0.0,0.0,0.0
8466a65ffffffff,1.0,0.0,0.0,0.0
8466b01ffffffff,2.0,0.0,0.0,0.0
8466b05ffffffff,3.0,0.0,0.0,0.0
8466b09ffffffff,11.0,0.0,0.0,0.0
8466b0bffffffff,59.0,0.0,0.0,0.0
8466b0dffffffff,2.0,0.0,0.0,0.0
8466b41ffffffff,38.0,0.0,0.0,0.0
8466b43ffffffff,27.0,0.0,0.0,0.0
8466b45ffffffff,38.0,0.0,0.0,0.0
8466b47ffffffff,31.0,0.0,0.0,0.0
8466b49ffffffff,56.0,0.0,0.0,0.0
8466b4dffffffff,140.0,0.0,0.0,0.0
8466b51ffffffff,1.0,0.0,0.0,0.0
8466b55ffffffff,37.0,0.0,0.0,0.0
8466b57ffffffff,4.0,0.0,0.0,0.0
8466b5dffffffff,2.0,0.0,0.0,0.0
8466b69ffffffff,8.0,0.0,0.0,0.0
8466c6bffffffff,2.0,0.0,0.0,0.0
8467251ffffffff,1.0,0.0,0.0,0.0
846725bffffffff,4.0,0.0,0.0,0.0
846725dffffffff,4.0,0.0,0.0,0.0
8467261ffffffff,2.0,0.0,0.0,0.0
8467263ffffffff,41.0,0.0,0.0,0.0
8467305ffffffff,36.0,0.0,0.0,0.0
8467329ffffffff,44.0,0.0,0.0,0.0
8467363ffffffff,10.0,0.0,0.0,0.0
8467365ffffffff,5.0,0.0,0.0,0.0
8467367ffffffff,5.0,0.0,0.0,0.0
846792dffffffff,1.0,0.0,0.0,0.0
84679a5ffffffff,78.0,0.0,0.0,0.0
84679a7ffffffff,10.0,0.0,0.0,0.0
846d049ffffffff,5.0,0.0,0.0,0.0
846d059ffffffff,1.0,0.0,0.0,0.0
846d05bffffffff,19.0,0.0,0.0,0.0
846d069ffffffff,2.0,0.0,0.0,0.0
846d14bffffffff,1.0,0.0,0.0,0.0
846d159ffffffff,5.0,0.0,0.0,0.0
846d207ffffffff,3.0,0.0,0.0,0.0
846d21dffffffff,2.0,0.0,0.0,0.0
846d231ffffffff,1.0,0.0,0.0,0.0
846d2a1ffffffff,2.0,0.0,0.0,0.0
846d2a9ffffffff,3.0,0.0,0.0,0.0
846d2e5ffffffff,7.0,0.0,0.0,0.0
846d2ebffffffff,2.0,0.0,0.0,0.0
846d305ffffffff,12.0,0.0,0.0,0.0
846d30dffffffff,2.0,0.0,0.0,0.0
846d311ffffffff,4.0,0.0,0.0,0.0
846d313ffffffff,9.0,0.0,0.0,0.0
846d319ffffffff,4.0,0.0,0.0,0.0
846d31bffffffff,1.0,0.0,0.0,0.0
846d32bffffffff,110.0,0.0,0.0,0.0
846d337ffffffff,13.0,0.0,0.0,0.0
846d33dffffffff,6.0,0.0,0.0,0.0
846d341ffffffff,2.0,0.0,0.0,0.0
846d34dffffffff,72.0,0.0,0.0,0.0
846d365ffffffff,2.0,0.0,0.0,0.0
846d367ffffffff,3.0,0.0,0.0,0.0
846d36dffffffff,2.0,0.0,0.0,0.0
846d617ffffffff,2.0,0.0,0.0,0.0
846d61bffffffff,2.0,0.0,0.0,0.0
846d651ffffffff,14.0,0.0,0.0,0.0
846d653ffffffff,2.0,0.0,0.0,0.0
846d691ffffffff,43.0,0.0,0.0,0.0
846d693ffffffff,5.0,0.0,0.0,0.0
846d695ffffffff,4.0,0.0,0.0,0.0
846d697ffffffff,52.0,0.0,0.0,0.0
846d699ffffffff,14.0,0.0,0.0,0.0
846d69bffffffff,41.0,0.0,0.0,0.0
846d69dffffffff,146.0,0.0,0.0,0.0
846d6bbffffffff,3.0,0.0,0.0,0.0
846d6d3ffffffff,11.0,0.0,0.0,0.0
846d75dffffffff,4.0,0.0,0.0,0.0
