cell_id,Elaenia fallax,Elaenia fallax fallax,Elaenia fallax cherriei
8445b21ffffffff,1.0,0.0,0.0
8445b23ffffffff,3.0,0.0,0.0
8445b25ffffffff,1.0,0.0,0.0
8445b27ffffffff,2.0,0.0,0.0
8445b2bffffffff,1.0,0.0,0.0
844c893ffffffff,2.0,0.0,0.0
844cd47ffffffff,1.0,0.0,0.0
844cd65ffffffff,3.0,0.0,0.0
846725bffffffff,13.0,0.0,0.0
8467267ffffffff,2.0,0.0,0.0
8467329ffffffff,15.0,1.0,0.0
