cell_id,Icterus spurius,Icterus spurius spurius,Icterus spurius fuertesi
8426221ffffffff,1.0,1.0,0.0
8426223ffffffff,1.0,1.0,0.0
8426229ffffffff,8.0,8.0,0.0
842623dffffffff,2.0,2.0,0.0
8426243ffffffff,2.0,0.0,0.0
8426249ffffffff,4.0,0.0,0.0
842625dffffffff,10.0,0.0,0.0
842626bffffffff,2.0,0.0,0.0
84262b1ffffffff,4.0,0.0,0.0
84262b7ffffffff,1.0,0.0,0.0
84262c9ffffffff,9.0,0.0,0.0
84262cdffffffff,4.0,0.0,0.0
8426405ffffffff,18.0,0.0,0.0
842640dffffffff,4.0,0.0,0.0
8426415ffffffff,9.0,0.0,0.0
8426423ffffffff,2.0,0.0,0.0
8426425ffffffff,2.0,0.0,0.0
8426437ffffffff,2.0,0.0,0.0
8426439ffffffff,2.0,0.0,0.0
8426461ffffffff,3.0,0.0,0.0
8426463ffffffff,7.0,0.0,0.0
8426467ffffffff,2.0,0.0,0.0
842646bffffffff,4.0,0.0,0.0
8426481ffffffff,2.0,0.0,0.0
8426487ffffffff,2.0,0.0,0.0
8426489ffffffff,34.0,0.0,0.0
842648bffffffff,2.0,0.0,0.0
84264a1ffffffff,10.0,0.0,0.0
84264a7ffffffff,22.0,0.0,0.0
84264adffffffff,3.0,0.0,0.0
84264b9ffffffff,7.0,0.0,0.0
84264bbffffffff,2.0,0.0,0.0
84264c1ffffffff,3.0,0.0,0.0
84264c3ffffffff,4.0,1.0,0.0
84264c5ffffffff,1.0,0.0,0.0
84264c7ffffffff,12.0,0.0,0.0
84264d1ffffffff,2.0,0.0,0.0
84264d7ffffffff,2.0,0.0,0.0
84264d9ffffffff,4.0,0.0,0.0
84264dbffffffff,8.0,1.0,0.0
84264e1ffffffff,2.0,0.0,0.0
84264e5ffffffff,14.0,0.0,0.0
84264edffffffff,1.0,0.0,0.0
842651bffffffff,5.0,0.0,0.0
842651dffffffff,3.0,0.0,0.0
8426521ffffffff,11.0,11.0,0.0
8426527ffffffff,2.0,2.0,0.0
8426529ffffffff,4.0,4.0,0.0
8426531ffffffff,2.0,2.0,0.0
8426533ffffffff,5.0,2.0,0.0
842653bffffffff,1.0,0.0,0.0
842653dffffffff,1.0,0.0,0.0
8426555ffffffff,2.0,0.0,0.0
8426557ffffffff,1.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0
8426565ffffffff,4.0,4.0,0.0
8426567ffffffff,10.0,2.0,0.0
842656dffffffff,5.0,0.0,0.0
8426593ffffffff,3.0,0.0,0.0
8426599ffffffff,3.0,3.0,0.0
842659bffffffff,8.0,0.0,0.0
84265a5ffffffff,1.0,0.0,0.0
84265a7ffffffff,2.0,0.0,0.0
84265a9ffffffff,2.0,0.0,0.0
84265b5ffffffff,3.0,0.0,0.0
84265b9ffffffff,4.0,0.0,0.0
84265d3ffffffff,4.0,0.0,0.0
84265d9ffffffff,4.0,0.0,0.0
84265dbffffffff,34.0,0.0,0.0
84265e3ffffffff,1.0,0.0,0.0
84265e7ffffffff,2.0,0.0,0.0
84265edffffffff,2.0,0.0,0.0
842660bffffffff,1.0,0.0,0.0
8426611ffffffff,2.0,2.0,0.0
8426619ffffffff,2.0,0.0,0.0
842661bffffffff,2.0,0.0,0.0
8426621ffffffff,2.0,0.0,0.0
842662bffffffff,3.0,0.0,0.0
8426641ffffffff,21.0,0.0,0.0
8426645ffffffff,10.0,0.0,0.0
8426649ffffffff,2.0,0.0,0.0
842664bffffffff,2.0,0.0,0.0
842664dffffffff,16.0,1.0,0.0
8426651ffffffff,3.0,0.0,0.0
8426665ffffffff,3.0,0.0,0.0
8426669ffffffff,4.0,0.0,0.0
842666bffffffff,2.0,0.0,0.0
842668bffffffff,1.0,0.0,0.0
84266adffffffff,2.0,2.0,0.0
84266b5ffffffff,1.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0
84266e1ffffffff,4.0,0.0,0.0
8426703ffffffff,1.0,0.0,0.0
8426719ffffffff,4.0,0.0,0.0
8426723ffffffff,1.0,0.0,0.0
8426743ffffffff,2.0,0.0,0.0
8426745ffffffff,4.0,0.0,0.0
8426801ffffffff,2.0,0.0,0.0
842681bffffffff,18.0,0.0,0.0
8426859ffffffff,5.0,0.0,0.0
842685dffffffff,2.0,0.0,0.0
8426881ffffffff,9.0,0.0,0.0
8426885ffffffff,2.0,0.0,0.0
8426887ffffffff,2.0,0.0,0.0
8426889ffffffff,6.0,0.0,0.0
842688dffffffff,5.0,0.0,0.0
8426891ffffffff,6.0,0.0,0.0
8426893ffffffff,1.0,0.0,0.0
842689dffffffff,1.0,0.0,0.0
84268b3ffffffff,2.0,0.0,0.0
84268bdffffffff,2.0,0.0,0.0
84268c1ffffffff,8.0,0.0,0.0
84268c3ffffffff,3.0,0.0,0.0
84268c7ffffffff,5.0,0.0,0.0
84268c9ffffffff,1.0,0.0,0.0
84268cbffffffff,3.0,0.0,0.0
84268cdffffffff,30.0,3.0,0.0
84268d5ffffffff,14.0,0.0,0.0
84268d9ffffffff,7.0,0.0,0.0
84268dbffffffff,5.0,0.0,0.0
8426961ffffffff,2.0,0.0,0.0
8426963ffffffff,4.0,0.0,0.0
8426989ffffffff,2.0,0.0,0.0
8426a09ffffffff,2.0,0.0,0.0
8426a15ffffffff,2.0,0.0,0.0
8426a17ffffffff,9.0,0.0,0.0
8426a1bffffffff,4.0,0.0,0.0
8426a2bffffffff,4.0,0.0,0.0
8426a45ffffffff,3.0,0.0,0.0
8426a81ffffffff,1.0,0.0,0.0
8426a83ffffffff,3.0,0.0,0.0
8426a87ffffffff,4.0,0.0,0.0
8426a8bffffffff,5.0,0.0,0.0
8426a8dffffffff,2.0,0.0,0.0
8426a91ffffffff,8.0,0.0,0.0
8426a95ffffffff,4.0,0.0,0.0
8426a97ffffffff,17.0,0.0,0.0
8426a9dffffffff,3.0,0.0,0.0
8426aa5ffffffff,10.0,2.0,0.0
8426aa7ffffffff,4.0,0.0,0.0
8426aa9ffffffff,4.0,0.0,0.0
8426aadffffffff,2.0,0.0,0.0
8426ab7ffffffff,11.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426abdffffffff,2.0,0.0,0.0
8426ac1ffffffff,2.0,0.0,0.0
8426ac5ffffffff,2.0,0.0,0.0
8426acbffffffff,2.0,0.0,0.0
8426ad1ffffffff,3.0,0.0,0.0
8426ad5ffffffff,4.0,0.0,0.0
8426ad7ffffffff,2.0,0.0,0.0
8426adbffffffff,13.0,0.0,0.0
8426ae3ffffffff,1.0,0.0,0.0
8426c11ffffffff,15.0,0.0,0.0
8426c19ffffffff,7.0,0.0,0.0
8426c1dffffffff,4.0,0.0,0.0
8426c43ffffffff,1.0,0.0,0.0
8426c87ffffffff,2.0,0.0,0.0
8426c89ffffffff,9.0,0.0,0.0
8426c97ffffffff,7.0,0.0,0.0
8426cb5ffffffff,6.0,0.0,0.0
8426cb9ffffffff,3.0,0.0,0.0
8426cbdffffffff,2.0,0.0,0.0
8426d17ffffffff,1.0,0.0,0.0
8426d1bffffffff,11.0,0.0,0.0
8426d21ffffffff,3.0,0.0,0.0
8426d29ffffffff,2.0,0.0,0.0
8426d2bffffffff,4.0,0.0,0.0
8426d2dffffffff,2.0,0.0,0.0
8426d35ffffffff,4.0,0.0,0.0
8426d39ffffffff,2.0,0.0,0.0
8426d45ffffffff,3.0,0.0,0.0
8426d49ffffffff,5.0,0.0,0.0
8426d4bffffffff,3.0,0.0,0.0
8426d5dffffffff,3.0,0.0,0.0
8426d67ffffffff,9.0,0.0,0.0
8426d97ffffffff,2.0,0.0,0.0
8426de7ffffffff,6.0,0.0,0.0
8426de9ffffffff,2.0,0.0,0.0
8426e1bffffffff,2.0,0.0,0.0
8426e21ffffffff,7.0,0.0,0.0
8426e2dffffffff,6.0,0.0,0.0
8426e53ffffffff,1.0,1.0,0.0
8426e5bffffffff,21.0,8.0,0.0
8426e5dffffffff,1.0,0.0,0.0
8426e6dffffffff,2.0,2.0,0.0
8426e9dffffffff,2.0,0.0,0.0
8426ed9ffffffff,2.0,0.0,0.0
8426f07ffffffff,2.0,0.0,0.0
8426f17ffffffff,1.0,0.0,0.0
8426f25ffffffff,2.0,0.0,0.0
8426f27ffffffff,5.0,0.0,0.0
8426f29ffffffff,2.0,0.0,0.0
8426f2bffffffff,4.0,0.0,0.0
8426f2dffffffff,18.0,0.0,0.0
8426f33ffffffff,1.0,0.0,0.0
8426f3bffffffff,2.0,0.0,0.0
8426f43ffffffff,2.0,0.0,0.0
8427093ffffffff,4.0,0.0,0.0
8427097ffffffff,2.0,0.0,0.0
84270a9ffffffff,3.0,0.0,0.0
84270b3ffffffff,4.0,0.0,0.0
842711bffffffff,2.0,0.0,0.0
8427133ffffffff,2.0,0.0,0.0
84271c9ffffffff,2.0,0.0,0.0
8427401ffffffff,1.0,0.0,0.0
8427407ffffffff,7.0,0.0,0.0
8427409ffffffff,22.0,0.0,0.0
842740dffffffff,2.0,0.0,0.0
8427411ffffffff,2.0,0.0,0.0
842741dffffffff,13.0,0.0,0.0
8427423ffffffff,2.0,0.0,0.0
842745bffffffff,1.0,0.0,0.0
8427481ffffffff,4.0,0.0,0.0
8427485ffffffff,4.0,0.0,0.0
8427487ffffffff,3.0,0.0,0.0
842748dffffffff,7.0,0.0,0.0
8427491ffffffff,5.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0
8427499ffffffff,29.0,0.0,0.0
84274b5ffffffff,6.0,0.0,0.0
84274b9ffffffff,10.0,0.0,0.0
84274bbffffffff,2.0,0.0,0.0
84274bdffffffff,2.0,0.0,0.0
84274cbffffffff,2.0,0.0,0.0
84274d3ffffffff,3.0,0.0,0.0
84274d5ffffffff,10.0,0.0,0.0
84274dbffffffff,5.0,0.0,0.0
84274ddffffffff,13.0,0.0,0.0
84274e3ffffffff,16.0,1.0,0.0
8427503ffffffff,2.0,0.0,0.0
8427507ffffffff,4.0,0.0,0.0
8427511ffffffff,2.0,0.0,0.0
8427513ffffffff,7.0,0.0,0.0
8427521ffffffff,25.0,0.0,0.0
8427523ffffffff,4.0,0.0,0.0
8427527ffffffff,1.0,1.0,0.0
8427529ffffffff,10.0,0.0,0.0
8427531ffffffff,3.0,0.0,0.0
8427541ffffffff,2.0,0.0,0.0
8427569ffffffff,31.0,0.0,0.0
8427581ffffffff,7.0,0.0,0.0
8427585ffffffff,9.0,0.0,0.0
8427587ffffffff,2.0,0.0,0.0
8427589ffffffff,2.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0
8427591ffffffff,2.0,0.0,0.0
8427593ffffffff,6.0,0.0,0.0
8427597ffffffff,1.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759bffffffff,33.0,0.0,0.0
842759dffffffff,4.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0
84275a3ffffffff,2.0,0.0,0.0
84275abffffffff,2.0,0.0,0.0
84275b3ffffffff,4.0,0.0,0.0
84275b5ffffffff,4.0,0.0,0.0
84275c3ffffffff,2.0,0.0,0.0
84275c5ffffffff,13.0,0.0,0.0
84275cbffffffff,4.0,0.0,0.0
84275d1ffffffff,8.0,0.0,0.0
84275d3ffffffff,18.0,0.0,0.0
84275d7ffffffff,2.0,0.0,0.0
84275d9ffffffff,6.0,0.0,0.0
84275e7ffffffff,2.0,0.0,0.0
8427633ffffffff,1.0,0.0,0.0
8427687ffffffff,4.0,0.0,0.0
8427691ffffffff,8.0,5.0,0.0
8427693ffffffff,62.0,0.0,0.0
8427699ffffffff,17.0,0.0,0.0
84276a1ffffffff,2.0,0.0,0.0
84276a3ffffffff,2.0,0.0,0.0
84276a7ffffffff,3.0,0.0,0.0
84276b5ffffffff,8.0,0.0,0.0
84276bdffffffff,36.0,0.0,0.0
84276d1ffffffff,2.0,2.0,0.0
84276d3ffffffff,4.0,0.0,0.0
84276e5ffffffff,5.0,0.0,0.0
84276e9ffffffff,2.0,0.0,0.0
842770dffffffff,4.0,0.0,0.0
8427715ffffffff,1.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0
8427801ffffffff,4.0,2.0,0.0
842780bffffffff,2.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0
84278c9ffffffff,2.0,0.0,0.0
84278d1ffffffff,2.0,0.0,0.0
84278d5ffffffff,2.0,0.0,0.0
84278e5ffffffff,2.0,0.0,0.0
8427909ffffffff,3.0,0.0,0.0
8427941ffffffff,2.0,0.0,0.0
8427953ffffffff,4.0,0.0,0.0
8427957ffffffff,3.0,0.0,0.0
842798bffffffff,4.0,1.0,0.0
842798dffffffff,2.0,0.0,0.0
8427995ffffffff,6.0,0.0,0.0
8427997ffffffff,1.0,0.0,0.0
842799dffffffff,1.0,0.0,0.0
84279c7ffffffff,3.0,0.0,0.0
8427a07ffffffff,1.0,0.0,0.0
8427a17ffffffff,3.0,0.0,0.0
8427a39ffffffff,2.0,0.0,0.0
8427a47ffffffff,2.0,0.0,0.0
8427a97ffffffff,9.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427ac9ffffffff,2.0,0.0,0.0
8427ad7ffffffff,2.0,0.0,0.0
8427addffffffff,2.0,0.0,0.0
8427ae5ffffffff,3.0,0.0,0.0
8427ae9ffffffff,1.0,0.0,0.0
8427b13ffffffff,5.0,0.0,0.0
8428023ffffffff,6.0,0.0,0.0
842802bffffffff,24.0,0.0,0.0
8428069ffffffff,3.0,0.0,0.0
842806bffffffff,2.0,0.0,0.0
84281b1ffffffff,3.0,3.0,0.0
84281b3ffffffff,15.0,0.0,0.0
84281c3ffffffff,31.0,0.0,0.0
84281cbffffffff,4.0,0.0,0.0
8428305ffffffff,22.0,0.0,0.0
8428307ffffffff,12.0,3.0,0.0
8428309ffffffff,339.0,7.0,0.0
842830bffffffff,10.0,0.0,0.0
842831dffffffff,11.0,0.0,0.0
842832bffffffff,5.0,0.0,0.0
8428341ffffffff,38.0,0.0,0.0
8428343ffffffff,116.0,2.0,0.0
8428347ffffffff,23.0,0.0,0.0
842834dffffffff,44.0,0.0,0.0
8428355ffffffff,178.0,0.0,0.0
8428357ffffffff,30.0,0.0,0.0
8428361ffffffff,1.0,0.0,0.0
8428363ffffffff,2.0,0.0,0.0
842836bffffffff,2.0,0.0,0.0
8428941ffffffff,1.0,0.0,0.0
8428a91ffffffff,6.0,0.0,0.0
8428ae1ffffffff,3.0,0.0,0.0
8428c23ffffffff,1.0,0.0,0.0
8428c61ffffffff,6.0,0.0,0.0
8428d15ffffffff,2.0,0.0,0.0
8428d1bffffffff,15.0,1.0,0.0
8428d59ffffffff,5.0,1.0,0.0
8428dc9ffffffff,152.0,0.0,0.0
8428f01ffffffff,98.0,0.0,0.0
8428f59ffffffff,8.0,0.0,0.0
8429125ffffffff,9.0,0.0,0.0
8429127ffffffff,100.0,0.0,0.0
842912dffffffff,7.0,0.0,0.0
8429135ffffffff,1.0,0.0,0.0
84291a7ffffffff,36.0,2.0,0.0
8429841ffffffff,3.0,0.0,0.0
8429843ffffffff,4.0,0.0,0.0
8429849ffffffff,9.0,0.0,0.0
842984dffffffff,2.0,0.0,0.0
8429851ffffffff,1.0,0.0,0.0
8429855ffffffff,4.0,0.0,0.0
8429863ffffffff,18.0,0.0,0.0
84298b3ffffffff,1.0,0.0,0.0
84298c9ffffffff,7.0,0.0,0.0
84298cdffffffff,9.0,0.0,0.0
84298d5ffffffff,2.0,0.0,0.0
8429909ffffffff,3.0,0.0,0.0
8429953ffffffff,4.0,0.0,0.0
8429a01ffffffff,1.0,0.0,0.0
8429a05ffffffff,1.0,0.0,0.0
8429a09ffffffff,9.0,0.0,0.0
8429a0bffffffff,53.0,0.0,0.0
8429a19ffffffff,42.0,0.0,0.0
8429a1bffffffff,2.0,0.0,0.0
8429a1dffffffff,43.0,0.0,0.0
8429a29ffffffff,7.0,0.0,0.0
8429a3bffffffff,4.0,0.0,0.0
8429a41ffffffff,91.0,0.0,0.0
8429a43ffffffff,1.0,0.0,0.0
8429a45ffffffff,2.0,0.0,0.0
8429a4dffffffff,79.0,0.0,0.0
8429a51ffffffff,1.0,0.0,0.0
8429a55ffffffff,67.0,0.0,0.0
8429a57ffffffff,15.0,0.0,0.0
8429a59ffffffff,14.0,0.0,0.0
8429a61ffffffff,3.0,0.0,0.0
8429aa7ffffffff,1.0,0.0,0.0
8429abbffffffff,18.0,2.0,0.0
8429ac9ffffffff,36.0,2.0,0.0
8429ad1ffffffff,46.0,0.0,0.0
8429ad3ffffffff,3.0,0.0,0.0
8429ad9ffffffff,2.0,0.0,0.0
8429addffffffff,8.0,0.0,0.0
8429ae5ffffffff,2.0,0.0,0.0
8429aedffffffff,1.0,0.0,0.0
8429b15ffffffff,8.0,0.0,0.0
8429b1bffffffff,1.0,0.0,0.0
8429b29ffffffff,6.0,0.0,0.0
8429b69ffffffff,2.0,0.0,0.0
842a06dffffffff,1.0,0.0,0.0
842a101ffffffff,39.0,5.0,0.0
842a103ffffffff,5.0,0.0,0.0
842a105ffffffff,4.0,0.0,0.0
842a107ffffffff,15.0,0.0,0.0
842a109ffffffff,10.0,6.0,0.0
842a10bffffffff,15.0,0.0,0.0
842a10dffffffff,4.0,0.0,0.0
842a123ffffffff,196.0,0.0,0.0
842a127ffffffff,51.0,0.0,0.0
842a12bffffffff,24.0,0.0,0.0
842a133ffffffff,8.0,0.0,0.0
842a135ffffffff,488.0,2.0,0.0
842a13dffffffff,28.0,0.0,0.0
842a141ffffffff,3.0,0.0,0.0
842a149ffffffff,7.0,0.0,0.0
842a14bffffffff,6.0,0.0,0.0
842a14dffffffff,5.0,0.0,0.0
842a159ffffffff,3.0,0.0,0.0
842a15dffffffff,3.0,1.0,0.0
842a163ffffffff,3.0,0.0,0.0
842a169ffffffff,5.0,0.0,0.0
842a1a5ffffffff,33.0,0.0,0.0
842a301ffffffff,20.0,0.0,0.0
842a303ffffffff,3.0,0.0,0.0
842a305ffffffff,2.0,0.0,0.0
842a307ffffffff,37.0,1.0,0.0
842a309ffffffff,1.0,0.0,0.0
842a30dffffffff,74.0,0.0,0.0
842a311ffffffff,7.0,0.0,0.0
842a313ffffffff,2.0,0.0,0.0
842a315ffffffff,29.0,0.0,0.0
842a317ffffffff,58.0,2.0,0.0
842a323ffffffff,2.0,0.0,0.0
842a327ffffffff,18.0,0.0,0.0
842a32bffffffff,4.0,0.0,0.0
842a32dffffffff,6.0,0.0,0.0
842a333ffffffff,4.0,0.0,0.0
842a335ffffffff,2.0,0.0,0.0
842a337ffffffff,5.0,0.0,0.0
842a339ffffffff,15.0,2.0,0.0
842a33bffffffff,2.0,0.0,0.0
842a33dffffffff,4.0,0.0,0.0
842a345ffffffff,29.0,0.0,0.0
842a347ffffffff,1.0,0.0,0.0
842a349ffffffff,48.0,1.0,0.0
842a34dffffffff,7.0,0.0,0.0
842a361ffffffff,1.0,0.0,0.0
842a365ffffffff,2.0,0.0,0.0
842a36bffffffff,1.0,0.0,0.0
842a801ffffffff,2.0,0.0,0.0
842a80dffffffff,2.0,0.0,0.0
842a821ffffffff,2.0,0.0,0.0
842a847ffffffff,8.0,0.0,0.0
842a849ffffffff,2.0,0.0,0.0
842a84bffffffff,11.0,0.0,0.0
842a851ffffffff,13.0,0.0,0.0
842a853ffffffff,2.0,0.0,0.0
842a857ffffffff,5.0,0.0,0.0
842a865ffffffff,1.0,0.0,0.0
842a88dffffffff,2.0,0.0,0.0
842a897ffffffff,8.0,0.0,0.0
842a89dffffffff,1.0,0.0,0.0
842a8b1ffffffff,17.0,0.0,0.0
842a8b5ffffffff,3.0,0.0,0.0
842a8bbffffffff,2.0,0.0,0.0
842a8c1ffffffff,2.0,2.0,0.0
842a8c5ffffffff,4.0,0.0,0.0
842a8c7ffffffff,4.0,0.0,0.0
842a8d5ffffffff,2.0,0.0,0.0
842a8ddffffffff,9.0,0.0,0.0
842a8e3ffffffff,2.0,2.0,0.0
842a8ebffffffff,2.0,0.0,0.0
842a903ffffffff,2.0,0.0,0.0
842a91bffffffff,4.0,0.0,0.0
842a923ffffffff,2.0,0.0,0.0
842a931ffffffff,2.0,0.0,0.0
842a93bffffffff,2.0,0.0,0.0
842a949ffffffff,1.0,0.0,0.0
842a94dffffffff,6.0,0.0,0.0
842a953ffffffff,2.0,0.0,0.0
842aa11ffffffff,4.0,0.0,0.0
842aa13ffffffff,3.0,1.0,0.0
842aa17ffffffff,30.0,0.0,0.0
842aa25ffffffff,1.0,0.0,0.0
842aa31ffffffff,6.0,0.0,0.0
842aa33ffffffff,3.0,0.0,0.0
842aa35ffffffff,2.0,0.0,0.0
842aa49ffffffff,4.0,0.0,0.0
842aa4bffffffff,16.0,0.0,0.0
842aa61ffffffff,5.0,0.0,0.0
842aa67ffffffff,2.0,2.0,0.0
842aa69ffffffff,11.0,0.0,0.0
842aa6dffffffff,4.0,0.0,0.0
842aa81ffffffff,15.0,0.0,0.0
842aa85ffffffff,32.0,4.0,0.0
842aa87ffffffff,38.0,0.0,0.0
842aa89ffffffff,32.0,2.0,0.0
842aa8bffffffff,10.0,0.0,0.0
842aa8dffffffff,44.0,5.0,0.0
842aa91ffffffff,2.0,0.0,0.0
842aa95ffffffff,9.0,0.0,0.0
842aa99ffffffff,2.0,0.0,0.0
842aa9bffffffff,6.0,0.0,0.0
842aa9dffffffff,14.0,0.0,0.0
842aaa9ffffffff,14.0,3.0,0.0
842aaabffffffff,28.0,0.0,0.0
842aaadffffffff,2.0,0.0,0.0
842aab7ffffffff,4.0,0.0,0.0
842aabdffffffff,9.0,0.0,0.0
842aac1ffffffff,38.0,0.0,0.0
842aac3ffffffff,33.0,2.0,0.0
842aac5ffffffff,20.0,0.0,0.0
842aac7ffffffff,33.0,1.0,0.0
842aac9ffffffff,545.0,0.0,0.0
842aacbffffffff,64.0,0.0,0.0
842aacdffffffff,4.0,0.0,0.0
842aad1ffffffff,79.0,1.0,0.0
842aad3ffffffff,11.0,0.0,0.0
842aad5ffffffff,19.0,4.0,0.0
842aad7ffffffff,7.0,0.0,0.0
842aad9ffffffff,6.0,0.0,0.0
842aaddffffffff,9.0,4.0,0.0
842aae1ffffffff,2.0,0.0,0.0
842aae3ffffffff,3.0,0.0,0.0
842aae5ffffffff,5.0,0.0,0.0
842aae7ffffffff,2.0,0.0,0.0
842aae9ffffffff,10.0,0.0,0.0
842aaebffffffff,2.0,0.0,0.0
842aaedffffffff,40.0,0.0,0.0
842ab05ffffffff,30.0,25.0,0.0
842ab09ffffffff,2.0,0.0,0.0
842ab0dffffffff,1.0,0.0,0.0
842ab11ffffffff,1.0,0.0,0.0
842ab13ffffffff,2.0,0.0,0.0
842ab1bffffffff,2.0,0.0,0.0
842ab21ffffffff,15.0,2.0,0.0
842ab23ffffffff,78.0,75.0,0.0
842ab25ffffffff,59.0,0.0,0.0
842ab27ffffffff,3.0,1.0,0.0
842ab29ffffffff,4.0,0.0,0.0
842ab2bffffffff,371.0,325.0,0.0
842ab2dffffffff,10.0,0.0,0.0
842ab33ffffffff,5.0,0.0,0.0
842ab39ffffffff,4.0,0.0,0.0
842ab41ffffffff,4.0,0.0,0.0
842ab43ffffffff,6.0,3.0,0.0
842ab45ffffffff,29.0,0.0,0.0
842ab49ffffffff,30.0,14.0,0.0
842ab4bffffffff,17.0,1.0,0.0
842ab4dffffffff,25.0,0.0,0.0
842ab51ffffffff,10.0,4.0,0.0
842ab55ffffffff,50.0,30.0,0.0
842ab61ffffffff,3.0,0.0,0.0
842ab65ffffffff,1.0,0.0,0.0
842ab69ffffffff,2.0,0.0,0.0
842ab6bffffffff,6.0,0.0,0.0
842ad2dffffffff,4.0,0.0,0.0
842ad37ffffffff,2.0,2.0,0.0
842ad45ffffffff,2.0,0.0,0.0
842ad4bffffffff,1.0,1.0,0.0
842ad59ffffffff,6.0,2.0,0.0
842ad5dffffffff,2.0,0.0,0.0
842ad67ffffffff,2.0,0.0,0.0
842ad69ffffffff,5.0,0.0,0.0
842ad6dffffffff,21.0,0.0,0.0
842af0dffffffff,9.0,0.0,0.0
842af29ffffffff,3.0,0.0,0.0
842af63ffffffff,3.0,0.0,0.0
842af65ffffffff,6.0,0.0,0.0
842b007ffffffff,2.0,0.0,0.0
842b013ffffffff,2.0,0.0,0.0
842b035ffffffff,8.0,0.0,0.0
842b03bffffffff,15.0,0.0,0.0
842b0a1ffffffff,11.0,0.0,0.0
842b0a5ffffffff,2.0,0.0,0.0
842b0a7ffffffff,26.0,0.0,0.0
842b0c5ffffffff,11.0,0.0,0.0
842b0e1ffffffff,2.0,0.0,0.0
842b111ffffffff,1.0,0.0,0.0
842b167ffffffff,2.0,0.0,0.0
842b169ffffffff,3.0,0.0,0.0
842b187ffffffff,6.0,0.0,0.0
842b199ffffffff,6.0,0.0,0.0
842b1a1ffffffff,4.0,0.0,0.0
842b1a3ffffffff,7.0,0.0,0.0
842b1a5ffffffff,7.0,0.0,0.0
842b1a7ffffffff,2.0,0.0,0.0
842b1a9ffffffff,4.0,0.0,0.0
842b1abffffffff,5.0,0.0,0.0
842b1b5ffffffff,4.0,0.0,0.0
842b1b9ffffffff,2.0,0.0,0.0
842b1bdffffffff,2.0,0.0,0.0
842b1c7ffffffff,2.0,0.0,0.0
842b1d3ffffffff,2.0,0.0,0.0
842b1d5ffffffff,6.0,0.0,0.0
842b1d7ffffffff,6.0,0.0,0.0
842b23dffffffff,9.0,0.0,0.0
842b2c5ffffffff,2.0,0.0,0.0
842b315ffffffff,5.0,0.0,0.0
842b813ffffffff,1.0,0.0,0.0
842b81bffffffff,1.0,0.0,0.0
842b83bffffffff,31.0,0.0,0.0
842b891ffffffff,4.0,0.0,0.0
