cell_id,Tyto furcata,Tyto furcata [tuidara Group],Tyto furcata furcata,Tyto furcata bargei,Tyto furcata nigrescens/insularis,Tyto furcata punctatissima
8312dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832600fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832601fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832602fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
832603fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
832610fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832612fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832618fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832619fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
83261bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83261efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832633fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832641fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832643fffffffff,188.0,0.0,0.0,0.0,0.0,0.0
832648fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
832649fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83264afffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83264cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83264dfffffffff,42.0,0.0,0.0,0.0,0.0,0.0
83264efffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832650fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832652fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
832653fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
832656fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
832658fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
832659fffffffff,50.0,2.0,0.0,0.0,0.0,0.0
83265bfffffffff,33.0,3.0,0.0,0.0,0.0,0.0
83265dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
832668fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
832669fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83266afffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83266bfffffffff,139.0,1.0,0.0,0.0,0.0,0.0
83266dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83266efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832681fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
832688fffffffff,262.0,0.0,0.0,0.0,0.0,0.0
832689fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
83268bfffffffff,22.0,1.0,0.0,0.0,0.0,0.0
83268cfffffffff,99.0,0.0,0.0,0.0,0.0,0.0
83268dfffffffff,133.0,0.0,0.0,0.0,0.0,0.0
83268efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832690fffffffff,51.0,2.0,0.0,0.0,0.0,0.0
832692fffffffff,125.0,7.0,0.0,0.0,0.0,0.0
832694fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
832695fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
832696fffffffff,1347.0,418.0,0.0,0.0,0.0,0.0
832698fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83269afffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83269cfffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8326a8fffffffff,102.0,0.0,0.0,0.0,0.0,0.0
8326a9fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8326aafffffffff,494.0,0.0,0.0,0.0,0.0,0.0
8326abfffffffff,67.0,0.0,0.0,0.0,0.0,0.0
8326acfffffffff,29.0,4.0,0.0,0.0,0.0,0.0
8326adfffffffff,12.0,4.0,0.0,0.0,0.0,0.0
8326b2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8326c1fffffffff,13.0,2.0,0.0,0.0,0.0,0.0
8326c2fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8326c3fffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8326c4fffffffff,6.0,2.0,0.0,0.0,0.0,0.0
8326c5fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8326c6fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8326c8fffffffff,165.0,0.0,0.0,0.0,0.0,0.0
8326c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8326cafffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8326cbfffffffff,125.0,0.0,0.0,0.0,0.0,0.0
8326cdfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8326cefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8326d0fffffffff,8.0,2.0,0.0,0.0,0.0,0.0
8326d1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8326d2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8326d3fffffffff,61.0,0.0,0.0,0.0,0.0,0.0
8326d4fffffffff,283.0,0.0,0.0,0.0,0.0,0.0
8326d5fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8326d6fffffffff,11.0,3.0,0.0,0.0,0.0,0.0
8326d8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326d9fffffffff,39.0,21.0,0.0,0.0,0.0,0.0
8326dafffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8326dbfffffffff,11.0,4.0,0.0,0.0,0.0,0.0
8326dcfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8326ddfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8326defffffffff,83.0,7.0,0.0,0.0,0.0,0.0
8326e0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
