cell_id,Copsychus albospecularis,Copsychus albospecularis albospecularis,Copsychus albospecularis inexspectatus,Copsychus albospecularis pica
83a214fffffffff,1.0,0.0,1.0,0.0
83a222fffffffff,6.0,0.0,6.0,0.0
83a319fffffffff,4.0,0.0,0.0,4.0
83a376fffffffff,1.0,0.0,0.0,0.0
83a399fffffffff,7.0,0.0,0.0,7.0
