cell_id,Zonotrichia capensis,Zonotrichia capensis [capensis Group],Zonotrichia capensis australis
824527fffffffff,1082.0,0.0,0.0
824c8ffffffffff,2.0,0.0,0.0
824cd7fffffffff,147.0,0.0,0.0
825f17fffffffff,6.0,0.0,0.0
825f27fffffffff,10.0,0.0,0.0
825f4ffffffffff,74.0,0.0,0.0
825f67fffffffff,3.0,0.0,0.0
825f77fffffffff,203.0,0.0,0.0
826607fffffffff,9.0,0.0,0.0
82660ffffffffff,6528.0,25.0,0.0
82661ffffffffff,15998.0,104.0,0.0
826627fffffffff,4440.0,199.0,0.0
82662ffffffffff,917.0,17.0,0.0
826647fffffffff,143.0,0.0,0.0
82664ffffffffff,2.0,0.0,0.0
826657fffffffff,15.0,0.0,0.0
82665ffffffffff,6.0,0.0,0.0
826677fffffffff,3.0,0.0,0.0
8266a7fffffffff,75.0,0.0,0.0
8266b7fffffffff,29760.0,0.0,0.0
8266c7fffffffff,6109.0,48.0,0.0
8266cffffffffff,19.0,0.0,0.0
8266d7fffffffff,19611.0,1058.0,0.0
8266dffffffffff,8803.0,743.0,0.0
8266e7fffffffff,39334.0,592.0,0.0
8266effffffffff,55.0,0.0,0.0
8266f7fffffffff,7555.0,55.0,0.0
826747fffffffff,1767.0,5.0,0.0
82674ffffffffff,1934.0,7.0,0.0
826757fffffffff,4.0,0.0,0.0
82675ffffffffff,418.0,0.0,0.0
826777fffffffff,2.0,0.0,0.0
82679ffffffffff,112.0,0.0,0.0
826d07fffffffff,33.0,0.0,0.0
826d27fffffffff,1545.0,260.0,0.0
826d2ffffffffff,9275.0,83.0,0.0
826d67fffffffff,503.0,0.0,0.0
826d6ffffffffff,18403.0,0.0,0.0
826d77fffffffff,502.0,0.0,0.0
828007fffffffff,15.0,0.0,0.0
828017fffffffff,16.0,0.0,0.0
82801ffffffffff,3.0,0.0,0.0
828027fffffffff,4.0,0.0,0.0
82802ffffffffff,2.0,0.0,0.0
828037fffffffff,213.0,8.0,0.0
828107fffffffff,574.0,43.0,0.0
82810ffffffffff,5.0,0.0,0.0
828117fffffffff,21.0,0.0,0.0
82811ffffffffff,24.0,0.0,0.0
828127fffffffff,575.0,41.0,0.0
82812ffffffffff,48.0,1.0,0.0
828137fffffffff,426.0,26.0,0.0
828147fffffffff,8.0,0.0,0.0
82814ffffffffff,237.0,0.0,0.0
828157fffffffff,8.0,0.0,0.0
82815ffffffffff,10.0,0.0,0.0
828167fffffffff,2.0,0.0,0.0
828177fffffffff,28.0,0.0,0.0
828187fffffffff,10.0,3.0,0.0
82818ffffffffff,58.0,0.0,0.0
82819ffffffffff,3.0,0.0,0.0
8281affffffffff,256.0,3.0,0.0
828adffffffffff,3.0,0.0,0.0
828b27fffffffff,1212.0,0.0,0.0
828b2ffffffffff,875.0,0.0,0.0
828b37fffffffff,1.0,0.0,0.0
828b67fffffffff,6339.0,372.0,0.0
828b6ffffffffff,1568.0,55.0,0.0
828b77fffffffff,95.0,0.0,0.0
828b8ffffffffff,15.0,0.0,0.0
828b9ffffffffff,69.0,0.0,0.0
828ba7fffffffff,20.0,0.0,0.0
828bb7fffffffff,311.0,2.0,0.0
828e27fffffffff,3.0,0.0,0.0
828e47fffffffff,347.0,0.0,0.0
828e67fffffffff,5369.0,25.0,0.0
828e6ffffffffff,1184.0,6.0,0.0
828e77fffffffff,207.0,0.0,0.0
828f0ffffffffff,797.0,48.0,0.0
828f2ffffffffff,1582.0,96.0,0.0
828f47fffffffff,989.0,4.0,0.0
828f4ffffffffff,60.0,0.0,0.0
828f57fffffffff,4541.0,0.0,0.0
828f5ffffffffff,1502.0,0.0,0.0
828f77fffffffff,3067.0,146.0,0.0
82a597fffffffff,1.0,0.0,0.0
82a807fffffffff,1964.0,121.0,0.0
82a80ffffffffff,33.0,0.0,0.0
82a817fffffffff,11211.0,439.0,0.0
82a81ffffffffff,4887.0,7.0,0.0
82a827fffffffff,683.0,113.0,0.0
82a82ffffffffff,153.0,0.0,0.0
82a837fffffffff,1212.0,71.0,0.0
82a847fffffffff,18.0,0.0,0.0
82a84ffffffffff,7.0,0.0,0.0
82a857fffffffff,11.0,0.0,0.0
82a85ffffffffff,33.0,0.0,0.0
82a867fffffffff,75.0,0.0,0.0
82a86ffffffffff,44.0,0.0,0.0
82a877fffffffff,8.0,0.0,0.0
82a887fffffffff,1511.0,35.0,0.0
82a88ffffffffff,716.0,43.0,0.0
82a897fffffffff,92.0,7.0,0.0
82a89ffffffffff,2.0,0.0,0.0
82a8a7fffffffff,3835.0,148.0,0.0
82a8affffffffff,2527.0,72.0,0.0
82a8b7fffffffff,7.0,0.0,0.0
82a8c7fffffffff,77.0,0.0,0.0
82a8cffffffffff,6.0,0.0,0.0
82a8d7fffffffff,642.0,94.0,0.0
82a8dffffffffff,202.0,83.0,0.0
82a8e7fffffffff,12.0,0.0,0.0
82a8effffffffff,19.0,0.0,0.0
82a8f7fffffffff,182.0,1.0,0.0
82a907fffffffff,527.0,30.0,0.0
82a90ffffffffff,1004.0,43.0,0.0
82a91ffffffffff,1420.0,153.0,0.0
82a927fffffffff,46.0,0.0,0.0
82a92ffffffffff,2018.0,25.0,0.0
82a947fffffffff,3462.0,0.0,0.0
82a94ffffffffff,1144.0,0.0,0.0
82a957fffffffff,2526.0,11.0,0.0
82a95ffffffffff,192.0,0.0,0.0
82a967fffffffff,2281.0,34.0,0.0
82a96ffffffffff,1203.0,0.0,0.0
82a977fffffffff,790.0,0.0,0.0
82b207fffffffff,1203.0,0.0,0.0
82b20ffffffffff,427.0,0.0,0.0
82b21ffffffffff,3518.0,0.0,0.0
82b227fffffffff,561.0,0.0,0.0
82b22ffffffffff,106.0,0.0,0.0
82b247fffffffff,2588.0,0.0,0.0
82b24ffffffffff,1924.0,0.0,0.0
82b257fffffffff,160.0,0.0,0.0
82b25ffffffffff,4051.0,0.0,5.0
82b267fffffffff,1163.0,0.0,0.0
82b26ffffffffff,444.0,0.0,0.0
82b277fffffffff,1495.0,0.0,0.0
82b2c7fffffffff,24959.0,675.0,117.0
82b2cffffffffff,890.0,0.0,0.0
82b2dffffffffff,1751.0,0.0,0.0
82b2e7fffffffff,2822.0,0.0,1.0
82b2effffffffff,1505.0,0.0,0.0
82b307fffffffff,6280.0,0.0,0.0
82b30ffffffffff,679.0,0.0,0.0
82b31ffffffffff,73.0,0.0,0.0
82b327fffffffff,1757.0,0.0,0.0
82b32ffffffffff,238.0,0.0,0.0
82b337fffffffff,1067.0,0.0,0.0
82b347fffffffff,1807.0,0.0,0.0
82b34ffffffffff,371.0,0.0,0.0
82b357fffffffff,2611.0,0.0,0.0
82b35ffffffffff,6602.0,0.0,0.0
82b367fffffffff,226.0,0.0,0.0
82b36ffffffffff,61.0,0.0,0.0
82b377fffffffff,633.0,0.0,0.0
82c207fffffffff,439.0,2.0,0.0
82c21ffffffffff,2335.0,10.0,0.0
82c227fffffffff,154.0,2.0,0.0
82c22ffffffffff,1369.0,8.0,0.0
82c2c7fffffffff,4137.0,7.0,0.0
82c2cffffffffff,2951.0,0.0,0.0
82c2d7fffffffff,1721.0,2.0,0.0
82c2dffffffffff,529.0,6.0,0.0
82c2e7fffffffff,12725.0,6.0,0.0
82c2effffffffff,1240.0,0.0,0.0
82c2f7fffffffff,7123.0,41.0,0.0
82c307fffffffff,130.0,0.0,0.0
82c30ffffffffff,153.0,0.0,0.0
82c327fffffffff,1376.0,0.0,0.0
82c32ffffffffff,1777.0,0.0,18.0
82c337fffffffff,6.0,0.0,0.0
82c347fffffffff,745.0,0.0,0.0
82c34ffffffffff,549.0,0.0,0.0
82c357fffffffff,1005.0,7.0,0.0
82c35ffffffffff,108.0,0.0,0.0
82c367fffffffff,653.0,0.0,0.0
82c36ffffffffff,111.0,0.0,0.0
82c377fffffffff,641.0,0.0,0.0
82ce17fffffffff,82.0,0.0,0.0
82ce37fffffffff,2.0,0.0,0.0
82ce87fffffffff,2337.0,0.0,0.0
82ce8ffffffffff,2090.0,0.0,0.0
82ce97fffffffff,1384.0,0.0,0.0
82ce9ffffffffff,1811.0,0.0,0.0
82cea7fffffffff,1590.0,0.0,0.0
82ceaffffffffff,4544.0,0.0,0.0
82ceb7fffffffff,43.0,0.0,0.0
82cf17fffffffff,2584.0,8.0,473.0
82cf37fffffffff,2.0,0.0,0.0
82cf87fffffffff,227.0,0.0,34.0
82cf8ffffffffff,1557.0,0.0,215.0
82cf97fffffffff,536.0,0.0,3.0
82cf9ffffffffff,472.0,0.0,5.0
82cfa7fffffffff,6922.0,6.0,393.0
82cfaffffffffff,2080.0,0.0,254.0
82cfb7fffffffff,119.0,0.0,4.0
82df47fffffffff,2877.0,2.0,432.0
82df4ffffffffff,99.0,0.0,22.0
82df6ffffffffff,5143.0,35.0,1218.0
