cell_id,Ploceus baglafecht,Ploceus baglafecht [baglafecht Group],Ploceus baglafecht emini,Ploceus baglafecht reichenowi,Ploceus baglafecht [stuhlmanni Group]
8258d7fffffffff,3.0,0.0,0.0,0.0,0.0
826ac7fffffffff,1.0,0.0,0.0,0.0,1.0
826adffffffffff,7.0,2.0,0.0,0.0,4.0
827a47fffffffff,10.0,0.0,0.0,9.0,0.0
827a4ffffffffff,11.0,0.0,2.0,6.0,0.0
827a5ffffffffff,5.0,0.0,0.0,0.0,0.0
827a67fffffffff,1.0,0.0,0.0,0.0,0.0
827a6ffffffffff,41.0,0.0,0.0,32.0,0.0
827acffffffffff,7.0,0.0,3.0,0.0,0.0
