cell_id,Patagioenas fasciata,Patagioenas fasciata [fasciata Group],Patagioenas fasciata vioscae,Patagioenas fasciata [albilinea Group]
842836dffffffff,1.0,0.0,0.0,0.0
8428847ffffffff,16.0,0.0,0.0,0.0
8428887ffffffff,1.0,0.0,0.0,0.0
842888bffffffff,2.0,0.0,0.0,0.0
842888dffffffff,10.0,0.0,0.0,0.0
8428891ffffffff,1.0,0.0,0.0,0.0
8428893ffffffff,4.0,0.0,0.0,0.0
842889bffffffff,2.0,0.0,0.0,0.0
84288abffffffff,1.0,0.0,0.0,0.0
84288adffffffff,3.0,0.0,0.0,0.0
84288e3ffffffff,3.0,0.0,0.0,0.0
84289d1ffffffff,6.0,0.0,0.0,0.0
8428a11ffffffff,4.0,0.0,0.0,0.0
8428a91ffffffff,2.0,0.0,0.0,0.0
8428a93ffffffff,10.0,0.0,0.0,0.0
8428a97ffffffff,3.0,0.0,0.0,0.0
8428a99ffffffff,7.0,0.0,0.0,0.0
8428a9bffffffff,1.0,0.0,0.0,0.0
8428addffffffff,12.0,0.0,0.0,0.0
8428ae1ffffffff,17.0,0.0,0.0,0.0
8428ae9ffffffff,1.0,0.0,0.0,0.0
8428b0bffffffff,2.0,0.0,0.0,0.0
8428b17ffffffff,2.0,0.0,0.0,0.0
8428b65ffffffff,2.0,1.0,0.0,0.0
8428c0dffffffff,6.0,0.0,0.0,0.0
8428c21ffffffff,2.0,0.0,0.0,0.0
8428c23ffffffff,2.0,2.0,0.0,0.0
8428c25ffffffff,6.0,4.0,0.0,0.0
8428c27ffffffff,2.0,2.0,0.0,0.0
8428c29ffffffff,4.0,4.0,0.0,0.0
8428c2bffffffff,4.0,4.0,0.0,0.0
8428c61ffffffff,6.0,0.0,0.0,0.0
8428c67ffffffff,2.0,0.0,0.0,0.0
8428d07ffffffff,2.0,0.0,0.0,0.0
8428d0dffffffff,3.0,0.0,0.0,0.0
8428d13ffffffff,66.0,0.0,0.0,0.0
8428d15ffffffff,6.0,0.0,0.0,0.0
8428d19ffffffff,7.0,0.0,0.0,0.0
8428d1bffffffff,23.0,0.0,0.0,0.0
8428d1dffffffff,20.0,0.0,0.0,0.0
8428d23ffffffff,7.0,0.0,0.0,0.0
8428d27ffffffff,1.0,0.0,0.0,0.0
8428d2bffffffff,2.0,0.0,0.0,0.0
8428d2dffffffff,2.0,0.0,0.0,0.0
8428d31ffffffff,5.0,0.0,0.0,0.0
8428d33ffffffff,2.0,0.0,0.0,0.0
8428d37ffffffff,2.0,0.0,0.0,0.0
8428d39ffffffff,2.0,0.0,0.0,0.0
8428d3bffffffff,4.0,0.0,0.0,0.0
8428d41ffffffff,12.0,0.0,0.0,0.0
8428d49ffffffff,11.0,0.0,0.0,0.0
8428d4bffffffff,1.0,0.0,0.0,0.0
8428d4dffffffff,3.0,0.0,0.0,0.0
8428d55ffffffff,3.0,2.0,0.0,0.0
8428d57ffffffff,7.0,4.0,0.0,0.0
8428d59ffffffff,6.0,0.0,0.0,0.0
8428d5bffffffff,2.0,0.0,0.0,0.0
8428d5dffffffff,2.0,0.0,0.0,0.0
8428d67ffffffff,3.0,0.0,0.0,0.0
8428d6bffffffff,19.0,0.0,0.0,0.0
8428dc9ffffffff,2.0,0.0,0.0,0.0
8428dd1ffffffff,4.0,4.0,0.0,0.0
8428dd5ffffffff,1.0,1.0,0.0,0.0
8428de1ffffffff,5.0,1.0,0.0,0.0
8428dedffffffff,28.0,0.0,0.0,0.0
8428f01ffffffff,7.0,0.0,0.0,0.0
8428f03ffffffff,7.0,0.0,0.0,0.0
8428f05ffffffff,7.0,0.0,0.0,0.0
8428f07ffffffff,9.0,0.0,0.0,0.0
8428f09ffffffff,2.0,0.0,0.0,0.0
8428f1dffffffff,4.0,0.0,0.0,0.0
8428f21ffffffff,8.0,0.0,0.0,0.0
8428f25ffffffff,2.0,0.0,0.0,0.0
8428f27ffffffff,2.0,0.0,0.0,0.0
8428f2dffffffff,2.0,0.0,0.0,0.0
8428f35ffffffff,2.0,2.0,0.0,0.0
8428f3dffffffff,4.0,0.0,0.0,0.0
8428f43ffffffff,2.0,0.0,0.0,0.0
8428f4bffffffff,8.0,0.0,0.0,0.0
8428f63ffffffff,1.0,0.0,0.0,0.0
8429127ffffffff,8.0,0.0,0.0,0.0
842912bffffffff,2.0,0.0,0.0,0.0
8429167ffffffff,2.0,0.0,0.0,0.0
84291a5ffffffff,2.0,0.0,0.0,0.0
84291a7ffffffff,7.0,2.0,0.0,0.0
842981bffffffff,7.0,0.0,0.0,0.0
8429841ffffffff,5.0,0.0,0.0,0.0
8429847ffffffff,3.0,0.0,0.0,0.0
842984dffffffff,2.0,0.0,0.0,0.0
8429851ffffffff,1.0,0.0,0.0,0.0
8429853ffffffff,2.0,0.0,0.0,0.0
8429855ffffffff,4.0,0.0,0.0,0.0
842985bffffffff,2.0,0.0,0.0,0.0
842986bffffffff,10.0,0.0,0.0,0.0
8429891ffffffff,6.0,0.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0,0.0
84298c9ffffffff,5.0,0.0,0.0,0.0
84298cbffffffff,130.0,0.0,0.0,0.0
84298cdffffffff,1.0,0.0,0.0,0.0
84298d1ffffffff,1.0,0.0,0.0,0.0
84298d5ffffffff,3.0,0.0,0.0,0.0
84298ddffffffff,2.0,0.0,0.0,0.0
8429907ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,26.0,0.0,0.0,0.0
8429919ffffffff,2.0,0.0,0.0,0.0
8429923ffffffff,1.0,0.0,0.0,0.0
842992bffffffff,3.0,0.0,0.0,0.0
8429953ffffffff,1.0,0.0,0.0,0.0
8429957ffffffff,16.0,0.0,0.0,0.0
8429a01ffffffff,65.0,2.0,0.0,0.0
8429a03ffffffff,4.0,0.0,0.0,0.0
8429a05ffffffff,15.0,0.0,0.0,0.0
8429a0bffffffff,5.0,0.0,0.0,0.0
8429a0dffffffff,6.0,1.0,0.0,0.0
8429a17ffffffff,15.0,0.0,0.0,0.0
8429a19ffffffff,27.0,0.0,0.0,0.0
8429a1dffffffff,7.0,3.0,0.0,0.0
8429a31ffffffff,2.0,0.0,0.0,0.0
8429a41ffffffff,7.0,0.0,0.0,0.0
8429a45ffffffff,3.0,1.0,0.0,0.0
8429a47ffffffff,7.0,0.0,0.0,0.0
8429a55ffffffff,47.0,2.0,0.0,0.0
8429a57ffffffff,8.0,0.0,0.0,0.0
8429a59ffffffff,3.0,0.0,0.0,0.0
8429a63ffffffff,4.0,0.0,0.0,0.0
8429a69ffffffff,1.0,0.0,0.0,0.0
8429a6bffffffff,8.0,0.0,0.0,0.0
8429a6dffffffff,1.0,0.0,0.0,0.0
8429a8bffffffff,1.0,0.0,0.0,0.0
8429a93ffffffff,8.0,0.0,0.0,0.0
8429a9bffffffff,16.0,3.0,0.0,0.0
8429aa3ffffffff,2.0,0.0,0.0,0.0
8429aa7ffffffff,20.0,0.0,0.0,0.0
8429aa9ffffffff,1.0,0.0,0.0,0.0
8429aadffffffff,4.0,0.0,0.0,0.0
8429ab3ffffffff,1.0,1.0,0.0,0.0
8429ac9ffffffff,16.0,0.0,0.0,0.0
8429acdffffffff,8.0,0.0,0.0,0.0
8429ad1ffffffff,4.0,0.0,0.0,0.0
8429addffffffff,1.0,0.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0,0.0
8429ae5ffffffff,1.0,0.0,0.0,0.0
8429ae9ffffffff,3.0,0.0,0.0,0.0
8429b03ffffffff,7.0,0.0,0.0,0.0
8429b1bffffffff,1.0,0.0,0.0,0.0
8429b25ffffffff,4.0,0.0,0.0,0.0
8429b29ffffffff,1.0,0.0,0.0,0.0
8429b2dffffffff,2.0,0.0,0.0,0.0
8429b5bffffffff,1.0,0.0,0.0,0.0
8429b61ffffffff,2.0,0.0,0.0,0.0
8429b67ffffffff,3.0,0.0,0.0,0.0
8429b6bffffffff,2.0,0.0,0.0,0.0
842a143ffffffff,1.0,0.0,0.0,0.0
842a14bffffffff,1.0,0.0,0.0,0.0
842aad1ffffffff,3.0,0.0,0.0,0.0
842ab47ffffffff,5.0,0.0,0.0,0.0
842af03ffffffff,43.0,0.0,0.0,0.0
842b949ffffffff,1.0,0.0,0.0,0.0
842b9e3ffffffff,2.0,0.0,0.0,0.0
842b9ebffffffff,6.0,0.0,0.0,0.0
842ba51ffffffff,2.0,0.0,0.0,0.0
84446cbffffffff,3.0,0.0,0.0,0.0
8444dd3ffffffff,1.0,0.0,0.0,0.0
844520dffffffff,6.0,0.0,0.0,0.0
844524bffffffff,6.0,0.0,0.0,0.0
84456dbffffffff,1.0,0.0,0.0,0.0
8448147ffffffff,2.0,0.0,0.0,0.0
844814bffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,6.0,4.0,0.0,0.0
84485ddffffffff,3.0,0.0,0.0,0.0
8448a29ffffffff,1.0,1.0,0.0,0.0
8448ab7ffffffff,5.0,5.0,0.0,0.0
8448c35ffffffff,14.0,0.0,0.0,0.0
8448c59ffffffff,169.0,5.0,0.0,0.0
8448c5bffffffff,8.0,0.0,0.0,0.0
8448c67ffffffff,2.0,0.0,0.0,0.0
8448c69ffffffff,10.0,0.0,0.0,0.0
8448c99ffffffff,1.0,1.0,0.0,0.0
8448cd9ffffffff,27.0,0.0,0.0,0.0
8448cdbffffffff,4.0,0.0,0.0,0.0
8448d37ffffffff,1.0,1.0,0.0,0.0
8448d4bffffffff,3.0,0.0,0.0,0.0
8448d5dffffffff,2.0,0.0,0.0,0.0
8448d83ffffffff,6.0,0.0,0.0,0.0
8448d89ffffffff,18.0,0.0,0.0,0.0
8448dc3ffffffff,4.0,0.0,0.0,0.0
8448dc5ffffffff,2.0,0.0,0.0,0.0
8448e85ffffffff,49.0,13.0,0.0,0.0
8448e8dffffffff,37.0,0.0,0.0,0.0
8448ea9ffffffff,1.0,1.0,0.0,0.0
8448eadffffffff,12.0,0.0,0.0,0.0
8448eb1ffffffff,1.0,0.0,0.0,0.0
8448eb3ffffffff,10.0,0.0,0.0,0.0
8448eb7ffffffff,2.0,0.0,0.0,0.0
8448ebbffffffff,2.0,0.0,0.0,0.0
8448ec7ffffffff,7.0,0.0,0.0,0.0
8448ee3ffffffff,2.0,0.0,0.0,0.0
8448ee9ffffffff,12.0,0.0,0.0,0.0
8448eebffffffff,40.0,0.0,0.0,0.0
8448f21ffffffff,136.0,7.0,0.0,0.0
8448f25ffffffff,2.0,0.0,0.0,0.0
8448f61ffffffff,2.0,0.0,0.0,0.0
8449829ffffffff,7.0,0.0,0.0,0.0
844983dffffffff,4.0,0.0,0.0,0.0
8449861ffffffff,1.0,0.0,0.0,0.0
8449865ffffffff,1.0,0.0,0.0,0.0
8449869ffffffff,3.0,0.0,0.0,0.0
844991dffffffff,3.0,3.0,0.0,0.0
8449957ffffffff,2.0,2.0,0.0,0.0
8449959ffffffff,28.0,2.0,0.0,0.0
844995bffffffff,3.0,0.0,0.0,0.0
8449963ffffffff,7.0,3.0,0.0,0.0
844996bffffffff,5.0,2.0,0.0,0.0
84499c9ffffffff,2.0,0.0,0.0,0.0
8449a85ffffffff,1.0,1.0,0.0,0.0
84660b9ffffffff,1.0,0.0,0.0,0.0
84660bbffffffff,2.0,0.0,0.0,0.0
84660ddffffffff,5.0,0.0,0.0,0.0
8466181ffffffff,3.0,0.0,0.0,3.0
8466187ffffffff,2.0,0.0,0.0,2.0
84661b1ffffffff,2.0,0.0,0.0,0.0
8466207ffffffff,2.0,0.0,0.0,0.0
846622bffffffff,1.0,0.0,0.0,0.0
8466a05ffffffff,2.0,0.0,0.0,0.0
8466a0bffffffff,2.0,0.0,0.0,0.0
8466a57ffffffff,3.0,0.0,0.0,0.0
8466b41ffffffff,23.0,0.0,0.0,23.0
8466b45ffffffff,94.0,0.0,0.0,94.0
8466b49ffffffff,10.0,0.0,0.0,5.0
8466b4dffffffff,44.0,0.0,0.0,39.0
8466b51ffffffff,8.0,0.0,0.0,6.0
8466b55ffffffff,1.0,0.0,0.0,1.0
8466c49ffffffff,5.0,0.0,0.0,0.0
8466d0bffffffff,2.0,0.0,0.0,0.0
8466d31ffffffff,14.0,0.0,0.0,11.0
8466d33ffffffff,2.0,0.0,0.0,2.0
8466de1ffffffff,2.0,0.0,0.0,0.0
8466de7ffffffff,3.0,0.0,0.0,0.0
8466e0dffffffff,2.0,0.0,0.0,0.0
8466e6dffffffff,1.0,0.0,0.0,0.0
8466f03ffffffff,2.0,0.0,0.0,0.0
8466f19ffffffff,2.0,0.0,0.0,0.0
8466f1dffffffff,4.0,0.0,0.0,0.0
8466f3bffffffff,3.0,0.0,0.0,3.0
8466f59ffffffff,2.0,0.0,0.0,2.0
8467413ffffffff,4.0,0.0,0.0,0.0
84674e9ffffffff,3.0,0.0,0.0,2.0
84675a5ffffffff,1.0,0.0,0.0,1.0
84675c9ffffffff,2.0,0.0,0.0,0.0
846d23bffffffff,7.0,1.0,0.0,0.0
846d283ffffffff,8.0,0.0,0.0,0.0
846d285ffffffff,2.0,0.0,0.0,0.0
846d287ffffffff,4.0,0.0,0.0,0.0
846d28bffffffff,2.0,0.0,0.0,0.0
846d291ffffffff,4.0,0.0,0.0,0.0
846d29bffffffff,2.0,0.0,0.0,0.0
846d2a9ffffffff,2.0,0.0,0.0,0.0
846d2b9ffffffff,2.0,0.0,0.0,0.0
846d2c7ffffffff,2.0,0.0,0.0,0.0
846d2d3ffffffff,2.0,0.0,0.0,0.0
846d305ffffffff,1.0,0.0,0.0,0.0
846d32bffffffff,6.0,0.0,0.0,0.0
846d337ffffffff,1.0,1.0,0.0,0.0
846d36dffffffff,4.0,0.0,0.0,0.0
846d65dffffffff,2.0,2.0,0.0,0.0
846d681ffffffff,5.0,0.0,0.0,4.0
846d691ffffffff,5.0,0.0,0.0,0.0
846d697ffffffff,9.0,0.0,0.0,4.0
846d69bffffffff,4.0,0.0,0.0,3.0
846d69dffffffff,24.0,0.0,0.0,14.0
846d741ffffffff,1.0,0.0,0.0,0.0
848b251ffffffff,2.0,0.0,0.0,2.0
848b2cdffffffff,2.0,0.0,0.0,0.0
848b617ffffffff,2.0,0.0,0.0,2.0
848e629ffffffff,33.0,0.0,0.0,0.0
848e651ffffffff,2.0,0.0,0.0,2.0
848e657ffffffff,4.0,0.0,0.0,4.0
848e663ffffffff,3.0,0.0,0.0,0.0
848f0d3ffffffff,6.0,0.0,0.0,1.0
848f295ffffffff,9.0,0.0,0.0,0.0
848f2bbffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,12.0,0.0,0.0,12.0
848f4b3ffffffff,9.0,0.0,0.0,0.0
848f559ffffffff,2.0,0.0,0.0,1.0
848f59bffffffff,2.0,0.0,0.0,2.0
848f5b9ffffffff,1.0,0.0,0.0,0.0
848f729ffffffff,1.0,0.0,0.0,0.0
848f733ffffffff,22.0,0.0,0.0,22.0
84b2749ffffffff,3.0,0.0,0.0,2.0
84b3201ffffffff,1.0,0.0,0.0,0.0
84b3423ffffffff,2.0,0.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0,0.0
84b35e9ffffffff,3.0,0.0,0.0,0.0
