cell_id,Coeligena torquata,Coeligena torquata [torquata Group],Coeligena torquata eisenmanni
82660ffffffffff,10.0,1.0,0.0
82661ffffffffff,13.0,5.0,0.0
8266d7fffffffff,2.0,0.0,0.0
8266dffffffffff,6.0,0.0,0.0
8266e7fffffffff,14.0,10.0,0.0
8266f7fffffffff,8.0,3.0,0.0
828f47fffffffff,4.0,0.0,0.0
828f5ffffffffff,17.0,13.0,0.0
828f77fffffffff,35.0,8.0,0.0
