cell_id,Emberiza capensis,Emberiza capensis [capensis Group],Emberiza capensis vincenti
84ad329ffffffff,1.0,0.0,0.0
84bc4d5ffffffff,2.0,0.0,0.0
84bcc3dffffffff,3.0,0.0,0.0
84bcdd1ffffffff,1.0,0.0,0.0
84bce29ffffffff,2.0,0.0,0.0
