cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
84464e1ffffffff,1745.0,0.0,0.0,0.0
84464e3ffffffff,243.0,0.0,0.0,0.0
84464e5ffffffff,403.0,0.0,0.0,0.0
84464e7ffffffff,415.0,0.0,0.0,0.0
84464ebffffffff,2.0,0.0,0.0,0.0
8446541ffffffff,9.0,0.0,0.0,0.0
8446543ffffffff,3.0,0.0,0.0,0.0
8446545ffffffff,6.0,0.0,0.0,0.0
844654dffffffff,4.0,0.0,0.0,0.0
8446551ffffffff,2.0,0.0,0.0,0.0
8446553ffffffff,8.0,0.0,0.0,0.0
8446555ffffffff,4.0,0.0,0.0,0.0
8446557ffffffff,8.0,0.0,0.0,0.0
844656dffffffff,2.0,0.0,0.0,0.0
84465d9ffffffff,24.0,0.0,0.0,0.0
84465dbffffffff,4.0,0.0,0.0,0.0
844785bffffffff,2.0,0.0,0.0,0.0
8447a27ffffffff,2.0,0.0,0.0,0.0
8447a35ffffffff,197.0,0.0,0.0,0.0
8447a37ffffffff,2.0,0.0,0.0,0.0
8447aa3ffffffff,4.0,0.0,0.0,0.0
8447ab1ffffffff,2.0,0.0,0.0,0.0
8448057ffffffff,2.0,0.0,0.0,0.0
8448059ffffffff,2.0,0.0,0.0,0.0
8448201ffffffff,1.0,0.0,0.0,0.0
8448211ffffffff,2.0,0.0,0.0,0.0
8448225ffffffff,1.0,0.0,0.0,0.0
8448237ffffffff,1.0,0.0,0.0,0.0
844823bffffffff,4.0,0.0,0.0,0.0
844823dffffffff,4.0,0.0,0.0,0.0
8448245ffffffff,1.0,0.0,0.0,0.0
8448255ffffffff,8.0,0.0,0.0,0.0
8448257ffffffff,4.0,0.0,0.0,0.0
844825dffffffff,4.0,0.0,0.0,0.0
8448281ffffffff,1.0,0.0,0.0,0.0
84482a9ffffffff,1.0,0.0,0.0,0.0
84482adffffffff,3.0,0.0,0.0,0.0
84482c1ffffffff,1.0,0.0,0.0,0.0
84482d7ffffffff,4.0,0.0,0.0,0.0
844830dffffffff,48.0,0.0,0.0,0.0
8448319ffffffff,1.0,0.0,0.0,0.0
844833bffffffff,4.0,0.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0
844834dffffffff,8.0,0.0,0.0,0.0
8448363ffffffff,6.0,0.0,0.0,0.0
8448369ffffffff,2.0,0.0,0.0,0.0
844836bffffffff,15.0,0.0,0.0,0.0
8449081ffffffff,5.0,0.0,0.0,2.0
8449083ffffffff,4.0,0.0,0.0,0.0
8449099ffffffff,6.0,0.0,0.0,0.0
84490a9ffffffff,1.0,0.0,0.0,0.0
84490b7ffffffff,3.0,0.0,0.0,0.0
84490b9ffffffff,11.0,0.0,0.0,0.0
84490d3ffffffff,3.0,0.0,0.0,0.0
84490d7ffffffff,2.0,0.0,0.0,0.0
8449137ffffffff,1.0,0.0,0.0,0.0
8449185ffffffff,2.0,0.0,0.0,0.0
8449189ffffffff,3.0,0.0,0.0,0.0
844918dffffffff,2.0,0.0,0.0,0.0
84491d5ffffffff,4.0,0.0,0.0,0.0
84491d7ffffffff,1.0,0.0,0.0,0.0
84491e3ffffffff,1.0,0.0,0.0,0.0
84491e7ffffffff,1.0,0.0,0.0,0.0
8449529ffffffff,4.0,0.0,0.0,0.0
844952dffffffff,5.0,0.0,0.0,0.0
8449547ffffffff,5.0,0.0,0.0,0.0
844956bffffffff,1.0,0.0,0.0,0.0
8449703ffffffff,8.0,0.0,0.0,0.0
844970bffffffff,2.0,0.0,0.0,0.0
844971dffffffff,36.0,0.0,0.0,11.0
844972dffffffff,1.0,0.0,0.0,0.0
8449a0bffffffff,1.0,0.0,0.0,0.0
8449a0dffffffff,5.0,0.0,0.0,0.0
8449a11ffffffff,3.0,0.0,0.0,0.0
8449a1dffffffff,2.0,0.0,0.0,0.0
8449a2bffffffff,3.0,0.0,0.0,0.0
8449a93ffffffff,6.0,0.0,0.0,0.0
8449ac5ffffffff,2.0,0.0,0.0,0.0
8449ad9ffffffff,2.0,0.0,0.0,0.0
844a48dffffffff,1.0,0.0,0.0,0.0
844a4a7ffffffff,1.0,0.0,0.0,0.0
844a4abffffffff,3.0,0.0,0.0,0.0
844a4c3ffffffff,1.0,0.0,0.0,0.0
844a4d9ffffffff,1.0,0.0,0.0,0.0
844a691ffffffff,1.0,0.0,1.0,0.0
844a697ffffffff,4.0,0.0,0.0,0.0
844a6d3ffffffff,2.0,0.0,0.0,0.0
844a6dbffffffff,2.0,0.0,0.0,0.0
844c883ffffffff,2.0,0.0,0.0,0.0
844cc61ffffffff,4.0,0.0,0.0,0.0
844cd43ffffffff,1.0,0.0,0.0,0.0
844ce81ffffffff,3.0,0.0,0.0,0.0
844ce8bffffffff,3.0,0.0,0.0,0.0
844cf35ffffffff,3.0,0.0,0.0,0.0
844d497ffffffff,5.0,0.0,0.0,0.0
844d4b3ffffffff,2.0,0.0,0.0,0.0
844d4bbffffffff,2.0,0.0,0.0,0.0
844e429ffffffff,1.0,0.0,0.0,0.0
844e42dffffffff,1.0,0.0,0.0,0.0
844e461ffffffff,1.0,0.0,0.0,0.0
844e467ffffffff,1.0,0.0,0.0,0.0
844e553ffffffff,1.0,0.0,0.0,0.0
844e581ffffffff,5.0,0.0,0.0,0.0
844e587ffffffff,3.0,0.0,2.0,0.0
844e5a5ffffffff,1.0,0.0,1.0,0.0
844e5adffffffff,1.0,0.0,0.0,0.0
844e5b1ffffffff,3.0,0.0,1.0,0.0
844e5bdffffffff,3.0,0.0,3.0,0.0
844e645ffffffff,1.0,0.0,0.0,0.0
844e649ffffffff,18.0,0.0,0.0,0.0
844e64dffffffff,1.0,0.0,0.0,0.0
844e717ffffffff,1.0,0.0,0.0,0.0
844ec93ffffffff,4.0,0.0,1.0,0.0
844ec97ffffffff,1.0,0.0,0.0,0.0
844ec9bffffffff,1.0,0.0,0.0,0.0
844ee93ffffffff,1.0,0.0,0.0,0.0
844ee99ffffffff,1.0,0.0,0.0,0.0
844ee9bffffffff,1.0,0.0,0.0,0.0
844f431ffffffff,1.0,0.0,0.0,0.0
844f491ffffffff,11.0,0.0,0.0,0.0
844f495ffffffff,101.0,0.0,0.0,0.0
844f4a5ffffffff,3.0,0.0,0.0,0.0
844f4a9ffffffff,1.0,0.0,0.0,0.0
844f4adffffffff,2.0,0.0,0.0,0.0
844f4b1ffffffff,1.0,0.0,0.0,0.0
844f4b5ffffffff,6.0,0.0,0.0,0.0
844f4e3ffffffff,1.0,0.0,0.0,0.0
844f4e7ffffffff,1.0,0.0,0.0,0.0
844f59bffffffff,1.0,0.0,0.0,0.0
844f613ffffffff,1.0,0.0,0.0,0.0
8454941ffffffff,3.0,0.0,0.0,0.0
8454943ffffffff,1.0,0.0,0.0,0.0
8456451ffffffff,1.0,0.0,0.0,0.0
8456453ffffffff,1.0,0.0,0.0,0.0
845649bffffffff,2.0,0.0,0.0,0.0
84564e5ffffffff,1.0,0.0,0.0,0.0
84565b9ffffffff,1.0,0.0,0.0,0.0
8456633ffffffff,1.0,0.0,0.0,0.0
84566edffffffff,2.0,0.0,0.0,0.0
84574d1ffffffff,4.0,0.0,0.0,0.0
845a0d7ffffffff,3.0,0.0,0.0,0.0
845ae85ffffffff,1.0,0.0,0.0,0.0
845b43bffffffff,1.0,0.0,0.0,0.0
845b5d9ffffffff,1.0,0.0,0.0,0.0
845c145ffffffff,2.0,0.0,0.0,0.0
845c14dffffffff,2.0,0.0,0.0,0.0
845c365ffffffff,2.0,0.0,0.0,0.0
845d101ffffffff,63.0,0.0,0.0,0.0
845d105ffffffff,119.0,0.0,0.0,0.0
845d107ffffffff,31.0,0.0,0.0,0.0
845d10dffffffff,5.0,0.0,0.0,0.0
845d115ffffffff,4.0,0.0,0.0,0.0
845d11dffffffff,2.0,0.0,0.0,0.0
845d129ffffffff,196.0,0.0,10.0,0.0
845d12bffffffff,346.0,0.0,0.0,0.0
845d131ffffffff,3.0,0.0,0.0,0.0
845d13bffffffff,1.0,0.0,0.0,0.0
845d13dffffffff,3.0,0.0,0.0,0.0
845d141ffffffff,1.0,0.0,0.0,0.0
845d145ffffffff,4.0,0.0,0.0,0.0
845d147ffffffff,70.0,0.0,0.0,0.0
845d169ffffffff,6.0,0.0,0.0,0.0
845d16bffffffff,15.0,0.0,0.0,0.0
845d315ffffffff,1.0,0.0,0.0,0.0
845e403ffffffff,3.0,0.0,0.0,0.0
845e429ffffffff,8.0,0.0,0.0,0.0
845e42bffffffff,5.0,0.0,0.0,0.0
845e431ffffffff,3.0,0.0,0.0,0.0
845e437ffffffff,1.0,0.0,0.0,0.0
845e43dffffffff,1.0,0.0,0.0,0.0
845e463ffffffff,1.0,0.0,0.0,0.0
845e465ffffffff,8.0,0.0,0.0,0.0
845e467ffffffff,8.0,0.0,0.0,0.0
845e469ffffffff,15.0,0.0,0.0,0.0
845e4a3ffffffff,3.0,0.0,0.0,0.0
845e4a9ffffffff,2.0,0.0,0.0,0.0
845e4abffffffff,1.0,0.0,0.0,0.0
845e4adffffffff,31.0,0.0,0.0,0.0
845e4b7ffffffff,3.0,0.0,0.0,0.0
845e5cbffffffff,2.0,0.0,0.0,0.0
845e5d9ffffffff,2.0,0.0,0.0,0.0
845e625ffffffff,23.0,0.0,0.0,0.0
845e62dffffffff,5.0,0.0,0.0,0.0
845e659ffffffff,1.0,0.0,0.0,0.0
845e711ffffffff,1.0,0.0,0.0,0.0
845e713ffffffff,1.0,0.0,0.0,0.0
845e717ffffffff,4.0,0.0,0.0,0.0
845e719ffffffff,71.0,0.0,0.0,0.0
845e71bffffffff,33.0,0.0,0.0,0.0
845e71dffffffff,26.0,0.0,0.0,0.0
845e753ffffffff,7.0,0.0,0.0,0.0
845f4b3ffffffff,5.0,0.0,0.0,0.0
845f5b5ffffffff,344.0,0.0,0.0,0.0
845f5bdffffffff,1.0,0.0,0.0,0.0
8461421ffffffff,1.0,0.0,0.0,0.0
846682dffffffff,1.0,0.0,0.0,0.0
8466847ffffffff,1.0,0.0,0.0,0.0
8466849ffffffff,6.0,0.0,0.0,0.0
8466859ffffffff,4.0,0.0,0.0,0.0
846685dffffffff,2.0,0.0,0.0,0.0
84668e1ffffffff,1.0,0.0,0.0,0.0
846691bffffffff,6.0,0.0,0.0,0.0
8466953ffffffff,1.0,0.0,0.0,0.0
8466965ffffffff,11.0,0.0,0.0,0.0
846696dffffffff,23.0,0.0,0.0,0.0
8466981ffffffff,6.0,0.0,0.0,0.0
846698dffffffff,1.0,0.0,0.0,0.0
8466999ffffffff,6.0,0.0,0.0,0.0
846699bffffffff,1.0,0.0,0.0,0.0
84669b3ffffffff,5.0,0.0,0.0,0.0
84669d5ffffffff,3.0,0.0,0.0,0.0
84669d7ffffffff,4.0,0.0,0.0,0.0
84669ebffffffff,1.0,0.0,0.0,0.0
8466a13ffffffff,2.0,0.0,0.0,0.0
8466a35ffffffff,2.0,0.0,0.0,0.0
8466ae5ffffffff,2.0,0.0,0.0,0.0
8466ae9ffffffff,1.0,0.0,0.0,0.0
8466aedffffffff,3.0,0.0,0.0,0.0
8466b01ffffffff,40.0,0.0,0.0,0.0
8466b05ffffffff,15.0,0.0,0.0,0.0
8466b07ffffffff,6.0,0.0,0.0,0.0
8466b09ffffffff,52.0,0.0,0.0,0.0
8466b0bffffffff,4.0,0.0,0.0,0.0
8466b0dffffffff,17.0,0.0,0.0,0.0
8466b33ffffffff,1.0,0.0,0.0,0.0
8466b3dffffffff,2.0,0.0,0.0,0.0
8466b45ffffffff,6.0,0.0,0.0,0.0
8466b47ffffffff,2.0,0.0,0.0,0.0
8466b57ffffffff,1.0,0.0,0.0,0.0
8466b63ffffffff,3.0,0.0,0.0,0.0
8466b65ffffffff,31.0,0.0,0.0,0.0
8466b6dffffffff,16.0,0.0,0.0,0.0
8466f25ffffffff,1.0,0.0,0.0,0.0
846705dffffffff,2.0,0.0,0.0,0.0
8467213ffffffff,1.0,0.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
8467447ffffffff,3.0,0.0,0.0,0.0
8467451ffffffff,3.0,0.0,0.0,0.0
8467455ffffffff,6.0,3.0,0.0,0.0
846745bffffffff,13.0,0.0,0.0,0.0
8467553ffffffff,2.0,0.0,0.0,0.0
8467693ffffffff,7.0,0.0,0.0,0.0
846769bffffffff,3.0,0.0,0.0,0.0
84676b5ffffffff,2.0,0.0,0.0,0.0
84676edffffffff,2.0,0.0,0.0,0.0
846783dffffffff,2.0,0.0,0.0,0.0
8467857ffffffff,2.0,0.0,0.0,0.0
84678b7ffffffff,1.0,0.0,0.0,0.0
84679b3ffffffff,32.0,0.0,0.0,0.0
84682b7ffffffff,2.0,0.0,0.0,0.0
8468c93ffffffff,1.0,0.0,0.0,0.0
8468f49ffffffff,2.0,0.0,2.0,0.0
846c44dffffffff,2.0,0.0,0.0,0.0
846c53bffffffff,1.0,0.0,0.0,0.0
846c547ffffffff,1.0,0.0,0.0,0.0
846c585ffffffff,2.0,0.0,0.0,0.0
846c58bffffffff,32.0,0.0,0.0,5.0
846c593ffffffff,39.0,0.0,0.0,3.0
846c595ffffffff,85.0,0.0,0.0,10.0
846c597ffffffff,25.0,0.0,0.0,2.0
846c59dffffffff,11.0,0.0,0.0,0.0
846c5a1ffffffff,7.0,0.0,0.0,0.0
846c5a3ffffffff,4.0,0.0,0.0,0.0
846c5a9ffffffff,1.0,0.0,0.0,0.0
846c5abffffffff,3.0,0.0,0.0,0.0
846c5b1ffffffff,6.0,0.0,0.0,0.0
846c5b3ffffffff,7.0,0.0,0.0,0.0
846c5b5ffffffff,7.0,0.0,0.0,0.0
846c5b9ffffffff,7.0,0.0,0.0,0.0
846c5bbffffffff,11.0,0.0,0.0,0.0
846c5d7ffffffff,696.0,0.0,0.0,144.0
846c5e3ffffffff,1.0,0.0,0.0,0.0
846c5edffffffff,4.0,0.0,0.0,0.0
846c619ffffffff,369.0,0.0,0.0,0.0
846c623ffffffff,2.0,0.0,0.0,0.0
846c651ffffffff,6.0,0.0,0.0,0.0
846c653ffffffff,12.0,0.0,0.0,0.0
846c657ffffffff,32.0,0.0,0.0,0.0
846c659ffffffff,7.0,0.0,0.0,0.0
846c65bffffffff,11.0,0.0,0.0,0.0
846cf27ffffffff,2.0,0.0,0.0,0.0
846d007ffffffff,8.0,0.0,0.0,0.0
846d029ffffffff,1.0,0.0,0.0,0.0
846d101ffffffff,1.0,0.0,0.0,0.0
846d103ffffffff,2.0,0.0,0.0,0.0
846d111ffffffff,1.0,0.0,0.0,0.0
846d137ffffffff,1.0,0.0,0.0,0.0
846d141ffffffff,2.0,0.0,0.0,0.0
846d151ffffffff,5.0,0.0,0.0,0.0
846d159ffffffff,68.0,0.0,0.0,0.0
846d15dffffffff,7.0,0.0,0.0,0.0
846d169ffffffff,4.0,0.0,0.0,0.0
846d1e3ffffffff,3.0,0.0,0.0,0.0
846d1e7ffffffff,5.0,0.0,0.0,0.0
846d429ffffffff,1.0,0.0,0.0,0.0
846d491ffffffff,36.0,0.0,0.0,0.0
846d495ffffffff,7.0,0.0,0.0,0.0
846d497ffffffff,31.0,0.0,0.0,0.0
846d499ffffffff,42.0,0.0,0.0,0.0
846d49dffffffff,15.0,0.0,0.0,0.0
846d4b3ffffffff,2.0,0.0,0.0,0.0
846d4bbffffffff,15.0,0.0,0.0,0.0
846d4d1ffffffff,1.0,0.0,0.0,0.0
846d4d3ffffffff,30.0,0.0,0.0,0.0
846d4d7ffffffff,6.0,0.0,0.0,0.0
846d4d9ffffffff,2.0,0.0,0.0,0.0
846d4dbffffffff,25.0,0.0,0.0,0.0
846d547ffffffff,2.0,0.0,0.0,0.0
846d549ffffffff,1.0,0.0,0.0,0.0
846d685ffffffff,7.0,0.0,0.0,0.0
846d695ffffffff,1.0,0.0,0.0,0.0
846d697ffffffff,2.0,0.0,0.0,0.0
846d6a1ffffffff,2.0,0.0,0.0,0.0
846d6a9ffffffff,1.0,0.0,0.0,0.0
846d6b3ffffffff,62.0,0.0,0.0,0.0
846d6bbffffffff,7.0,0.0,0.0,0.0
846d705ffffffff,5.0,0.0,0.0,0.0
846d707ffffffff,5.0,0.0,0.0,0.0
846da19ffffffff,1.0,0.0,0.0,0.0
846dad9ffffffff,2.0,0.0,0.0,0.0
8470657ffffffff,43.0,0.0,0.0,0.0
8472a31ffffffff,2.0,0.0,0.0,0.0
8472ae3ffffffff,2.0,0.0,0.0,0.0
8472ae7ffffffff,1.0,0.0,0.0,0.0
8472cbbffffffff,1.0,0.0,0.0,0.0
8472dcbffffffff,2.0,0.0,0.0,0.0
8472dd1ffffffff,2.0,0.0,0.0,0.0
84739a3ffffffff,15.0,0.0,0.0,0.0
84739a9ffffffff,2.0,0.0,0.0,0.0
84739abffffffff,2.0,0.0,0.0,0.0
84739bdffffffff,3.0,0.0,0.0,0.0
8473a83ffffffff,6.0,0.0,0.0,0.0
8473a93ffffffff,2.0,0.0,0.0,0.0
8473abbffffffff,1.0,0.0,0.0,0.0
8476861ffffffff,1.0,0.0,0.0,0.0
8476869ffffffff,2.0,0.0,0.0,0.0
8476935ffffffff,1.0,0.0,0.0,0.0
8476b13ffffffff,1.0,0.0,1.0,0.0
8476b45ffffffff,6.0,0.0,0.0,0.0
8476b59ffffffff,1.0,0.0,0.0,0.0
8476b61ffffffff,1.0,0.0,0.0,0.0
847709bffffffff,1.0,0.0,0.0,0.0
8477107ffffffff,1.0,0.0,0.0,0.0
8477157ffffffff,1.0,0.0,0.0,0.0
84779b3ffffffff,1.0,0.0,1.0,0.0
8477a81ffffffff,1.0,0.0,0.0,0.0
8478983ffffffff,4.0,0.0,0.0,0.0
847b265ffffffff,1.0,0.0,0.0,0.0
847b269ffffffff,1.0,0.0,0.0,0.0
847b2c1ffffffff,2.0,0.0,0.0,0.0
847b2c9ffffffff,1.0,0.0,0.0,0.0
847b2d3ffffffff,7.0,0.0,0.0,0.0
847b361ffffffff,2.0,0.0,0.0,0.0
847b367ffffffff,1.0,0.0,0.0,0.0
847c41bffffffff,1.0,0.0,0.0,0.0
847c457ffffffff,2.0,0.0,0.0,0.0
847c5ddffffffff,2.0,0.0,0.0,0.0
847c601ffffffff,3.0,0.0,0.0,0.0
847c63dffffffff,1.0,0.0,0.0,0.0
847c643ffffffff,3.0,0.0,0.0,0.0
847c6e1ffffffff,1.0,0.0,0.0,0.0
847c6e9ffffffff,1.0,0.0,0.0,0.0
847d4a3ffffffff,2.0,0.0,0.0,0.0
847d4a7ffffffff,2.0,0.0,0.0,0.0
847d4c9ffffffff,2.0,0.0,0.0,0.0
847d6a3ffffffff,2.0,0.0,0.0,0.0
847db5dffffffff,2.0,0.0,0.0,0.0
8480b45ffffffff,52.0,2.0,0.0,0.0
8480b57ffffffff,2.0,2.0,0.0,0.0
848183dffffffff,3.0,0.0,0.0,0.0
8484083ffffffff,1.0,0.0,0.0,0.0
8484093ffffffff,1.0,0.0,0.0,0.0
84845c1ffffffff,3.0,0.0,0.0,0.0
84845c3ffffffff,1.0,0.0,0.0,0.0
8485967ffffffff,1.0,0.0,0.0,0.0
8485a07ffffffff,4.0,0.0,0.0,0.0
8485a0dffffffff,2.0,0.0,0.0,0.0
8485a23ffffffff,1.0,0.0,0.0,0.0
8485b01ffffffff,4.0,0.0,0.0,0.0
8485b29ffffffff,1.0,0.0,0.0,0.0
8488369ffffffff,1.0,0.0,0.0,0.0
8489049ffffffff,11.0,0.0,0.0,0.0
8489065ffffffff,2.0,0.0,0.0,0.0
848912dffffffff,2.0,0.0,0.0,0.0
84891bbffffffff,2.0,0.0,0.0,0.0
8489225ffffffff,5.0,0.0,0.0,0.0
8489227ffffffff,4.0,0.0,0.0,0.0
8489309ffffffff,19.0,0.0,0.0,0.0
848930dffffffff,7.0,0.0,0.0,0.0
8489311ffffffff,1.0,0.0,0.0,0.0
8489321ffffffff,6.0,0.0,0.0,0.0
8489325ffffffff,15.0,0.0,0.0,0.0
8489341ffffffff,2.0,0.0,0.0,0.0
8489343ffffffff,38.0,0.0,1.0,0.0
848935dffffffff,2.0,0.0,1.0,0.0
8489b4dffffffff,2.0,0.0,0.0,0.0
848c231ffffffff,41.0,0.0,0.0,0.0
848c235ffffffff,207.0,0.0,0.0,0.0
848c237ffffffff,12.0,0.0,0.0,0.0
848c453ffffffff,41.0,0.0,0.0,0.0
848c45bffffffff,20.0,0.0,1.0,0.0
848c6adffffffff,52.0,0.0,6.0,0.0
848da2dffffffff,1.0,0.0,1.0,0.0
848db49ffffffff,1.0,0.0,0.0,0.0
848f05bffffffff,5.0,0.0,0.0,0.0
848f227ffffffff,1.0,0.0,0.0,0.0
848f2a5ffffffff,4.0,0.0,0.0,0.0
848f2a9ffffffff,2.0,0.0,0.0,0.0
848f2adffffffff,5.0,0.0,0.0,0.0
848f2e5ffffffff,3.0,0.0,0.0,0.0
848f2e7ffffffff,142.0,0.0,0.0,5.0
848f923ffffffff,1.0,0.0,0.0,0.0
848f959ffffffff,1.0,0.0,0.0,0.0
848fa45ffffffff,1.0,0.0,0.0,0.0
848fa4dffffffff,137.0,0.0,0.0,7.0
848fa61ffffffff,1.0,0.0,0.0,1.0
848fa65ffffffff,3.0,0.0,0.0,0.0
848fa69ffffffff,12.0,0.0,0.0,9.0
848fa6bffffffff,32.0,0.0,0.0,6.0
848fa6dffffffff,32.0,0.0,0.0,8.0
8494143ffffffff,4.0,0.0,0.0,0.0
849414bffffffff,12.0,0.0,0.0,0.0
8494151ffffffff,1.0,0.0,0.0,0.0
8494159ffffffff,250.0,0.0,0.0,0.0
849415dffffffff,8.0,0.0,0.0,0.0
8494243ffffffff,5.0,0.0,0.0,0.0
849424bffffffff,2.0,0.0,0.0,0.0
8494255ffffffff,5.0,0.0,0.0,0.0
8494257ffffffff,2.0,0.0,0.0,0.0
84942cdffffffff,2.0,0.0,2.0,0.0
8494337ffffffff,4.0,0.0,0.0,0.0
8494605ffffffff,6.0,0.0,4.0,0.0
8494661ffffffff,5.0,0.0,3.0,0.0
8494663ffffffff,8.0,0.0,1.0,0.0
84950a5ffffffff,6.0,0.0,2.0,0.0
84950a7ffffffff,5.0,0.0,1.0,0.0
849518dffffffff,2.0,0.0,0.0,0.0
84951d1ffffffff,3.0,0.0,0.0,0.0
84951d5ffffffff,1.0,0.0,1.0,0.0
84951ddffffffff,1.0,0.0,0.0,0.0
84951e3ffffffff,7.0,0.0,2.0,0.0
849545bffffffff,6.0,0.0,0.0,0.0
84954c7ffffffff,1.0,0.0,0.0,0.0
8495523ffffffff,3.0,0.0,3.0,0.0
8495527ffffffff,2.0,0.0,0.0,0.0
8495531ffffffff,4.0,0.0,0.0,0.0
8495535ffffffff,7.0,0.0,3.0,0.0
849554dffffffff,1.0,0.0,0.0,0.0
8495583ffffffff,8.0,0.0,3.0,0.0
8495587ffffffff,4.0,0.0,0.0,0.0
84955adffffffff,2.0,0.0,0.0,0.0
84955e1ffffffff,4.0,0.0,0.0,0.0
84955e3ffffffff,5.0,0.0,0.0,0.0
84955e5ffffffff,5.0,0.0,1.0,0.0
84955e7ffffffff,2.0,0.0,0.0,0.0
8495685ffffffff,10.0,0.0,0.0,0.0
8495687ffffffff,5.0,0.0,0.0,0.0
84956a9ffffffff,7.0,0.0,1.0,0.0
84956abffffffff,8.0,0.0,3.0,0.0
84956c7ffffffff,2.0,0.0,0.0,0.0
84956e7ffffffff,1.0,0.0,0.0,0.0
849a141ffffffff,19.0,0.0,0.0,0.0
849a151ffffffff,2.0,0.0,0.0,0.0
849a153ffffffff,1.0,0.0,0.0,0.0
849a15dffffffff,4.0,0.0,0.0,0.0
849a169ffffffff,2.0,0.0,0.0,0.0
849b0a7ffffffff,1.0,0.0,0.0,0.0
849b0e7ffffffff,2.0,0.0,0.0,0.0
849b19bffffffff,1.0,0.0,0.0,0.0
849b411ffffffff,1.0,0.0,0.0,0.0
849b415ffffffff,1.0,0.0,0.0,0.0
849b437ffffffff,14.0,0.0,0.0,0.0
849b4c5ffffffff,2.0,0.0,0.0,0.0
849b4e5ffffffff,1.0,0.0,0.0,0.0
849b51bffffffff,2.0,0.0,0.0,0.0
849b54bffffffff,1.0,0.0,0.0,0.0
849b5cbffffffff,2.0,0.0,0.0,0.0
849b5cdffffffff,1.0,0.0,0.0,0.0
849b6a7ffffffff,1.0,0.0,0.0,0.0
849b6adffffffff,3.0,0.0,0.0,0.0
849b6e5ffffffff,1.0,0.0,0.0,0.0
849b713ffffffff,1.0,0.0,0.0,0.0
849b897ffffffff,21.0,0.0,0.0,0.0
849c005ffffffff,2.0,0.0,0.0,0.0
849c197ffffffff,1.0,0.0,0.0,0.0
849c1bdffffffff,3.0,0.0,0.0,0.0
849c235ffffffff,85.0,0.0,0.0,0.0
849c33dffffffff,3.0,0.0,0.0,0.0
849c901ffffffff,2.0,0.0,0.0,0.0
849d1b5ffffffff,2.0,0.0,0.0,0.0
849d241ffffffff,5.0,0.0,0.0,0.0
