cell_id,Cardellina pusilla,Cardellina pusilla pileolata,Cardellina pusilla pusilla,Cardellina pusilla chryseola
840c141ffffffff,3.0,0.0,0.0,0.0
840c143ffffffff,2.0,0.0,0.0,0.0
840c147ffffffff,6.0,0.0,0.0,3.0
840c14bffffffff,1.0,0.0,0.0,0.0
840c1e1ffffffff,8.0,0.0,0.0,0.0
840c415ffffffff,21.0,0.0,0.0,0.0
840c42dffffffff,2.0,0.0,0.0,0.0
840c451ffffffff,2.0,0.0,0.0,0.0
840c455ffffffff,6.0,0.0,0.0,0.0
840c461ffffffff,2.0,2.0,0.0,0.0
840c465ffffffff,12.0,6.0,0.0,2.0
840c46dffffffff,11.0,11.0,0.0,0.0
840c527ffffffff,4.0,0.0,0.0,0.0
840c55bffffffff,1.0,0.0,0.0,0.0
840c5a5ffffffff,4.0,0.0,0.0,0.0
840c5adffffffff,6.0,0.0,0.0,0.0
840c69dffffffff,3.0,0.0,0.0,0.0
840c733ffffffff,23.0,0.0,0.0,0.0
840c735ffffffff,3.0,0.0,0.0,0.0
840c739ffffffff,2.0,0.0,0.0,0.0
840c741ffffffff,3.0,0.0,0.0,0.0
840ca43ffffffff,16.0,0.0,0.0,0.0
840cec9ffffffff,2.0,0.0,0.0,0.0
840d039ffffffff,3.0,0.0,0.0,0.0
840d483ffffffff,2.0,0.0,0.0,0.0
840d569ffffffff,2.0,0.0,0.0,0.0
840d5a9ffffffff,1.0,0.0,0.0,0.0
840d753ffffffff,3.0,0.0,0.0,0.0
840e367ffffffff,2.0,0.0,0.0,0.0
840e45bffffffff,1.0,0.0,0.0,0.0
840e485ffffffff,1.0,0.0,0.0,0.0
840e487ffffffff,4.0,0.0,0.0,0.0
840e4a9ffffffff,2.0,0.0,0.0,0.0
840e4abffffffff,2.0,0.0,0.0,0.0
840ec19ffffffff,5.0,0.0,0.0,0.0
840ec51ffffffff,4.0,0.0,0.0,0.0
840ec81ffffffff,2.0,0.0,0.0,0.0
840ec9dffffffff,2.0,0.0,2.0,0.0
840ecc1ffffffff,4.0,0.0,4.0,0.0
840ecd7ffffffff,6.0,0.0,6.0,0.0
840ed45ffffffff,1.0,0.0,0.0,0.0
840ed4dffffffff,3.0,0.0,0.0,0.0
840eea7ffffffff,51.0,0.0,0.0,0.0
840eee3ffffffff,2.0,0.0,0.0,0.0
840ef1dffffffff,2.0,0.0,2.0,0.0
8412307ffffffff,1.0,0.0,0.0,0.0
8412515ffffffff,8.0,0.0,0.0,0.0
84125d3ffffffff,2.0,0.0,0.0,0.0
84125dbffffffff,2.0,0.0,0.0,0.0
8412897ffffffff,2.0,0.0,0.0,0.0
8412ab5ffffffff,2.0,0.0,0.0,0.0
8412b01ffffffff,1.0,0.0,0.0,0.0
8412b03ffffffff,6.0,0.0,0.0,0.0
8412b49ffffffff,3.0,0.0,0.0,0.0
8412c11ffffffff,18.0,0.0,0.0,0.0
8412c19ffffffff,5.0,0.0,0.0,0.0
8412c1bffffffff,6.0,0.0,0.0,0.0
8412c1dffffffff,2.0,0.0,0.0,0.0
8412c33ffffffff,3.0,0.0,0.0,0.0
8412c3bffffffff,4.0,0.0,0.0,0.0
8412c8bffffffff,5.0,0.0,0.0,0.0
8412c9dffffffff,3.0,0.0,0.0,0.0
8412cabffffffff,4.0,0.0,0.0,0.0
8412cbdffffffff,5.0,0.0,0.0,0.0
8412ccdffffffff,46.0,0.0,0.0,0.0
8412ce5ffffffff,2.0,0.0,0.0,0.0
8412d03ffffffff,2.0,0.0,0.0,0.0
8412d11ffffffff,15.0,0.0,0.0,0.0
8412d17ffffffff,4.0,0.0,0.0,0.0
8412d19ffffffff,5.0,0.0,0.0,0.0
8412d89ffffffff,3.0,0.0,0.0,0.0
8412db1ffffffff,2.0,0.0,0.0,0.0
8412dd7ffffffff,2.0,0.0,0.0,0.0
8412ddbffffffff,10.0,0.0,0.0,0.0
8412e27ffffffff,1.0,0.0,0.0,0.0
8412e85ffffffff,2.0,0.0,0.0,0.0
8412e8dffffffff,1.0,0.0,0.0,0.0
8412ea5ffffffff,2.0,0.0,0.0,0.0
8412ea7ffffffff,2.0,0.0,0.0,0.0
8412ebdffffffff,1.0,0.0,0.0,0.0
8412ec5ffffffff,4.0,0.0,0.0,0.0
8412ec9ffffffff,3.0,0.0,0.0,0.0
8412ed9ffffffff,2.0,0.0,0.0,0.0
8412f11ffffffff,2.0,2.0,0.0,0.0
8412f13ffffffff,2.0,0.0,0.0,0.0
8412f25ffffffff,2.0,0.0,0.0,0.0
8412f6dffffffff,2.0,0.0,0.0,0.0
841383dffffffff,63.0,0.0,0.0,0.0
8413861ffffffff,9.0,0.0,0.0,0.0
8413867ffffffff,29.0,0.0,0.0,0.0
84138c7ffffffff,44.0,0.0,0.0,0.0
8413909ffffffff,2.0,0.0,0.0,0.0
8413955ffffffff,1.0,0.0,0.0,0.0
84139e1ffffffff,7.0,0.0,0.0,0.0
8413a35ffffffff,1.0,0.0,0.0,0.0
8413b1dffffffff,1.0,0.0,0.0,0.0
841aa07ffffffff,52.0,0.0,0.0,0.0
841aa23ffffffff,8.0,0.0,0.0,0.0
841aa35ffffffff,13.0,0.0,0.0,0.0
841aa3dffffffff,25.0,0.0,0.0,0.0
841aa63ffffffff,5.0,0.0,0.0,0.0
841aa67ffffffff,2.0,0.0,0.0,0.0
841aa69ffffffff,2.0,0.0,0.0,0.0
841aa6bffffffff,3.0,0.0,0.0,0.0
841ab0bffffffff,3.0,0.0,0.0,0.0
841ab51ffffffff,2.0,0.0,0.0,0.0
841ab5dffffffff,2.0,0.0,0.0,0.0
841b83dffffffff,2.0,0.0,0.0,0.0
841b98bffffffff,2.0,0.0,0.0,0.0
841b991ffffffff,2.0,0.0,0.0,0.0
841b9c9ffffffff,2.0,0.0,0.0,0.0
841b9d5ffffffff,5.0,0.0,0.0,0.0
841b9e1ffffffff,2.0,0.0,0.0,0.0
841b9e3ffffffff,2.0,0.0,0.0,0.0
841db61ffffffff,3.0,0.0,0.0,0.0
8422d0bffffffff,3.0,0.0,0.0,0.0
8422db7ffffffff,15.0,3.0,0.0,0.0
8426015ffffffff,2.0,0.0,0.0,0.0
8426039ffffffff,3.0,0.0,3.0,0.0
8426085ffffffff,3.0,0.0,0.0,0.0
84260a1ffffffff,1.0,0.0,1.0,0.0
84260a9ffffffff,2.0,0.0,0.0,0.0
84260adffffffff,2.0,0.0,0.0,0.0
8426127ffffffff,2.0,0.0,0.0,0.0
84261a7ffffffff,2.0,0.0,0.0,0.0
84261dbffffffff,2.0,0.0,0.0,0.0
8426205ffffffff,2.0,0.0,0.0,0.0
8426221ffffffff,2.0,0.0,0.0,0.0
84262cdffffffff,4.0,0.0,0.0,0.0
84262dbffffffff,2.0,0.0,0.0,0.0
842640dffffffff,3.0,0.0,0.0,0.0
8426413ffffffff,3.0,0.0,0.0,0.0
8426433ffffffff,3.0,0.0,0.0,0.0
8426463ffffffff,2.0,0.0,0.0,0.0
8426481ffffffff,2.0,0.0,0.0,0.0
842649bffffffff,2.0,2.0,0.0,0.0
84264adffffffff,5.0,0.0,0.0,0.0
84264bbffffffff,3.0,0.0,0.0,0.0
