cell_id,Falco tinnunculus,Falco tinnunculus [tinnunculus Group],Falco tinnunculus canariensis/dacotiae,Falco tinnunculus neglectus/alexandri,Falco tinnunculus rufescens
831e52fffffffff,7.0,7.0,0.0,0.0,0.0
831e53fffffffff,2.0,2.0,0.0,0.0,0.0
831e58fffffffff,1.0,0.0,0.0,0.0,0.0
831ea0fffffffff,7.0,4.0,0.0,0.0,0.0
831ea4fffffffff,6.0,6.0,0.0,0.0,0.0
831ea5fffffffff,1.0,0.0,0.0,0.0,0.0
831eb0fffffffff,3.0,0.0,0.0,0.0,0.0
831ec0fffffffff,1.0,0.0,0.0,0.0,0.0
831ec1fffffffff,7.0,0.0,0.0,0.0,0.0
831ec4fffffffff,4.0,0.0,0.0,0.0,0.0
831ecefffffffff,3.0,0.0,0.0,0.0,0.0
831edafffffffff,2.0,0.0,0.0,0.0,0.0
831ee1fffffffff,1.0,1.0,0.0,0.0,0.0
831ee9fffffffff,3.0,0.0,0.0,0.0,0.0
831eebfffffffff,6.0,0.0,0.0,0.0,0.0
831eedfffffffff,1.0,1.0,0.0,0.0,0.0
831ef0fffffffff,1.0,0.0,0.0,0.0,0.0
831f05fffffffff,9.0,9.0,0.0,0.0,0.0
831f1afffffffff,86.0,81.0,0.0,0.0,0.0
831f28fffffffff,6.0,6.0,0.0,0.0,0.0
831f2efffffffff,2.0,2.0,0.0,0.0,0.0
831f72fffffffff,3.0,0.0,0.0,0.0,0.0
831f82fffffffff,2.0,2.0,0.0,0.0,0.0
831f83fffffffff,14.0,0.0,0.0,0.0,0.0
831f89fffffffff,2.0,0.0,0.0,0.0,0.0
831f8efffffffff,4.0,0.0,0.0,0.0,0.0
831f91fffffffff,2.0,0.0,0.0,0.0,0.0
831f9cfffffffff,12.0,0.0,0.0,0.0,0.0
831f9dfffffffff,2.0,0.0,0.0,0.0,0.0
831fa9fffffffff,3.0,3.0,0.0,0.0,0.0
831facfffffffff,2.0,2.0,0.0,0.0,0.0
831fadfffffffff,21.0,21.0,0.0,0.0,0.0
831faefffffffff,2.0,2.0,0.0,0.0,0.0
832013fffffffff,1.0,1.0,0.0,0.0,0.0
832033fffffffff,2.0,0.0,0.0,0.0,0.0
83206afffffffff,1.0,1.0,0.0,0.0,0.0
83206bfffffffff,2.0,2.0,0.0,0.0,0.0
8320e3fffffffff,1.0,0.0,0.0,0.0,0.0
8320e6fffffffff,3.0,0.0,0.0,0.0,0.0
832156fffffffff,3.0,0.0,0.0,0.0,0.0
832451fffffffff,2.0,0.0,0.0,0.0,0.0
832453fffffffff,3.0,0.0,0.0,0.0,0.0
832513fffffffff,1.0,0.0,0.0,0.0,0.0
832802fffffffff,4.0,0.0,0.0,0.0,0.0
8328d1fffffffff,6.0,0.0,0.0,0.0,0.0
832a31fffffffff,4.0,0.0,0.0,0.0,0.0
832b0cfffffffff,61.0,3.0,0.0,0.0,0.0
832c04fffffffff,1.0,0.0,0.0,0.0,0.0
832c05fffffffff,3.0,3.0,0.0,0.0,0.0
832c0bfffffffff,5.0,0.0,0.0,0.0,0.0
832c0cfffffffff,6.0,2.0,0.0,0.0,0.0
832c20fffffffff,6.0,6.0,0.0,0.0,0.0
832c21fffffffff,12.0,12.0,0.0,0.0,0.0
832c28fffffffff,23.0,23.0,0.0,0.0,0.0
832c2afffffffff,8.0,8.0,0.0,0.0,0.0
832c2cfffffffff,15.0,15.0,0.0,0.0,0.0
832c2efffffffff,3.0,3.0,0.0,0.0,0.0
832c4cfffffffff,4.0,0.0,0.0,0.0,0.0
832c51fffffffff,32.0,0.0,0.0,0.0,0.0
832c5efffffffff,5.0,0.0,0.0,0.0,0.0
832c91fffffffff,4.0,0.0,0.0,0.0,0.0
832c93fffffffff,5.0,0.0,0.0,0.0,0.0
832ce4fffffffff,5.0,0.0,0.0,0.0,0.0
832d10fffffffff,1.0,1.0,0.0,0.0,0.0
832d12fffffffff,1.0,1.0,0.0,0.0,0.0
832d14fffffffff,1.0,0.0,0.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0,0.0,0.0
832d32fffffffff,2.0,2.0,0.0,0.0,0.0
832d33fffffffff,3.0,0.0,0.0,0.0,0.0
832d64fffffffff,7.0,0.0,0.0,0.0,0.0
832dabfffffffff,3.0,0.0,0.0,0.0,0.0
832db0fffffffff,1.0,0.0,0.0,0.0,0.0
832f5afffffffff,1.0,0.0,0.0,0.0,0.0
833030fffffffff,2.0,0.0,0.0,0.0,0.0
833032fffffffff,1.0,0.0,0.0,0.0,0.0
833083fffffffff,2.0,0.0,0.0,0.0,0.0
83308efffffffff,2.0,0.0,0.0,0.0,0.0
833099fffffffff,11.0,0.0,0.0,0.0,0.0
83309bfffffffff,44.0,0.0,0.0,0.0,0.0
83309dfffffffff,3.0,0.0,0.0,0.0,0.0
833422fffffffff,21.0,0.0,0.0,0.0,0.0
833426fffffffff,8.0,0.0,0.0,0.0,0.0
833434fffffffff,4.0,0.0,0.0,0.0,0.0
833441fffffffff,3.0,3.0,0.0,0.0,0.0
83344cfffffffff,3.0,3.0,0.0,0.0,0.0
833469fffffffff,5.0,2.0,3.0,0.0,0.0
83351bfffffffff,27.0,0.0,0.0,0.0,0.0
8335a8fffffffff,5.0,0.0,0.0,0.0,0.0
8335a9fffffffff,6.0,0.0,0.0,0.0,0.0
8335aefffffffff,2.0,0.0,0.0,0.0,0.0
833808fffffffff,2.0,0.0,0.0,0.0,0.0
83380dfffffffff,4.0,0.0,0.0,0.0,0.0
833829fffffffff,3.0,0.0,0.0,0.0,0.0
833840fffffffff,3.0,3.0,0.0,0.0,0.0
833842fffffffff,4.0,4.0,0.0,0.0,0.0
83384cfffffffff,2.0,2.0,0.0,0.0,0.0
833855fffffffff,1.0,0.0,0.0,0.0,0.0
833862fffffffff,164.0,9.0,0.0,0.0,0.0
833863fffffffff,1.0,0.0,0.0,0.0,0.0
833868fffffffff,2.0,2.0,0.0,0.0,0.0
83386afffffffff,14.0,14.0,0.0,0.0,0.0
833870fffffffff,1.0,0.0,0.0,0.0,0.0
833871fffffffff,11.0,0.0,0.0,0.0,0.0
833873fffffffff,5.0,0.0,0.0,0.0,0.0
833874fffffffff,6.0,0.0,0.0,0.0,0.0
833875fffffffff,11.0,0.0,0.0,0.0,0.0
8338dbfffffffff,1.0,0.0,0.0,0.0,0.0
833900fffffffff,81.0,45.0,0.0,0.0,0.0
833901fffffffff,90.0,69.0,0.0,0.0,0.0
833902fffffffff,3.0,2.0,0.0,0.0,0.0
833903fffffffff,27.0,14.0,0.0,0.0,0.0
833904fffffffff,15.0,0.0,0.0,0.0,0.0
833905fffffffff,3.0,3.0,0.0,0.0,0.0
833906fffffffff,18.0,14.0,0.0,0.0,0.0
833908fffffffff,8.0,6.0,0.0,0.0,0.0
83390cfffffffff,41.0,40.0,0.0,0.0,0.0
83390efffffffff,5.0,5.0,0.0,0.0,0.0
833910fffffffff,38.0,0.0,0.0,0.0,0.0
833911fffffffff,6.0,0.0,0.0,0.0,0.0
833915fffffffff,3.0,0.0,0.0,0.0,0.0
833918fffffffff,99.0,99.0,0.0,0.0,0.0
833919fffffffff,90.0,90.0,0.0,0.0,0.0
83391bfffffffff,1.0,1.0,0.0,0.0,0.0
83391cfffffffff,2.0,0.0,0.0,0.0,0.0
83391dfffffffff,3.0,0.0,0.0,0.0,0.0
833920fffffffff,2.0,0.0,0.0,0.0,0.0
833921fffffffff,1.0,0.0,0.0,0.0,0.0
833922fffffffff,7.0,0.0,0.0,0.0,0.0
833923fffffffff,15.0,0.0,0.0,0.0,0.0
833928fffffffff,41.0,0.0,0.0,0.0,0.0
833929fffffffff,4.0,4.0,0.0,0.0,0.0
83392afffffffff,16.0,8.0,0.0,0.0,0.0
83392bfffffffff,8.0,8.0,0.0,0.0,0.0
83392cfffffffff,10.0,10.0,0.0,0.0,0.0
83392efffffffff,2.0,0.0,0.0,0.0,0.0
833931fffffffff,4.0,0.0,0.0,0.0,0.0
833933fffffffff,13.0,4.0,0.0,0.0,0.0
833943fffffffff,12.0,4.0,0.0,0.0,0.0
833944fffffffff,39.0,39.0,0.0,0.0,0.0
833946fffffffff,39.0,39.0,0.0,0.0,0.0
833954fffffffff,2.0,2.0,0.0,0.0,0.0
833956fffffffff,2.0,2.0,0.0,0.0,0.0
83395afffffffff,4.0,0.0,0.0,0.0,0.0
83395cfffffffff,15.0,2.0,0.0,0.0,0.0
833962fffffffff,3.0,2.0,0.0,0.0,0.0
833963fffffffff,2.0,0.0,0.0,0.0,0.0
833970fffffffff,30.0,15.0,0.0,0.0,0.0
833971fffffffff,70.0,70.0,0.0,0.0,0.0
833972fffffffff,233.0,0.0,0.0,0.0,0.0
833973fffffffff,119.0,29.0,0.0,0.0,0.0
833974fffffffff,2.0,2.0,0.0,0.0,0.0
833976fffffffff,16.0,14.0,0.0,0.0,0.0
83399afffffffff,2.0,0.0,0.0,0.0,0.0
833c02fffffffff,2.0,0.0,0.0,0.0,0.0
833c0afffffffff,4.0,0.0,0.0,0.0,0.0
833c0bfffffffff,1.0,0.0,0.0,0.0,0.0
833c19fffffffff,5.0,4.0,0.0,0.0,0.0
833c1bfffffffff,4.0,0.0,0.0,0.0,0.0
833c1dfffffffff,2.0,0.0,0.0,0.0,0.0
833c30fffffffff,3.0,0.0,0.0,0.0,0.0
833c33fffffffff,6.0,6.0,0.0,0.0,0.0
833c36fffffffff,3.0,3.0,0.0,0.0,0.0
833c58fffffffff,2.0,0.0,0.0,0.0,0.0
833c5afffffffff,4.0,4.0,0.0,0.0,0.0
833c5cfffffffff,9.0,0.0,0.0,0.0,0.0
833c88fffffffff,3.0,3.0,0.0,0.0,0.0
833c89fffffffff,2.0,0.0,0.0,0.0,0.0
833c8cfffffffff,4.0,4.0,0.0,0.0,0.0
833c8dfffffffff,4.0,0.0,0.0,0.0,0.0
833c9dfffffffff,3.0,3.0,0.0,0.0,0.0
833ca8fffffffff,10.0,0.0,0.0,0.0,0.0
833ca9fffffffff,18.0,0.0,0.0,0.0,0.0
833cb1fffffffff,7.0,0.0,0.0,0.0,0.0
833ce1fffffffff,2.0,0.0,0.0,0.0,0.0
833cf2fffffffff,13.0,0.0,0.0,0.0,0.0
833cf4fffffffff,2.0,0.0,0.0,0.0,0.0
833cf6fffffffff,6.0,0.0,0.0,0.0,0.0
833d8bfffffffff,2.0,0.0,0.0,0.0,0.0
833d8cfffffffff,1.0,0.0,0.0,0.0,0.0
833da0fffffffff,2.0,0.0,0.0,0.0,0.0
833da1fffffffff,2.0,2.0,0.0,0.0,0.0
833da3fffffffff,4.0,2.0,0.0,0.0,0.0
833da6fffffffff,25.0,0.0,0.0,0.0,0.0
833da9fffffffff,1.0,0.0,0.0,0.0,0.0
833daefffffffff,1.0,0.0,0.0,0.0,0.0
833e45fffffffff,3.0,0.0,0.0,0.0,0.0
833e6cfffffffff,2.0,2.0,0.0,0.0,0.0
833f36fffffffff,2.0,0.0,0.0,0.0,0.0
833f4dfffffffff,1.0,1.0,0.0,0.0,0.0
833fb2fffffffff,1.0,0.0,0.0,0.0,0.0
834022fffffffff,1.0,0.0,0.0,0.0,0.0
8341b4fffffffff,4.0,4.0,0.0,0.0,0.0
834251fffffffff,2.0,0.0,0.0,0.0,0.0
834253fffffffff,8.0,0.0,0.0,0.0,0.0
834259fffffffff,5.0,0.0,0.0,0.0,0.0
83425efffffffff,2.0,0.0,0.0,0.0,0.0
8342c1fffffffff,6.0,5.0,0.0,0.0,0.0
8342c4fffffffff,1.0,1.0,0.0,0.0,0.0
8342cbfffffffff,2.0,0.0,0.0,0.0,0.0
8342ccfffffffff,1.0,1.0,0.0,0.0,0.0
8342cefffffffff,2.0,0.0,0.0,0.0,0.0
8342dcfffffffff,2.0,0.0,0.0,0.0,0.0
8342ddfffffffff,2.0,0.0,0.0,0.0,0.0
8342e0fffffffff,1.0,0.0,0.0,0.0,0.0
8342e3fffffffff,2.0,0.0,0.0,0.0,0.0
834360fffffffff,1.0,0.0,0.0,0.0,0.0
8343a0fffffffff,2.0,0.0,0.0,0.0,0.0
8343a1fffffffff,42.0,0.0,0.0,0.0,0.0
8343aafffffffff,3.0,3.0,0.0,0.0,0.0
8343acfffffffff,2.0,2.0,0.0,0.0,0.0
8343aefffffffff,1.0,0.0,0.0,0.0,0.0
8344a9fffffffff,4.0,0.0,0.0,0.0,0.0
834b86fffffffff,4.0,2.0,0.0,0.0,0.0
834b91fffffffff,5.0,0.0,0.0,0.0,0.0
834ba0fffffffff,4.0,0.0,0.0,0.0,0.0
834ba1fffffffff,2.0,0.0,0.0,0.0,0.0
834ba2fffffffff,8.0,0.0,0.0,0.0,0.0
834ba5fffffffff,1.0,0.0,0.0,0.0,0.0
834ba6fffffffff,2.0,0.0,0.0,0.0,0.0
834ba8fffffffff,6.0,0.0,0.0,0.0,0.0
834ba9fffffffff,1.0,0.0,0.0,0.0,0.0
834bb1fffffffff,7.0,3.0,0.0,0.0,0.0
834bb5fffffffff,43.0,0.0,0.0,0.0,0.0
834f4bfffffffff,2.0,0.0,0.0,0.0,0.0
83524cfffffffff,1.0,1.0,0.0,0.0,0.0
83524dfffffffff,20.0,20.0,0.0,0.0,0.0
835269fffffffff,1.0,1.0,0.0,0.0,0.0
83526bfffffffff,2.0,2.0,0.0,0.0,0.0
83529bfffffffff,2.0,0.0,0.0,0.0,2.0
83536afffffffff,4.0,0.0,0.0,0.0,0.0
835411fffffffff,2.0,2.0,0.0,0.0,0.0
8354c5fffffffff,2.0,0.0,0.0,0.0,0.0
835649fffffffff,2.0,0.0,0.0,0.0,0.0
835909fffffffff,1.0,0.0,0.0,0.0,0.0
835929fffffffff,1.0,0.0,0.0,0.0,0.0
835974fffffffff,4.0,0.0,0.0,0.0,0.0
836002fffffffff,4.0,0.0,0.0,0.0,0.0
836006fffffffff,3.0,0.0,0.0,0.0,0.0
836010fffffffff,2.0,0.0,0.0,0.0,0.0
836011fffffffff,17.0,0.0,0.0,0.0,0.0
836013fffffffff,3.0,0.0,0.0,0.0,0.0
836014fffffffff,25.0,3.0,0.0,0.0,0.0
836015fffffffff,14.0,0.0,0.0,0.0,0.0
836016fffffffff,24.0,0.0,0.0,0.0,0.0
836026fffffffff,7.0,0.0,0.0,0.0,0.0
836031fffffffff,33.0,0.0,0.0,0.0,0.0
836032fffffffff,1.0,0.0,0.0,0.0,0.0
836033fffffffff,20.0,2.0,0.0,0.0,0.0
836035fffffffff,5.0,0.0,0.0,0.0,0.0
836088fffffffff,7.0,0.0,0.0,0.0,0.0
83608afffffffff,2.0,0.0,0.0,0.0,0.0
83608bfffffffff,2.0,2.0,0.0,0.0,0.0
836096fffffffff,2.0,0.0,0.0,0.0,0.0
836099fffffffff,4.0,0.0,0.0,0.0,0.0
8360a0fffffffff,2.0,0.0,0.0,0.0,0.0
8360a2fffffffff,2.0,0.0,0.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0,0.0,0.0
8360a8fffffffff,2.0,0.0,0.0,0.0,0.0
8360a9fffffffff,5.0,0.0,0.0,0.0,0.0
83611bfffffffff,2.0,0.0,0.0,0.0,0.0
836188fffffffff,5.0,0.0,0.0,0.0,0.0
836189fffffffff,4.0,2.0,0.0,0.0,0.0
83618bfffffffff,16.0,0.0,0.0,0.0,0.0
836332fffffffff,37.0,37.0,0.0,0.0,0.0
836336fffffffff,3.0,3.0,0.0,0.0,0.0
83640bfffffffff,4.0,0.0,0.0,0.0,0.0
83642dfffffffff,2.0,2.0,0.0,0.0,0.0
8364b4fffffffff,2.0,2.0,0.0,0.0,0.0
8364e4fffffffff,12.0,0.0,0.0,0.0,0.0
836518fffffffff,32.0,0.0,0.0,0.0,0.0
836519fffffffff,2.0,0.0,0.0,0.0,0.0
836520fffffffff,12.0,0.0,0.0,0.0,0.0
836526fffffffff,17.0,0.0,0.0,0.0,0.0
83658afffffffff,2.0,2.0,0.0,0.0,0.0
836599fffffffff,1.0,1.0,0.0,0.0,0.0
83659cfffffffff,1.0,0.0,0.0,0.0,0.0
836802fffffffff,4.0,0.0,0.0,0.0,0.0
836811fffffffff,1.0,1.0,0.0,0.0,0.0
83694efffffffff,2.0,0.0,0.0,0.0,0.0
836a58fffffffff,4.0,0.0,0.0,0.0,4.0
837a41fffffffff,1.0,0.0,0.0,0.0,0.0
837a45fffffffff,1.0,0.0,0.0,0.0,0.0
837a4dfffffffff,2.0,0.0,0.0,0.0,0.0
837a5cfffffffff,2.0,2.0,0.0,0.0,0.0
837a64fffffffff,2.0,0.0,0.0,0.0,0.0
837a68fffffffff,5.0,5.0,0.0,0.0,0.0
837a6afffffffff,1.0,0.0,0.0,0.0,1.0
837a6efffffffff,1.0,0.0,0.0,0.0,1.0
837ce9fffffffff,2.0,0.0,0.0,0.0,0.0
8382d0fffffffff,3.0,0.0,0.0,0.0,0.0
