cell_id,Myiozetetes similis,Myiozetetes similis [texensis Group],Myiozetetes similis [similis Group],Myiozetetes similis grandis
828e6ffffffffff,12.0,0.0,0.0,0.0
828f0ffffffffff,528.0,0.0,0.0,98.0
828f27fffffffff,13.0,0.0,0.0,0.0
828f2ffffffffff,1982.0,0.0,0.0,138.0
828f47fffffffff,2393.0,0.0,216.0,0.0
828f4ffffffffff,399.0,0.0,0.0,0.0
828f57fffffffff,401.0,0.0,6.0,0.0
828f5ffffffffff,156.0,0.0,0.0,0.0
828f67fffffffff,398.0,0.0,0.0,0.0
828f6ffffffffff,205.0,0.0,2.0,0.0
828f77fffffffff,1629.0,0.0,126.0,5.0
82a597fffffffff,290.0,0.0,11.0,0.0
82a807fffffffff,649.0,0.0,67.0,0.0
82a80ffffffffff,67.0,0.0,0.0,0.0
82a817fffffffff,9859.0,0.0,384.0,0.0
82a81ffffffffff,3352.0,0.0,21.0,0.0
82a827fffffffff,60.0,0.0,0.0,0.0
82a82ffffffffff,137.0,0.0,0.0,0.0
82a837fffffffff,761.0,0.0,57.0,0.0
82a847fffffffff,66.0,0.0,0.0,0.0
82a857fffffffff,8.0,0.0,0.0,0.0
82a867fffffffff,25.0,0.0,0.0,0.0
82a877fffffffff,32.0,0.0,0.0,0.0
82a887fffffffff,1002.0,0.0,25.0,0.0
82a88ffffffffff,377.0,0.0,29.0,0.0
82a897fffffffff,372.0,0.0,30.0,0.0
82a89ffffffffff,17.0,0.0,0.0,0.0
82a8a7fffffffff,4456.0,0.0,184.0,0.0
82a8affffffffff,912.0,0.0,40.0,0.0
82a8b7fffffffff,23.0,0.0,0.0,0.0
82a8c7fffffffff,15.0,0.0,0.0,0.0
82a8cffffffffff,2.0,0.0,0.0,0.0
82a8d7fffffffff,109.0,0.0,31.0,0.0
82a8dffffffffff,21.0,0.0,0.0,0.0
82a8e7fffffffff,17.0,0.0,1.0,0.0
82a8effffffffff,2.0,0.0,0.0,0.0
82a8f7fffffffff,97.0,0.0,0.0,0.0
82a907fffffffff,2.0,0.0,0.0,0.0
82a90ffffffffff,1.0,0.0,0.0,0.0
82a91ffffffffff,248.0,0.0,63.0,0.0
82a947fffffffff,591.0,0.0,0.0,0.0
82a94ffffffffff,55.0,0.0,0.0,0.0
82a957fffffffff,2448.0,0.0,2.0,0.0
82a95ffffffffff,324.0,0.0,0.0,0.0
82a977fffffffff,18.0,0.0,0.0,0.0
82b327fffffffff,93.0,0.0,0.0,0.0
82b367fffffffff,1.0,0.0,0.0,0.0
