cell_id,Lanius isabellinus,Lanius isabellinus isabellinus,Lanius isabellinus arenarius/tsaidamensis
8442c33ffffffff,2.0,0.0,0.0
8442c3bffffffff,4.0,0.0,0.0
8442c3dffffffff,3.0,0.0,0.0
8442c41ffffffff,92.0,0.0,0.0
8442c43ffffffff,53.0,0.0,0.0
8442c45ffffffff,20.0,0.0,0.0
8442c47ffffffff,14.0,0.0,0.0
8442c49ffffffff,10.0,0.0,0.0
8442c4bffffffff,475.0,0.0,0.0
8442c4dffffffff,36.0,0.0,0.0
8442c51ffffffff,7.0,0.0,0.0
8442c53ffffffff,11.0,0.0,0.0
8442c55ffffffff,15.0,0.0,0.0
8442c59ffffffff,9.0,0.0,0.0
8442c5bffffffff,4.0,0.0,0.0
8442c5dffffffff,373.0,0.0,0.0
8442c61ffffffff,21.0,0.0,0.0
8442c67ffffffff,7.0,0.0,0.0
8442c69ffffffff,47.0,0.0,0.0
8442c6dffffffff,3.0,0.0,0.0
8442c93ffffffff,9.0,0.0,0.0
8442ca5ffffffff,4.0,0.0,0.0
8442ca9ffffffff,4.0,0.0,0.0
8442cabffffffff,31.0,0.0,0.0
8442cb9ffffffff,6.0,0.0,0.0
8442cc5ffffffff,40.0,0.0,0.0
8442cc7ffffffff,21.0,0.0,0.0
8442ccdffffffff,11.0,0.0,0.0
8442cd1ffffffff,5.0,0.0,0.0
8442cd5ffffffff,3.0,0.0,0.0
8442cd7ffffffff,1.0,0.0,0.0
8442cdbffffffff,1.0,0.0,0.0
8442cddffffffff,7.0,0.0,0.0
8442ce1ffffffff,6.0,0.0,0.0
8442ce3ffffffff,85.0,0.0,0.0
8442ce5ffffffff,20.0,0.0,0.0
8442ce7ffffffff,59.0,0.0,0.0
8442ce9ffffffff,600.0,0.0,0.0
8442cebffffffff,55.0,0.0,0.0
8442cedffffffff,3.0,0.0,0.0
8442d13ffffffff,15.0,0.0,0.0
8442d1bffffffff,5.0,0.0,0.0
8442d5bffffffff,7.0,0.0,0.0
8442d89ffffffff,6.0,0.0,0.0
8442d93ffffffff,4.0,0.0,0.0
8442d95ffffffff,9.0,0.0,0.0
8442d99ffffffff,2.0,0.0,0.0
8442d9dffffffff,13.0,0.0,0.0
8442db5ffffffff,96.0,0.0,0.0
8442db7ffffffff,2.0,0.0,0.0
8442dc3ffffffff,29.0,0.0,0.0
8442dc5ffffffff,1.0,0.0,0.0
8442dc7ffffffff,4.0,0.0,0.0
8442dc9ffffffff,6.0,0.0,0.0
8442dcdffffffff,17.0,0.0,0.0
8442dd1ffffffff,76.0,0.0,0.0
8442dd3ffffffff,11.0,0.0,0.0
8442dd5ffffffff,1.0,0.0,0.0
8442dd9ffffffff,283.0,0.0,0.0
8442ddbffffffff,8.0,0.0,0.0
8442e09ffffffff,13.0,0.0,0.0
8442e0dffffffff,3.0,0.0,0.0
8442e23ffffffff,15.0,0.0,0.0
8442e27ffffffff,32.0,0.0,0.0
8442e31ffffffff,5.0,0.0,0.0
8442e35ffffffff,17.0,0.0,0.0
8442e37ffffffff,47.0,0.0,0.0
8442e41ffffffff,10.0,0.0,0.0
8442e45ffffffff,10.0,0.0,0.0
8442e6bffffffff,5.0,0.0,0.0
8442e87ffffffff,2.0,0.0,0.0
8442e97ffffffff,8.0,0.0,0.0
8442e99ffffffff,2.0,0.0,0.0
8442ea1ffffffff,3.0,0.0,0.0
8442ea5ffffffff,10.0,0.0,0.0
8442ea7ffffffff,3.0,0.0,0.0
8442ea9ffffffff,24.0,0.0,0.0
8442eb1ffffffff,2.0,0.0,0.0
8442eb3ffffffff,3.0,0.0,0.0
8442eb7ffffffff,1.0,0.0,0.0
8442ebbffffffff,6.0,0.0,0.0
8442ee7ffffffff,1.0,0.0,0.0
8442eebffffffff,2.0,0.0,0.0
8443029ffffffff,2.0,0.0,0.0
84430adffffffff,3.0,0.0,0.0
8443107ffffffff,6.0,0.0,0.0
8443133ffffffff,5.0,0.0,0.0
8443139ffffffff,3.0,3.0,0.0
844313bffffffff,6.0,2.0,0.0
844315bffffffff,2.0,0.0,0.0
844315dffffffff,2.0,0.0,0.0
8443163ffffffff,12.0,0.0,0.0
84431a9ffffffff,4.0,4.0,0.0
84431e3ffffffff,36.0,0.0,0.0
84431e9ffffffff,29.0,6.0,0.0
84431ebffffffff,1.0,0.0,0.0
84431edffffffff,4.0,0.0,0.0
8443227ffffffff,2.0,0.0,0.0
8443241ffffffff,1.0,0.0,0.0
8443267ffffffff,5.0,0.0,0.0
8443311ffffffff,2.0,0.0,0.0
8443319ffffffff,8.0,3.0,0.0
844331bffffffff,3.0,0.0,0.0
844331dffffffff,1.0,0.0,0.0
8443327ffffffff,2.0,0.0,0.0
8443329ffffffff,2.0,0.0,0.0
8443341ffffffff,4.0,0.0,0.0
8443343ffffffff,4.0,0.0,0.0
8443347ffffffff,1.0,0.0,0.0
844335bffffffff,2.0,0.0,0.0
8443367ffffffff,1.0,0.0,0.0
8443501ffffffff,2.0,0.0,0.0
8443601ffffffff,7.0,0.0,0.0
8443603ffffffff,26.0,0.0,0.0
8443609ffffffff,10.0,0.0,0.0
844360bffffffff,89.0,2.0,0.0
8443611ffffffff,7.0,0.0,0.0
844361dffffffff,6.0,0.0,0.0
844363dffffffff,4.0,0.0,0.0
8443641ffffffff,2.0,0.0,0.0
8443643ffffffff,2.0,0.0,0.0
8443647ffffffff,3.0,0.0,0.0
844365dffffffff,8.0,0.0,0.0
844366bffffffff,2.0,0.0,0.0
8443707ffffffff,1.0,0.0,0.0
8443735ffffffff,3.0,0.0,0.0
844376dffffffff,2.0,0.0,0.0
8443811ffffffff,5.0,0.0,0.0
8443813ffffffff,7.0,0.0,0.0
8443881ffffffff,6.0,0.0,0.0
8443889ffffffff,9.0,1.0,0.0
84438c1ffffffff,14.0,12.0,0.0
84438c3ffffffff,62.0,31.0,0.0
84438c5ffffffff,1.0,1.0,0.0
84438c9ffffffff,1.0,0.0,0.0
84438cdffffffff,5.0,2.0,0.0
8443929ffffffff,4.0,0.0,0.0
844396dffffffff,31.0,20.0,0.0
8443981ffffffff,5.0,0.0,0.0
8443983ffffffff,26.0,19.0,0.0
844398dffffffff,4.0,2.0,0.0
84439e3ffffffff,5.0,0.0,0.0
8443a03ffffffff,211.0,145.0,0.0
8443a07ffffffff,3.0,3.0,0.0
8443a0dffffffff,8.0,7.0,0.0
8443a11ffffffff,6.0,4.0,0.0
8443a13ffffffff,251.0,138.0,0.0
8443a15ffffffff,16.0,8.0,0.0
8443a17ffffffff,96.0,56.0,0.0
8443a21ffffffff,1.0,0.0,0.0
8443a29ffffffff,2.0,2.0,0.0
8443a2dffffffff,1.0,1.0,0.0
8443a33ffffffff,18.0,13.0,0.0
8443a37ffffffff,4.0,4.0,0.0
8443a39ffffffff,62.0,40.0,0.0
8443a3bffffffff,1.0,0.0,0.0
8443a63ffffffff,17.0,17.0,0.0
8443a69ffffffff,39.0,25.0,0.0
8443a6bffffffff,2.0,2.0,0.0
8443a89ffffffff,25.0,4.0,0.0
8443a8dffffffff,72.0,29.0,0.0
8443a93ffffffff,2.0,0.0,0.0
8443aa9ffffffff,12.0,6.0,0.0
8443ac1ffffffff,77.0,43.0,0.0
8443ac3ffffffff,288.0,179.0,0.0
8443ac5ffffffff,2.0,2.0,0.0
8443ac7ffffffff,29.0,16.0,0.0
8443ac9ffffffff,4.0,0.0,0.0
8443acbffffffff,39.0,26.0,0.0
8443acdffffffff,201.0,117.0,0.0
8443ad3ffffffff,5.0,0.0,0.0
8443addffffffff,3.0,3.0,0.0
8443ae1ffffffff,3.0,3.0,0.0
8443ae3ffffffff,54.0,30.0,0.0
8443ae5ffffffff,434.0,101.0,0.0
8443aebffffffff,3.0,3.0,0.0
8443aedffffffff,13.0,3.0,0.0
8443b1bffffffff,1.0,1.0,0.0
8452025ffffffff,3.0,3.0,0.0
845202dffffffff,1.0,1.0,0.0
8452065ffffffff,3.0,0.0,0.0
8452113ffffffff,13.0,0.0,0.0
8452119ffffffff,3.0,0.0,0.0
8452155ffffffff,3.0,1.0,0.0
8452157ffffffff,4.0,0.0,0.0
845215bffffffff,2.0,0.0,0.0
84521c5ffffffff,13.0,5.0,0.0
84521cdffffffff,3.0,0.0,0.0
84521e9ffffffff,3.0,2.0,0.0
84521edffffffff,1.0,0.0,0.0
84522b3ffffffff,1.0,0.0,0.0
8452323ffffffff,2.0,0.0,0.0
8452345ffffffff,2.0,0.0,0.0
845248bffffffff,1.0,1.0,0.0
84524c9ffffffff,1.0,0.0,0.0
84524d3ffffffff,29.0,16.0,0.0
84524d7ffffffff,40.0,26.0,0.0
84524ddffffffff,7.0,0.0,0.0
8452697ffffffff,3.0,3.0,0.0
845269bffffffff,24.0,14.0,0.0
84526bbffffffff,14.0,7.0,0.0
8452803ffffffff,2.0,0.0,0.0
845281dffffffff,2.0,0.0,0.0
845284dffffffff,2.0,0.0,0.0
8452893ffffffff,2.0,0.0,0.0
84528abffffffff,1.0,0.0,0.0
845291bffffffff,2.0,0.0,0.0
84529b9ffffffff,10.0,0.0,0.0
84529bbffffffff,4.0,0.0,0.0
8452aa3ffffffff,1.0,0.0,0.0
8452d41ffffffff,4.0,0.0,0.0
8452d45ffffffff,6.0,0.0,0.0
8452dc5ffffffff,2.0,0.0,0.0
845312bffffffff,1.0,1.0,0.0
845343dffffffff,2.0,0.0,0.0
8453451ffffffff,45.0,45.0,0.0
845345bffffffff,6.0,3.0,0.0
84534c3ffffffff,4.0,4.0,0.0
84534c9ffffffff,2.0,2.0,0.0
84534cdffffffff,2.0,2.0,0.0
84534d5ffffffff,73.0,53.0,0.0
84534d9ffffffff,7.0,6.0,0.0
84534dbffffffff,32.0,27.0,0.0
8453551ffffffff,9.0,5.0,0.0
8453623ffffffff,2.0,0.0,0.0
8453631ffffffff,35.0,15.0,0.0
845363bffffffff,11.0,6.0,0.0
845363dffffffff,9.0,0.0,0.0
8453645ffffffff,135.0,47.0,0.0
845364dffffffff,5.0,3.0,0.0
8453669ffffffff,2.0,2.0,0.0
8453685ffffffff,25.0,9.0,0.0
8453687ffffffff,1.0,0.0,0.0
84536a3ffffffff,155.0,57.0,0.0
84536a9ffffffff,8.0,4.0,0.0
84536b5ffffffff,2.0,0.0,0.0
84536bdffffffff,18.0,0.0,0.0
84536e5ffffffff,51.0,3.0,0.0
84536e7ffffffff,6.0,5.0,0.0
84536edffffffff,2.0,2.0,0.0
845372bffffffff,3.0,3.0,0.0
8453731ffffffff,1.0,0.0,0.0
845373dffffffff,3.0,0.0,0.0
8453765ffffffff,4.0,0.0,0.0
8453a4bffffffff,3.0,0.0,0.0
8453a95ffffffff,2.0,2.0,0.0
8453ad7ffffffff,5.0,1.0,0.0
8460805ffffffff,4.0,0.0,0.0
8460845ffffffff,8.0,0.0,0.0
8460857ffffffff,3.0,0.0,0.0
8460887ffffffff,3.0,0.0,0.0
84608a7ffffffff,1.0,0.0,0.0
84608b5ffffffff,198.0,0.0,0.0
84608b7ffffffff,2.0,0.0,0.0
84608bdffffffff,13.0,0.0,0.0
84608d5ffffffff,1.0,0.0,0.0
84608e5ffffffff,9.0,0.0,0.0
84608e9ffffffff,3.0,0.0,0.0
8460901ffffffff,35.0,0.0,0.0
8460903ffffffff,2.0,0.0,0.0
8460905ffffffff,3.0,0.0,0.0
8460911ffffffff,4.0,0.0,0.0
8460925ffffffff,4.0,0.0,0.0
8460927ffffffff,6.0,0.0,0.0
846093bffffffff,2.0,0.0,0.0
8460965ffffffff,3.0,0.0,0.0
8460969ffffffff,4.0,0.0,0.0
8460981ffffffff,2.0,0.0,0.0
8460985ffffffff,4.0,0.0,0.0
8460987ffffffff,2.0,0.0,0.0
8460997ffffffff,1.0,0.0,0.0
8460999ffffffff,9.0,0.0,0.0
846099bffffffff,1.0,0.0,0.0
84609e1ffffffff,26.0,0.0,0.0
84609e3ffffffff,2.0,0.0,0.0
84609ebffffffff,1.0,0.0,0.0
8463249ffffffff,2.0,0.0,0.0
8463265ffffffff,4.0,0.0,0.0
846326bffffffff,5.0,2.0,0.0
846330bffffffff,19.0,9.0,0.0
8463321ffffffff,76.0,32.0,0.0
8463323ffffffff,2.0,0.0,0.0
