cell_id,Thraupis episcopus,Thraupis episcopus [cana Group],Thraupis episcopus [episcopus Group]
8466a25ffffffff,79.0,0.0,0.0
8466a27ffffffff,138.0,0.0,0.0
8466a29ffffffff,5.0,0.0,0.0
8466a2bffffffff,4.0,0.0,0.0
8466a2dffffffff,175.0,0.0,0.0
8466a31ffffffff,87.0,0.0,0.0
8466a33ffffffff,155.0,0.0,0.0
8466a35ffffffff,10.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0
8466a39ffffffff,184.0,0.0,0.0
8466a3bffffffff,58.0,0.0,0.0
8466a3dffffffff,103.0,0.0,0.0
8466a51ffffffff,10738.0,0.0,0.0
8466a53ffffffff,93.0,0.0,0.0
8466a55ffffffff,209.0,0.0,0.0
8466a57ffffffff,1251.0,0.0,0.0
8466a59ffffffff,186.0,0.0,0.0
8466a5bffffffff,2984.0,0.0,0.0
8466a5dffffffff,352.0,0.0,0.0
8466a63ffffffff,33.0,0.0,0.0
8466a65ffffffff,976.0,0.0,0.0
8466a67ffffffff,14.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0
8466aedffffffff,38.0,0.0,0.0
8466b01ffffffff,191.0,0.0,0.0
8466b09ffffffff,1431.0,0.0,0.0
8466b0bffffffff,1934.0,0.0,0.0
8466b0dffffffff,11.0,0.0,0.0
8466b19ffffffff,245.0,0.0,0.0
8466b1dffffffff,51.0,0.0,0.0
8466b41ffffffff,4187.0,0.0,0.0
8466b43ffffffff,848.0,0.0,0.0
8466b45ffffffff,4278.0,0.0,0.0
8466b47ffffffff,1590.0,0.0,0.0
8466b49ffffffff,3670.0,0.0,0.0
8466b4bffffffff,27.0,0.0,0.0
8466b4dffffffff,6715.0,0.0,0.0
8466b51ffffffff,2375.0,0.0,0.0
8466b53ffffffff,1964.0,0.0,0.0
8466b55ffffffff,4424.0,0.0,0.0
8466b57ffffffff,1130.0,0.0,0.0
8466b59ffffffff,585.0,0.0,0.0
8466b5bffffffff,1573.0,0.0,0.0
8466b5dffffffff,386.0,0.0,0.0
8466b69ffffffff,445.0,0.0,0.0
8466c01ffffffff,375.0,0.0,7.0
8466c03ffffffff,12.0,0.0,0.0
8466c05ffffffff,110.0,0.0,2.0
8466c07ffffffff,10.0,0.0,0.0
8466c09ffffffff,16.0,0.0,0.0
8466c0dffffffff,655.0,1.0,0.0
8466c15ffffffff,31.0,0.0,0.0
8466c17ffffffff,4.0,0.0,0.0
8466c19ffffffff,10.0,0.0,0.0
8466c1dffffffff,17.0,0.0,0.0
8466c21ffffffff,1575.0,0.0,91.0
8466c23ffffffff,522.0,0.0,17.0
8466c25ffffffff,14.0,0.0,0.0
8466c27ffffffff,221.0,0.0,29.0
8466c29ffffffff,642.0,2.0,19.0
8466c2bffffffff,63.0,0.0,1.0
8466c2dffffffff,367.0,0.0,16.0
8466c35ffffffff,19.0,0.0,0.0
8466c37ffffffff,23.0,0.0,0.0
8466c39ffffffff,4.0,0.0,0.0
8466c41ffffffff,325.0,0.0,0.0
8466c45ffffffff,179.0,0.0,0.0
8466c47ffffffff,567.0,11.0,0.0
8466c49ffffffff,478.0,0.0,0.0
8466c4bffffffff,29.0,0.0,0.0
8466c4dffffffff,161.0,0.0,0.0
8466c53ffffffff,14.0,0.0,0.0
8466c55ffffffff,5.0,0.0,0.0
8466c57ffffffff,47.0,0.0,0.0
8466c5bffffffff,16.0,0.0,0.0
8466c5dffffffff,128.0,0.0,0.0
8466c61ffffffff,46.0,0.0,0.0
8466c63ffffffff,1078.0,35.0,0.0
8466c65ffffffff,162.0,0.0,0.0
8466c67ffffffff,248.0,0.0,0.0
8466c69ffffffff,76.0,0.0,0.0
8466c6bffffffff,156.0,0.0,0.0
8466c6dffffffff,1342.0,7.0,0.0
8466c95ffffffff,15.0,0.0,0.0
8466c99ffffffff,1.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cc5ffffffff,7.0,0.0,7.0
8466cdbffffffff,14.0,0.0,0.0
8466ce1ffffffff,92.0,0.0,3.0
8466ce9ffffffff,88.0,0.0,2.0
8466cedffffffff,28.0,0.0,0.0
8466d01ffffffff,81.0,8.0,0.0
8466d03ffffffff,199.0,0.0,0.0
8466d05ffffffff,138.0,6.0,0.0
8466d07ffffffff,155.0,14.0,0.0
8466d0bffffffff,544.0,73.0,0.0
8466d0dffffffff,490.0,66.0,0.0
8466d11ffffffff,4.0,0.0,2.0
8466d13ffffffff,34.0,0.0,9.0
8466d15ffffffff,57.0,0.0,0.0
8466d19ffffffff,33.0,2.0,2.0
8466d1bffffffff,194.0,0.0,3.0
8466d1dffffffff,1.0,0.0,0.0
8466d21ffffffff,18.0,0.0,0.0
8466d23ffffffff,180.0,12.0,0.0
8466d25ffffffff,81.0,0.0,0.0
8466d27ffffffff,72.0,14.0,0.0
8466d29ffffffff,6.0,0.0,0.0
8466d2dffffffff,8.0,0.0,0.0
8466d31ffffffff,9240.0,1093.0,0.0
8466d33ffffffff,1713.0,158.0,0.0
8466d35ffffffff,4012.0,392.0,0.0
8466d37ffffffff,296.0,25.0,0.0
8466d39ffffffff,53.0,0.0,0.0
8466d3bffffffff,127.0,11.0,0.0
8466d3dffffffff,108.0,2.0,0.0
8466d47ffffffff,182.0,21.0,0.0
8466d49ffffffff,15.0,0.0,0.0
8466d4bffffffff,3.0,0.0,0.0
8466d51ffffffff,56.0,0.0,0.0
8466d53ffffffff,90.0,5.0,0.0
8466d55ffffffff,52.0,0.0,0.0
8466d57ffffffff,9.0,0.0,0.0
8466d59ffffffff,12.0,0.0,0.0
8466d5bffffffff,26.0,0.0,0.0
8466d6bffffffff,23.0,2.0,0.0
8466d81ffffffff,29.0,0.0,4.0
8466d89ffffffff,23.0,0.0,1.0
8466d8bffffffff,4.0,0.0,2.0
8466d8dffffffff,42.0,0.0,4.0
8466da1ffffffff,37.0,0.0,3.0
8466da3ffffffff,4.0,0.0,0.0
8466da7ffffffff,109.0,0.0,18.0
8466da9ffffffff,40.0,0.0,3.0
8466dadffffffff,618.0,0.0,110.0
8466db1ffffffff,49.0,0.0,10.0
8466db5ffffffff,38.0,0.0,0.0
8466dc1ffffffff,31.0,0.0,3.0
8466dc3ffffffff,1932.0,0.0,444.0
8466dc7ffffffff,370.0,0.0,59.0
8466dc9ffffffff,246.0,0.0,37.0
8466dcbffffffff,128.0,0.0,15.0
8466dcdffffffff,37.0,0.0,4.0
8466dd1ffffffff,10.0,0.0,0.0
8466dd3ffffffff,6.0,0.0,0.0
8466dd5ffffffff,49.0,0.0,5.0
8466dd7ffffffff,2.0,0.0,0.0
8466dd9ffffffff,4.0,0.0,0.0
8466ddbffffffff,17.0,0.0,2.0
8466dddffffffff,86.0,0.0,18.0
8466de1ffffffff,4449.0,0.0,1145.0
8466de3ffffffff,584.0,0.0,148.0
8466de5ffffffff,6.0,0.0,0.0
8466de7ffffffff,379.0,0.0,59.0
8466de9ffffffff,57.0,0.0,10.0
8466debffffffff,219.0,0.0,109.0
8466dedffffffff,157.0,0.0,8.0
8466e01ffffffff,52.0,0.0,0.0
8466e03ffffffff,312.0,0.0,1.0
8466e05ffffffff,123.0,0.0,0.0
8466e07ffffffff,15.0,0.0,0.0
8466e09ffffffff,736.0,8.0,0.0
8466e0bffffffff,1409.0,22.0,0.0
8466e0dffffffff,1181.0,18.0,0.0
8466e11ffffffff,190.0,0.0,0.0
8466e13ffffffff,13.0,0.0,0.0
8466e15ffffffff,769.0,0.0,0.0
8466e17ffffffff,90.0,0.0,5.0
8466e19ffffffff,48.0,0.0,0.0
8466e1bffffffff,3.0,0.0,0.0
8466e1dffffffff,690.0,2.0,0.0
8466e21ffffffff,23.0,0.0,0.0
8466e23ffffffff,151.0,2.0,0.0
8466e25ffffffff,8.0,0.0,0.0
8466e27ffffffff,111.0,0.0,0.0
8466e29ffffffff,71.0,0.0,0.0
8466e2bffffffff,157.0,0.0,0.0
8466e2dffffffff,188.0,0.0,0.0
8466e31ffffffff,8.0,0.0,0.0
8466e35ffffffff,4.0,0.0,0.0
8466e37ffffffff,16.0,0.0,0.0
8466e39ffffffff,170.0,2.0,0.0
8466e3bffffffff,135.0,0.0,0.0
8466e3dffffffff,23.0,0.0,0.0
8466e41ffffffff,1414.0,48.0,0.0
8466e43ffffffff,1314.0,7.0,0.0
8466e45ffffffff,686.0,7.0,0.0
8466e47ffffffff,1586.0,28.0,0.0
8466e49ffffffff,385.0,22.0,0.0
8466e4bffffffff,40.0,2.0,0.0
8466e4dffffffff,87.0,0.0,0.0
8466e51ffffffff,216.0,0.0,0.0
8466e53ffffffff,513.0,3.0,0.0
8466e55ffffffff,361.0,0.0,0.0
8466e57ffffffff,5026.0,7.0,74.0
8466e59ffffffff,759.0,6.0,0.0
8466e5bffffffff,111.0,0.0,0.0
8466e5dffffffff,151.0,4.0,0.0
8466e61ffffffff,130.0,3.0,0.0
8466e63ffffffff,1561.0,17.0,0.0
8466e65ffffffff,5366.0,142.0,0.0
8466e67ffffffff,1863.0,15.0,0.0
8466e69ffffffff,1996.0,20.0,0.0
8466e6bffffffff,285.0,0.0,0.0
8466e6dffffffff,7116.0,90.0,0.0
8466e81ffffffff,4.0,0.0,0.0
8466e8dffffffff,20.0,0.0,0.0
8466e9bffffffff,1.0,0.0,0.0
8466e9dffffffff,31.0,0.0,2.0
8466eadffffffff,9.0,0.0,2.0
8466ec1ffffffff,21.0,0.0,0.0
8466ec3ffffffff,6.0,0.0,0.0
8466ec5ffffffff,74.0,0.0,0.0
8466ec7ffffffff,379.0,0.0,2.0
8466ec9ffffffff,19.0,0.0,0.0
8466ecbffffffff,601.0,0.0,13.0
8466ecdffffffff,2.0,0.0,0.0
8466ee1ffffffff,3.0,0.0,0.0
8466ee5ffffffff,655.0,0.0,15.0
8466ee7ffffffff,9.0,0.0,0.0
8466eebffffffff,10.0,0.0,0.0
8466eedffffffff,23.0,0.0,0.0
8466f01ffffffff,182.0,4.0,0.0
8466f03ffffffff,1054.0,8.0,0.0
8466f0bffffffff,1060.0,29.0,0.0
8466f11ffffffff,747.0,0.0,0.0
8466f13ffffffff,4.0,0.0,0.0
8466f15ffffffff,720.0,5.0,0.0
8466f17ffffffff,320.0,0.0,0.0
8466f19ffffffff,1036.0,4.0,0.0
8466f1bffffffff,21.0,0.0,0.0
8466f1dffffffff,7741.0,125.0,0.0
8466f23ffffffff,1.0,0.0,0.0
8466f33ffffffff,21.0,0.0,0.0
8466f35ffffffff,159.0,2.0,0.0
8466f37ffffffff,4.0,0.0,0.0
8466f3bffffffff,7.0,0.0,0.0
8466f51ffffffff,175.0,0.0,0.0
8466f53ffffffff,409.0,5.0,0.0
8466f57ffffffff,2879.0,63.0,0.0
8466f59ffffffff,1603.0,3.0,0.0
8466f5bffffffff,1200.0,11.0,0.0
8466f5dffffffff,6.0,0.0,0.0
8467413ffffffff,7672.0,72.0,0.0
8467417ffffffff,168.0,6.0,0.0
8467421ffffffff,4.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0
8467425ffffffff,585.0,4.0,0.0
8467427ffffffff,25.0,0.0,0.0
846742bffffffff,6.0,0.0,0.0
846742dffffffff,50.0,0.0,0.0
8467431ffffffff,21.0,0.0,0.0
8467433ffffffff,503.0,0.0,0.0
8467435ffffffff,9.0,0.0,0.0
8467437ffffffff,482.0,8.0,0.0
846743bffffffff,244.0,0.0,0.0
846743dffffffff,233.0,12.0,0.0
8467481ffffffff,1.0,0.0,0.0
846748dffffffff,2.0,0.0,0.0
84674a1ffffffff,53.0,0.0,0.0
84674a5ffffffff,18.0,0.0,0.0
84674a7ffffffff,173.0,12.0,0.0
84674a9ffffffff,3.0,0.0,0.0
84674c1ffffffff,49.0,0.0,0.0
84674c5ffffffff,1488.0,48.0,0.0
84674c7ffffffff,19.0,0.0,0.0
84674c9ffffffff,48.0,0.0,0.0
84674cbffffffff,39.0,0.0,0.0
84674cdffffffff,454.0,2.0,0.0
84674d9ffffffff,57.0,0.0,0.0
84674ddffffffff,3.0,0.0,0.0
84674e1ffffffff,136.0,0.0,0.0
84674e5ffffffff,18.0,0.0,0.0
84674e7ffffffff,8.0,0.0,0.0
84674e9ffffffff,781.0,10.0,0.0
84674ebffffffff,46.0,0.0,0.0
84674edffffffff,728.0,27.0,0.0
8467503ffffffff,2.0,0.0,0.0
8467513ffffffff,4.0,0.0,0.0
8467519ffffffff,339.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0
8467521ffffffff,16.0,0.0,0.0
8467523ffffffff,797.0,1.0,0.0
8467525ffffffff,11.0,0.0,0.0
8467527ffffffff,13.0,0.0,0.0
846752dffffffff,5.0,0.0,0.0
8467531ffffffff,43.0,0.0,0.0
8467535ffffffff,215.0,0.0,0.0
8467537ffffffff,138.0,0.0,0.0
8467539ffffffff,81.0,0.0,0.0
846753dffffffff,17.0,0.0,0.0
8467551ffffffff,3.0,0.0,0.0
8467553ffffffff,2818.0,1.0,0.0
846756bffffffff,11.0,0.0,0.0
8467581ffffffff,9.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467585ffffffff,10.0,0.0,0.0
8467587ffffffff,1.0,0.0,0.0
8467589ffffffff,2.0,0.0,0.0
846758dffffffff,18.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,85.0,3.0,0.0
846759bffffffff,6.0,0.0,0.0
84675a1ffffffff,7.0,0.0,0.0
84675a3ffffffff,4.0,0.0,0.0
84675a5ffffffff,120.0,4.0,0.0
84675a7ffffffff,14.0,0.0,0.0
84675a9ffffffff,92.0,0.0,0.0
84675abffffffff,240.0,0.0,0.0
84675adffffffff,56.0,0.0,0.0
84675b1ffffffff,3.0,0.0,0.0
84675b3ffffffff,17.0,0.0,0.0
84675b5ffffffff,2.0,0.0,0.0
84675b7ffffffff,2.0,0.0,0.0
84675c1ffffffff,101.0,0.0,0.0
84675c5ffffffff,1017.0,0.0,0.0
84675c7ffffffff,377.0,2.0,0.0
84675c9ffffffff,17.0,0.0,0.0
84675cbffffffff,491.0,0.0,0.0
84675cdffffffff,6.0,0.0,0.0
84675d3ffffffff,15.0,0.0,0.0
84675d5ffffffff,23.0,0.0,0.0
84675d9ffffffff,18.0,2.0,0.0
84675ddffffffff,50.0,0.0,0.0
84675e1ffffffff,22.0,0.0,0.0
84675e3ffffffff,73.0,0.0,0.0
84675e5ffffffff,2.0,0.0,0.0
84675e7ffffffff,33.0,0.0,0.0
84675e9ffffffff,5.0,0.0,0.0
84675ebffffffff,99.0,2.0,0.0
84676b3ffffffff,3.0,0.0,0.0
84678b7ffffffff,4.0,0.0,0.0
8467903ffffffff,2.0,0.0,0.0
8467909ffffffff,8.0,0.0,0.0
846790bffffffff,4.0,0.0,0.0
846790dffffffff,30.0,0.0,0.0
8467915ffffffff,6.0,0.0,0.0
846791dffffffff,2.0,0.0,0.0
8467921ffffffff,20.0,0.0,0.0
8467923ffffffff,8.0,0.0,0.0
8467925ffffffff,15.0,0.0,0.0
8467927ffffffff,4.0,0.0,0.0
8467929ffffffff,8.0,0.0,0.0
846792dffffffff,30.0,0.0,0.0
8467931ffffffff,10.0,0.0,0.0
8467933ffffffff,14.0,0.0,0.0
8467935ffffffff,5.0,0.0,0.0
8467937ffffffff,40.0,0.0,0.0
846793bffffffff,29.0,0.0,0.0
8467941ffffffff,2.0,0.0,0.0
8467945ffffffff,29.0,0.0,0.0
8467947ffffffff,6.0,0.0,0.0
8467949ffffffff,2.0,0.0,0.0
846794bffffffff,7.0,0.0,0.0
846795dffffffff,17.0,0.0,0.0
8467961ffffffff,105.0,0.0,0.0
8467963ffffffff,65.0,0.0,0.0
8467965ffffffff,7.0,0.0,0.0
8467967ffffffff,4.0,0.0,0.0
8467969ffffffff,36.0,0.0,0.0
846796bffffffff,55.0,0.0,0.0
84679a1ffffffff,800.0,0.0,0.0
84679a3ffffffff,163.0,0.0,0.0
84679a5ffffffff,7060.0,0.0,0.0
84679a7ffffffff,1043.0,0.0,0.0
84679adffffffff,131.0,0.0,0.0
84679b3ffffffff,305.0,0.0,0.0
84679b5ffffffff,525.0,0.0,0.0
84679b7ffffffff,1313.0,0.0,0.0
84679edffffffff,2.0,0.0,0.0
8467b21ffffffff,16.0,0.0,0.0
8467b27ffffffff,12.0,0.0,0.0
8467b2bffffffff,3.0,0.0,0.0
846d041ffffffff,4.0,0.0,0.0
846d043ffffffff,33.0,0.0,0.0
846d045ffffffff,2.0,0.0,0.0
846d049ffffffff,2.0,0.0,0.0
846d04bffffffff,42.0,4.0,0.0
846d04dffffffff,8.0,0.0,0.0
846d053ffffffff,88.0,33.0,0.0
846d059ffffffff,8.0,0.0,0.0
846d05bffffffff,98.0,20.0,0.0
846d05dffffffff,10.0,0.0,0.0
846d141ffffffff,4.0,0.0,0.0
846d159ffffffff,62.0,1.0,0.0
846d15dffffffff,3.0,0.0,0.0
846d201ffffffff,6.0,0.0,0.0
846d203ffffffff,12.0,0.0,0.0
846d207ffffffff,12.0,0.0,0.0
846d209ffffffff,3.0,0.0,0.0
846d20dffffffff,12.0,0.0,0.0
846d211ffffffff,7.0,0.0,0.0
846d219ffffffff,22.0,3.0,0.0
846d21bffffffff,89.0,33.0,0.0
846d21dffffffff,115.0,1.0,0.0
846d223ffffffff,8.0,0.0,0.0
846d229ffffffff,1.0,0.0,0.0
846d22bffffffff,22.0,3.0,0.0
846d22dffffffff,2.0,2.0,0.0
846d231ffffffff,61.0,2.0,0.0
846d233ffffffff,39.0,10.0,0.0
846d237ffffffff,4.0,2.0,0.0
846d239ffffffff,1.0,0.0,0.0
846d23bffffffff,21.0,0.0,0.0
846d23dffffffff,76.0,2.0,0.0
846d243ffffffff,11.0,0.0,0.0
846d247ffffffff,6.0,0.0,0.0
846d24bffffffff,9.0,0.0,0.0
846d251ffffffff,34.0,7.0,0.0
846d253ffffffff,96.0,4.0,0.0
846d255ffffffff,16.0,0.0,0.0
846d257ffffffff,82.0,8.0,0.0
846d25bffffffff,8.0,1.0,0.0
846d25dffffffff,39.0,0.0,0.0
846d261ffffffff,1.0,0.0,0.0
846d263ffffffff,2.0,0.0,0.0
846d267ffffffff,1.0,0.0,0.0
846d26bffffffff,2.0,0.0,0.0
846d281ffffffff,18.0,0.0,0.0
846d283ffffffff,746.0,0.0,0.0
846d285ffffffff,6.0,0.0,0.0
846d287ffffffff,80.0,0.0,0.0
846d289ffffffff,12.0,0.0,0.0
846d28bffffffff,4.0,0.0,0.0
846d291ffffffff,322.0,0.0,0.0
846d293ffffffff,20.0,0.0,0.0
846d295ffffffff,890.0,0.0,0.0
846d297ffffffff,22.0,0.0,0.0
846d299ffffffff,21.0,0.0,0.0
846d29bffffffff,2.0,0.0,0.0
846d29dffffffff,2.0,0.0,0.0
846d2a1ffffffff,79.0,16.0,0.0
846d2a3ffffffff,42.0,0.0,0.0
846d2a9ffffffff,80.0,8.0,0.0
846d2abffffffff,14.0,0.0,0.0
846d2adffffffff,2.0,0.0,0.0
846d2b3ffffffff,19.0,0.0,0.0
846d2b9ffffffff,1697.0,0.0,0.0
846d2bbffffffff,37.0,0.0,0.0
846d2bdffffffff,53.0,0.0,0.0
846d2c1ffffffff,49.0,25.0,0.0
846d2c3ffffffff,101.0,0.0,0.0
846d2c5ffffffff,12.0,4.0,0.0
846d2c7ffffffff,20.0,0.0,0.0
846d2c9ffffffff,610.0,106.0,0.0
846d2cbffffffff,119.0,26.0,0.0
846d2cdffffffff,5.0,1.0,0.0
846d2d1ffffffff,212.0,7.0,0.0
846d2d3ffffffff,178.0,25.0,0.0
846d2d5ffffffff,14.0,0.0,0.0
846d2d7ffffffff,431.0,52.0,0.0
846d2d9ffffffff,26.0,5.0,0.0
846d2dbffffffff,46.0,0.0,0.0
846d2ddffffffff,34.0,8.0,0.0
846d2e3ffffffff,5.0,0.0,0.0
846d2e5ffffffff,112.0,47.0,0.0
846d2e9ffffffff,3.0,0.0,0.0
846d2ebffffffff,24.0,2.0,0.0
846d2edffffffff,4.0,4.0,0.0
846d303ffffffff,15.0,0.0,0.0
846d305ffffffff,13.0,7.0,0.0
846d307ffffffff,33.0,0.0,0.0
846d30bffffffff,2.0,0.0,0.0
846d30dffffffff,350.0,23.0,0.0
846d311ffffffff,33.0,0.0,0.0
846d313ffffffff,39.0,3.0,0.0
846d315ffffffff,4.0,0.0,0.0
846d317ffffffff,2.0,0.0,0.0
846d319ffffffff,105.0,20.0,0.0
846d31bffffffff,56.0,0.0,0.0
846d31dffffffff,3.0,0.0,0.0
846d337ffffffff,12.0,2.0,0.0
846d341ffffffff,106.0,21.0,0.0
846d343ffffffff,4.0,0.0,0.0
846d345ffffffff,7.0,0.0,0.0
846d347ffffffff,32.0,2.0,0.0
846d34bffffffff,96.0,8.0,0.0
846d34dffffffff,1167.0,59.0,0.0
846d351ffffffff,2.0,0.0,0.0
846d355ffffffff,2.0,0.0,0.0
846d357ffffffff,7.0,0.0,0.0
846d359ffffffff,2.0,0.0,0.0
846d35bffffffff,1702.0,2.0,0.0
846d35dffffffff,219.0,9.0,0.0
846d361ffffffff,4.0,0.0,0.0
846d363ffffffff,20.0,2.0,0.0
846d365ffffffff,6.0,0.0,0.0
846d367ffffffff,20.0,0.0,0.0
846d369ffffffff,11.0,0.0,0.0
846d36bffffffff,13.0,0.0,0.0
846d36dffffffff,16.0,3.0,0.0
846d601ffffffff,21.0,0.0,0.0
846d605ffffffff,44.0,0.0,0.0
846d607ffffffff,98.0,0.0,0.0
846d609ffffffff,66.0,0.0,0.0
846d60bffffffff,2.0,0.0,0.0
846d60dffffffff,184.0,0.0,0.0
846d611ffffffff,11.0,0.0,0.0
846d613ffffffff,818.0,0.0,0.0
846d615ffffffff,25.0,0.0,0.0
846d617ffffffff,1141.0,0.0,0.0
846d619ffffffff,40.0,0.0,0.0
846d61bffffffff,37.0,0.0,0.0
846d639ffffffff,289.0,0.0,0.0
846d63bffffffff,7.0,0.0,0.0
846d641ffffffff,1084.0,0.0,0.0
846d643ffffffff,57.0,0.0,0.0
846d645ffffffff,184.0,0.0,0.0
846d647ffffffff,2.0,0.0,0.0
846d649ffffffff,11.0,0.0,0.0
846d64bffffffff,32.0,0.0,0.0
846d64dffffffff,20.0,0.0,0.0
846d651ffffffff,762.0,0.0,0.0
846d653ffffffff,931.0,0.0,0.0
846d655ffffffff,196.0,0.0,0.0
846d657ffffffff,188.0,0.0,0.0
846d659ffffffff,6.0,0.0,0.0
846d65bffffffff,56.0,0.0,0.0
846d65dffffffff,25.0,0.0,0.0
846d661ffffffff,12.0,0.0,0.0
846d663ffffffff,39.0,0.0,0.0
846d665ffffffff,92.0,0.0,0.0
846d667ffffffff,14.0,0.0,0.0
846d66bffffffff,57.0,0.0,0.0
846d66dffffffff,55.0,0.0,0.0
846d681ffffffff,527.0,0.0,0.0
846d683ffffffff,347.0,0.0,0.0
846d685ffffffff,40.0,0.0,0.0
846d687ffffffff,97.0,0.0,0.0
846d689ffffffff,303.0,0.0,0.0
846d68bffffffff,4374.0,0.0,0.0
846d68dffffffff,54.0,0.0,0.0
846d691ffffffff,6026.0,0.0,0.0
846d693ffffffff,6081.0,0.0,0.0
846d695ffffffff,507.0,0.0,0.0
846d697ffffffff,7048.0,0.0,0.0
846d699ffffffff,2052.0,0.0,0.0
846d69bffffffff,10833.0,0.0,0.0
846d69dffffffff,13469.0,0.0,0.0
846d6abffffffff,26.0,0.0,0.0
846d6b1ffffffff,15.0,0.0,0.0
846d6b9ffffffff,67.0,0.0,0.0
846d6bbffffffff,735.0,0.0,0.0
846d6bdffffffff,27.0,0.0,0.0
846d6c3ffffffff,84.0,0.0,0.0
846d6c5ffffffff,4.0,0.0,0.0
846d6c7ffffffff,15.0,0.0,0.0
846d6c9ffffffff,61.0,0.0,0.0
846d6cdffffffff,29.0,0.0,0.0
846d6d1ffffffff,172.0,0.0,0.0
846d6d3ffffffff,955.0,0.0,0.0
846d6d5ffffffff,767.0,0.0,0.0
846d6d7ffffffff,42.0,0.0,0.0
846d6dbffffffff,3.0,0.0,0.0
846d6ddffffffff,25.0,0.0,0.0
846d6e1ffffffff,4.0,0.0,0.0
846d6e9ffffffff,1110.0,0.0,0.0
846d6ebffffffff,31.0,0.0,0.0
846d6edffffffff,27.0,0.0,0.0
846d741ffffffff,227.0,0.0,0.0
846d743ffffffff,56.0,0.0,0.0
846d745ffffffff,38.0,0.0,0.0
846d747ffffffff,63.0,0.0,0.0
846d749ffffffff,17.0,0.0,0.0
846d74bffffffff,640.0,0.0,0.0
846d751ffffffff,43.0,0.0,0.0
846d759ffffffff,23.0,0.0,0.0
846d75bffffffff,84.0,0.0,0.0
846d75dffffffff,201.0,0.0,0.0
846d769ffffffff,21.0,0.0,0.0
846d76dffffffff,40.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0
8480089ffffffff,4.0,0.0,2.0
84800c3ffffffff,2.0,0.0,0.0
84800c5ffffffff,1.0,0.0,0.0
84800c7ffffffff,2.0,0.0,0.0
84800cbffffffff,5.0,0.0,0.0
84802b7ffffffff,3.0,0.0,0.0
848041dffffffff,6.0,0.0,0.0
8480445ffffffff,182.0,0.0,0.0
8480449ffffffff,4.0,0.0,0.0
848044dffffffff,16.0,0.0,0.0
8480461ffffffff,1.0,0.0,0.0
8480465ffffffff,5.0,0.0,0.0
8480469ffffffff,235.0,0.0,1.0
848046bffffffff,6.0,0.0,0.0
848046dffffffff,15.0,0.0,0.0
8480481ffffffff,6.0,0.0,0.0
8480487ffffffff,2.0,0.0,0.0
84804c1ffffffff,9.0,0.0,0.0
84804c7ffffffff,1.0,0.0,0.0
84804c9ffffffff,2.0,0.0,0.0
84804cbffffffff,13.0,0.0,0.0
84804cdffffffff,2.0,0.0,0.0
8480541ffffffff,12.0,0.0,0.0
8480549ffffffff,4.0,0.0,0.0
848054bffffffff,5.0,0.0,0.0
8480559ffffffff,12.0,0.0,0.0
8480619ffffffff,2.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480627ffffffff,1.0,0.0,0.0
848062dffffffff,2.0,0.0,0.0
8480643ffffffff,3.0,0.0,0.0
8480655ffffffff,36.0,0.0,0.0
8480657ffffffff,2.0,0.0,0.0
8480665ffffffff,4.0,0.0,0.0
848066bffffffff,13.0,0.0,0.0
848068bffffffff,5.0,0.0,0.0
848068dffffffff,2.0,0.0,0.0
84806a3ffffffff,11.0,0.0,0.0
84806a7ffffffff,17.0,0.0,1.0
84806abffffffff,27.0,0.0,0.0
84806b7ffffffff,48.0,0.0,0.0
84806c3ffffffff,2.0,0.0,0.0
84806e7ffffffff,2.0,0.0,0.0
8480713ffffffff,49.0,0.0,0.0
8480717ffffffff,4.0,0.0,0.0
8480723ffffffff,2.0,0.0,0.0
8480733ffffffff,4.0,0.0,0.0
8480737ffffffff,36.0,0.0,0.0
848073bffffffff,2.0,0.0,0.0
8480745ffffffff,10.0,0.0,0.0
8480747ffffffff,8.0,0.0,0.0
8480759ffffffff,3.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0
848075dffffffff,1.0,0.0,0.0
8481403ffffffff,1.0,0.0,0.0
8481415ffffffff,2.0,0.0,0.0
8481417ffffffff,2.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
8481433ffffffff,4.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0
84814a1ffffffff,4.0,0.0,0.0
84814a9ffffffff,38.0,0.0,0.0
84814adffffffff,102.0,0.0,0.0
84814c7ffffffff,5.0,0.0,0.0
84814d1ffffffff,6.0,0.0,0.0
84814d5ffffffff,128.0,0.0,0.0
84814d9ffffffff,8.0,0.0,0.0
84814e1ffffffff,3.0,0.0,0.0
84814e3ffffffff,24.0,0.0,0.0
84814e5ffffffff,8.0,0.0,0.0
84814e7ffffffff,162.0,0.0,1.0
84814ebffffffff,7.0,0.0,0.0
