cell_id,Tachyeres pteneres,Tachyeres pteneres [undescribed form]
82ceaffffffffff,133.0,18.0
82cf17fffffffff,4.0,0.0
82cf37fffffffff,2.0,0.0
82df47fffffffff,28.0,0.0
82df6ffffffffff,17.0,0.0
