cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
841e141ffffffff,9.0,0.0,0.0,0.0
841e14dffffffff,1.0,0.0,0.0,0.0
841e151ffffffff,3.0,0.0,0.0,0.0
841e153ffffffff,3.0,1.0,0.0,0.0
841e155ffffffff,1.0,0.0,0.0,0.0
841e159ffffffff,1.0,0.0,0.0,0.0
841e15bffffffff,3.0,1.0,0.0,0.0
841e163ffffffff,6.0,0.0,0.0,0.0
841e167ffffffff,5.0,0.0,0.0,0.0
841e185ffffffff,7.0,0.0,0.0,0.0
841e1a9ffffffff,8.0,0.0,0.0,0.0
841e1b1ffffffff,2.0,0.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0,0.0
841e1b7ffffffff,9.0,0.0,0.0,0.0
841e1bdffffffff,2.0,0.0,0.0,0.0
841e1c7ffffffff,2.0,0.0,0.0,0.0
841e1c9ffffffff,2.0,0.0,0.0,0.0
841e1cbffffffff,5.0,0.0,0.0,0.0
841e1cdffffffff,2.0,0.0,0.0,0.0
841e1d7ffffffff,1.0,0.0,0.0,0.0
841e1ddffffffff,2.0,0.0,0.0,0.0
841e1e5ffffffff,12.0,0.0,0.0,0.0
841e1e7ffffffff,16.0,0.0,0.0,0.0
841e1edffffffff,5.0,0.0,0.0,0.0
841e201ffffffff,1.0,0.0,0.0,0.0
841e205ffffffff,4.0,0.0,0.0,0.0
841e207ffffffff,4.0,0.0,0.0,0.0
841e20dffffffff,4.0,0.0,0.0,0.0
841e221ffffffff,2.0,0.0,0.0,0.0
841e223ffffffff,3.0,0.0,0.0,0.0
841e225ffffffff,11.0,0.0,0.0,0.0
841e227ffffffff,3.0,0.0,0.0,0.0
841e22dffffffff,3.0,0.0,0.0,0.0
841e233ffffffff,8.0,0.0,0.0,0.0
841e235ffffffff,2.0,0.0,0.0,0.0
841e237ffffffff,3.0,0.0,0.0,0.0
841e239ffffffff,13.0,0.0,0.0,0.0
841e23dffffffff,15.0,0.0,0.0,0.0
841e247ffffffff,1.0,0.0,0.0,0.0
841e24bffffffff,1.0,0.0,0.0,0.0
841e263ffffffff,1.0,0.0,0.0,0.0
841e265ffffffff,25.0,0.0,0.0,0.0
841e267ffffffff,3.0,0.0,0.0,0.0
841e269ffffffff,6.0,0.0,0.0,0.0
841e26dffffffff,2.0,0.0,0.0,0.0
841e281ffffffff,5.0,0.0,0.0,0.0
841e287ffffffff,1.0,0.0,0.0,0.0
841e295ffffffff,3.0,0.0,0.0,0.0
841e297ffffffff,3.0,0.0,0.0,0.0
841e2a1ffffffff,4.0,0.0,0.0,0.0
841e2a3ffffffff,21.0,0.0,0.0,0.0
841e2a5ffffffff,2.0,0.0,0.0,0.0
841e2a7ffffffff,1.0,0.0,0.0,0.0
841e2a9ffffffff,2.0,0.0,0.0,0.0
841e2b7ffffffff,7.0,0.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0,0.0
841e2bdffffffff,2.0,0.0,0.0,0.0
841e2e5ffffffff,6.0,0.0,0.0,0.0
841e2e7ffffffff,18.0,0.0,0.0,0.0
841e301ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,43.0,0.0,0.0,0.0
841e309ffffffff,8.0,0.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0,0.0
841e30dffffffff,18.0,0.0,0.0,0.0
841e319ffffffff,2.0,0.0,0.0,0.0
841e31bffffffff,4.0,0.0,0.0,0.0
841e325ffffffff,4.0,2.0,0.0,0.0
841e329ffffffff,13.0,2.0,0.0,0.0
841e32bffffffff,47.0,2.0,0.0,0.0
841e32dffffffff,4.0,0.0,0.0,0.0
841e333ffffffff,1.0,0.0,0.0,0.0
841e337ffffffff,1.0,1.0,0.0,0.0
841e339ffffffff,20.0,0.0,0.0,0.0
841e33dffffffff,3.0,0.0,0.0,0.0
841e341ffffffff,4.0,0.0,0.0,0.0
841e343ffffffff,9.0,0.0,0.0,0.0
841e345ffffffff,8.0,0.0,0.0,0.0
841e347ffffffff,7.0,0.0,0.0,0.0
841e34bffffffff,25.0,0.0,0.0,0.0
841e351ffffffff,28.0,0.0,0.0,0.0
841e353ffffffff,2.0,0.0,0.0,0.0
841e355ffffffff,10.0,0.0,0.0,0.0
841e357ffffffff,4.0,0.0,0.0,0.0
841e359ffffffff,19.0,0.0,0.0,0.0
841e35dffffffff,4.0,0.0,0.0,0.0
841e361ffffffff,6.0,0.0,0.0,0.0
841e363ffffffff,2.0,0.0,0.0,0.0
841e365ffffffff,4.0,0.0,0.0,0.0
841e36bffffffff,6.0,0.0,0.0,0.0
841e421ffffffff,3.0,0.0,0.0,0.0
841e425ffffffff,15.0,0.0,0.0,0.0
841e427ffffffff,19.0,0.0,0.0,0.0
841e429ffffffff,6.0,0.0,0.0,0.0
841e42dffffffff,4.0,0.0,0.0,0.0
841e465ffffffff,1.0,0.0,0.0,0.0
841e481ffffffff,2.0,0.0,0.0,0.0
841e4bbffffffff,1.0,0.0,0.0,0.0
841e4d3ffffffff,4.0,0.0,0.0,0.0
841e4d9ffffffff,10.0,0.0,0.0,0.0
841e4dbffffffff,2.0,0.0,0.0,0.0
841e509ffffffff,3.0,0.0,0.0,0.0
841e513ffffffff,21.0,0.0,0.0,0.0
841e517ffffffff,6.0,0.0,0.0,0.0
841e519ffffffff,7.0,0.0,0.0,0.0
841e51bffffffff,68.0,0.0,0.0,0.0
841e521ffffffff,1.0,0.0,0.0,0.0
841e525ffffffff,4.0,0.0,0.0,0.0
841e527ffffffff,3.0,0.0,0.0,0.0
841e529ffffffff,1.0,0.0,0.0,0.0
841e541ffffffff,1.0,0.0,0.0,0.0
841e551ffffffff,2.0,0.0,0.0,0.0
841e553ffffffff,6.0,0.0,0.0,0.0
841e585ffffffff,1.0,0.0,0.0,0.0
841e5a1ffffffff,1.0,0.0,0.0,0.0
841e5a9ffffffff,54.0,0.0,0.0,0.0
841e5abffffffff,1.0,0.0,0.0,0.0
841e5adffffffff,6.0,0.0,0.0,0.0
841e5c1ffffffff,3.0,0.0,0.0,0.0
841e5c3ffffffff,2.0,0.0,0.0,0.0
841e5cdffffffff,25.0,0.0,0.0,0.0
841e5dbffffffff,2.0,0.0,0.0,0.0
841e5ddffffffff,3.0,0.0,0.0,0.0
841e5e3ffffffff,17.0,0.0,0.0,0.0
841e5e5ffffffff,34.0,0.0,0.0,0.0
841e5e7ffffffff,35.0,0.0,0.0,0.0
841e5edffffffff,7.0,0.0,0.0,0.0
841e607ffffffff,4.0,0.0,0.0,0.0
841e621ffffffff,2.0,0.0,0.0,0.0
841e631ffffffff,8.0,0.0,0.0,0.0
841e639ffffffff,50.0,0.0,0.0,0.0
841e63bffffffff,22.0,0.0,0.0,0.0
841e64bffffffff,2.0,0.0,0.0,0.0
841e66bffffffff,4.0,0.0,0.0,0.0
841e697ffffffff,23.0,0.0,0.0,0.0
841e6a9ffffffff,2.0,0.0,0.0,0.0
841e6abffffffff,3.0,0.0,0.0,0.0
841e6b3ffffffff,28.0,0.0,0.0,0.0
841e6bbffffffff,6.0,0.0,0.0,0.0
841e6d9ffffffff,20.0,0.0,0.0,0.0
841e6e7ffffffff,5.0,0.0,0.0,0.0
841e731ffffffff,2.0,0.0,0.0,0.0
841e745ffffffff,3.0,0.0,0.0,0.0
841e753ffffffff,2.0,0.0,0.0,0.0
841e755ffffffff,2.0,0.0,0.0,0.0
841e761ffffffff,2.0,0.0,0.0,0.0
841e767ffffffff,2.0,0.0,0.0,0.0
841e769ffffffff,5.0,0.0,0.0,0.0
841e76bffffffff,2.0,0.0,0.0,0.0
841e76dffffffff,1.0,0.0,0.0,0.0
841ea19ffffffff,2.0,0.0,0.0,0.0
841ea1bffffffff,5.0,0.0,0.0,0.0
841ea49ffffffff,1.0,0.0,0.0,0.0
841ea53ffffffff,2.0,0.0,0.0,0.0
841ea5bffffffff,3.0,0.0,0.0,0.0
841ea89ffffffff,1.0,0.0,0.0,0.0
841eac3ffffffff,17.0,0.0,0.0,0.0
841eac7ffffffff,4.0,0.0,0.0,0.0
841eac9ffffffff,7.0,0.0,0.0,0.0
841eacbffffffff,1.0,0.0,0.0,0.0
841ead9ffffffff,5.0,0.0,0.0,0.0
841ec01ffffffff,36.0,0.0,0.0,0.0
841ec03ffffffff,9.0,0.0,0.0,0.0
841ec05ffffffff,2.0,0.0,0.0,0.0
841ec09ffffffff,39.0,0.0,0.0,0.0
841ec0dffffffff,3.0,0.0,0.0,0.0
841ec15ffffffff,10.0,0.0,0.0,0.0
841ec17ffffffff,3.0,0.0,0.0,0.0
841ec1dffffffff,3.0,0.0,0.0,0.0
841ec21ffffffff,101.0,0.0,0.0,0.0
841ec23ffffffff,29.0,0.0,0.0,0.0
841ec2bffffffff,8.0,0.0,0.0,0.0
841ec31ffffffff,5.0,0.0,0.0,0.0
841ec33ffffffff,15.0,0.0,0.0,0.0
841ec37ffffffff,15.0,0.0,0.0,0.0
841ec39ffffffff,29.0,0.0,0.0,0.0
841ec3bffffffff,2.0,0.0,0.0,0.0
841ec3dffffffff,13.0,0.0,0.0,0.0
841ec43ffffffff,2.0,0.0,0.0,0.0
841ec45ffffffff,2.0,0.0,0.0,0.0
841ec47ffffffff,5.0,0.0,0.0,0.0
841ec55ffffffff,5.0,0.0,0.0,0.0
841ec57ffffffff,6.0,0.0,0.0,0.0
841ec6bffffffff,6.0,0.0,0.0,0.0
841ec8bffffffff,6.0,0.0,0.0,0.0
841ec91ffffffff,5.0,0.0,0.0,0.0
841ec97ffffffff,24.0,0.0,0.0,0.0
841ec99ffffffff,73.0,0.0,0.0,0.0
841ec9dffffffff,2.0,0.0,0.0,0.0
841ecbbffffffff,3.0,0.0,0.0,0.0
841ecc3ffffffff,2.0,0.0,0.0,0.0
841eccbffffffff,4.0,0.0,0.0,0.0
841ecd5ffffffff,78.0,0.0,0.0,0.0
841ecd7ffffffff,14.0,0.0,0.0,0.0
841ecddffffffff,14.0,0.0,0.0,0.0
841ece1ffffffff,1.0,0.0,0.0,0.0
841ece7ffffffff,2.0,0.0,0.0,0.0
841ece9ffffffff,5.0,0.0,0.0,0.0
841ecebffffffff,2.0,0.0,0.0,0.0
841ecedffffffff,2.0,0.0,0.0,0.0
841ed0bffffffff,2.0,0.0,0.0,0.0
841ed1bffffffff,4.0,0.0,0.0,0.0
841edc9ffffffff,9.0,0.0,0.0,0.0
841ee19ffffffff,1.0,0.0,0.0,0.0
841ee1dffffffff,2.0,0.0,0.0,0.0
841ee25ffffffff,2.0,0.0,0.0,0.0
841ee29ffffffff,5.0,0.0,0.0,0.0
841ee63ffffffff,2.0,0.0,0.0,0.0
841ee65ffffffff,2.0,0.0,0.0,0.0
841ee67ffffffff,2.0,0.0,0.0,0.0
841ee81ffffffff,11.0,0.0,0.0,0.0
841ee83ffffffff,5.0,0.0,0.0,0.0
841ee87ffffffff,1.0,0.0,0.0,0.0
841ee8dffffffff,4.0,0.0,0.0,0.0
841ee91ffffffff,1.0,0.0,0.0,0.0
841ee97ffffffff,6.0,0.0,0.0,0.0
841eea3ffffffff,4.0,0.0,0.0,0.0
841eea9ffffffff,2.0,0.0,0.0,0.0
841eeb1ffffffff,6.0,0.0,0.0,0.0
841eeb7ffffffff,11.0,0.0,0.0,0.0
841eebbffffffff,15.0,0.0,0.0,0.0
841eec7ffffffff,2.0,0.0,0.0,0.0
841eed9ffffffff,2.0,0.0,0.0,0.0
841eedbffffffff,5.0,0.0,0.0,0.0
841eee3ffffffff,12.0,0.0,0.0,0.0
841ef0dffffffff,4.0,0.0,0.0,0.0
841ef19ffffffff,2.0,0.0,0.0,0.0
841ef1dffffffff,2.0,0.0,0.0,0.0
841ef37ffffffff,3.0,0.0,0.0,0.0
841ef43ffffffff,3.0,0.0,0.0,0.0
841ef59ffffffff,1.0,0.0,0.0,0.0
841ef63ffffffff,10.0,0.0,0.0,0.0
841ef69ffffffff,2.0,0.0,0.0,0.0
841f103ffffffff,3.0,0.0,0.0,0.0
841f121ffffffff,2.0,0.0,0.0,0.0
841f131ffffffff,5.0,0.0,0.0,0.0
841f133ffffffff,6.0,0.0,0.0,0.0
841f137ffffffff,28.0,0.0,0.0,0.0
841f183ffffffff,2.0,0.0,0.0,0.0
841f195ffffffff,1.0,0.0,0.0,0.0
841f1a1ffffffff,44.0,2.0,0.0,0.0
841f1a5ffffffff,39.0,0.0,0.0,0.0
841f1a9ffffffff,2.0,0.0,0.0,0.0
841f1b1ffffffff,2.0,0.0,0.0,0.0
841f1b3ffffffff,7.0,0.0,0.0,0.0
841f1b5ffffffff,2.0,0.0,0.0,0.0
841f1bbffffffff,6.0,0.0,0.0,0.0
841f1edffffffff,1.0,0.0,0.0,0.0
841f403ffffffff,4.0,0.0,0.0,0.0
841f407ffffffff,10.0,0.0,0.0,0.0
841f40bffffffff,2.0,0.0,0.0,0.0
841f421ffffffff,1.0,0.0,0.0,0.0
841f425ffffffff,4.0,0.0,0.0,0.0
841f457ffffffff,1.0,0.0,0.0,0.0
841f45bffffffff,2.0,0.0,0.0,0.0
841f4a5ffffffff,2.0,0.0,0.0,0.0
841f4e1ffffffff,3.0,0.0,0.0,0.0
841f4e3ffffffff,8.0,0.0,0.0,0.0
841f4e7ffffffff,2.0,0.0,0.0,0.0
841f4edffffffff,9.0,0.0,0.0,0.0
841f511ffffffff,6.0,0.0,0.0,0.0
841f519ffffffff,12.0,0.0,0.0,0.0
841f51bffffffff,1.0,0.0,0.0,0.0
841f549ffffffff,2.0,0.0,0.0,0.0
841f585ffffffff,1.0,0.0,0.0,0.0
841f58bffffffff,1.0,0.0,0.0,0.0
841f593ffffffff,3.0,0.0,0.0,0.0
841f59bffffffff,2.0,0.0,0.0,0.0
841f5a9ffffffff,3.0,0.0,0.0,0.0
841f5adffffffff,14.0,0.0,0.0,0.0
841f5c5ffffffff,81.0,0.0,0.0,0.0
841f5c7ffffffff,4.0,0.0,0.0,0.0
841f5d5ffffffff,4.0,0.0,0.0,0.0
841f5e1ffffffff,1.0,0.0,0.0,0.0
841f5e3ffffffff,4.0,0.0,0.0,0.0
841f5e7ffffffff,1.0,0.0,0.0,0.0
841f5e9ffffffff,4.0,0.0,0.0,0.0
841f5ebffffffff,4.0,0.0,0.0,0.0
841f601ffffffff,2.0,0.0,0.0,0.0
841f603ffffffff,2.0,0.0,0.0,0.0
841f605ffffffff,1.0,0.0,0.0,0.0
841f607ffffffff,2.0,0.0,0.0,0.0
841f611ffffffff,8.0,4.0,0.0,0.0
841f61bffffffff,1.0,0.0,0.0,0.0
841f61dffffffff,1.0,0.0,0.0,0.0
841f631ffffffff,4.0,0.0,0.0,0.0
841f659ffffffff,10.0,0.0,0.0,0.0
841f65dffffffff,11.0,0.0,0.0,0.0
841f661ffffffff,2.0,0.0,0.0,0.0
841f681ffffffff,5.0,0.0,0.0,0.0
841f6cdffffffff,5.0,0.0,0.0,0.0
841f715ffffffff,8.0,0.0,0.0,0.0
841f727ffffffff,3.0,0.0,0.0,0.0
841f751ffffffff,2.0,0.0,0.0,0.0
841f757ffffffff,1.0,0.0,0.0,0.0
841f805ffffffff,1.0,0.0,0.0,0.0
841f807ffffffff,4.0,0.0,0.0,0.0
841f809ffffffff,2.0,0.0,0.0,0.0
841f80bffffffff,7.0,0.0,0.0,0.0
841f811ffffffff,4.0,0.0,0.0,0.0
841f815ffffffff,11.0,0.0,0.0,0.0
841f81bffffffff,8.0,0.0,0.0,0.0
841f81dffffffff,1.0,0.0,0.0,0.0
841f833ffffffff,1.0,0.0,0.0,0.0
841f839ffffffff,15.0,0.0,0.0,0.0
841f83bffffffff,3.0,0.0,0.0,0.0
841f841ffffffff,1.0,0.0,0.0,0.0
841f851ffffffff,1.0,0.0,0.0,0.0
841f853ffffffff,4.0,0.0,0.0,0.0
841f855ffffffff,2.0,0.0,0.0,0.0
841f857ffffffff,4.0,1.0,0.0,0.0
841f881ffffffff,14.0,1.0,0.0,0.0
841f883ffffffff,3.0,0.0,0.0,0.0
841f885ffffffff,1.0,0.0,0.0,0.0
841f887ffffffff,1.0,0.0,0.0,0.0
841f889ffffffff,55.0,0.0,0.0,0.0
841f88bffffffff,16.0,5.0,0.0,0.0
841f891ffffffff,4.0,0.0,0.0,0.0
841f893ffffffff,2.0,0.0,0.0,0.0
841f899ffffffff,5.0,0.0,0.0,0.0
841f89dffffffff,10.0,0.0,0.0,0.0
841f8b1ffffffff,2.0,0.0,0.0,0.0
841f8b9ffffffff,2.0,0.0,0.0,0.0
841f8bbffffffff,2.0,0.0,0.0,0.0
841f8c1ffffffff,3.0,0.0,0.0,0.0
841f8c3ffffffff,4.0,0.0,0.0,0.0
841f8c5ffffffff,4.0,0.0,0.0,0.0
841f8cbffffffff,25.0,4.0,0.0,0.0
841f8d1ffffffff,37.0,14.0,0.0,0.0
841f8d3ffffffff,8.0,4.0,0.0,0.0
841f8d5ffffffff,11.0,0.0,0.0,0.0
841f8d7ffffffff,11.0,4.0,0.0,0.0
841f8d9ffffffff,4.0,0.0,0.0,0.0
841f8dbffffffff,4.0,4.0,0.0,0.0
841f8ddffffffff,2.0,0.0,0.0,0.0
841f8e9ffffffff,6.0,0.0,0.0,0.0
841f8ebffffffff,13.0,0.0,0.0,0.0
841f8edffffffff,3.0,0.0,0.0,0.0
841f94dffffffff,1.0,0.0,0.0,0.0
841f991ffffffff,3.0,0.0,0.0,0.0
841f9b9ffffffff,1.0,0.0,0.0,0.0
841fa03ffffffff,2.0,0.0,0.0,0.0
841fa0bffffffff,2.0,0.0,0.0,0.0
841fa11ffffffff,2.0,0.0,0.0,0.0
841fa35ffffffff,16.0,0.0,0.0,0.0
841fa37ffffffff,2.0,0.0,0.0,0.0
841fa83ffffffff,18.0,0.0,0.0,0.0
