cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
830120fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830122fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830123fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830124fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830131fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,38.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
830136fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
830604fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830656fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830666fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830688fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830689fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306c9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306d1fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306d4fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306d6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306dcfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306ddfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8306f2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83070cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830740fffffffff,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830741fffffffff,152.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
830742fffffffff,180.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
830743fffffffff,533.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
830744fffffffff,16.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
830745fffffffff,102.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0
830746fffffffff,336.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0
83074efffffffff,230.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
830751fffffffff,48.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
830753fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830755fffffffff,60.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
830758fffffffff,222.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0
83075cfffffffff,392.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0
83075dfffffffff,2345.0,0.0,0.0,563.0,0.0,0.0,0.0,0.0
83075efffffffff,236.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
830762fffffffff,54.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
830763fffffffff,75.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
83076afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830770fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830771fffffffff,14.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
830773fffffffff,171.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0
830775fffffffff,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
830802fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830810fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830815fffffffff,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830829fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83082afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83082bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830830fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830831fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830832fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830833fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830836fffffffff,65.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,327.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,48.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83088afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83088bfffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830890fffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,58.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,129.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,79.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,113.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,38.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a4fffffffff,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
8308a8fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308aefffffffff,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b1fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b3fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c2fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c6fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308cdfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308cefffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d1fffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d2fffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d4fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d5fffffffff,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d8fffffffff,71.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0
8308dafffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308dbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
