cell_id,Turdus chiguanco,Turdus chiguanco chiguanco/conradi,Turdus chiguanco anthracinus
848b201ffffffff,2.0,0.0,0.0
848b203ffffffff,96.0,0.0,0.0
848b205ffffffff,12.0,0.0,0.0
848b20bffffffff,70.0,0.0,0.0
848b20dffffffff,6.0,0.0,0.0
848b211ffffffff,53.0,0.0,0.0
848b213ffffffff,9.0,0.0,0.0
848b21bffffffff,10.0,0.0,0.0
848b21dffffffff,40.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0
848b229ffffffff,5.0,0.0,0.0
848b22dffffffff,2.0,0.0,0.0
848b241ffffffff,15.0,0.0,0.0
848b247ffffffff,9.0,0.0,0.0
848b249ffffffff,2.0,0.0,0.0
848b24bffffffff,7.0,0.0,0.0
848b251ffffffff,32.0,0.0,0.0
848b259ffffffff,106.0,0.0,0.0
848b25dffffffff,28.0,0.0,0.0
848b2c1ffffffff,19.0,0.0,0.0
848b2c5ffffffff,5.0,0.0,0.0
848b2c9ffffffff,365.0,0.0,0.0
848b2cdffffffff,143.0,0.0,0.0
848b2d9ffffffff,11.0,0.0,0.0
848b2dbffffffff,4.0,0.0,0.0
848b603ffffffff,20.0,0.0,0.0
848b605ffffffff,2.0,0.0,0.0
848b609ffffffff,1.0,0.0,0.0
848b60bffffffff,16.0,0.0,0.0
848b611ffffffff,1666.0,47.0,0.0
848b613ffffffff,12.0,0.0,0.0
848b615ffffffff,5.0,0.0,0.0
848b617ffffffff,661.0,27.0,0.0
848b619ffffffff,381.0,6.0,0.0
848b61bffffffff,1397.0,18.0,0.0
848b61dffffffff,1108.0,8.0,0.0
848b63bffffffff,4.0,0.0,0.0
848b645ffffffff,2.0,0.0,0.0
848b651ffffffff,2.0,0.0,0.0
848b653ffffffff,2.0,0.0,0.0
848b657ffffffff,15.0,0.0,0.0
848b65dffffffff,10.0,0.0,0.0
848b665ffffffff,20.0,0.0,0.0
848b669ffffffff,2.0,0.0,0.0
848b6c9ffffffff,31.0,0.0,0.0
848b6cdffffffff,931.0,17.0,0.0
848b75bffffffff,4.0,0.0,0.0
848e601ffffffff,2.0,0.0,0.0
848e603ffffffff,10.0,0.0,0.0
848e605ffffffff,39.0,0.0,0.0
848e607ffffffff,42.0,0.0,0.0
848e609ffffffff,45.0,0.0,0.0
848e60bffffffff,70.0,0.0,0.0
848e60dffffffff,17.0,0.0,0.0
848e613ffffffff,6.0,0.0,0.0
848e617ffffffff,8.0,0.0,0.0
848e619ffffffff,2.0,0.0,0.0
848e61dffffffff,53.0,0.0,0.0
848e623ffffffff,4.0,0.0,0.0
848e629ffffffff,340.0,0.0,0.0
848e62dffffffff,6.0,0.0,0.0
848e631ffffffff,1.0,0.0,0.0
848e643ffffffff,2.0,0.0,0.0
848e645ffffffff,48.0,0.0,0.0
848e647ffffffff,21.0,0.0,0.0
848e64bffffffff,2.0,0.0,0.0
848e651ffffffff,37.0,0.0,0.0
848e655ffffffff,51.0,0.0,0.0
848e657ffffffff,49.0,0.0,0.0
848e659ffffffff,1.0,0.0,0.0
848e661ffffffff,7.0,0.0,0.0
848e663ffffffff,637.0,0.0,0.0
848e665ffffffff,70.0,0.0,0.0
848e667ffffffff,2.0,0.0,0.0
848e669ffffffff,4.0,0.0,0.0
848e66bffffffff,108.0,0.0,0.0
848e66dffffffff,16.0,0.0,0.0
848e681ffffffff,11.0,0.0,0.0
848e683ffffffff,3.0,0.0,0.0
848e687ffffffff,2.0,0.0,0.0
848e68bffffffff,17.0,0.0,0.0
848e68dffffffff,2.0,0.0,0.0
848e691ffffffff,27.0,0.0,0.0
848e693ffffffff,2.0,0.0,0.0
848e699ffffffff,6.0,0.0,0.0
848e69bffffffff,10.0,0.0,0.0
848e6a1ffffffff,2.0,0.0,0.0
848e6abffffffff,5.0,0.0,0.0
848e6b5ffffffff,6.0,0.0,0.0
848e6b7ffffffff,2.0,0.0,0.0
848e6c1ffffffff,18.0,0.0,0.0
848e6c3ffffffff,17.0,0.0,0.0
848e6c5ffffffff,33.0,0.0,0.0
848e6c7ffffffff,8.0,0.0,0.0
848e6c9ffffffff,1.0,0.0,0.0
848e6cbffffffff,3.0,0.0,0.0
848e6cdffffffff,23.0,0.0,0.0
848e6d1ffffffff,30.0,0.0,0.0
848e6d7ffffffff,2.0,0.0,0.0
848e6d9ffffffff,444.0,0.0,0.0
848e6ddffffffff,104.0,0.0,0.0
848e6e5ffffffff,25.0,0.0,0.0
848e6e9ffffffff,6.0,0.0,0.0
848e6ebffffffff,1.0,0.0,0.0
848e759ffffffff,30.0,0.0,0.0
848f099ffffffff,2.0,0.0,0.0
848f0d3ffffffff,69.0,6.0,0.0
848f0dbffffffff,4.0,0.0,0.0
848f291ffffffff,12.0,0.0,0.0
848f297ffffffff,28.0,0.0,0.0
848f299ffffffff,66.0,2.0,0.0
848f2bbffffffff,6.0,0.0,0.0
848f2d1ffffffff,77.0,0.0,0.0
848f2d3ffffffff,45.0,0.0,0.0
848f2d7ffffffff,5.0,0.0,0.0
848f2d9ffffffff,14.0,0.0,0.0
848f2dbffffffff,1.0,0.0,0.0
848f2ddffffffff,4.0,0.0,0.0
848f425ffffffff,11.0,0.0,0.0
848f42dffffffff,7.0,0.0,0.0
848f465ffffffff,4.0,0.0,0.0
848f467ffffffff,2.0,0.0,0.0
848f4a5ffffffff,66.0,10.0,0.0
848f4a7ffffffff,2.0,0.0,0.0
848f501ffffffff,1.0,0.0,0.0
848f503ffffffff,2.0,0.0,0.0
848f505ffffffff,7.0,0.0,0.0
848f509ffffffff,16.0,0.0,0.0
848f50bffffffff,21.0,0.0,0.0
848f50dffffffff,15.0,0.0,0.0
848f511ffffffff,6.0,0.0,0.0
848f513ffffffff,10.0,0.0,0.0
848f515ffffffff,90.0,0.0,0.0
848f517ffffffff,47.0,0.0,0.0
848f519ffffffff,392.0,0.0,0.0
848f51bffffffff,13.0,0.0,0.0
848f51dffffffff,149.0,0.0,0.0
848f541ffffffff,3.0,0.0,0.0
848f543ffffffff,2.0,0.0,0.0
848f545ffffffff,13.0,0.0,0.0
848f547ffffffff,146.0,0.0,0.0
848f549ffffffff,2.0,0.0,0.0
848f54bffffffff,1.0,0.0,0.0
848f54dffffffff,64.0,0.0,0.0
848f553ffffffff,273.0,0.0,0.0
848f555ffffffff,12.0,0.0,0.0
848f557ffffffff,6.0,0.0,0.0
848f559ffffffff,34.0,0.0,0.0
848f55bffffffff,94.0,0.0,0.0
848f55dffffffff,6.0,0.0,0.0
848f56bffffffff,4.0,0.0,0.0
848f581ffffffff,110.0,0.0,0.0
848f583ffffffff,8.0,0.0,0.0
848f587ffffffff,5.0,0.0,0.0
848f589ffffffff,14.0,0.0,0.0
848f58bffffffff,3.0,0.0,0.0
848f58dffffffff,218.0,0.0,0.0
848f593ffffffff,15.0,0.0,0.0
848f595ffffffff,4.0,0.0,0.0
848f597ffffffff,49.0,0.0,0.0
848f599ffffffff,14.0,0.0,0.0
848f59bffffffff,73.0,4.0,0.0
848f59dffffffff,8.0,3.0,0.0
848f5b1ffffffff,8.0,0.0,0.0
848f5b9ffffffff,54.0,0.0,0.0
848f5bbffffffff,5.0,0.0,0.0
848f5c1ffffffff,3.0,0.0,0.0
848f5c3ffffffff,6.0,0.0,0.0
848f5c7ffffffff,3.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0
848f5cdffffffff,22.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0
848f5ddffffffff,10.0,0.0,0.0
848f5e1ffffffff,1.0,0.0,0.0
848f5ebffffffff,4.0,0.0,0.0
848f721ffffffff,9.0,3.0,0.0
848f725ffffffff,27.0,6.0,0.0
848f727ffffffff,5.0,0.0,0.0
848f729ffffffff,2.0,0.0,0.0
848f72dffffffff,59.0,4.0,0.0
848f733ffffffff,7.0,0.0,0.0
848f745ffffffff,2.0,0.0,0.0
848f761ffffffff,20.0,0.0,0.0
848f765ffffffff,26.0,0.0,0.0
848f767ffffffff,30.0,0.0,0.0
848f769ffffffff,375.0,6.0,0.0
848f76bffffffff,3.0,0.0,0.0
848f76dffffffff,139.0,7.0,0.0
84b208dffffffff,1.0,0.0,0.0
84b2091ffffffff,5.0,0.0,0.0
84b2095ffffffff,5.0,0.0,0.0
84b2097ffffffff,5.0,0.0,0.0
84b2099ffffffff,29.0,0.0,0.0
84b209bffffffff,15.0,0.0,0.0
84b209dffffffff,2.0,0.0,0.0
84b20b3ffffffff,13.0,0.0,0.0
84b20b7ffffffff,6.0,0.0,0.0
84b20bbffffffff,21.0,0.0,0.0
84b20d3ffffffff,3.0,0.0,0.0
84b20d9ffffffff,9.0,0.0,0.0
84b225bffffffff,6.0,0.0,0.0
84b2283ffffffff,2.0,0.0,0.0
84b2289ffffffff,2.0,0.0,0.0
84b228bffffffff,1.0,0.0,0.0
84b2297ffffffff,9.0,0.0,0.0
84b229dffffffff,6.0,0.0,0.0
84b22b1ffffffff,2.0,0.0,0.0
84b22b3ffffffff,7.0,0.0,0.0
84b22b7ffffffff,4.0,0.0,0.0
84b22d9ffffffff,10.0,0.0,0.0
84b22dbffffffff,7.0,0.0,0.0
84b2401ffffffff,27.0,0.0,0.0
84b2405ffffffff,4.0,0.0,0.0
84b2407ffffffff,6.0,0.0,0.0
84b2409ffffffff,4.0,0.0,0.0
84b240bffffffff,2.0,0.0,0.0
84b2413ffffffff,8.0,0.0,0.0
84b2421ffffffff,7.0,0.0,0.0
84b2423ffffffff,26.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0
84b2427ffffffff,2.0,0.0,0.0
84b242bffffffff,145.0,0.0,0.0
84b242dffffffff,2.0,0.0,0.0
84b2431ffffffff,5.0,0.0,0.0
84b2435ffffffff,1299.0,0.0,0.0
84b243dffffffff,210.0,0.0,0.0
84b2447ffffffff,4.0,0.0,0.0
84b2463ffffffff,4.0,0.0,0.0
84b24c1ffffffff,2.0,0.0,0.0
84b2505ffffffff,2.0,0.0,0.0
84b250bffffffff,1.0,0.0,0.0
84b250dffffffff,20.0,0.0,0.0
84b251bffffffff,7.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0
84b2525ffffffff,7.0,0.0,0.0
84b2527ffffffff,1.0,0.0,0.0
84b2541ffffffff,4.0,0.0,0.0
84b2549ffffffff,6.0,0.0,0.0
84b2555ffffffff,3.0,0.0,0.0
84b2557ffffffff,9.0,0.0,0.0
84b2563ffffffff,2.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0
84b256bffffffff,2.0,0.0,0.0
84b256dffffffff,3.0,0.0,0.0
84b2581ffffffff,25.0,0.0,0.0
84b2583ffffffff,20.0,0.0,0.0
84b2585ffffffff,1.0,0.0,0.0
84b2587ffffffff,3.0,0.0,0.0
84b2589ffffffff,313.0,0.0,0.0
84b258bffffffff,49.0,0.0,0.0
84b258dffffffff,41.0,0.0,0.0
84b2591ffffffff,6.0,0.0,0.0
84b25a1ffffffff,41.0,0.0,0.0
84b25a7ffffffff,1.0,0.0,0.0
84b25a9ffffffff,4.0,0.0,0.0
84b25abffffffff,2.0,0.0,0.0
84b25adffffffff,2.0,0.0,0.0
84b25b9ffffffff,6.0,0.0,0.0
84b25bbffffffff,3.0,0.0,0.0
84b25c1ffffffff,176.0,0.0,0.0
84b25c3ffffffff,83.0,0.0,0.0
84b25c7ffffffff,132.0,0.0,0.0
84b25c9ffffffff,76.0,0.0,0.0
84b25cbffffffff,568.0,0.0,0.0
84b25cdffffffff,141.0,0.0,0.0
84b25d1ffffffff,8.0,0.0,0.0
84b25d5ffffffff,378.0,0.0,0.0
84b25d7ffffffff,39.0,0.0,0.0
84b25ddffffffff,132.0,0.0,0.0
84b25e1ffffffff,28.0,0.0,0.0
84b25e3ffffffff,176.0,0.0,0.0
84b25e7ffffffff,8.0,0.0,0.0
84b25ebffffffff,26.0,0.0,0.0
84b262dffffffff,22.0,0.0,0.0
84b2701ffffffff,86.0,0.0,0.0
84b2703ffffffff,13.0,0.0,0.0
84b2705ffffffff,12.0,0.0,0.0
84b2707ffffffff,6.0,0.0,0.0
84b2709ffffffff,49.0,0.0,0.0
84b270bffffffff,26.0,0.0,0.0
84b270dffffffff,72.0,0.0,0.0
84b2715ffffffff,6.0,0.0,0.0
84b2717ffffffff,2.0,0.0,0.0
84b271dffffffff,1.0,0.0,0.0
84b2721ffffffff,14.0,0.0,0.0
84b2723ffffffff,15.0,0.0,0.0
84b2725ffffffff,12.0,0.0,0.0
84b2727ffffffff,14.0,0.0,0.0
84b272bffffffff,4.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0
84b2741ffffffff,6.0,0.0,1.0
84b2745ffffffff,9.0,0.0,0.0
84b2747ffffffff,6.0,0.0,0.0
84b2749ffffffff,386.0,0.0,12.0
84b274bffffffff,1.0,0.0,0.0
84b2751ffffffff,1.0,0.0,0.0
84b2757ffffffff,6.0,0.0,0.0
84b275bffffffff,9.0,0.0,0.0
84b2765ffffffff,3.0,0.0,0.0
84b2767ffffffff,1.0,0.0,0.0
84b276bffffffff,9.0,0.0,0.0
84b276dffffffff,9.0,0.0,0.0
84b2c81ffffffff,1.0,0.0,0.0
84b2c85ffffffff,31.0,0.0,0.0
84b2c89ffffffff,5.0,0.0,0.0
84b2c8bffffffff,2.0,0.0,0.0
84b2c8dffffffff,45.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0
84b2cddffffffff,21.0,0.0,0.0
84b2ce3ffffffff,22.0,0.0,0.0
84b2cebffffffff,8.0,0.0,0.0
84b2e11ffffffff,19.0,0.0,0.0
84b2e13ffffffff,6.0,0.0,0.0
84b2e15ffffffff,8.0,0.0,0.0
84b2e17ffffffff,3.0,0.0,0.0
84b2e1bffffffff,20.0,0.0,0.0
84b2e1dffffffff,32.0,0.0,0.0
84b2e33ffffffff,2.0,0.0,0.0
84b2e4bffffffff,5.0,0.0,0.0
84b2e57ffffffff,3.0,0.0,0.0
84b2e85ffffffff,75.0,0.0,0.0
84b2e8dffffffff,4.0,0.0,0.0
84b2e91ffffffff,51.0,0.0,0.0
84b2e99ffffffff,2.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0
84b2ea3ffffffff,3.0,0.0,0.0
84b2ea7ffffffff,11.0,0.0,0.0
84b2ea9ffffffff,25.0,0.0,0.0
84b2eabffffffff,7.0,0.0,0.0
84b2eadffffffff,21.0,0.0,0.0
84b2eb3ffffffff,3.0,0.0,0.0
84b2eb5ffffffff,2.0,0.0,0.0
84b2eb7ffffffff,30.0,0.0,0.0
84b2eb9ffffffff,2.0,0.0,0.0
84b2ebbffffffff,2.0,0.0,0.0
84b2ec1ffffffff,4.0,0.0,0.0
84b2ec5ffffffff,6.0,0.0,0.0
84b2ed9ffffffff,14.0,0.0,0.0
84b2ee1ffffffff,215.0,0.0,0.0
84b2ee3ffffffff,27.0,0.0,0.0
84b2ee7ffffffff,10.0,0.0,0.0
84b2ee9ffffffff,77.0,0.0,0.0
84b2eebffffffff,68.0,0.0,0.0
84b2eedffffffff,20.0,0.0,0.0
84b3001ffffffff,2.0,0.0,0.0
84b3009ffffffff,18.0,0.0,0.0
84b300bffffffff,48.0,0.0,0.0
84b3011ffffffff,41.0,0.0,0.0
84b3013ffffffff,3.0,0.0,0.0
84b3015ffffffff,4.0,0.0,0.0
84b3017ffffffff,12.0,0.0,0.0
84b301dffffffff,9.0,0.0,0.0
84b3041ffffffff,7.0,0.0,0.0
84b3043ffffffff,99.0,0.0,0.0
84b3047ffffffff,35.0,0.0,0.0
84b3055ffffffff,68.0,1.0,0.0
84b3059ffffffff,3.0,0.0,0.0
84b305dffffffff,887.0,4.0,0.0
84b30b3ffffffff,120.0,0.0,3.0
84b30bdffffffff,3.0,0.0,0.0
84b30e1ffffffff,2.0,0.0,0.0
84b30e9ffffffff,1.0,0.0,0.0
84b30ebffffffff,4.0,0.0,0.0
84b3201ffffffff,2.0,0.0,0.0
84b3203ffffffff,5.0,0.0,0.0
84b3209ffffffff,39.0,0.0,0.0
84b320bffffffff,37.0,0.0,0.0
84b320dffffffff,70.0,0.0,0.0
84b3211ffffffff,3.0,0.0,0.0
84b3219ffffffff,307.0,0.0,0.0
84b321dffffffff,59.0,0.0,0.0
84b3227ffffffff,2.0,0.0,0.0
84b3241ffffffff,20.0,0.0,0.0
84b3243ffffffff,69.0,0.0,0.0
84b3245ffffffff,5.0,0.0,0.0
84b3247ffffffff,2.0,0.0,0.0
84b324bffffffff,5.0,0.0,0.0
84b324dffffffff,2.0,0.0,0.0
84b3253ffffffff,58.0,0.0,0.0
84b3257ffffffff,78.0,0.0,0.0
84b3261ffffffff,53.0,0.0,0.0
84b3263ffffffff,5.0,0.0,0.0
