cell_id,Poliocrania exsul,Poliocrania exsul [exsul Group],Poliocrania exsul maculifer/cassini
826617fffffffff,3.0,2.0,0.0
82661ffffffffff,178.0,0.0,0.0
8266a7fffffffff,12.0,10.0,0.0
8266b7fffffffff,7.0,0.0,0.0
8266d7fffffffff,29.0,0.0,3.0
8266e7fffffffff,3.0,0.0,0.0
8266f7fffffffff,5.0,0.0,0.0
82679ffffffffff,2.0,1.0,0.0
826d6ffffffffff,17.0,6.0,0.0
828f0ffffffffff,2.0,0.0,2.0
828f2ffffffffff,2.0,0.0,2.0
