cell_id,Megascops asio,Megascops asio [asio Group],Megascops asio mccallii
8326d9fffffffff,25.0,0.0,0.0
8326dbfffffffff,32.0,0.0,0.0
8326dcfffffffff,10.0,0.0,0.0
8326ddfffffffff,29.0,0.0,0.0
8326defffffffff,20.0,0.0,0.0
8326e0fffffffff,22.0,0.0,0.0
8326e1fffffffff,3.0,0.0,0.0
8326e2fffffffff,101.0,2.0,0.0
8326e3fffffffff,37.0,3.0,0.0
8326e4fffffffff,52.0,0.0,0.0
8326e5fffffffff,130.0,4.0,0.0
8326e6fffffffff,78.0,0.0,0.0
8326e8fffffffff,9.0,0.0,0.0
8326e9fffffffff,36.0,0.0,0.0
8326eafffffffff,26.0,0.0,0.0
8326ebfffffffff,7.0,0.0,0.0
8326ecfffffffff,35.0,0.0,0.0
8326edfffffffff,115.0,2.0,0.0
8326eefffffffff,18.0,0.0,0.0
8326f0fffffffff,28.0,0.0,0.0
8326f1fffffffff,49.0,0.0,0.0
8326f2fffffffff,6.0,0.0,0.0
8326f3fffffffff,7.0,0.0,0.0
8326f4fffffffff,29.0,0.0,0.0
8326f5fffffffff,36.0,3.0,0.0
8326f6fffffffff,125.0,0.0,0.0
832702fffffffff,2.0,0.0,0.0
832713fffffffff,10.0,0.0,0.0
832718fffffffff,11.0,0.0,0.0
832719fffffffff,6.0,0.0,0.0
83271afffffffff,14.0,0.0,0.0
83271bfffffffff,18.0,0.0,0.0
83271cfffffffff,133.0,0.0,0.0
832740fffffffff,6.0,0.0,0.0
832741fffffffff,45.0,0.0,0.0
832742fffffffff,2.0,0.0,0.0
832743fffffffff,92.0,4.0,0.0
832745fffffffff,7.0,0.0,0.0
832748fffffffff,586.0,0.0,0.0
832749fffffffff,675.0,0.0,0.0
83274afffffffff,31.0,0.0,0.0
83274bfffffffff,209.0,0.0,0.0
83274cfffffffff,84.0,0.0,0.0
83274dfffffffff,397.0,0.0,0.0
83274efffffffff,35.0,0.0,0.0
832751fffffffff,6.0,0.0,0.0
832752fffffffff,146.0,6.0,0.0
832753fffffffff,8.0,2.0,0.0
832758fffffffff,361.0,11.0,0.0
832759fffffffff,670.0,37.0,0.0
83275afffffffff,59.0,0.0,0.0
83275bfffffffff,84.0,0.0,0.0
83275cfffffffff,143.0,3.0,0.0
83275dfffffffff,403.0,6.0,0.0
83275efffffffff,16.0,0.0,0.0
832768fffffffff,2.0,0.0,0.0
832769fffffffff,69.0,0.0,0.0
83276afffffffff,10.0,0.0,0.0
83276bfffffffff,181.0,0.0,0.0
83276dfffffffff,67.0,15.0,0.0
832785fffffffff,3.0,0.0,0.0
832786fffffffff,51.0,0.0,0.0
83278bfffffffff,5.0,0.0,0.0
83278cfffffffff,27.0,4.0,0.0
83278dfffffffff,4.0,0.0,0.0
83278efffffffff,11.0,0.0,0.0
832790fffffffff,3.0,0.0,0.0
832798fffffffff,5.0,0.0,0.0
832799fffffffff,4.0,0.0,0.0
83279afffffffff,1.0,0.0,0.0
83279efffffffff,28.0,0.0,0.0
8327a8fffffffff,4.0,0.0,0.0
8327a9fffffffff,22.0,0.0,0.0
8327aafffffffff,10.0,0.0,0.0
8327abfffffffff,6.0,0.0,0.0
8327adfffffffff,15.0,0.0,0.0
8327aefffffffff,4.0,0.0,0.0
8327b2fffffffff,5.0,0.0,0.0
832a06fffffffff,85.0,24.0,0.0
832a10fffffffff,1446.0,72.0,0.0
832a12fffffffff,799.0,0.0,0.0
832a13fffffffff,924.0,17.0,0.0
832a14fffffffff,981.0,35.0,0.0
832a15fffffffff,356.0,36.0,0.0
832a16fffffffff,335.0,5.0,0.0
832a30fffffffff,2262.0,314.0,0.0
832a31fffffffff,1696.0,324.0,0.0
832a32fffffffff,147.0,26.0,0.0
832a33fffffffff,877.0,170.0,0.0
832a36fffffffff,13.0,0.0,0.0
832a80fffffffff,81.0,2.0,0.0
832a81fffffffff,330.0,17.0,0.0
832a82fffffffff,75.0,0.0,0.0
832a83fffffffff,2.0,2.0,0.0
832a84fffffffff,945.0,0.0,0.0
832a85fffffffff,302.0,15.0,0.0
832a86fffffffff,104.0,2.0,0.0
832a88fffffffff,184.0,9.0,0.0
832a89fffffffff,80.0,0.0,0.0
832a8afffffffff,425.0,15.0,0.0
832a8bfffffffff,137.0,0.0,0.0
832a8cfffffffff,394.0,19.0,0.0
832a8dfffffffff,97.0,2.0,0.0
832a8efffffffff,234.0,2.0,0.0
832a90fffffffff,137.0,0.0,0.0
832a91fffffffff,129.0,0.0,0.0
832a92fffffffff,102.0,0.0,0.0
832a93fffffffff,173.0,6.0,0.0
832a94fffffffff,641.0,0.0,0.0
832a95fffffffff,315.0,0.0,0.0
832a96fffffffff,37.0,0.0,0.0
832a98fffffffff,12.0,0.0,0.0
832a99fffffffff,277.0,1.0,0.0
832a9afffffffff,89.0,4.0,0.0
832a9bfffffffff,189.0,0.0,0.0
832a9cfffffffff,31.0,0.0,0.0
832a9dfffffffff,14.0,0.0,0.0
832a9efffffffff,79.0,2.0,0.0
832aa0fffffffff,66.0,0.0,0.0
832aa1fffffffff,738.0,0.0,0.0
832aa2fffffffff,73.0,0.0,0.0
832aa3fffffffff,482.0,0.0,0.0
832aa4fffffffff,1980.0,765.0,0.0
832aa5fffffffff,176.0,2.0,0.0
832aa6fffffffff,262.0,44.0,0.0
832aa8fffffffff,1873.0,97.0,0.0
832aa9fffffffff,1854.0,154.0,0.0
832aaafffffffff,617.0,56.0,0.0
832aabfffffffff,214.0,9.0,0.0
832aacfffffffff,2334.0,27.0,0.0
832aadfffffffff,1677.0,61.0,0.0
832aaefffffffff,463.0,10.0,0.0
832ab0fffffffff,622.0,23.0,0.0
832ab1fffffffff,98.0,0.0,0.0
832ab2fffffffff,8120.0,63.0,0.0
832ab3fffffffff,672.0,0.0,0.0
832ab4fffffffff,873.0,44.0,0.0
832ab5fffffffff,428.0,3.0,0.0
832ab6fffffffff,586.0,8.0,0.0
832ac6fffffffff,37.0,0.0,0.0
832ad0fffffffff,9.0,0.0,0.0
832ad1fffffffff,15.0,0.0,0.0
832ad2fffffffff,9.0,0.0,0.0
832ad3fffffffff,85.0,0.0,0.0
832ad4fffffffff,22.0,0.0,0.0
832ad5fffffffff,156.0,0.0,0.0
832ad6fffffffff,115.0,0.0,0.0
832af0fffffffff,303.0,18.0,0.0
832af1fffffffff,19.0,0.0,0.0
832af2fffffffff,60.0,0.0,0.0
832af3fffffffff,293.0,0.0,0.0
832af6fffffffff,979.0,19.0,0.0
832b81fffffffff,147.0,0.0,0.0
832b83fffffffff,750.0,44.0,0.0
832b85fffffffff,9.0,0.0,0.0
832b88fffffffff,15.0,0.0,0.0
832b89fffffffff,293.0,12.0,0.0
832b8afffffffff,216.0,38.0,0.0
832b8bfffffffff,42.0,7.0,0.0
832b8cfffffffff,168.0,0.0,0.0
832b8dfffffffff,181.0,2.0,0.0
832b8efffffffff,64.0,4.0,0.0
832b98fffffffff,261.0,22.0,0.0
832b99fffffffff,1152.0,319.0,0.0
832b9afffffffff,239.0,3.0,0.0
832b9bfffffffff,1521.0,45.0,0.0
832b9dfffffffff,419.0,129.0,0.0
832b9efffffffff,2.0,0.0,0.0
832baafffffffff,2809.0,0.0,0.0
832babfffffffff,2.0,0.0,0.0
834412fffffffff,187.0,8.0,0.0
834413fffffffff,1064.0,13.0,0.0
83441afffffffff,554.0,19.0,0.0
83441bfffffffff,28.0,0.0,0.0
83441efffffffff,688.0,21.0,0.0
834440fffffffff,263.0,0.0,0.0
834441fffffffff,55.0,0.0,0.0
834442fffffffff,60.0,0.0,0.0
834443fffffffff,23.0,0.0,0.0
834444fffffffff,119.0,0.0,0.0
834445fffffffff,265.0,0.0,0.0
834446fffffffff,305.0,0.0,0.0
834448fffffffff,39.0,0.0,0.0
834449fffffffff,40.0,0.0,0.0
83444afffffffff,9.0,0.0,0.0
83444bfffffffff,31.0,0.0,0.0
83444cfffffffff,353.0,0.0,0.0
83444dfffffffff,128.0,0.0,0.0
83444efffffffff,172.0,0.0,0.0
834450fffffffff,117.0,4.0,0.0
834451fffffffff,25.0,0.0,0.0
834452fffffffff,68.0,0.0,0.0
834453fffffffff,3.0,0.0,0.0
834455fffffffff,129.0,2.0,0.0
834456fffffffff,14.0,0.0,0.0
834458fffffffff,8.0,0.0,0.0
834459fffffffff,13.0,2.0,0.0
83445afffffffff,28.0,0.0,0.0
83445bfffffffff,80.0,5.0,0.0
83445cfffffffff,15.0,0.0,0.0
83445dfffffffff,10.0,0.0,0.0
83445efffffffff,6.0,0.0,0.0
834463fffffffff,44.0,0.0,0.0
834468fffffffff,34.0,0.0,0.0
834469fffffffff,32.0,0.0,0.0
83446afffffffff,82.0,0.0,0.0
83446bfffffffff,71.0,0.0,0.0
83446cfffffffff,895.0,13.0,0.0
83446dfffffffff,528.0,3.0,0.0
83446efffffffff,82.0,0.0,0.0
834471fffffffff,3.0,0.0,0.0
834473fffffffff,66.0,0.0,0.0
8344a1fffffffff,676.0,16.0,0.0
8344a5fffffffff,146.0,5.0,0.0
8344a8fffffffff,246.0,2.0,0.0
8344a9fffffffff,391.0,4.0,0.0
8344abfffffffff,116.0,2.0,0.0
8344acfffffffff,12.0,2.0,0.0
8344adfffffffff,128.0,1.0,0.0
8344aefffffffff,529.0,0.0,0.0
8344c0fffffffff,50.0,1.0,0.0
8344c1fffffffff,143.0,16.0,0.0
8344c2fffffffff,54.0,0.0,0.0
8344c3fffffffff,116.0,3.0,0.0
8344c4fffffffff,18.0,0.0,0.0
8344c5fffffffff,55.0,2.0,0.0
8344c6fffffffff,10.0,1.0,0.0
8344c8fffffffff,111.0,3.0,0.0
8344c9fffffffff,68.0,0.0,0.0
8344cafffffffff,479.0,2.0,0.0
8344cbfffffffff,89.0,6.0,0.0
8344ccfffffffff,186.0,11.0,0.0
8344cdfffffffff,108.0,0.0,0.0
8344cefffffffff,152.0,6.0,0.0
8344d0fffffffff,376.0,8.0,0.0
8344d1fffffffff,71.0,2.0,0.0
8344d2fffffffff,41.0,0.0,0.0
8344d3fffffffff,48.0,0.0,0.0
8344d5fffffffff,106.0,3.0,0.0
8344d8fffffffff,25.0,2.0,0.0
8344d9fffffffff,556.0,15.0,0.0
8344dafffffffff,79.0,0.0,0.0
8344dbfffffffff,210.0,15.0,0.0
8344dcfffffffff,20.0,0.0,0.0
8344ddfffffffff,182.0,1.0,0.0
8344defffffffff,72.0,0.0,0.0
8344e0fffffffff,43.0,0.0,0.0
8344e1fffffffff,6.0,0.0,0.0
8344e2fffffffff,49.0,0.0,0.0
8344e3fffffffff,23.0,4.0,0.0
8344e4fffffffff,18.0,0.0,0.0
8344e5fffffffff,16.0,0.0,0.0
8344e6fffffffff,92.0,0.0,0.0
8344e8fffffffff,21.0,0.0,0.0
8344e9fffffffff,65.0,0.0,0.0
8344eafffffffff,32.0,1.0,0.0
8344ebfffffffff,6.0,0.0,0.0
8344ecfffffffff,16.0,0.0,0.0
8344edfffffffff,41.0,3.0,0.0
8344eefffffffff,161.0,29.0,0.0
8344f0fffffffff,322.0,0.0,0.0
8344f1fffffffff,10.0,0.0,0.0
8344f3fffffffff,530.0,62.0,0.0
8344f4fffffffff,349.0,0.0,0.0
8344f5fffffffff,59.0,0.0,0.0
8344f6fffffffff,95.0,0.0,0.0
834880fffffffff,10.0,0.0,0.0
834882fffffffff,98.0,0.0,0.0
834883fffffffff,211.0,0.0,55.0
834884fffffffff,10.0,0.0,0.0
834886fffffffff,22.0,0.0,5.0
834888fffffffff,5.0,0.0,0.0
83488afffffffff,4.0,0.0,0.0
83488cfffffffff,1.0,0.0,0.0
83488efffffffff,93.0,0.0,0.0
834890fffffffff,17.0,0.0,0.0
834891fffffffff,2.0,0.0,0.0
834892fffffffff,31.0,0.0,0.0
834893fffffffff,74.0,0.0,0.0
834895fffffffff,69.0,0.0,6.0
834898fffffffff,526.0,0.0,0.0
834899fffffffff,20.0,0.0,0.0
83489afffffffff,319.0,0.0,0.0
83489bfffffffff,33.0,0.0,0.0
83489cfffffffff,181.0,0.0,0.0
83489dfffffffff,207.0,2.0,0.0
83489efffffffff,484.0,9.0,0.0
8348a2fffffffff,190.0,0.0,0.0
8348a3fffffffff,2.0,0.0,0.0
8348b0fffffffff,1.0,0.0,0.0
8348b1fffffffff,397.0,0.0,77.0
8348b2fffffffff,53.0,0.0,18.0
8348b3fffffffff,6523.0,0.0,2647.0
8348b4fffffffff,6.0,0.0,0.0
8348b5fffffffff,2.0,0.0,0.0
834998fffffffff,15.0,0.0,0.0
