cell_id,Xenodacnis parina,Xenodacnis parina petersi/bella,Xenodacnis parina parina
828b67fffffffff,335.0,0.0,0.0
828b6ffffffffff,251.0,0.0,0.0
828e67fffffffff,48.0,0.0,0.0
828e6ffffffffff,166.0,0.0,0.0
828f2ffffffffff,497.0,50.0,0.0
828f57fffffffff,16.0,0.0,0.0
828f5ffffffffff,342.0,18.0,0.0
82b337fffffffff,58.0,0.0,0.0
