cell_id,Platycercus elegans,Platycercus elegans [elegans Group],Platycercus elegans flaveolus,Platycercus elegans adelaidae/subadelaidae,Platycercus elegans [elegans Group] x flaveolus
839c05fffffffff,1.0,0.0,0.0,0.0,0.0
839c21fffffffff,123.0,14.0,0.0,0.0,0.0
839c23fffffffff,61.0,12.0,0.0,0.0,0.0
839c25fffffffff,77.0,5.0,0.0,0.0,0.0
839d0cfffffffff,89.0,9.0,0.0,0.0,0.0
83b912fffffffff,7.0,0.0,0.0,2.0,0.0
83b914fffffffff,175.0,3.0,0.0,43.0,0.0
83b915fffffffff,75.0,3.0,0.0,0.0,0.0
83b916fffffffff,1199.0,0.0,0.0,652.0,0.0
83b933fffffffff,3.0,0.0,0.0,0.0,0.0
83b9a1fffffffff,66.0,0.0,0.0,35.0,0.0
83b9a4fffffffff,7.0,0.0,4.0,0.0,0.0
83b9a5fffffffff,52.0,0.0,0.0,28.0,0.0
83ba69fffffffff,314.0,0.0,0.0,0.0,0.0
83be08fffffffff,7808.0,1054.0,0.0,0.0,0.0
83be09fffffffff,313.0,38.0,0.0,0.0,0.0
83be0afffffffff,290.0,43.0,0.0,0.0,0.0
83be0bfffffffff,801.0,139.0,0.0,0.0,0.0
83be0cfffffffff,4023.0,1147.0,0.0,0.0,0.0
83be0dfffffffff,2409.0,524.0,0.0,0.0,0.0
83be0efffffffff,169.0,20.0,0.0,0.0,0.0
83be18fffffffff,341.0,55.0,0.0,0.0,0.0
83be19fffffffff,345.0,84.0,0.0,0.0,0.0
83be1afffffffff,115.0,10.0,0.0,0.0,0.0
83be1bfffffffff,330.0,49.0,0.0,0.0,0.0
83be1dfffffffff,66.0,4.0,0.0,0.0,0.0
83be29fffffffff,125.0,20.0,0.0,0.0,0.0
83be2bfffffffff,158.0,4.0,0.0,0.0,0.0
83be40fffffffff,503.0,13.0,378.0,0.0,0.0
83be41fffffffff,2.0,2.0,0.0,0.0,0.0
83be42fffffffff,113.0,0.0,86.0,0.0,0.0
83be43fffffffff,79.0,0.0,55.0,0.0,0.0
83be44fffffffff,1395.0,658.0,76.0,0.0,0.0
83be45fffffffff,1007.0,238.0,0.0,0.0,0.0
83be46fffffffff,519.0,29.0,356.0,0.0,0.0
83be48fffffffff,1.0,0.0,0.0,0.0,0.0
83be49fffffffff,941.0,0.0,6.0,397.0,0.0
83be4afffffffff,279.0,0.0,210.0,4.0,0.0
83be4bfffffffff,541.0,0.0,401.0,14.0,0.0
83be4cfffffffff,103.0,15.0,0.0,0.0,0.0
83be4dfffffffff,78.0,9.0,0.0,0.0,0.0
83be4efffffffff,603.0,0.0,508.0,0.0,0.0
83be50fffffffff,7.0,0.0,5.0,0.0,0.0
83be51fffffffff,13.0,0.0,12.0,0.0,0.0
83be54fffffffff,15.0,2.0,3.0,0.0,0.0
83be55fffffffff,127.0,0.0,99.0,0.0,0.0
83be56fffffffff,7.0,0.0,0.0,0.0,0.0
83be58fffffffff,5.0,0.0,2.0,0.0,0.0
83be5bfffffffff,2.0,0.0,2.0,0.0,0.0
83be5dfffffffff,223.0,0.0,180.0,0.0,0.0
83be60fffffffff,554.0,198.0,0.0,0.0,0.0
83be61fffffffff,833.0,210.0,0.0,0.0,0.0
83be62fffffffff,1611.0,380.0,0.0,0.0,0.0
83be63fffffffff,5304.0,2129.0,0.0,0.0,0.0
83be66fffffffff,360.0,82.0,0.0,0.0,0.0
83be68fffffffff,278.0,117.0,0.0,0.0,0.0
83be69fffffffff,98.0,2.0,0.0,0.0,0.0
83be6afffffffff,564.0,127.0,0.0,0.0,0.0
83be6bfffffffff,334.0,88.0,0.0,0.0,0.0
83be6cfffffffff,6.0,4.0,0.0,0.0,0.0
83be6efffffffff,978.0,306.0,0.0,0.0,0.0
83be70fffffffff,223.0,43.0,0.0,0.0,0.0
83be71fffffffff,1074.0,303.0,142.0,0.0,0.0
83be72fffffffff,10770.0,443.0,17.0,0.0,3.0
83be73fffffffff,300.0,5.0,157.0,0.0,15.0
83be74fffffffff,1137.0,307.0,0.0,0.0,0.0
83be75fffffffff,1134.0,279.0,0.0,0.0,0.0
83be76fffffffff,383.0,40.0,0.0,0.0,0.0
83be88fffffffff,9.0,1.0,0.0,0.0,0.0
83be89fffffffff,207.0,19.0,0.0,0.0,0.0
83be8dfffffffff,832.0,90.0,0.0,0.0,0.0
83bea9fffffffff,4.0,0.0,0.0,0.0,0.0
83beabfffffffff,523.0,70.0,0.0,0.0,0.0
83bee0fffffffff,71.0,7.0,0.0,0.0,0.0
83bee2fffffffff,48.0,4.0,0.0,0.0,0.0
83bee4fffffffff,33.0,7.0,0.0,0.0,0.0
83bee5fffffffff,4.0,0.0,0.0,0.0,0.0
83bee6fffffffff,32.0,2.0,0.0,0.0,0.0
83bef0fffffffff,492.0,81.0,0.0,0.0,0.0
83bef1fffffffff,1.0,0.0,0.0,0.0,0.0
83bef2fffffffff,37.0,0.0,0.0,0.0,0.0
83bef4fffffffff,145.0,24.0,0.0,0.0,0.0
83bef5fffffffff,187.0,2.0,0.0,0.0,0.0
83bef6fffffffff,2849.0,519.0,0.0,0.0,0.0
