cell_id,Illadopsis turdina,Illadopsis turdina harterti,Illadopsis turdina turdina,Illadopsis turdina upembae
8258cffffffffff,24.0,0.0,0.0,0.0
826a17fffffffff,12.0,0.0,0.0,0.0
82960ffffffffff,27.0,0.0,0.0,2.0
829657fffffffff,7.0,0.0,0.0,1.0
