cell_id,Spatula cyanoptera,Spatula cyanoptera septentrionalium,Spatula cyanoptera [orinoma Group],Spatula cyanoptera cyanoptera
832602fffffffff,2.0,0.0,0.0,0.0
832603fffffffff,3.0,0.0,0.0,0.0
832604fffffffff,2.0,0.0,0.0,0.0
832606fffffffff,1.0,0.0,0.0,0.0
83260bfffffffff,63.0,0.0,0.0,0.0
832610fffffffff,4.0,0.0,0.0,0.0
832612fffffffff,6.0,0.0,0.0,0.0
832613fffffffff,2.0,0.0,0.0,0.0
832614fffffffff,4.0,0.0,0.0,0.0
832615fffffffff,2.0,0.0,0.0,0.0
832616fffffffff,10.0,0.0,0.0,0.0
832618fffffffff,9.0,0.0,0.0,0.0
832619fffffffff,4.0,0.0,0.0,0.0
83261afffffffff,1.0,0.0,0.0,0.0
83261bfffffffff,1.0,0.0,0.0,0.0
83261cfffffffff,3.0,0.0,0.0,0.0
83261efffffffff,5.0,0.0,0.0,0.0
832633fffffffff,12.0,0.0,0.0,0.0
832680fffffffff,1852.0,0.0,0.0,0.0
832681fffffffff,2106.0,0.0,0.0,0.0
832682fffffffff,130.0,0.0,0.0,0.0
832683fffffffff,177.0,0.0,0.0,0.0
832684fffffffff,94.0,0.0,0.0,0.0
832685fffffffff,984.0,0.0,0.0,0.0
832686fffffffff,50.0,0.0,0.0,0.0
832688fffffffff,2099.0,0.0,0.0,0.0
832689fffffffff,315.0,0.0,0.0,0.0
83268afffffffff,1110.0,0.0,0.0,0.0
83268bfffffffff,213.0,0.0,0.0,0.0
83268cfffffffff,2832.0,0.0,0.0,0.0
83268dfffffffff,359.0,0.0,0.0,0.0
83268efffffffff,332.0,0.0,0.0,0.0
832690fffffffff,904.0,0.0,0.0,0.0
832691fffffffff,36.0,0.0,0.0,0.0
832692fffffffff,793.0,0.0,0.0,0.0
832693fffffffff,50.0,0.0,0.0,0.0
832694fffffffff,575.0,0.0,0.0,0.0
832695fffffffff,167.0,0.0,0.0,0.0
832696fffffffff,6916.0,0.0,0.0,0.0
832698fffffffff,1134.0,0.0,0.0,0.0
832699fffffffff,669.0,0.0,0.0,0.0
83269afffffffff,78.0,0.0,0.0,0.0
83269bfffffffff,61.0,0.0,0.0,0.0
83269cfffffffff,1958.0,0.0,0.0,0.0
83269dfffffffff,314.0,0.0,0.0,0.0
83269efffffffff,146.0,0.0,0.0,0.0
8326a0fffffffff,5.0,0.0,0.0,0.0
8326a2fffffffff,51.0,0.0,0.0,0.0
8326a3fffffffff,29.0,0.0,0.0,0.0
8326a4fffffffff,13.0,0.0,0.0,0.0
8326a5fffffffff,18.0,0.0,0.0,0.0
8326a6fffffffff,6.0,0.0,0.0,0.0
8326a8fffffffff,345.0,0.0,0.0,0.0
8326a9fffffffff,63.0,0.0,0.0,0.0
8326aafffffffff,4030.0,0.0,0.0,0.0
8326abfffffffff,77.0,0.0,0.0,0.0
8326acfffffffff,38.0,0.0,0.0,0.0
8326adfffffffff,10.0,0.0,0.0,0.0
8326aefffffffff,205.0,0.0,0.0,0.0
8326b0fffffffff,283.0,0.0,0.0,0.0
8326b1fffffffff,37.0,0.0,0.0,0.0
8326b2fffffffff,129.0,0.0,0.0,0.0
8326b3fffffffff,75.0,0.0,0.0,0.0
8326b4fffffffff,5.0,0.0,0.0,0.0
8326b5fffffffff,80.0,0.0,0.0,0.0
8326b6fffffffff,518.0,0.0,0.0,0.0
8326c0fffffffff,2.0,0.0,0.0,0.0
8326c1fffffffff,34.0,0.0,0.0,0.0
8326c2fffffffff,11.0,0.0,0.0,0.0
8326c3fffffffff,100.0,0.0,0.0,0.0
8326c4fffffffff,26.0,0.0,0.0,0.0
8326c5fffffffff,14.0,0.0,0.0,0.0
8326c6fffffffff,7.0,0.0,0.0,0.0
8326c8fffffffff,250.0,0.0,0.0,0.0
8326cafffffffff,17.0,0.0,0.0,0.0
8326cbfffffffff,258.0,0.0,0.0,0.0
8326cefffffffff,6.0,0.0,0.0,0.0
8326d0fffffffff,26.0,0.0,0.0,0.0
8326d1fffffffff,50.0,0.0,0.0,0.0
8326d2fffffffff,24.0,0.0,0.0,0.0
8326d3fffffffff,163.0,0.0,0.0,0.0
8326d4fffffffff,77.0,0.0,0.0,0.0
8326d5fffffffff,14.0,0.0,0.0,0.0
8326d6fffffffff,27.0,0.0,0.0,0.0
8326d8fffffffff,13.0,0.0,0.0,0.0
8326d9fffffffff,70.0,0.0,0.0,0.0
8326dafffffffff,81.0,0.0,0.0,0.0
8326dbfffffffff,47.0,0.0,0.0,0.0
8326dcfffffffff,19.0,0.0,0.0,0.0
8326ddfffffffff,4.0,0.0,0.0,0.0
8326defffffffff,161.0,0.0,0.0,0.0
8326e2fffffffff,487.0,0.0,0.0,0.0
8326e6fffffffff,4.0,0.0,0.0,0.0
8326eafffffffff,4.0,0.0,0.0,0.0
8326f0fffffffff,27.0,0.0,0.0,0.0
8326f1fffffffff,35.0,0.0,0.0,0.0
8326f2fffffffff,476.0,0.0,0.0,0.0
8326f3fffffffff,28.0,0.0,0.0,0.0
8326f5fffffffff,2.0,0.0,0.0,0.0
8326f6fffffffff,29.0,0.0,0.0,0.0
832780fffffffff,8.0,0.0,0.0,0.0
832781fffffffff,2.0,0.0,0.0,0.0
832782fffffffff,2.0,0.0,0.0,0.0
832783fffffffff,2.0,0.0,0.0,0.0
832784fffffffff,9.0,0.0,0.0,0.0
832785fffffffff,22.0,0.0,0.0,0.0
832786fffffffff,497.0,0.0,0.0,0.0
832788fffffffff,7.0,0.0,0.0,0.0
83278bfffffffff,1.0,0.0,0.0,0.0
83278efffffffff,4.0,0.0,0.0,0.0
832790fffffffff,26.0,0.0,0.0,0.0
832791fffffffff,94.0,0.0,0.0,0.0
832792fffffffff,574.0,0.0,0.0,0.0
832793fffffffff,336.0,0.0,0.0,0.0
832794fffffffff,55.0,0.0,0.0,0.0
832795fffffffff,13.0,0.0,0.0,0.0
832796fffffffff,562.0,0.0,0.0,0.0
832798fffffffff,17.0,0.0,0.0,0.0
832799fffffffff,40.0,0.0,0.0,0.0
83279afffffffff,94.0,0.0,0.0,0.0
83279bfffffffff,9.0,0.0,0.0,0.0
83279cfffffffff,27.0,0.0,0.0,0.0
83279dfffffffff,1.0,0.0,0.0,0.0
83279efffffffff,519.0,0.0,0.0,0.0
8327a4fffffffff,2.0,0.0,0.0,0.0
8327aefffffffff,1.0,0.0,0.0,0.0
8327b0fffffffff,16.0,0.0,0.0,0.0
8327b1fffffffff,28.0,0.0,0.0,0.0
8327b2fffffffff,266.0,0.0,0.0,0.0
8327b3fffffffff,52.0,0.0,0.0,0.0
8327b6fffffffff,80.0,0.0,0.0,0.0
832800fffffffff,39.0,0.0,0.0,0.0
832802fffffffff,2301.0,0.0,0.0,0.0
832803fffffffff,5.0,0.0,0.0,0.0
832806fffffffff,159.0,0.0,0.0,0.0
832810fffffffff,258.0,0.0,0.0,0.0
832811fffffffff,428.0,0.0,0.0,0.0
832812fffffffff,533.0,0.0,0.0,0.0
832813fffffffff,1359.0,0.0,0.0,0.0
832814fffffffff,424.0,0.0,0.0,0.0
832815fffffffff,204.0,0.0,0.0,0.0
832816fffffffff,399.0,0.0,0.0,0.0
832818fffffffff,188.0,0.0,0.0,0.0
832819fffffffff,61.0,0.0,0.0,0.0
83281afffffffff,32.0,0.0,0.0,0.0
83281bfffffffff,1101.0,0.0,0.0,0.0
83281cfffffffff,145.0,0.0,0.0,0.0
83281dfffffffff,9.0,0.0,0.0,0.0
83281efffffffff,1045.0,0.0,0.0,0.0
832830fffffffff,9428.0,0.0,0.0,0.0
832831fffffffff,249.0,0.0,0.0,0.0
832832fffffffff,5457.0,0.0,0.0,0.0
832833fffffffff,3586.0,0.0,0.0,0.0
832834fffffffff,11005.0,0.0,0.0,0.0
832835fffffffff,32.0,0.0,0.0,0.0
832836fffffffff,1258.0,0.0,0.0,0.0
832880fffffffff,254.0,0.0,0.0,0.0
832881fffffffff,407.0,0.0,0.0,0.0
832882fffffffff,25.0,0.0,0.0,0.0
832883fffffffff,55.0,0.0,0.0,0.0
832884fffffffff,1913.0,0.0,0.0,0.0
832885fffffffff,925.0,0.0,0.0,0.0
832886fffffffff,48.0,0.0,0.0,0.0
832888fffffffff,947.0,0.0,0.0,0.0
832889fffffffff,1177.0,0.0,0.0,0.0
83288afffffffff,536.0,0.0,0.0,0.0
83288bfffffffff,1209.0,0.0,0.0,0.0
83288cfffffffff,1080.0,0.0,0.0,0.0
83288dfffffffff,265.0,0.0,0.0,0.0
83288efffffffff,161.0,0.0,0.0,0.0
832890fffffffff,369.0,0.0,0.0,0.0
832891fffffffff,87.0,0.0,0.0,0.0
832892fffffffff,327.0,0.0,0.0,0.0
832893fffffffff,780.0,0.0,0.0,0.0
832894fffffffff,833.0,0.0,0.0,0.0
832895fffffffff,17.0,0.0,0.0,0.0
832896fffffffff,593.0,0.0,0.0,0.0
832898fffffffff,378.0,0.0,0.0,0.0
832899fffffffff,59.0,0.0,0.0,0.0
83289afffffffff,385.0,0.0,0.0,0.0
83289bfffffffff,442.0,0.0,0.0,0.0
83289cfffffffff,1.0,0.0,0.0,0.0
83289dfffffffff,135.0,0.0,0.0,0.0
83289efffffffff,966.0,0.0,0.0,0.0
8328a0fffffffff,3.0,0.0,0.0,0.0
8328a1fffffffff,272.0,0.0,0.0,0.0
8328a2fffffffff,105.0,0.0,0.0,0.0
8328a3fffffffff,109.0,0.0,0.0,0.0
8328a4fffffffff,17.0,0.0,0.0,0.0
8328a5fffffffff,8.0,0.0,0.0,0.0
8328a6fffffffff,107.0,0.0,0.0,0.0
8328a8fffffffff,164.0,0.0,0.0,0.0
8328a9fffffffff,1218.0,0.0,0.0,0.0
8328aafffffffff,301.0,0.0,0.0,0.0
8328abfffffffff,85.0,0.0,0.0,0.0
8328acfffffffff,151.0,0.0,0.0,0.0
8328adfffffffff,1087.0,0.0,0.0,0.0
8328aefffffffff,4717.0,0.0,0.0,0.0
8328b0fffffffff,77.0,0.0,0.0,0.0
8328b1fffffffff,888.0,0.0,0.0,0.0
8328b2fffffffff,171.0,0.0,0.0,0.0
8328b3fffffffff,196.0,0.0,0.0,0.0
8328b4fffffffff,17.0,0.0,0.0,0.0
8328b5fffffffff,129.0,0.0,0.0,0.0
8328b6fffffffff,3013.0,0.0,0.0,0.0
8328c2fffffffff,5.0,0.0,0.0,0.0
8328c6fffffffff,228.0,0.0,0.0,0.0
8328d0fffffffff,283.0,0.0,0.0,0.0
8328d1fffffffff,1065.0,0.0,0.0,0.0
8328d2fffffffff,167.0,0.0,0.0,0.0
8328d3fffffffff,141.0,0.0,0.0,0.0
8328d4fffffffff,159.0,0.0,0.0,0.0
8328d5fffffffff,2838.0,0.0,0.0,0.0
8328d6fffffffff,407.0,0.0,0.0,0.0
8328d8fffffffff,43.0,0.0,0.0,0.0
8328dafffffffff,10.0,0.0,0.0,0.0
8328dcfffffffff,96.0,0.0,0.0,0.0
8328ddfffffffff,3.0,0.0,0.0,0.0
8328defffffffff,1154.0,0.0,0.0,0.0
8328f0fffffffff,6073.0,0.0,0.0,0.0
8328f1fffffffff,341.0,0.0,0.0,0.0
8328f2fffffffff,324.0,0.0,0.0,0.0
8328f3fffffffff,112.0,0.0,0.0,0.0
8328f4fffffffff,3352.0,0.0,0.0,0.0
8328f5fffffffff,966.0,0.0,0.0,0.0
8328f6fffffffff,150.0,0.0,0.0,0.0
832912fffffffff,2561.0,0.0,0.0,0.0
832913fffffffff,260.0,0.0,0.0,0.0
83291afffffffff,182.0,0.0,0.0,0.0
832980fffffffff,127.0,0.0,0.0,0.0
832981fffffffff,136.0,0.0,0.0,0.0
832982fffffffff,87.0,0.0,0.0,0.0
832983fffffffff,4.0,0.0,0.0,0.0
832984fffffffff,361.0,0.0,0.0,0.0
832985fffffffff,510.0,0.0,0.0,0.0
832986fffffffff,2904.0,0.0,0.0,0.0
832988fffffffff,293.0,0.0,0.0,0.0
832989fffffffff,2950.0,0.0,0.0,0.0
83298afffffffff,19.0,0.0,0.0,0.0
83298bfffffffff,457.0,0.0,0.0,0.0
83298cfffffffff,1624.0,0.0,0.0,0.0
83298dfffffffff,541.0,0.0,0.0,0.0
83298efffffffff,23.0,0.0,0.0,0.0
832990fffffffff,166.0,0.0,0.0,0.0
832991fffffffff,59.0,0.0,0.0,0.0
832992fffffffff,90.0,0.0,0.0,0.0
832993fffffffff,122.0,0.0,0.0,0.0
832994fffffffff,15.0,0.0,0.0,0.0
832995fffffffff,298.0,0.0,0.0,0.0
832996fffffffff,92.0,0.0,0.0,0.0
832998fffffffff,54.0,0.0,0.0,0.0
832999fffffffff,380.0,0.0,0.0,0.0
83299afffffffff,102.0,0.0,0.0,0.0
83299bfffffffff,114.0,0.0,0.0,0.0
83299cfffffffff,5.0,0.0,0.0,0.0
83299dfffffffff,11.0,0.0,0.0,0.0
83299efffffffff,21.0,0.0,0.0,0.0
8329a0fffffffff,4822.0,0.0,0.0,0.0
8329a1fffffffff,6707.0,0.0,0.0,0.0
8329a2fffffffff,50.0,0.0,0.0,0.0
8329a3fffffffff,476.0,0.0,0.0,0.0
8329a4fffffffff,6225.0,0.0,0.0,0.0
8329a5fffffffff,10305.0,0.0,0.0,0.0
8329a6fffffffff,4395.0,0.0,0.0,0.0
8329a8fffffffff,1362.0,0.0,0.0,0.0
8329a9fffffffff,1951.0,0.0,0.0,0.0
8329aafffffffff,829.0,0.0,0.0,0.0
8329abfffffffff,557.0,0.0,0.0,0.0
8329acfffffffff,399.0,0.0,0.0,0.0
8329adfffffffff,2189.0,0.0,0.0,0.0
8329aefffffffff,373.0,0.0,0.0,0.0
8329b0fffffffff,296.0,0.0,0.0,0.0
8329b1fffffffff,286.0,0.0,0.0,0.0
8329b2fffffffff,2226.0,0.0,0.0,0.0
8329b3fffffffff,7.0,0.0,0.0,0.0
8329b4fffffffff,37.0,0.0,0.0,0.0
8329b5fffffffff,410.0,0.0,0.0,0.0
8329b6fffffffff,910.0,0.0,0.0,0.0
832a95fffffffff,1.0,0.0,0.0,0.0
834469fffffffff,36.0,0.0,0.0,0.0
83446cfffffffff,421.0,0.0,0.0,0.0
83446dfffffffff,104.0,0.0,0.0,0.0
83446efffffffff,176.0,0.0,0.0,0.0
83456dfffffffff,1.0,0.0,0.0,0.0
834801fffffffff,22.0,0.0,0.0,0.0
834802fffffffff,8.0,0.0,0.0,0.0
834805fffffffff,70.0,0.0,0.0,0.0
834806fffffffff,17.0,0.0,0.0,0.0
834808fffffffff,10.0,0.0,0.0,0.0
834809fffffffff,70.0,0.0,0.0,0.0
83480afffffffff,40.0,0.0,0.0,0.0
83480bfffffffff,12.0,0.0,0.0,0.0
83480dfffffffff,54.0,0.0,0.0,0.0
83480efffffffff,44.0,0.0,0.0,0.0
834810fffffffff,87.0,0.0,0.0,0.0
834812fffffffff,31.0,0.0,0.0,0.0
834813fffffffff,1.0,0.0,0.0,0.0
834814fffffffff,255.0,0.0,0.0,0.0
834816fffffffff,18.0,0.0,0.0,0.0
834818fffffffff,2.0,0.0,0.0,0.0
834819fffffffff,1.0,0.0,0.0,0.0
83481afffffffff,37.0,0.0,0.0,0.0
83481bfffffffff,71.0,0.0,0.0,0.0
83481dfffffffff,1.0,0.0,0.0,0.0
83481efffffffff,1.0,0.0,0.0,0.0
834823fffffffff,453.0,0.0,0.0,0.0
83482afffffffff,496.0,0.0,0.0,0.0
83482bfffffffff,1.0,0.0,0.0,0.0
83482efffffffff,143.0,0.0,0.0,0.0
834830fffffffff,32.0,0.0,0.0,0.0
834832fffffffff,98.0,0.0,0.0,0.0
834833fffffffff,196.0,0.0,0.0,0.0
834836fffffffff,753.0,0.0,0.0,0.0
834842fffffffff,10.0,0.0,0.0,0.0
834843fffffffff,47.0,0.0,0.0,0.0
83484afffffffff,814.0,0.0,0.0,0.0
834855fffffffff,8.0,0.0,0.0,0.0
834856fffffffff,251.0,0.0,0.0,0.0
834858fffffffff,147.0,0.0,0.0,0.0
834859fffffffff,175.0,0.0,0.0,0.0
83485afffffffff,136.0,0.0,0.0,0.0
83485bfffffffff,732.0,0.0,0.0,0.0
83485cfffffffff,6.0,0.0,0.0,0.0
83485dfffffffff,29.0,0.0,0.0,0.0
83485efffffffff,59.0,0.0,0.0,0.0
834872fffffffff,5.0,0.0,0.0,0.0
834873fffffffff,97.0,0.0,0.0,0.0
834880fffffffff,152.0,0.0,0.0,0.0
834881fffffffff,6.0,0.0,0.0,0.0
834882fffffffff,460.0,0.0,0.0,0.0
834883fffffffff,74.0,0.0,0.0,0.0
834884fffffffff,17.0,0.0,0.0,0.0
834885fffffffff,5.0,0.0,0.0,0.0
834886fffffffff,61.0,0.0,0.0,0.0
834888fffffffff,54.0,0.0,0.0,0.0
834889fffffffff,74.0,0.0,0.0,0.0
83488afffffffff,71.0,0.0,0.0,0.0
83488bfffffffff,278.0,0.0,0.0,0.0
83488dfffffffff,42.0,0.0,0.0,0.0
83488efffffffff,64.0,0.0,0.0,0.0
834890fffffffff,109.0,0.0,0.0,0.0
834891fffffffff,21.0,0.0,0.0,0.0
834892fffffffff,134.0,0.0,0.0,0.0
834893fffffffff,128.0,0.0,0.0,0.0
834895fffffffff,654.0,0.0,0.0,0.0
834898fffffffff,99.0,0.0,0.0,0.0
834899fffffffff,25.0,0.0,0.0,0.0
83489afffffffff,74.0,0.0,0.0,0.0
83489bfffffffff,1.0,0.0,0.0,0.0
83489cfffffffff,923.0,0.0,0.0,0.0
83489dfffffffff,37.0,0.0,0.0,0.0
83489efffffffff,461.0,0.0,0.0,0.0
8348a0fffffffff,15.0,0.0,0.0,0.0
8348a2fffffffff,221.0,0.0,0.0,0.0
8348a3fffffffff,1.0,0.0,0.0,0.0
8348a6fffffffff,9.0,0.0,0.0,0.0
8348abfffffffff,54.0,0.0,0.0,0.0
8348b1fffffffff,128.0,0.0,0.0,0.0
8348b2fffffffff,86.0,0.0,0.0,0.0
8348b3fffffffff,7489.0,0.0,0.0,0.0
8348b5fffffffff,13.0,0.0,0.0,0.0
8348c0fffffffff,263.0,0.0,0.0,0.0
8348c1fffffffff,144.0,0.0,0.0,0.0
8348c2fffffffff,163.0,0.0,0.0,0.0
8348c3fffffffff,2478.0,0.0,0.0,0.0
8348c4fffffffff,28.0,0.0,0.0,0.0
8348c5fffffffff,434.0,0.0,0.0,0.0
8348c6fffffffff,603.0,0.0,0.0,0.0
8348c8fffffffff,281.0,0.0,0.0,0.0
8348c9fffffffff,224.0,0.0,0.0,0.0
8348cafffffffff,44.0,0.0,0.0,0.0
8348cbfffffffff,59.0,0.0,0.0,0.0
8348ccfffffffff,361.0,0.0,0.0,0.0
8348cdfffffffff,841.0,0.0,0.0,0.0
8348cefffffffff,94.0,0.0,0.0,0.0
8348d0fffffffff,800.0,0.0,0.0,0.0
8348d1fffffffff,82.0,0.0,0.0,0.0
8348d2fffffffff,46.0,0.0,0.0,0.0
8348d3fffffffff,77.0,0.0,0.0,0.0
8348d4fffffffff,95.0,0.0,0.0,0.0
8348d5fffffffff,13.0,0.0,0.0,0.0
8348d6fffffffff,27.0,0.0,0.0,0.0
8348d8fffffffff,2047.0,0.0,0.0,0.0
8348d9fffffffff,11.0,0.0,0.0,0.0
8348dafffffffff,197.0,0.0,0.0,0.0
8348dbfffffffff,113.0,0.0,0.0,0.0
8348dcfffffffff,410.0,0.0,0.0,0.0
8348ddfffffffff,106.0,0.0,0.0,0.0
8348defffffffff,51.0,0.0,0.0,0.0
8348e1fffffffff,2.0,0.0,0.0,0.0
8348e2fffffffff,11.0,0.0,0.0,0.0
8348e3fffffffff,53.0,0.0,0.0,0.0
8348e4fffffffff,6.0,0.0,0.0,0.0
8348e5fffffffff,2.0,0.0,0.0,0.0
8348e6fffffffff,3.0,0.0,0.0,0.0
8348e8fffffffff,8569.0,0.0,0.0,0.0
8348e9fffffffff,1889.0,0.0,0.0,0.0
8348eafffffffff,3255.0,0.0,0.0,0.0
8348ebfffffffff,3723.0,0.0,0.0,0.0
8348ecfffffffff,3450.0,0.0,0.0,0.0
8348edfffffffff,16.0,0.0,0.0,0.0
8348eefffffffff,3893.0,0.0,0.0,0.0
8348f2fffffffff,357.0,0.0,0.0,0.0
8348f3fffffffff,126.0,0.0,0.0,0.0
8348f4fffffffff,3.0,0.0,0.0,0.0
8348f5fffffffff,1.0,0.0,0.0,0.0
8348f6fffffffff,91.0,0.0,0.0,0.0
834980fffffffff,245.0,0.0,0.0,0.0
834981fffffffff,12.0,0.0,0.0,0.0
834982fffffffff,47.0,0.0,0.0,0.0
834983fffffffff,77.0,0.0,0.0,0.0
834985fffffffff,11.0,0.0,0.0,0.0
834986fffffffff,191.0,0.0,0.0,0.0
834988fffffffff,67.0,0.0,0.0,0.0
83498bfffffffff,3.0,0.0,0.0,0.0
83498cfffffffff,14.0,0.0,0.0,0.0
83498efffffffff,136.0,0.0,0.0,0.0
834990fffffffff,1.0,0.0,0.0,0.0
834991fffffffff,6.0,0.0,0.0,0.0
834994fffffffff,49.0,0.0,0.0,0.0
834995fffffffff,2167.0,0.0,0.0,0.0
834996fffffffff,53.0,0.0,0.0,0.0
834998fffffffff,1.0,0.0,0.0,0.0
834999fffffffff,2.0,0.0,0.0,0.0
83499bfffffffff,6.0,0.0,0.0,0.0
83499cfffffffff,2.0,0.0,0.0,0.0
83499dfffffffff,19.0,0.0,0.0,0.0
83499efffffffff,2.0,0.0,0.0,0.0
8349a8fffffffff,84.0,0.0,0.0,0.0
8349a9fffffffff,34.0,0.0,0.0,0.0
8349aafffffffff,487.0,0.0,0.0,0.0
8349abfffffffff,265.0,0.0,0.0,0.0
8349adfffffffff,1.0,0.0,0.0,0.0
8349b3fffffffff,23.0,0.0,0.0,0.0
8349b5fffffffff,6.0,0.0,0.0,0.0
836606fffffffff,1.0,0.0,0.0,0.0
836608fffffffff,2.0,0.0,0.0,0.0
836618fffffffff,2.0,0.0,0.0,0.0
836619fffffffff,4.0,0.0,0.0,0.0
836620fffffffff,8.0,0.0,0.0,0.0
836622fffffffff,17.0,0.0,0.0,0.0
836625fffffffff,1.0,0.0,0.0,0.0
836631fffffffff,1.0,0.0,0.0,0.0
8366c2fffffffff,4.0,0.0,0.0,0.0
8366c6fffffffff,50.0,0.0,0.0,0.0
8366d0fffffffff,2.0,0.0,0.0,0.0
8366d1fffffffff,3.0,0.0,0.0,0.0
8366e0fffffffff,6.0,0.0,0.0,0.0
8366e4fffffffff,12.0,0.0,0.0,0.0
8366e6fffffffff,16.0,0.0,0.0,0.0
8366f1fffffffff,156.0,0.0,0.0,0.0
8366f5fffffffff,538.0,0.0,0.0,0.0
836755fffffffff,1.0,0.0,0.0,0.0
836d04fffffffff,11.0,0.0,0.0,0.0
836d06fffffffff,2.0,0.0,0.0,0.0
836d15fffffffff,5.0,0.0,0.0,0.0
836d25fffffffff,1.0,0.0,0.0,0.0
836d2afffffffff,7.0,0.0,0.0,0.0
836d30fffffffff,2.0,0.0,0.0,0.0
836d31fffffffff,27.0,0.0,0.0,0.0
836d32fffffffff,32.0,0.0,0.0,0.0
836d33fffffffff,2.0,0.0,0.0,0.0
836d34fffffffff,11.0,0.0,0.0,0.0
836d35fffffffff,108.0,0.0,0.0,0.0
838b05fffffffff,4.0,0.0,0.0,0.0
838b21fffffffff,4.0,0.0,0.0,0.0
838b2cfffffffff,273.0,0.0,0.0,0.0
838b60fffffffff,4.0,0.0,0.0,0.0
838b61fffffffff,1551.0,0.0,0.0,0.0
838b64fffffffff,16.0,0.0,0.0,0.0
838b65fffffffff,6.0,0.0,0.0,0.0
838b66fffffffff,2.0,0.0,0.0,0.0
838b6cfffffffff,12.0,0.0,0.0,0.0
838e45fffffffff,107.0,0.0,0.0,0.0
838e4cfffffffff,20.0,0.0,0.0,0.0
838e60fffffffff,11.0,0.0,0.0,0.0
838e62fffffffff,2782.0,0.0,0.0,0.0
838e63fffffffff,13.0,0.0,0.0,0.0
838e64fffffffff,34.0,0.0,0.0,0.0
838e66fffffffff,15.0,0.0,0.0,0.0
838e68fffffffff,2.0,0.0,0.0,0.0
838e69fffffffff,3.0,0.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0,0.0
838e6dfffffffff,9.0,0.0,0.0,0.0
838e75fffffffff,186.0,0.0,0.0,0.0
838f08fffffffff,13.0,0.0,0.0,0.0
838f09fffffffff,208.0,0.0,0.0,0.0
838f0bfffffffff,56.0,0.0,0.0,0.0
838f0dfffffffff,1.0,0.0,0.0,0.0
838f2cfffffffff,1.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f50fffffffff,920.0,0.0,0.0,0.0
838f51fffffffff,18.0,0.0,0.0,0.0
838f53fffffffff,25.0,0.0,0.0,0.0
838f54fffffffff,2.0,0.0,0.0,0.0
