cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
824cf7fffffffff,421.0,0.0,0.0
824d4ffffffffff,1180.0,0.0,0.0
8254b7fffffffff,2.0,0.0,0.0
825e47fffffffff,1068.0,0.0,0.0
825e4ffffffffff,601.0,0.0,0.0
825e5ffffffffff,1398.0,0.0,0.0
825e67fffffffff,1912.0,0.0,0.0
825e77fffffffff,890.0,0.0,0.0
825f0ffffffffff,488.0,0.0,0.0
825f17fffffffff,84.0,0.0,0.0
825f1ffffffffff,46.0,0.0,0.0
825f4ffffffffff,735.0,0.0,0.0
825f57fffffffff,1.0,0.0,0.0
825f5ffffffffff,3225.0,0.0,0.0
825fa7fffffffff,2.0,0.0,0.0
825faffffffffff,4.0,0.0,0.0
826607fffffffff,467.0,0.0,0.0
826617fffffffff,1203.0,0.0,0.0
82661ffffffffff,434.0,0.0,0.0
826627fffffffff,3348.0,0.0,0.0
82662ffffffffff,6.0,0.0,0.0
826637fffffffff,1084.0,0.0,0.0
826687fffffffff,129.0,0.0,0.0
826697fffffffff,1.0,0.0,0.0
8266a7fffffffff,14925.0,0.0,0.0
8266affffffffff,67.0,0.0,0.0
8266b7fffffffff,6774.0,0.0,0.0
8266d7fffffffff,821.0,0.0,0.0
8266f7fffffffff,531.0,0.0,0.0
826727fffffffff,107.0,0.0,0.0
826737fffffffff,797.0,0.0,0.0
826747fffffffff,3509.0,0.0,0.0
82674ffffffffff,664.0,0.0,0.0
826757fffffffff,4129.0,0.0,0.0
82676ffffffffff,161.0,0.0,0.0
826777fffffffff,1329.0,0.0,0.0
826787fffffffff,647.0,0.0,0.0
82678ffffffffff,4.0,0.0,0.0
826797fffffffff,80.0,0.0,0.0
82679ffffffffff,2965.0,0.0,0.0
8267a7fffffffff,9.0,0.0,0.0
8267b7fffffffff,55.0,0.0,0.0
826c57fffffffff,1.0,0.0,0.0
826c5ffffffffff,5658.0,0.0,0.0
826c67fffffffff,54.0,0.0,0.0
826d07fffffffff,1859.0,0.0,0.0
826d0ffffffffff,3.0,0.0,0.0
826d17fffffffff,1431.0,0.0,0.0
826d27fffffffff,690.0,0.0,0.0
826d2ffffffffff,843.0,0.0,0.0
826d37fffffffff,3060.0,0.0,0.0
826d4ffffffffff,34.0,0.0,0.0
826d67fffffffff,3238.0,0.0,0.0
826d6ffffffffff,13716.0,0.0,0.0
826d77fffffffff,1180.0,0.0,0.0
827c6ffffffffff,2.0,0.0,0.0
827d4ffffffffff,9.0,0.0,0.0
828017fffffffff,9.0,0.0,0.0
82804ffffffffff,4.0,0.0,0.0
828057fffffffff,11.0,0.0,0.0
8280b7fffffffff,102.0,0.0,0.0
828117fffffffff,11.0,0.0,0.0
828137fffffffff,18.0,0.0,0.0
828187fffffffff,41.0,0.0,0.0
82818ffffffffff,10.0,0.0,0.0
82819ffffffffff,83.0,0.0,0.0
8281a7fffffffff,4.0,0.0,0.0
828e27fffffffff,3.0,0.0,0.0
828f07fffffffff,9.0,0.0,0.0
828f0ffffffffff,953.0,0.0,0.0
828f27fffffffff,62.0,0.0,0.0
828f2ffffffffff,3881.0,0.0,0.0
828f57fffffffff,252.0,0.0,0.0
828f5ffffffffff,8.0,0.0,0.0
828fa7fffffffff,1774.0,0.0,0.0
828fb7fffffffff,2.0,0.0,0.0
82a597fffffffff,34.0,0.0,0.0
82a817fffffffff,3741.0,0.0,0.0
82a837fffffffff,811.0,0.0,0.0
82a887fffffffff,15.0,0.0,0.0
82a897fffffffff,122.0,0.0,0.0
82a89ffffffffff,6.0,0.0,0.0
82a8a7fffffffff,3617.0,0.0,0.0
82a8b7fffffffff,74.0,0.0,0.0
82a907fffffffff,25.0,0.0,0.0
82a91ffffffffff,300.0,0.0,0.0
82a927fffffffff,5.0,0.0,0.0
82c2d7fffffffff,5.0,0.0,0.0
82c2f7fffffffff,46.0,0.0,0.0
