cell_id,Fregata magnificens,Fregata magnificens rothschildi,Fregata magnificens magnificens
822a4ffffffffff,7.0,0.0,0.0
824417fffffffff,15893.0,0.0,0.0
82441ffffffffff,5656.0,0.0,0.0
824427fffffffff,193.0,0.0,0.0
824437fffffffff,597.0,0.0,0.0
824447fffffffff,23.0,0.0,0.0
824457fffffffff,689.0,0.0,0.0
824467fffffffff,86.0,0.0,0.0
82446ffffffffff,2322.0,0.0,0.0
824477fffffffff,3069.0,0.0,0.0
824487fffffffff,965.0,0.0,0.0
82448ffffffffff,4.0,0.0,0.0
8244a7fffffffff,5305.0,0.0,0.0
8244affffffffff,3400.0,0.0,0.0
8244b7fffffffff,142.0,0.0,0.0
8244e7fffffffff,81.0,0.0,0.0
8244f7fffffffff,33.0,0.0,0.0
824507fffffffff,5286.0,0.0,0.0
82450ffffffffff,7628.0,0.0,0.0
824517fffffffff,21.0,0.0,0.0
82451ffffffffff,905.0,0.0,0.0
824527fffffffff,8660.0,0.0,0.0
82452ffffffffff,263.0,0.0,0.0
824537fffffffff,2122.0,0.0,0.0
82454ffffffffff,70.0,0.0,0.0
824557fffffffff,62.0,0.0,0.0
824567fffffffff,6.0,0.0,0.0
82456ffffffffff,13.0,0.0,0.0
824577fffffffff,2277.0,0.0,0.0
824587fffffffff,338.0,0.0,0.0
82458ffffffffff,1207.0,0.0,0.0
824597fffffffff,45.0,0.0,0.0
82459ffffffffff,1792.0,0.0,0.0
8245a7fffffffff,893.0,0.0,0.0
8245b7fffffffff,1579.0,0.0,0.0
824807fffffffff,644.0,0.0,0.0
82480ffffffffff,1126.0,0.0,0.0
824817fffffffff,1.0,0.0,0.0
824827fffffffff,764.0,0.0,0.0
82482ffffffffff,2271.0,0.0,0.0
824837fffffffff,10298.0,0.0,0.0
824847fffffffff,4.0,0.0,0.0
824857fffffffff,451.0,0.0,0.0
82485ffffffffff,173.0,0.0,0.0
824877fffffffff,39.0,0.0,0.0
824897fffffffff,1474.0,0.0,0.0
8248b7fffffffff,576.0,0.0,0.0
82490ffffffffff,11.0,0.0,0.0
82491ffffffffff,5.0,0.0,0.0
824957fffffffff,9.0,0.0,0.0
824977fffffffff,2.0,0.0,0.0
824997fffffffff,2724.0,0.0,0.0
82499ffffffffff,12.0,0.0,0.0
8249a7fffffffff,307.0,0.0,0.0
8249affffffffff,1983.0,0.0,0.0
8249b7fffffffff,163.0,0.0,0.0
824c87fffffffff,29.0,0.0,0.0
824c8ffffffffff,61.0,0.0,0.0
824c97fffffffff,51.0,0.0,0.0
824c9ffffffffff,113.0,0.0,0.0
824caffffffffff,107.0,0.0,0.0
824cb7fffffffff,160.0,0.0,0.0
824cc7fffffffff,5704.0,0.0,0.0
824cd7fffffffff,534.0,0.0,0.0
824cdffffffffff,4.0,0.0,0.0
824ceffffffffff,6075.0,0.0,0.0
