cell_id,Phalacrocorax carbo,Phalacrocorax carbo carbo,Phalacrocorax carbo novaehollandiae,Phalacrocorax carbo sinensis/hanedae,Phalacrocorax carbo maroccanus,Phalacrocorax carbo lucidus,Phalacrocorax carbo carbo/sinensis
841e6b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e6e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e745ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841e767ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea0bffffffff,10.0,0.0,0.0,5.0,0.0,0.0,0.0
841ea0dffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841ea45ffffffff,9.0,0.0,0.0,5.0,0.0,0.0,0.0
841ea4dffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
841ea53ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841ea55ffffffff,17.0,0.0,0.0,10.0,0.0,0.0,0.0
841ea5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eb03ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841eb07ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec1dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec21ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841ec47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ec55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eca3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eccbffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841ecd7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ece7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841ece9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ed21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841ed93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
841eda7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee37ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee65ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
841ee67ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841ee91ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841ee97ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841eea5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841eeb7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841ef01ffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
841ef55ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f017ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f051ffffffff,9.0,0.0,0.0,9.0,0.0,0.0,0.0
841f059ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f05bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f09bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f137ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f1a5ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f1b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f233ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f283ffffffff,7.0,0.0,0.0,7.0,0.0,0.0,0.0
841f2adffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f2d7ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841f605ffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
841f703ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f715ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841f71dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841f823ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841f827ffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0
841f883ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
841f887ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841f8e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
841f8ebffffffff,6.0,0.0,0.0,4.0,0.0,0.0,2.0
841f91bffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
841f981ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
841f985ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f98bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
841f999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9c9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841f9cdffffffff,7.0,0.0,0.0,4.0,0.0,0.0,0.0
841fac7ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
841fae1ffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841faebffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
841fb05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841fb13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841fb17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841fb21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8420333ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842049bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84209a5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8420a57ffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
8420e69ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8420e6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8421567ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8424213ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8424311ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8425123ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8425145ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8425161ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8425505ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842a065ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842a06dffffffff,21.0,5.0,0.0,0.0,0.0,0.0,0.0
842a101ffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0
842a103ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
842a105ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842a107ffffffff,119.0,4.0,0.0,0.0,0.0,0.0,0.0
842a109ffffffff,20.0,13.0,0.0,0.0,0.0,0.0,0.0
842a10bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a10dffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
842a115ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a123ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a127ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a12bffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
842a133ffffffff,13.0,2.0,0.0,0.0,0.0,0.0,0.0
842a135ffffffff,89.0,0.0,0.0,0.0,0.0,0.0,0.0
842a139ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842a13bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
842a13dffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842a141ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a143ffffffff,21.0,8.0,0.0,0.0,0.0,0.0,0.0
842a149ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a14bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842a151ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842a159ffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
842a15dffffffff,38.0,6.0,0.0,0.0,0.0,0.0,0.0
842a163ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a169ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842a16bffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
842a1a5ffffffff,27.0,1.0,0.0,0.0,0.0,0.0,0.0
842a301ffffffff,15.0,2.0,0.0,0.0,0.0,0.0,0.0
842a303ffffffff,71.0,15.0,0.0,0.0,0.0,0.0,0.0
842a307ffffffff,113.0,5.0,0.0,0.0,0.0,0.0,0.0
842a309ffffffff,230.0,0.0,0.0,0.0,0.0,0.0,0.0
842a30dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
842a313ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
842a315ffffffff,47.0,8.0,0.0,0.0,0.0,0.0,0.0
842a317ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842a31dffffffff,29.0,9.0,0.0,0.0,0.0,0.0,0.0
842a321ffffffff,2.0,1.0,0.0,0.0,0.0,0.0,0.0
842a323ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
842a32bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a32dffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
842a331ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
842a333ffffffff,69.0,7.0,0.0,0.0,0.0,0.0,0.0
842a33bffffffff,88.0,25.0,0.0,0.0,0.0,0.0,0.0
842a341ffffffff,21.0,15.0,0.0,0.0,0.0,0.0,0.0
842a347ffffffff,16.0,10.0,0.0,0.0,0.0,0.0,0.0
842a349ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
842a363ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842a365ffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
842a84bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842a89dffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
842a8b1ffffffff,48.0,2.0,0.0,0.0,0.0,0.0,0.0
842aa39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa41ffffffff,27.0,18.0,0.0,0.0,0.0,0.0,0.0
842aa81ffffffff,138.0,7.0,0.0,0.0,0.0,0.0,0.0
842aa83ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa85ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa89ffffffff,19.0,1.0,0.0,0.0,0.0,0.0,0.0
842aa8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa8dffffffff,37.0,2.0,0.0,0.0,0.0,0.0,0.0
842aa91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa95ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa97ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa99ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842aa9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842aab9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842aac3ffffffff,20.0,1.0,0.0,0.0,0.0,0.0,0.0
842aac5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842aac7ffffffff,18.0,5.0,0.0,0.0,0.0,0.0,0.0
842aac9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842aacbffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
842aad1ffffffff,211.0,11.0,0.0,0.0,0.0,0.0,0.0
842aad3ffffffff,64.0,10.0,0.0,0.0,0.0,0.0,0.0
842aad5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842aad9ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
842aadbffffffff,352.0,134.0,0.0,0.0,0.0,0.0,0.0
842aaddffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842ab39ffffffff,147.0,5.0,0.0,0.0,0.0,0.0,0.0
842ab57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ac6dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad03ffffffff,129.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad0bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad15ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad31ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad37ffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad51ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad57ffffffff,28.0,4.0,0.0,0.0,0.0,0.0,0.0
842ad59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842ad5bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
842af03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842af0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
842af15ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
842af17ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842af61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842af63ffffffff,326.0,17.0,0.0,0.0,0.0,0.0,0.0
842af6bffffffff,52.0,0.0,0.0,0.0,0.0,0.0,0.0
842b003ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b00bffffffff,5.0,1.0,0.0,0.0,0.0,0.0,0.0
842b011ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
842b013ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b033ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842b03bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
842b053ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842b059ffffffff,7.0,1.0,0.0,0.0,0.0,0.0,0.0
842b0a1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
842b0c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b121ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
842b161ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
842b167ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
842b169ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
842b187ffffffff,63.0,54.0,0.0,0.0,0.0,0.0,0.0
842b189ffffffff,24.0,11.0,0.0,0.0,0.0,0.0,0.0
842b18bffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
842b1a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1a7ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1b5ffffffff,210.0,14.0,0.0,0.0,0.0,0.0,0.0
842b1b9ffffffff,16.0,16.0,0.0,0.0,0.0,0.0,0.0
842b1bdffffffff,59.0,3.0,0.0,0.0,0.0,0.0,0.0
842b1c3ffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
842b1cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b1d5ffffffff,7.0,6.0,0.0,0.0,0.0,0.0,0.0
842b1d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b207ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842b211ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b235ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b241ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b243ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
842b249ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
842b24bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
842b255ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842b257ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
842b2e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b315ffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
842b327ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b343ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b349ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b361ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b813ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
842b893ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
842b8a1ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
842b8adffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b8bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
842b8dbffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
842b8ddffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
842b8e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842b991ffffffff,12.0,8.0,0.0,0.0,0.0,0.0,0.0
842b993ffffffff,30.0,3.0,0.0,0.0,0.0,0.0,0.0
842b99bffffffff,22.0,8.0,0.0,0.0,0.0,0.0,0.0
842b9b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842b9b3ffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
842b9b5ffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0
842b9b7ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
842b9b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
