cell_id,Artamella viridis,Artamella viridis viridis,Artamella viridis annae
82a217fffffffff,147.0,0.0,0.0
82a227fffffffff,55.0,0.0,0.0
82a237fffffffff,144.0,0.0,0.0
82a2a7fffffffff,15.0,0.0,0.0
82a2affffffffff,19.0,0.0,0.0
82a30ffffffffff,24.0,0.0,0.0
82a31ffffffffff,211.0,0.0,0.0
82a357fffffffff,75.0,0.0,0.0
82a377fffffffff,2.0,0.0,0.0
82a38ffffffffff,52.0,0.0,0.0
82a39ffffffffff,109.0,0.0,0.0
82a3affffffffff,2.0,0.0,0.0
