cell_id,Rynchops niger,Rynchops niger niger,Rynchops niger cinerascens,Rynchops niger intercedens
8428309ffffffff,37.0,0.0,0.0,0.0
8428343ffffffff,32.0,0.0,0.0,0.0
8428347ffffffff,1858.0,0.0,0.0,0.0
8429125ffffffff,320.0,0.0,0.0,0.0
8429127ffffffff,355.0,0.0,0.0,0.0
8429137ffffffff,3.0,0.0,0.0,0.0
8429a09ffffffff,4.0,0.0,0.0,0.0
8429a0bffffffff,91.0,0.0,0.0,0.0
8429a19ffffffff,134.0,0.0,0.0,0.0
8429a41ffffffff,2119.0,0.0,0.0,0.0
8429a43ffffffff,31.0,0.0,0.0,0.0
8429a47ffffffff,98.0,0.0,0.0,0.0
8429a4dffffffff,1126.0,0.0,0.0,0.0
8429a55ffffffff,3727.0,13.0,0.0,0.0
8429a57ffffffff,1801.0,14.0,0.0,0.0
8429a61ffffffff,68.0,0.0,0.0,0.0
8429a65ffffffff,2.0,0.0,0.0,0.0
8429a6dffffffff,619.0,0.0,0.0,0.0
8429ac9ffffffff,193.0,0.0,0.0,0.0
842a101ffffffff,47.0,0.0,0.0,0.0
842a103ffffffff,2585.0,1.0,0.0,0.0
842a107ffffffff,1427.0,0.0,0.0,0.0
842a109ffffffff,497.0,0.0,0.0,0.0
842a10bffffffff,166.0,0.0,0.0,0.0
842a115ffffffff,1.0,0.0,0.0,0.0
842a133ffffffff,5245.0,0.0,0.0,0.0
842a139ffffffff,359.0,0.0,0.0,0.0
842a13bffffffff,182.0,0.0,0.0,0.0
842a143ffffffff,188.0,0.0,0.0,0.0
842a151ffffffff,178.0,0.0,0.0,0.0
842a155ffffffff,11.0,0.0,0.0,0.0
842a157ffffffff,470.0,0.0,0.0,0.0
842a159ffffffff,49.0,0.0,0.0,0.0
842a15dffffffff,22.0,0.0,0.0,0.0
842a1a5ffffffff,1104.0,49.0,0.0,0.0
842a317ffffffff,120.0,0.0,0.0,0.0
842a333ffffffff,22.0,0.0,0.0,0.0
842aa93ffffffff,242.0,0.0,0.0,0.0
842aa97ffffffff,8.0,0.0,0.0,0.0
842aa99ffffffff,2.0,2.0,0.0,0.0
842aa9bffffffff,2424.0,4.0,0.0,0.0
842aad1ffffffff,7663.0,0.0,0.0,0.0
842aad3ffffffff,219.0,0.0,0.0,0.0
842aad5ffffffff,733.0,0.0,0.0,0.0
842aad7ffffffff,37.0,0.0,0.0,0.0
842aad9ffffffff,1451.0,0.0,0.0,0.0
842aadbffffffff,1265.0,0.0,0.0,0.0
842aaddffffffff,53.0,0.0,0.0,0.0
842ac6dffffffff,1164.0,0.0,0.0,0.0
842ad03ffffffff,597.0,0.0,0.0,0.0
842ad0bffffffff,142.0,0.0,0.0,0.0
842ad15ffffffff,154.0,0.0,0.0,0.0
842ad31ffffffff,101.0,0.0,0.0,0.0
842ad35ffffffff,4.0,0.0,0.0,0.0
842ad37ffffffff,907.0,0.0,0.0,0.0
842ad39ffffffff,427.0,0.0,0.0,0.0
842ad51ffffffff,96.0,0.0,0.0,0.0
842ad55ffffffff,65.0,0.0,0.0,0.0
842ad57ffffffff,105.0,0.0,0.0,0.0
842ad59ffffffff,252.0,0.0,0.0,0.0
