cell_id,Agelasticus cyanopus,Agelasticus cyanopus atroolivaceus/unicolor,Agelasticus cyanopus cyanopus
84a8133ffffffff,2.0,0.0,0.0
84a813bffffffff,12.0,0.0,0.0
84a813dffffffff,3.0,0.0,0.0
84a8143ffffffff,6.0,0.0,0.0
84a8153ffffffff,2.0,0.0,0.0
84a8157ffffffff,5.0,0.0,0.0
84a815bffffffff,8.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a818dffffffff,6.0,0.0,0.0
84a81a1ffffffff,6.0,0.0,0.0
84a81abffffffff,10.0,0.0,0.0
84a81b9ffffffff,2.0,0.0,0.0
84a81bbffffffff,2.0,0.0,0.0
84a81bdffffffff,5.0,0.0,0.0
84a81c7ffffffff,14.0,0.0,0.0
84a81cdffffffff,4.0,0.0,0.0
84a81e3ffffffff,3.0,0.0,0.0
84a81e9ffffffff,7.0,0.0,0.0
84a81edffffffff,21.0,0.0,0.0
84a8291ffffffff,1.0,0.0,0.0
84a8311ffffffff,9.0,0.0,0.0
84a8315ffffffff,2.0,0.0,0.0
84a8317ffffffff,8.0,0.0,0.0
84a831bffffffff,2.0,0.0,0.0
84a8337ffffffff,7.0,0.0,0.0
84a8401ffffffff,2.0,0.0,0.0
84a8403ffffffff,78.0,0.0,0.0
84a8405ffffffff,11.0,0.0,0.0
84a840dffffffff,179.0,0.0,20.0
84a8411ffffffff,8.0,0.0,0.0
84a8417ffffffff,4.0,0.0,2.0
84a8421ffffffff,14.0,0.0,0.0
84a842bffffffff,4.0,0.0,0.0
84a8439ffffffff,3.0,0.0,1.0
84a844dffffffff,1.0,0.0,1.0
84a8453ffffffff,2.0,0.0,0.0
84a845bffffffff,18.0,0.0,0.0
84a8461ffffffff,1.0,0.0,0.0
84a8463ffffffff,44.0,0.0,0.0
84a8465ffffffff,3.0,0.0,0.0
84a846bffffffff,2.0,0.0,0.0
84a84a3ffffffff,6.0,0.0,0.0
84a84a5ffffffff,32.0,0.0,6.0
84a84b5ffffffff,2.0,0.0,0.0
84a84b9ffffffff,1.0,0.0,0.0
84a84e7ffffffff,5.0,0.0,0.0
84a84edffffffff,6.0,0.0,0.0
84a8591ffffffff,765.0,0.0,24.0
84a8593ffffffff,7.0,0.0,0.0
84a8597ffffffff,17.0,0.0,0.0
84a8599ffffffff,232.0,0.0,7.0
84a859bffffffff,29.0,0.0,0.0
84a85d3ffffffff,1189.0,0.0,56.0
84a85d7ffffffff,94.0,0.0,0.0
84a85dbffffffff,2.0,0.0,0.0
84a8607ffffffff,2.0,0.0,0.0
84a8639ffffffff,9.0,0.0,0.0
84a8647ffffffff,4.0,0.0,0.0
84a864dffffffff,5.0,0.0,0.0
84a865bffffffff,4.0,0.0,0.0
84a86a5ffffffff,2.0,0.0,0.0
84a86adffffffff,5.0,0.0,0.0
84a876dffffffff,28.0,0.0,2.0
84a8831ffffffff,2.0,0.0,0.0
84a8917ffffffff,5.0,0.0,0.0
84a8953ffffffff,3.0,0.0,0.0
84a8957ffffffff,5.0,0.0,0.0
84a8a03ffffffff,7.0,0.0,0.0
84a8a07ffffffff,8.0,0.0,0.0
84a8a13ffffffff,12.0,0.0,0.0
84a8a17ffffffff,21.0,0.0,0.0
84a8a19ffffffff,4.0,0.0,0.0
84a8a1bffffffff,24.0,0.0,0.0
84a8a21ffffffff,9.0,0.0,0.0
84a8a23ffffffff,3.0,0.0,0.0
84a8a27ffffffff,2.0,0.0,0.0
84a8a2bffffffff,16.0,0.0,0.0
84a8a31ffffffff,1.0,0.0,0.0
84a8a3dffffffff,14.0,0.0,0.0
84a8a53ffffffff,33.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0
84a8ab1ffffffff,4.0,0.0,0.0
84a8ab9ffffffff,5.0,0.0,0.0
84a8ad3ffffffff,2.0,0.0,0.0
84a8b11ffffffff,1.0,0.0,0.0
84a8b13ffffffff,1.0,0.0,0.0
84a8b17ffffffff,3.0,0.0,0.0
84a8c25ffffffff,2.0,0.0,0.0
84a8d11ffffffff,1.0,0.0,0.0
84a8da5ffffffff,2.0,0.0,0.0
84a9407ffffffff,4.0,0.0,0.0
84a940dffffffff,31.0,0.0,0.0
84a9411ffffffff,325.0,0.0,0.0
84a9413ffffffff,45.0,0.0,0.0
84a9417ffffffff,10.0,0.0,0.0
84a9419ffffffff,29.0,0.0,0.0
84a941bffffffff,93.0,0.0,0.0
84a9425ffffffff,29.0,0.0,0.0
84a9429ffffffff,85.0,0.0,0.0
84a9433ffffffff,2.0,0.0,0.0
84a9435ffffffff,10.0,0.0,0.0
84a9437ffffffff,2.0,0.0,0.0
84a943dffffffff,1.0,0.0,0.0
84a9441ffffffff,214.0,0.0,0.0
84a9443ffffffff,17.0,0.0,0.0
84a9445ffffffff,171.0,0.0,0.0
84a9447ffffffff,63.0,0.0,0.0
84a9449ffffffff,20.0,0.0,0.0
84a944bffffffff,65.0,0.0,0.0
84a944dffffffff,14.0,0.0,0.0
84a9451ffffffff,2.0,0.0,0.0
84a9453ffffffff,71.0,0.0,0.0
84a9457ffffffff,119.0,0.0,0.0
84a9459ffffffff,5.0,0.0,0.0
84a945bffffffff,42.0,0.0,0.0
84a945dffffffff,1.0,0.0,0.0
84a9461ffffffff,95.0,0.0,0.0
84a9463ffffffff,8.0,0.0,0.0
84a9465ffffffff,154.0,0.0,0.0
84a9467ffffffff,16.0,0.0,0.0
84a9469ffffffff,4.0,0.0,0.0
84a946bffffffff,46.0,0.0,0.0
84a9483ffffffff,2.0,0.0,0.0
84a948bffffffff,2.0,0.0,0.0
84a948dffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,1.0,0.0,0.0
84a94a3ffffffff,2.0,0.0,0.0
84a94a9ffffffff,33.0,0.0,0.0
84a94b1ffffffff,2.0,0.0,0.0
84a94b3ffffffff,4.0,0.0,0.0
84a94b5ffffffff,4.0,0.0,0.0
84a94c1ffffffff,10.0,0.0,0.0
84a94c3ffffffff,5.0,0.0,0.0
84a94c7ffffffff,21.0,0.0,0.0
84a94c9ffffffff,4.0,0.0,0.0
84a94cbffffffff,8.0,0.0,0.0
84a94cdffffffff,3.0,0.0,0.0
84a94d1ffffffff,2.0,0.0,0.0
84a94ddffffffff,14.0,0.0,0.0
84a94e1ffffffff,11.0,0.0,0.0
84a94e3ffffffff,14.0,0.0,0.0
84a94e5ffffffff,1126.0,0.0,0.0
84a94e7ffffffff,69.0,0.0,0.0
84a94e9ffffffff,7.0,0.0,0.0
84a94edffffffff,31.0,0.0,0.0
84a9501ffffffff,4.0,0.0,0.0
84a9531ffffffff,2.0,0.0,0.0
84a953bffffffff,4.0,0.0,0.0
84a9555ffffffff,1.0,0.0,0.0
84a9559ffffffff,2.0,0.0,0.0
84a955bffffffff,20.0,0.0,0.0
84a9599ffffffff,6.0,0.0,0.0
84a959bffffffff,2.0,0.0,0.0
84a95bbffffffff,1.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c5ffffffff,2.0,0.0,0.0
84a95d1ffffffff,163.0,0.0,0.0
84a95d3ffffffff,6.0,0.0,0.0
84a95d9ffffffff,45.0,0.0,0.0
84a95dbffffffff,216.0,0.0,0.0
84a9605ffffffff,2.0,0.0,0.0
84a9607ffffffff,8.0,0.0,0.0
84a9611ffffffff,51.0,0.0,0.0
84a9613ffffffff,14.0,0.0,0.0
84a9615ffffffff,3.0,0.0,0.0
84a9617ffffffff,11.0,0.0,0.0
84a961dffffffff,2.0,0.0,0.0
84a9621ffffffff,28.0,0.0,0.0
84a9623ffffffff,187.0,0.0,0.0
84a9625ffffffff,43.0,0.0,0.0
84a9627ffffffff,308.0,0.0,0.0
84a9629ffffffff,4.0,0.0,0.0
84a962bffffffff,8.0,0.0,0.0
84a962dffffffff,35.0,0.0,0.0
84a9631ffffffff,21.0,0.0,0.0
84a9633ffffffff,8.0,0.0,0.0
84a9637ffffffff,13.0,0.0,0.0
84a9639ffffffff,5.0,0.0,0.0
84a963bffffffff,3.0,0.0,0.0
84a963dffffffff,51.0,0.0,0.0
84a9653ffffffff,4.0,0.0,0.0
84a9659ffffffff,1.0,0.0,0.0
84a965bffffffff,2.0,0.0,0.0
84a9663ffffffff,2.0,0.0,0.0
84a9683ffffffff,2.0,0.0,0.0
84a9685ffffffff,38.0,0.0,0.0
84a9687ffffffff,7.0,0.0,0.0
84a96a1ffffffff,6.0,0.0,0.0
84a96a3ffffffff,8.0,0.0,0.0
84a96a5ffffffff,84.0,0.0,0.0
84a96a7ffffffff,77.0,0.0,0.0
84a96a9ffffffff,20.0,0.0,0.0
84a96abffffffff,8.0,0.0,0.0
84a96adffffffff,327.0,0.0,0.0
84a96b9ffffffff,9.0,0.0,0.0
84a96c1ffffffff,3.0,0.0,0.0
84a96c7ffffffff,2.0,0.0,0.0
84a96cdffffffff,1.0,0.0,0.0
84a96e1ffffffff,34.0,0.0,0.0
84a96e3ffffffff,10.0,0.0,0.0
84a96e5ffffffff,9.0,0.0,0.0
84a96e7ffffffff,172.0,0.0,0.0
84a96e9ffffffff,18.0,0.0,0.0
84a96ebffffffff,3.0,0.0,0.0
84a9711ffffffff,21.0,0.0,0.0
84a9717ffffffff,54.0,0.0,0.0
84a9719ffffffff,23.0,0.0,0.0
84a971bffffffff,1.0,0.0,0.0
84a9733ffffffff,1.0,0.0,0.0
84a973bffffffff,3.0,0.0,0.0
84a9753ffffffff,4.0,0.0,0.0
84b2499ffffffff,1.0,0.0,0.0
84b24d3ffffffff,7.0,0.0,0.0
84b24dbffffffff,6.0,0.0,0.0
84b262dffffffff,12.0,0.0,0.0
84b2681ffffffff,1.0,0.0,0.0
84b2689ffffffff,2.0,0.0,0.0
84b268bffffffff,18.0,0.0,0.0
84b2691ffffffff,35.0,0.0,0.0
84b2693ffffffff,12.0,0.0,0.0
84b2695ffffffff,5.0,0.0,0.0
84b2699ffffffff,2.0,0.0,0.0
84b269bffffffff,2.0,0.0,0.0
84b269dffffffff,23.0,0.0,0.0
84b26cbffffffff,2.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0
84b26d5ffffffff,4.0,0.0,0.0
84b26d7ffffffff,47.0,0.0,0.0
84b26d9ffffffff,2.0,0.0,0.0
84b26ddffffffff,1.0,0.0,0.0
84b2749ffffffff,1.0,0.0,0.0
84b275bffffffff,5.0,0.0,0.0
84b275dffffffff,5.0,0.0,0.0
84b320bffffffff,1.0,0.0,0.0
84b3405ffffffff,2.0,0.0,0.0
84b3421ffffffff,5.0,0.0,0.0
84b3423ffffffff,19.0,0.0,0.0
84b3427ffffffff,2.0,0.0,0.0
84b3429ffffffff,26.0,0.0,0.0
84b342bffffffff,1.0,0.0,0.0
84b343bffffffff,6.0,0.0,0.0
84b3445ffffffff,34.0,0.0,0.0
84b3463ffffffff,19.0,0.0,0.0
84b346bffffffff,4.0,0.0,0.0
84b3481ffffffff,2.0,0.0,0.0
84b3493ffffffff,1.0,0.0,0.0
84b34c3ffffffff,4.0,0.0,0.0
84b34c7ffffffff,8.0,0.0,0.0
84b34d7ffffffff,6.0,0.0,0.0
84b34d9ffffffff,27.0,0.0,0.0
84b34dbffffffff,97.0,0.0,0.0
84b3511ffffffff,6.0,0.0,0.0
84b3513ffffffff,14.0,0.0,0.0
84b35c3ffffffff,1.0,0.0,0.0
84b35c5ffffffff,17.0,0.0,0.0
84b35cbffffffff,1.0,0.0,0.0
84b35cdffffffff,18.0,0.0,0.0
84b35e9ffffffff,3.0,0.0,0.0
84b3629ffffffff,2.0,0.0,0.0
84b366dffffffff,9.0,0.0,0.0
84b3699ffffffff,9.0,0.0,0.0
84b369bffffffff,2.0,0.0,0.0
84b36a9ffffffff,4.0,0.0,0.0
84b36b3ffffffff,4.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36d7ffffffff,2.0,0.0,0.0
84c2037ffffffff,2.0,0.0,0.0
84c21b3ffffffff,4.0,0.0,0.0
84c21bbffffffff,9.0,0.0,0.0
84c2c19ffffffff,14.0,0.0,0.0
84c2c53ffffffff,136.0,0.0,0.0
84c2c57ffffffff,1.0,0.0,0.0
84c2c5bffffffff,140.0,0.0,0.0
84c2c8dffffffff,2.0,0.0,0.0
84c2c91ffffffff,19.0,0.0,0.0
84c2c95ffffffff,7.0,0.0,0.0
84c2c97ffffffff,72.0,0.0,0.0
84c2c99ffffffff,13.0,0.0,0.0
84c2ca7ffffffff,28.0,0.0,0.0
84c2cadffffffff,1.0,0.0,0.0
84c2cb1ffffffff,8.0,0.0,0.0
84c2cb3ffffffff,2.0,0.0,0.0
84c2cb5ffffffff,11.0,0.0,0.0
84c2cb9ffffffff,1.0,0.0,0.0
84c2cbbffffffff,2.0,0.0,0.0
84c2cbdffffffff,4.0,0.0,0.0
84c2cc7ffffffff,7.0,0.0,0.0
84c2cd3ffffffff,74.0,0.0,0.0
84c2cd9ffffffff,6.0,0.0,0.0
84c2cdbffffffff,149.0,0.0,0.0
84c2ce1ffffffff,11.0,0.0,0.0
84c2e07ffffffff,5.0,0.0,0.0
84c2e0dffffffff,3.0,0.0,0.0
84c2e23ffffffff,1.0,0.0,0.0
84c2e31ffffffff,189.0,0.0,0.0
84c2e33ffffffff,34.0,0.0,0.0
84c2e37ffffffff,3.0,0.0,0.0
84c2e39ffffffff,4.0,0.0,0.0
84c2e3bffffffff,4.0,0.0,0.0
84c2e3dffffffff,4.0,0.0,0.0
84c2e41ffffffff,2.0,0.0,0.0
84c2e53ffffffff,2.0,0.0,0.0
84c2e63ffffffff,3.0,0.0,0.0
84c2e85ffffffff,17.0,0.0,0.0
84c2e87ffffffff,18.0,0.0,0.0
84c2ea1ffffffff,16.0,0.0,0.0
84c2ea3ffffffff,4.0,0.0,0.0
84c2ea9ffffffff,15.0,0.0,0.0
84c2eadffffffff,22.0,0.0,0.0
84c2eb1ffffffff,3.0,0.0,0.0
84c2eb5ffffffff,3.0,0.0,0.0
84c2eb7ffffffff,4.0,0.0,0.0
84c2eb9ffffffff,6.0,0.0,0.0
84c2ebbffffffff,16.0,0.0,0.0
84c2ec5ffffffff,2.0,0.0,0.0
84c2ee1ffffffff,1.0,0.0,0.0
84c2ee3ffffffff,8.0,0.0,0.0
84c2ee5ffffffff,31.0,0.0,0.0
84c2ee7ffffffff,13.0,0.0,0.0
84c34b1ffffffff,2.0,0.0,0.0
84c35d5ffffffff,2.0,0.0,0.0
