cell_id,Agelasticus cyanopus,Agelasticus cyanopus atroolivaceus/unicolor,Agelasticus cyanopus cyanopus
84806a3ffffffff,4.0,0.0,0.0
84806abffffffff,10.0,0.0,0.0
8481029ffffffff,6.0,0.0,0.0
84811edffffffff,2.0,0.0,0.0
848162bffffffff,9.0,0.0,0.0
848b00bffffffff,5.0,0.0,0.0
848b00dffffffff,2.0,0.0,0.0
848b01bffffffff,4.0,0.0,0.0
848b045ffffffff,1.0,0.0,0.0
848b085ffffffff,2.0,0.0,0.0
848b089ffffffff,1.0,0.0,0.0
848b08bffffffff,3.0,0.0,0.0
848b099ffffffff,1.0,0.0,0.0
848b0c1ffffffff,10.0,0.0,0.0
848b0c3ffffffff,7.0,0.0,0.0
848b0c5ffffffff,1.0,0.0,0.0
848b0c7ffffffff,14.0,0.0,0.0
848b0cbffffffff,2.0,0.0,0.0
848b0cdffffffff,12.0,0.0,0.0
848b0d1ffffffff,90.0,0.0,0.0
848b0d3ffffffff,4.0,0.0,0.0
848b0d5ffffffff,6.0,0.0,0.0
848b0d9ffffffff,3.0,0.0,0.0
848b0dbffffffff,11.0,0.0,0.0
848b0e1ffffffff,3.0,0.0,0.0
848b0e5ffffffff,3.0,0.0,0.0
848b0e7ffffffff,4.0,0.0,0.0
848b105ffffffff,1.0,0.0,0.0
848b10dffffffff,10.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b1c5ffffffff,2.0,0.0,0.0
848b221ffffffff,2.0,0.0,0.0
848b223ffffffff,5.0,0.0,0.0
848b225ffffffff,7.0,0.0,0.0
848b227ffffffff,2.0,0.0,0.0
848b229ffffffff,2.0,0.0,0.0
848b22dffffffff,4.0,0.0,0.0
848b235ffffffff,2.0,0.0,0.0
848b269ffffffff,2.0,0.0,0.0
848b2a1ffffffff,1.0,0.0,0.0
848b2a5ffffffff,28.0,0.0,0.0
848b2a7ffffffff,91.0,0.0,0.0
848b2b3ffffffff,1.0,0.0,0.0
848b315ffffffff,26.0,0.0,0.0
848b31bffffffff,5.0,0.0,0.0
848b747ffffffff,1.0,0.0,0.0
848b761ffffffff,6.0,0.0,0.0
848b765ffffffff,2.0,0.0,0.0
848b767ffffffff,8.0,0.0,0.0
848b9d5ffffffff,2.0,0.0,0.0
848ba6dffffffff,7.0,0.0,0.0
848bb59ffffffff,4.0,0.0,0.0
84a8011ffffffff,3.0,0.0,0.0
84a8025ffffffff,2.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0
84a8101ffffffff,76.0,0.0,0.0
84a8103ffffffff,1.0,0.0,0.0
84a8105ffffffff,164.0,0.0,0.0
84a8107ffffffff,20.0,0.0,0.0
84a8109ffffffff,4.0,0.0,0.0
84a810bffffffff,1.0,0.0,0.0
84a810dffffffff,4.0,0.0,0.0
84a8113ffffffff,35.0,0.0,0.0
84a8115ffffffff,5.0,0.0,0.0
84a8117ffffffff,1.0,0.0,0.0
84a811dffffffff,5.0,0.0,0.0
84a8127ffffffff,1.0,0.0,0.0
84a8129ffffffff,2.0,0.0,0.0
84a812bffffffff,3.0,0.0,0.0
84a812dffffffff,3.0,0.0,0.0
