cell_id,Nystalus maculatus,Nystalus maculatus maculatus,Nystalus maculatus striatipectus
8480007ffffffff,2.0,2.0,0.0
8480237ffffffff,2.0,0.0,0.0
848b20bffffffff,4.0,0.0,1.0
84a81a1ffffffff,4.0,1.0,0.0
84a96a3ffffffff,2.0,0.0,0.0
84a96b1ffffffff,2.0,0.0,0.0
84a96b9ffffffff,4.0,0.0,0.0
84a96bdffffffff,2.0,0.0,0.0
84a96d1ffffffff,1.0,0.0,0.0
84a96d9ffffffff,12.0,0.0,0.0
84b2401ffffffff,3.0,0.0,1.0
84b242bffffffff,6.0,0.0,0.0
84b2435ffffffff,8.0,0.0,0.0
84b2437ffffffff,1.0,0.0,0.0
84b25cbffffffff,1.0,0.0,0.0
84b25cdffffffff,2.0,0.0,2.0
84b25d5ffffffff,6.0,0.0,0.0
84b25ddffffffff,13.0,0.0,0.0
84b2613ffffffff,21.0,0.0,0.0
84b275bffffffff,2.0,0.0,2.0
84b2e91ffffffff,5.0,0.0,0.0
84b2e99ffffffff,5.0,0.0,0.0
84b2eb7ffffffff,2.0,0.0,0.0
84b32dbffffffff,2.0,0.0,2.0
84b3513ffffffff,4.0,0.0,1.0
84b351bffffffff,2.0,0.0,0.0
84b358dffffffff,1.0,0.0,1.0
84b35e7ffffffff,1.0,0.0,1.0
84b35e9ffffffff,3.0,0.0,0.0
84b3633ffffffff,4.0,0.0,4.0
84b366dffffffff,2.0,0.0,1.0
84b3699ffffffff,3.0,0.0,3.0
