cell_id,Empidonax difficilis,Empidonax difficilis [difficilis Group],Empidonax difficilis occidentalis/hellmayri,Empidonax difficilis difficilis x hellmayri
8448c6dffffffff,3.0,0.0,0.0,0.0
8448c89ffffffff,18.0,18.0,0.0,0.0
8448c8bffffffff,13.0,13.0,0.0,0.0
8448c93ffffffff,1.0,1.0,0.0,0.0
8448c97ffffffff,1.0,0.0,1.0,0.0
8448cc1ffffffff,2.0,0.0,2.0,0.0
8448cc5ffffffff,2.0,0.0,2.0,0.0
8448cd1ffffffff,1.0,0.0,1.0,0.0
8448cd3ffffffff,5.0,0.0,4.0,0.0
8448cd7ffffffff,16.0,15.0,1.0,0.0
8448cd9ffffffff,3.0,0.0,1.0,0.0
8448cebffffffff,2.0,2.0,0.0,0.0
8448d03ffffffff,2.0,0.0,0.0,0.0
8448d0dffffffff,2.0,0.0,0.0,0.0
8448d17ffffffff,3.0,0.0,0.0,0.0
8448d33ffffffff,1.0,0.0,0.0,0.0
8448d35ffffffff,4.0,0.0,0.0,0.0
8448d37ffffffff,6.0,0.0,4.0,0.0
8448d43ffffffff,8.0,0.0,0.0,0.0
8448d4bffffffff,5.0,0.0,3.0,0.0
8448d69ffffffff,2.0,0.0,0.0,0.0
8448d6bffffffff,1.0,0.0,0.0,0.0
8448d83ffffffff,42.0,0.0,32.0,0.0
8448d87ffffffff,2.0,0.0,0.0,0.0
8448d89ffffffff,12.0,0.0,0.0,0.0
8448da5ffffffff,4.0,0.0,0.0,0.0
8448db9ffffffff,1.0,0.0,0.0,0.0
8448dc3ffffffff,16.0,0.0,5.0,0.0
8448dc7ffffffff,6.0,0.0,0.0,0.0
8448dd3ffffffff,2.0,0.0,0.0,0.0
8448dd5ffffffff,2.0,0.0,0.0,0.0
8448de9ffffffff,2.0,0.0,0.0,0.0
8448e33ffffffff,2.0,0.0,0.0,0.0
8448e37ffffffff,11.0,0.0,0.0,0.0
8448e4bffffffff,2.0,0.0,0.0,0.0
8448e55ffffffff,3.0,3.0,0.0,0.0
8448e81ffffffff,3.0,3.0,0.0,0.0
8448e83ffffffff,2.0,2.0,0.0,0.0
8448e85ffffffff,250.0,63.0,80.0,0.0
8448e8dffffffff,72.0,16.0,15.0,0.0
8448e93ffffffff,4.0,4.0,0.0,0.0
8448e97ffffffff,41.0,36.0,0.0,0.0
8448e9bffffffff,3.0,0.0,0.0,0.0
8448ea1ffffffff,15.0,0.0,12.0,0.0
8448ea5ffffffff,2.0,0.0,0.0,0.0
8448ea9ffffffff,2.0,0.0,0.0,0.0
8448eabffffffff,7.0,7.0,0.0,0.0
8448eadffffffff,17.0,0.0,14.0,0.0
8448eb1ffffffff,14.0,8.0,0.0,0.0
8448eb3ffffffff,4.0,2.0,0.0,0.0
8448eb5ffffffff,13.0,0.0,9.0,0.0
8448eb7ffffffff,6.0,2.0,4.0,0.0
8448eb9ffffffff,2.0,2.0,0.0,0.0
8448ebbffffffff,15.0,8.0,0.0,0.0
8448ec5ffffffff,2.0,0.0,0.0,0.0
8448ec7ffffffff,166.0,102.0,0.0,0.0
8448ed3ffffffff,16.0,14.0,0.0,0.0
8448ee1ffffffff,11.0,1.0,0.0,0.0
8448ee3ffffffff,10.0,8.0,0.0,0.0
8448ee9ffffffff,45.0,1.0,25.0,0.0
8448eebffffffff,156.0,71.0,49.0,0.0
8448eedffffffff,3.0,3.0,0.0,0.0
8448f21ffffffff,97.0,0.0,97.0,0.0
8448f25ffffffff,6.0,0.0,6.0,0.0
8448f2dffffffff,4.0,0.0,4.0,0.0
8448f65ffffffff,2.0,0.0,2.0,0.0
844983dffffffff,1.0,0.0,0.0,0.0
8449861ffffffff,1.0,0.0,0.0,0.0
8449865ffffffff,2.0,0.0,2.0,0.0
8449963ffffffff,24.0,0.0,24.0,0.0
844996bffffffff,5.0,0.0,5.0,0.0
8449981ffffffff,2.0,0.0,0.0,0.0
84499c1ffffffff,3.0,0.0,0.0,0.0
8449a3dffffffff,3.0,0.0,0.0,0.0
8449a83ffffffff,2.0,0.0,0.0,0.0
8449a85ffffffff,2.0,1.0,0.0,0.0
8449a89ffffffff,2.0,0.0,0.0,0.0
8449a8bffffffff,1.0,0.0,0.0,0.0
8449a91ffffffff,2.0,0.0,0.0,0.0
8449a97ffffffff,4.0,4.0,0.0,0.0
8449ad7ffffffff,2.0,2.0,0.0,0.0
8449b19ffffffff,3.0,0.0,0.0,0.0
8449b2dffffffff,2.0,0.0,2.0,0.0
8449b33ffffffff,3.0,0.0,0.0,0.0
8449b37ffffffff,6.0,0.0,6.0,0.0
8449b67ffffffff,5.0,1.0,4.0,0.0
8449b6dffffffff,2.0,2.0,0.0,0.0
846d141ffffffff,2.0,2.0,0.0,0.0
846d159ffffffff,91.0,91.0,0.0,0.0
846d15dffffffff,4.0,4.0,0.0,0.0
846d303ffffffff,4.0,0.0,4.0,0.0
846d305ffffffff,206.0,0.0,206.0,0.0
846d307ffffffff,37.0,0.0,37.0,0.0
846d30dffffffff,3.0,0.0,3.0,0.0
846d315ffffffff,2.0,0.0,2.0,0.0
846d325ffffffff,10.0,0.0,10.0,0.0
846d32bffffffff,443.0,0.0,416.0,0.0
846d333ffffffff,3.0,3.0,0.0,0.0
846d335ffffffff,122.0,0.0,118.0,0.0
846d337ffffffff,447.0,103.0,344.0,0.0
846d33dffffffff,3.0,0.0,2.0,0.0
846d361ffffffff,4.0,0.0,4.0,0.0
846d363ffffffff,5.0,0.0,5.0,0.0
