cell_id,Formicivora serrana,Formicivora serrana serrana/interposita,Formicivora serrana littoralis
84a8a21ffffffff,5.0,0.0,5.0
84a8a25ffffffff,5.0,0.0,5.0
84a8a2dffffffff,11.0,0.0,11.0
