cell_id,Trogon surrucura,Trogon surrucura aurantius,Trogon surrucura surrucura
838102fffffffff,3.0,3.0,0.0
83a810fffffffff,2.0,2.0,0.0
83a812fffffffff,7.0,7.0,0.0
83a880fffffffff,2.0,2.0,0.0
83a881fffffffff,5.0,3.0,0.0
83a882fffffffff,3.0,3.0,0.0
83a8a1fffffffff,3.0,3.0,0.0
83a92cfffffffff,59.0,0.0,2.0
83a94dfffffffff,3.0,0.0,0.0
83a94efffffffff,3.0,0.0,0.0
83a953fffffffff,13.0,0.0,12.0
83a95dfffffffff,3.0,0.0,0.0
83a961fffffffff,15.0,0.0,0.0
83a965fffffffff,17.0,0.0,0.0
