cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
84121bbffffffff,2.0,0.0,0.0
8412493ffffffff,2.0,0.0,0.0
84124a5ffffffff,2.0,0.0,0.0
84124a7ffffffff,11.0,0.0,0.0
84124b3ffffffff,6.0,0.0,0.0
84124b5ffffffff,3.0,0.0,0.0
84124b7ffffffff,32.0,0.0,0.0
84124b9ffffffff,2.0,0.0,0.0
84124bdffffffff,5.0,0.0,0.0
8412505ffffffff,43.0,2.0,0.0
8412511ffffffff,8.0,0.0,0.0
8412515ffffffff,152.0,4.0,0.0
8412521ffffffff,7.0,0.0,0.0
8412523ffffffff,41.0,2.0,0.0
8412527ffffffff,1.0,0.0,0.0
841252dffffffff,3.0,0.0,0.0
8412531ffffffff,9.0,0.0,0.0
8412535ffffffff,2.0,2.0,0.0
8412539ffffffff,19.0,2.0,0.0
841253bffffffff,7.0,0.0,0.0
841253dffffffff,10.0,0.0,0.0
8412567ffffffff,1.0,0.0,0.0
8412581ffffffff,7.0,0.0,0.0
8412583ffffffff,5.0,0.0,0.0
841258dffffffff,1.0,0.0,0.0
8412591ffffffff,89.0,0.0,0.0
8412593ffffffff,31.0,0.0,0.0
8412595ffffffff,10.0,0.0,0.0
8412597ffffffff,138.0,0.0,0.0
8412599ffffffff,5.0,0.0,0.0
841259dffffffff,2.0,0.0,0.0
84125a5ffffffff,3.0,0.0,0.0
84125adffffffff,1.0,0.0,0.0
84125b9ffffffff,6.0,0.0,0.0
84125bbffffffff,6.0,0.0,0.0
84125c7ffffffff,2.0,0.0,0.0
84125cdffffffff,2.0,0.0,0.0
84125d5ffffffff,2.0,0.0,0.0
84125d7ffffffff,5.0,0.0,0.0
84125dbffffffff,4.0,0.0,0.0
84125e1ffffffff,2.0,0.0,0.0
84125e5ffffffff,2.0,0.0,0.0
84125ebffffffff,2.0,0.0,0.0
84125edffffffff,2.0,0.0,0.0
8412997ffffffff,2.0,0.0,0.0
84129bbffffffff,17.0,0.0,0.0
8412cc9ffffffff,187.0,0.0,0.0
8412ccdffffffff,56.0,0.0,0.0
8412e11ffffffff,7.0,0.0,0.0
8412e13ffffffff,16.0,0.0,0.0
8412e15ffffffff,7.0,0.0,0.0
8412e17ffffffff,16.0,0.0,0.0
8412e1bffffffff,9.0,0.0,0.0
8412e1dffffffff,1.0,0.0,0.0
8412e4dffffffff,14.0,0.0,0.0
8412e89ffffffff,3.0,0.0,0.0
8412e8bffffffff,15.0,0.0,0.0
8412e8dffffffff,89.0,0.0,0.0
8412e93ffffffff,6.0,0.0,0.0
8412e95ffffffff,6.0,0.0,0.0
8412e97ffffffff,1.0,0.0,0.0
8412e9bffffffff,2.0,0.0,0.0
8412ea1ffffffff,6.0,0.0,0.0
8412ea5ffffffff,2.0,0.0,0.0
8412ea9ffffffff,26.0,0.0,0.0
8412eadffffffff,2.0,0.0,0.0
8412eb9ffffffff,4.0,0.0,0.0
8412ebbffffffff,4.0,0.0,0.0
8412ec1ffffffff,452.0,16.0,0.0
8412ec3ffffffff,5.0,0.0,0.0
8412ec5ffffffff,77.0,10.0,0.0
8412ec7ffffffff,37.0,0.0,0.0
8412ec9ffffffff,79.0,0.0,0.0
8412ecdffffffff,138.0,0.0,0.0
8412ed1ffffffff,2.0,0.0,0.0
8412ed3ffffffff,2.0,0.0,0.0
8412ed9ffffffff,20.0,0.0,0.0
8412ee1ffffffff,7.0,0.0,0.0
8412ee3ffffffff,46.0,0.0,0.0
8412ee7ffffffff,4.0,0.0,0.0
8412ee9ffffffff,5.0,0.0,0.0
8412eedffffffff,4.0,0.0,0.0
841ab0bffffffff,2.0,0.0,0.0
8426009ffffffff,9.0,0.0,0.0
842600bffffffff,62.0,0.0,0.0
842600dffffffff,5.0,0.0,0.0
8426015ffffffff,18.0,0.0,0.0
8426017ffffffff,31.0,0.0,0.0
8426019ffffffff,4.0,0.0,0.0
842601dffffffff,6.0,0.0,0.0
8426021ffffffff,3.0,0.0,0.0
8426025ffffffff,2.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0
8426029ffffffff,8.0,0.0,0.0
842602bffffffff,6.0,0.0,0.0
8426031ffffffff,16.0,4.0,0.0
8426033ffffffff,18.0,0.0,0.0
8426039ffffffff,4.0,0.0,0.0
842603bffffffff,18.0,0.0,0.0
842603dffffffff,21.0,2.0,0.0
8426041ffffffff,18.0,0.0,0.0
8426043ffffffff,12.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0
8426049ffffffff,7.0,0.0,0.0
842604bffffffff,11.0,0.0,0.0
842604dffffffff,2.0,0.0,0.0
8426051ffffffff,52.0,0.0,0.0
8426053ffffffff,9.0,0.0,0.0
8426055ffffffff,11.0,0.0,0.0
8426057ffffffff,3.0,0.0,0.0
8426059ffffffff,9.0,0.0,0.0
842605bffffffff,45.0,0.0,0.0
842605dffffffff,15.0,0.0,0.0
8426063ffffffff,5.0,0.0,0.0
8426065ffffffff,1.0,0.0,0.0
842606dffffffff,1.0,0.0,0.0
8426083ffffffff,2.0,0.0,0.0
8426085ffffffff,42.0,1.0,0.0
8426087ffffffff,14.0,0.0,0.0
8426089ffffffff,2.0,0.0,0.0
842608bffffffff,1.0,0.0,0.0
842608dffffffff,56.0,0.0,0.0
8426091ffffffff,3.0,0.0,0.0
8426093ffffffff,19.0,0.0,0.0
8426095ffffffff,2.0,0.0,0.0
8426097ffffffff,10.0,0.0,0.0
8426099ffffffff,38.0,0.0,0.0
842609dffffffff,1.0,0.0,0.0
84260a1ffffffff,367.0,0.0,0.0
84260a3ffffffff,7.0,0.0,0.0
84260a5ffffffff,2.0,0.0,0.0
84260a7ffffffff,2.0,0.0,0.0
84260a9ffffffff,98.0,0.0,0.0
84260adffffffff,80.0,0.0,0.0
84260b1ffffffff,13.0,0.0,0.0
84260b3ffffffff,138.0,0.0,0.0
84260b5ffffffff,18.0,0.0,0.0
84260b7ffffffff,25.0,0.0,0.0
84260b9ffffffff,91.0,0.0,0.0
84260bbffffffff,86.0,0.0,0.0
84260bdffffffff,4.0,0.0,0.0
84260c1ffffffff,2.0,0.0,0.0
84260c3ffffffff,3.0,0.0,0.0
84260c7ffffffff,2.0,0.0,0.0
84260c9ffffffff,10.0,0.0,0.0
84260cbffffffff,12.0,0.0,0.0
84260d1ffffffff,8.0,0.0,0.0
84260d3ffffffff,6.0,0.0,0.0
84260d7ffffffff,5.0,0.0,0.0
84260d9ffffffff,85.0,0.0,0.0
84260ddffffffff,7.0,0.0,0.0
84260e1ffffffff,3.0,0.0,0.0
84260e3ffffffff,92.0,4.0,0.0
84260e5ffffffff,2.0,0.0,0.0
84260e7ffffffff,3.0,0.0,0.0
84260e9ffffffff,6.0,0.0,0.0
84260ebffffffff,10.0,0.0,0.0
8426107ffffffff,2.0,0.0,0.0
842610dffffffff,3.0,0.0,0.0
8426111ffffffff,2.0,0.0,0.0
8426117ffffffff,1.0,0.0,0.0
842611bffffffff,25.0,0.0,0.0
842611dffffffff,42.0,2.0,0.0
8426137ffffffff,1.0,0.0,0.0
842614bffffffff,15.0,0.0,0.0
8426151ffffffff,5.0,0.0,0.0
842615bffffffff,3.0,0.0,0.0
8426183ffffffff,18.0,0.0,0.0
8426187ffffffff,2.0,0.0,0.0
842618bffffffff,5.0,0.0,0.0
842618dffffffff,2.0,0.0,0.0
8426191ffffffff,5.0,0.0,0.0
8426193ffffffff,4.0,0.0,0.0
8426195ffffffff,2.0,0.0,0.0
8426197ffffffff,14.0,0.0,0.0
8426199ffffffff,12.0,0.0,0.0
